method,property,alpha,latent_displacement,requested_candidates,valid_candidates,valid_fraction,distinct_canonical_structures,median_sa_score,median_delta_sa_vs_seed,median_np_likeness,median_delta_np_vs_seed,median_np_fragment_confidence,sa_nonworsening_fraction_valid_changed,np_nondecreasing_fraction_valid_changed
MolecuLA raw OLS (seed-excluded),TPSA,134.84848484848487,134.84848484848487,50,50,1.0,50,5.577787805098022,3.0457632516020814,0.11613763363990498,1.1969365157386067,0.6179144385026738,0.0,0.9
MolecuLA raw OLS (seed-excluded),TPSA,137.87878787878788,137.87878787878788,50,50,1.0,50,5.512040926219571,2.9232870583592083,0.1458170687784875,1.1182712653810034,0.6170212765957447,0.0,0.86
MolecuLA raw OLS (seed-excluded),TPSA,140.90909090909088,140.90909090909088,50,50,1.0,50,5.396203932828178,2.9406518852275156,0.10739088521739062,1.125091801374638,0.6162029459901801,0.0,0.86
MolecuLA raw OLS (seed-excluded),TPSA,143.93939393939394,143.93939393939394,50,50,1.0,50,5.340785879820869,2.8799121672988797,0.1111612104305936,1.1188041204662662,0.6162029459901801,0.0,0.88
MolecuLA raw OLS (seed-excluded),TPSA,146.96969696969694,146.96969696969694,50,50,1.0,50,5.470414179670958,2.9976126155704934,0.12999194628914038,1.1498335662989574,0.594229217110573,0.0,0.88
MolecuLA raw OLS (seed-excluded),TPSA,150.0,150.0,50,50,1.0,50,5.48110662008772,3.066358165664408,0.12579117504145826,1.1205700016678226,0.5902951958325294,0.0,0.86
MolecuLA raw OLS (seed-excluded),cLogP,-150.0,150.0,50,50,1.0,29,3.565875611257084,1.3175051805563234,0.33178490411555,1.059122797856082,0.6666666666666666,0.04,0.9
MolecuLA raw OLS (seed-excluded),cLogP,-146.96969696969697,146.96969696969697,50,50,1.0,31,3.565875611257084,1.2323148334742866,0.2699499267162737,1.059122797856082,0.6666666666666666,0.04,0.9
MolecuLA raw OLS (seed-excluded),cLogP,-143.93939393939394,143.93939393939394,50,50,1.0,30,3.5790531750163783,1.2557900795167933,0.319547578101325,0.9951885894364898,0.6666666666666666,0.02,0.92
MolecuLA raw OLS (seed-excluded),cLogP,-140.9090909090909,140.9090909090909,50,50,1.0,32,3.5790531750163783,1.2323148334742866,0.33178490411555,1.0049451687467847,0.6666666666666666,0.04,0.92
MolecuLA raw OLS (seed-excluded),cLogP,-137.87878787878788,137.87878787878788,50,50,1.0,35,3.5790531750163783,1.3373843994873438,0.22383903004827505,0.983315873696972,0.6794871794871795,0.04,0.9
MolecuLA raw OLS (seed-excluded),cLogP,-134.84848484848484,134.84848484848484,50,50,1.0,37,3.5922307387756724,1.3674232641333663,0.2778119670819125,1.0049451687467847,0.6666666666666666,0.04,0.88
MolecuLA raw OLS (seed-excluded),cLogP,-131.8181818181818,131.8181818181818,50,50,1.0,40,3.701737993081898,1.4331123368040775,0.27056060190808195,1.0774549802419926,0.6666666666666666,0.06,0.84
MolecuLA raw OLS (seed-excluded),cLogP,-128.78787878787878,128.78787878787878,50,50,1.0,40,3.820796375470948,1.4331123368040775,0.3396694747388084,1.1036310455574918,0.6794871794871795,0.06,0.86
MolecuLA raw OLS (seed-excluded),cLogP,-125.75757575757576,125.75757575757576,50,50,1.0,42,3.9211614873648006,1.4788075545829829,0.3396694747388084,1.111796484046749,0.6742424242424242,0.04,0.88
MolecuLA raw OLS (seed-excluded),cLogP,-122.72727272727272,122.72727272727272,50,50,1.0,42,3.565875611257084,1.2853902689229901,0.22527174027409752,1.1250455270016233,0.6939799331103679,0.06,0.86
MolecuLA raw OLS (seed-excluded),cLogP,-119.69696969696967,119.69696969696967,50,50,1.0,43,3.5790531750163783,1.3305830513606152,0.27115448678641996,0.9368992737637556,0.7477313974591651,0.08,0.88
MolecuLA raw OLS (seed-excluded),cLogP,-116.66666666666666,116.66666666666666,50,50,1.0,43,3.565875611257084,1.18144017557012,0.22527174027409752,0.8823759018535541,0.7777777777777778,0.08,0.86
MolecuLA raw OLS (seed-excluded),cLogP,-113.63636363636364,113.63636363636364,50,50,1.0,42,3.565875611257084,1.1303491794077614,0.20998287422520004,0.8823759018535541,0.7727272727272727,0.12,0.86
MolecuLA raw OLS (seed-excluded),cLogP,-110.6060606060606,110.6060606060606,50,50,1.0,44,3.565875611257084,1.046679789727614,0.2886331270831626,0.9001866881982421,0.7801932367149759,0.14,0.88
MolecuLA raw OLS (seed-excluded),cLogP,-107.57575757575758,107.57575757575758,50,50,1.0,44,3.576618464387007,1.0635343677314513,0.282748093412606,0.9853460360120861,0.7559523809523809,0.14,0.86
MolecuLA raw OLS (seed-excluded),cLogP,-104.54545454545456,104.54545454545456,50,50,1.0,47,3.6252380223783827,1.0778142867598635,0.28222139664690005,1.1816719957828368,0.75,0.12,0.86
MolecuLA raw OLS (seed-excluded),cLogP,-101.51515151515152,101.51515151515152,50,50,1.0,48,3.6252380223783827,1.0778142867598635,0.23485953667953752,0.9956547844968213,0.7559523809523809,0.1,0.86
MolecuLA raw OLS (seed-excluded),cLogP,-98.48484848484848,98.48484848484848,50,50,1.0,48,3.7316089072427108,1.0778142867598635,0.22708266537845,1.0341113057564066,0.7559523809523809,0.08,0.86
MolecuLA raw OLS (seed-excluded),cLogP,-95.45454545454544,95.45454545454544,50,50,1.0,49,3.8493079818223297,1.2793147267643006,0.23559598239109097,1.0723304690040638,0.7459677419354839,0.06,0.9
MolecuLA raw OLS (seed-excluded),cLogP,-92.42424242424242,92.42424242424242,50,50,1.0,49,3.875404984064777,1.4186263571129096,0.23087100782966036,1.1049414252882548,0.7609523809523809,0.06,0.92
MolecuLA raw OLS (seed-excluded),cLogP,-89.39393939393939,89.39393939393939,50,50,1.0,50,3.9329357823306115,1.4186263571129096,0.24913407483699662,0.9635458838853377,0.770979020979021,0.06,0.92
MolecuLA raw OLS (seed-excluded),cLogP,-86.36363636363637,86.36363636363637,50,50,1.0,49,3.9410837113246946,1.4330705697679305,0.3190198827597627,1.2773977689316065,0.755,0.06,0.9
MolecuLA raw OLS (seed-excluded),cLogP,-83.33333333333333,83.33333333333333,50,50,1.0,49,3.8179715572544897,1.3472300783341273,0.3121207788406527,1.3148956149279285,0.8038461538461539,0.06,0.92
MolecuLA raw OLS (seed-excluded),cLogP,-80.3030303030303,80.3030303030303,50,50,1.0,49,3.8587922669868684,1.3124943205093023,0.2974639612438644,1.3148956149279285,0.7875939849624061,0.06,0.92
MolecuLA raw OLS (seed-excluded),cLogP,-77.27272727272728,77.27272727272728,50,50,1.0,50,3.9159295223348343,1.3472300783341273,0.33174955477975493,1.3472597887303448,0.7947368421052632,0.06,0.9
MolecuLA raw OLS (seed-excluded),cLogP,-74.24242424242425,74.24242424242425,50,50,1.0,49,3.8432402791663454,1.3124943205093023,0.323994556575945,1.3536220838180106,0.8047619047619048,0.08,0.9
MolecuLA raw OLS (seed-excluded),cLogP,-71.21212121212122,71.21212121212122,50,50,1.0,49,3.917224592994195,1.3622127720736743,0.4375748863847593,1.345447330471392,0.7958333333333334,0.06,0.94
MolecuLA raw OLS (seed-excluded),cLogP,-68.18181818181819,68.18181818181819,50,50,1.0,49,3.9578463869722076,1.3394225358541125,0.38259391488827565,1.2885978124532784,0.8,0.1,0.96
MolecuLA raw OLS (seed-excluded),cLogP,-65.15151515151516,65.15151515151516,50,50,1.0,50,4.047506784729069,1.3409493922427074,0.4812434119865238,1.129945911993857,0.8,0.06,0.94
MolecuLA raw OLS (seed-excluded),cLogP,-62.121212121212125,62.121212121212125,50,50,1.0,50,3.8739412854685056,1.2557027999134909,0.43423575859698393,1.2279013761932336,0.8248081841432224,0.08,0.86
MolecuLA raw OLS (seed-excluded),cLogP,-59.09090909090909,59.09090909090909,50,50,1.0,50,3.9302553818419006,1.3650149807120213,0.5812908099490042,1.3554416566483898,0.8136574074074074,0.08,0.9
MolecuLA raw OLS (seed-excluded),cLogP,-56.06060606060606,56.06060606060606,50,50,1.0,50,3.9438951446567287,1.469435603784448,0.5503458369326876,1.1862218523006898,0.8176638176638176,0.1,0.9
MolecuLA raw OLS (seed-excluded),cLogP,-53.03030303030303,53.03030303030303,50,50,1.0,50,3.976526572560966,1.4230196753074056,0.41448442040180666,1.0628106636315007,0.8136574074074074,0.1,0.88
MolecuLA raw OLS (seed-excluded),cLogP,-50.0,50.0,50,50,1.0,50,4.017307840433478,1.408289608358968,0.4277301663415781,1.154296415220882,0.8100961538461539,0.08,0.92
MolecuLA raw OLS (seed-excluded),cLogP,-46.96969696969697,46.96969696969697,50,50,1.0,50,4.10219197898976,1.6354448363371565,0.4452666334249937,1.2023596972681554,0.8257575757575758,0.14,0.9
MolecuLA raw OLS (seed-excluded),cLogP,-43.93939393939394,43.93939393939394,50,50,1.0,50,4.072217770809277,1.6003234402984128,0.420358579384302,1.2686202756191345,0.8273809523809523,0.12,0.92
MolecuLA raw OLS (seed-excluded),cLogP,-40.90909090909091,40.90909090909091,50,50,1.0,50,4.089480637184339,1.4805792917592204,0.32435574081501733,1.1232583845000552,0.7974358974358975,0.06,0.94
MolecuLA raw OLS (seed-excluded),cLogP,-37.87878787878788,37.87878787878788,50,50,1.0,50,4.038456744584428,1.6416497402842611,0.24425166806626486,1.2120800823844653,0.822875816993464,0.08333333333333333,0.875
MolecuLA raw OLS (seed-excluded),cLogP,-34.848484848484844,34.848484848484844,50,50,1.0,50,3.4495942708548744,1.1610268859619266,0.05606998022436375,0.8732612657669108,0.8721088435374149,0.13953488372093023,0.8837209302325582
MolecuLA raw OLS (seed-excluded),cLogP,-31.818181818181813,31.818181818181813,50,50,1.0,50,3.0276987640963293,0.7920027851732279,-0.3032141349391354,0.783282360424417,0.9116883116883117,0.175,0.85
MolecuLA raw OLS (seed-excluded),cLogP,-28.787878787878785,28.787878787878785,50,50,1.0,50,2.793521177252373,0.724229168487863,-0.413016362676319,0.7084944365384499,0.9540169133192389,0.21875,0.78125
MolecuLA raw OLS (seed-excluded),cLogP,-25.757575757575765,25.757575757575765,50,50,1.0,50,2.649623637346113,0.694048637194923,-0.47061028781542347,0.7944931905656942,0.9545454545454546,0.20833333333333334,0.7916666666666666
MolecuLA raw OLS (seed-excluded),cLogP,-22.727272727272734,22.727272727272734,50,50,1.0,50,2.5680445297483745,0.6766237843366589,-0.6081236832792594,0.6449848385004181,0.9578527062999113,0.1875,0.8125
MolecuLA raw OLS (seed-excluded),cLogP,-19.69696969696969,19.69696969696969,50,50,1.0,50,2.585301298979423,0.6766237843366589,-0.7214717240843516,0.6449848385004181,0.9615384615384616,0.08333333333333333,0.9166666666666666
MolecuLA raw OLS (seed-excluded),cLogP,-16.666666666666657,16.666666666666657,50,50,1.0,50,2.515197362019565,0.6279827282673995,-0.8005233467466868,0.7647031647127172,0.9677083333333334,0.2,1.0
MolecuLA raw OLS (seed-excluded),cLogP,-13.636363636363626,13.636363636363626,50,50,1.0,50,2.4661114655710445,0.538947750779311,-0.8399808981387062,0.7647031647127172,0.9708614864864865,0.3333333333333333,1.0
MolecuLA raw OLS (seed-excluded),cLogP,-10.606060606060597,10.606060606060597,50,50,1.0,50,2.4512319297902634,0.7448383012439006,-0.9046971310677188,0.5177938270269108,0.9677083333333334,0.0,1.0
MolecuLA raw OLS (seed-excluded),cLogP,-7.575757575757564,7.575757575757564,50,50,1.0,50,2.4512319297902634,1.3356128294827165,-0.9046971310677188,0.9765674360651397,0.9696691176470589,0.0,1.0
MolecuLA raw OLS (seed-excluded),cLogP,-4.545454545454561,4.545454545454561,50,50,1.0,50,2.4512319297902634,1.3784169017984214,-0.8399808981387062,0.9030910693480652,0.9696691176470589,0.0,1.0
MolecuLA raw OLS (seed-excluded),cLogP,-1.5151515151515298,1.5151515151515298,50,50,1.0,50,2.4512319297902634,1.3784169017984214,-0.8399808981387062,0.9030910693480652,0.9696691176470589,0.0,1.0
MolecuLA raw OLS (seed-excluded),cLogP,1.5151515151515014,1.5151515151515014,50,50,1.0,50,2.4512319297902634,1.6178840548693145,-0.8399808981387062,1.2460977341623005,0.9696691176470589,0.0,1.0
MolecuLA raw OLS (seed-excluded),cLogP,4.5454545454545325,4.5454545454545325,50,50,1.0,50,2.4512319297902634,1.1640863523573195,-0.8399808981387062,0.907171238830873,0.9708614864864865,0.3333333333333333,0.6666666666666666
MolecuLA raw OLS (seed-excluded),cLogP,7.575757575757564,7.575757575757564,50,50,1.0,50,2.4512319297902634,1.1640863523573195,-0.8399808981387062,0.907171238830873,0.9708614864864865,0.3333333333333333,0.6666666666666666
MolecuLA raw OLS (seed-excluded),cLogP,10.606060606060597,10.606060606060597,50,50,1.0,50,2.4512319297902634,0.8896217142593148,-0.8189766900479889,0.3878264804094679,0.9708614864864865,0.2,0.8
MolecuLA raw OLS (seed-excluded),cLogP,13.636363636363626,13.636363636363626,50,50,1.0,50,2.4661114655710445,0.43139402732706245,-0.8399808981387062,0.2562945481513702,0.9745817245817245,0.14285714285714285,0.7142857142857143
MolecuLA raw OLS (seed-excluded),cLogP,16.666666666666657,16.666666666666657,50,50,1.0,50,2.6306036820454226,0.5633446700567486,-0.5030709764170138,0.4422329650290872,0.9636243386243386,0.06666666666666667,0.9333333333333333
MolecuLA raw OLS (seed-excluded),cLogP,19.69696969696969,19.69696969696969,50,50,1.0,50,2.910516562130188,0.7232254248804946,-0.4724996181168618,0.48196896451773025,0.9347517730496454,0.0,1.0
MolecuLA raw OLS (seed-excluded),cLogP,22.72727272727272,22.72727272727272,50,50,1.0,50,2.955659215888172,0.7301311619343052,-0.44090027064638637,0.46868644410898097,0.9339941972920696,0.034482758620689655,0.9310344827586207
MolecuLA raw OLS (seed-excluded),cLogP,25.75757575757575,25.75757575757575,50,50,1.0,50,3.257534364879038,1.1946182957360585,-0.3982438148366199,0.48012757961466,0.9092775041050903,0.029411764705882353,0.9411764705882353
MolecuLA raw OLS (seed-excluded),cLogP,28.787878787878785,28.787878787878785,50,50,1.0,50,3.7396207926750757,1.4847974736494365,-0.17445473974044484,0.7114186229935872,0.8860191772347665,0.0,0.9487179487179487
MolecuLA raw OLS (seed-excluded),cLogP,31.818181818181813,31.818181818181813,50,50,1.0,50,4.000014835568272,1.756730916758717,-0.015729664076940382,0.9860010007920451,0.8648956975228161,0.022727272727272728,0.9090909090909091
MolecuLA raw OLS (seed-excluded),cLogP,34.848484848484844,34.848484848484844,50,50,1.0,50,4.308059484353869,1.92134967008958,0.14979405714053393,1.1302111435993256,0.8348484848484848,0.043478260869565216,0.8478260869565217
MolecuLA raw OLS (seed-excluded),cLogP,37.87878787878788,37.87878787878788,50,50,1.0,50,4.354875651118195,1.9814487544061636,0.22789280493898284,1.0702389802345116,0.8320512820512821,0.020833333333333332,0.8958333333333334
MolecuLA raw OLS (seed-excluded),cLogP,40.90909090909091,40.90909090909091,50,50,1.0,50,4.661855496912442,2.0344355570852026,0.4175213957102541,1.3186544567801732,0.8062865497076024,0.020833333333333332,0.9166666666666666
MolecuLA raw OLS (seed-excluded),cLogP,43.93939393939394,43.93939393939394,50,50,1.0,50,4.623264459778797,1.945378524808444,0.3200077079172171,1.3707539231228874,0.7923076923076924,0.020833333333333332,0.875
MolecuLA raw OLS (seed-excluded),cLogP,46.96969696969697,46.96969696969697,50,50,1.0,50,4.70133468182066,2.190970655746933,0.5774755459676328,1.441550613852331,0.8145614035087719,0.041666666666666664,0.8958333333333334
MolecuLA raw OLS (seed-excluded),cLogP,50.0,50.0,50,50,1.0,50,5.023129929653287,2.3856121137618835,0.7003349687236996,1.580252278001065,0.774852154322726,0.04081632653061224,0.8775510204081632
MolecuLA raw OLS (seed-excluded),cLogP,53.03030303030303,53.03030303030303,50,50,1.0,50,5.13323283233819,2.7531895475415222,0.7961079052233121,1.5443576160814037,0.7692307692307693,0.04081632653061224,0.9183673469387755
MolecuLA raw OLS (seed-excluded),cLogP,56.06060606060606,56.06060606060606,50,50,1.0,50,5.152867583320031,2.7756827951443315,0.8324377812089707,1.580252278001065,0.7730616864742501,0.04081632653061224,0.9183673469387755
MolecuLA raw OLS (seed-excluded),cLogP,59.09090909090909,59.09090909090909,50,50,1.0,50,4.865183914185915,2.4623004049017574,0.8151625382432268,1.6184670968648902,0.7661982825917252,0.04081632653061224,0.9183673469387755
MolecuLA raw OLS (seed-excluded),cLogP,62.121212121212125,62.121212121212125,50,50,1.0,50,5.095157858290452,2.531819792972613,0.8411896855627936,1.58456742498268,0.7574746725969854,0.04,0.92
MolecuLA raw OLS (seed-excluded),cLogP,65.15151515151516,65.15151515151516,50,50,1.0,50,5.008330714670404,2.407127078679747,0.8687803854955556,1.7433587060164002,0.75,0.04,0.94
MolecuLA raw OLS (seed-excluded),cLogP,68.18181818181819,68.18181818181819,50,50,1.0,50,5.420335375705921,2.896754694457192,0.9347779461553752,1.7930337538640884,0.747093023255814,0.04,0.92
MolecuLA raw OLS (seed-excluded),cLogP,71.21212121212122,71.21212121212122,50,50,1.0,50,5.441780219600432,2.8640021527527155,0.9562636429717117,1.8552590385683294,0.7612340710932259,0.04,0.94
MolecuLA raw OLS (seed-excluded),cLogP,74.24242424242425,74.24242424242425,50,50,1.0,50,5.713825069114385,3.0994191174164945,0.9851243002398582,1.858130319315279,0.7605633802816901,0.02,0.98
MolecuLA raw OLS (seed-excluded),cLogP,77.27272727272728,77.27272727272728,50,50,1.0,50,5.809922526105231,3.2841062901293494,1.0591679185684741,1.8567641781008446,0.7655060882800608,0.0,0.96
MolecuLA raw OLS (seed-excluded),cLogP,80.30303030303031,80.30303030303031,50,50,1.0,50,5.745446692372814,3.2650748679615846,1.0752013414706636,1.885482664777716,0.766281512605042,0.0,0.96
MolecuLA raw OLS (seed-excluded),cLogP,83.33333333333334,83.33333333333334,50,50,1.0,50,5.786533672079075,2.9963399417086762,1.0789758893001204,1.9583704793154666,0.7462553096355913,0.0,0.98
MolecuLA raw OLS (seed-excluded),cLogP,86.36363636363637,86.36363636363637,50,50,1.0,50,5.64439648183655,3.2559584124548095,1.220542756312644,2.016510206464398,0.7344300822561691,0.0,1.0
MolecuLA raw OLS (seed-excluded),cLogP,89.3939393939394,89.3939393939394,50,50,1.0,50,5.965264080462603,3.422623116221716,1.117621446965813,2.012634496895372,0.723287888395688,0.0,0.98
MolecuLA raw OLS (seed-excluded),cLogP,92.42424242424244,92.42424242424244,50,50,1.0,50,6.012727588237739,3.480827965585909,1.1913860959379357,2.137382319236768,0.7084057971014492,0.0,0.98
MolecuLA raw OLS (seed-excluded),cLogP,95.45454545454544,95.45454545454544,50,50,1.0,50,6.173356949989696,3.622030599236431,1.1937668734314841,2.0067037349475076,0.7099111734455353,0.0,0.98
MolecuLA raw OLS (seed-excluded),cLogP,98.48484848484848,98.48484848484848,50,50,1.0,50,6.139469705822111,3.541702026524481,1.2042291812814405,2.1132124915948163,0.7034640274076893,0.0,0.98
MolecuLA raw OLS (seed-excluded),cLogP,101.5151515151515,101.5151515151515,50,50,1.0,50,6.234292811472752,3.7452137744031706,1.1928448235339315,2.005299948172395,0.7005046583850931,0.0,0.98
MolecuLA raw OLS (seed-excluded),cLogP,104.54545454545452,104.54545454545452,50,50,1.0,50,5.996894596349945,3.404715596852697,1.2342150491791373,2.1216899372811895,0.7275172117039587,0.0,0.98
MolecuLA raw OLS (seed-excluded),cLogP,107.57575757575756,107.57575757575756,50,50,1.0,50,6.062395313308867,3.433717847942524,1.3352096993623803,2.15208101675848,0.7423215898825655,0.0,0.98
MolecuLA raw OLS (seed-excluded),cLogP,110.60606060606062,110.60606060606062,50,50,1.0,50,6.371497827063382,3.8037906194377613,1.2899536523159352,2.1142231223816985,0.7218372280419016,0.02,0.98
MolecuLA raw OLS (seed-excluded),cLogP,113.63636363636364,113.63636363636364,50,50,1.0,50,6.050360172445609,3.5060662257650956,1.2420989160521594,2.011580019668587,0.721217105263158,0.0,0.96
MolecuLA raw OLS (seed-excluded),cLogP,116.66666666666669,116.66666666666669,50,50,1.0,50,6.368779664847121,3.782994934856123,1.286669722766328,2.249508917188955,0.7340136054421769,0.0,0.98
MolecuLA raw OLS (seed-excluded),cLogP,119.69696969696967,119.69696969696967,50,50,1.0,50,6.378807075131409,3.934779386525381,1.2041057410005735,2.1649755165745566,0.7331696601628117,0.02,0.98
MolecuLA raw OLS (seed-excluded),cLogP,122.72727272727276,122.72727272727276,50,50,1.0,50,6.486031609192713,3.867456004674549,1.1395259399701232,2.0858478538026617,0.7452603471295061,0.0,0.98
MolecuLA raw OLS (seed-excluded),cLogP,125.75757575757576,125.75757575757576,50,50,1.0,50,6.6175326586952705,3.9424097704461896,1.0015496074956678,1.978370031893109,0.756761325219743,0.02,0.98
MolecuLA raw OLS (seed-excluded),cLogP,128.7878787878788,128.7878787878788,50,50,1.0,50,6.443783994121756,3.680804024693893,1.1107695139483025,1.9936228030174798,0.7894088669950738,0.02,0.98
MolecuLA raw OLS (seed-excluded),cLogP,131.8181818181818,131.8181818181818,50,50,1.0,50,6.660747632821079,4.204950272848201,0.9796683107065436,1.8631237530700362,0.7887465267057734,0.04,0.98
MolecuLA raw OLS (seed-excluded),cLogP,134.84848484848487,134.84848484848487,50,50,1.0,50,6.077395340847866,3.585599197262451,0.8656351566356055,1.839074217154515,0.8044117647058824,0.04,0.98
MolecuLA raw OLS (seed-excluded),cLogP,137.87878787878788,137.87878787878788,50,50,1.0,50,6.458897898771927,3.8378471584045433,0.8237844265110185,1.8042918660757243,0.7979591836734694,0.02,0.98
MolecuLA raw OLS (seed-excluded),cLogP,140.90909090909088,140.90909090909088,50,50,1.0,50,6.542521164757945,3.993897080798921,0.728601623301866,1.7373852430567074,0.8158244680851063,0.02,0.98
MolecuLA raw OLS (seed-excluded),cLogP,143.93939393939394,143.93939393939394,50,50,1.0,50,6.509759114328539,3.877528019038243,0.6725992906260211,1.593381788815241,0.8480769230769231,0.06,0.96
MolecuLA raw OLS (seed-excluded),cLogP,146.96969696969694,146.96969696969694,50,50,1.0,50,6.278089827903729,3.7630423181837127,0.5578098211295099,1.5778639405794155,0.8612299465240641,0.08,0.98
MolecuLA raw OLS (seed-excluded),cLogP,150.0,150.0,50,50,1.0,48,6.453881315165347,3.829366601903046,0.4930906380501108,1.431697516936974,0.8681159420289855,0.08,0.96
MolecuLA raw OLS (seed-excluded),BertzCT,-150.0,150.0,50,50,1.0,9,2.701044842026315,0.20940298543128932,0.05893999783791667,1.1133789424370901,0.6666666666666666,0.4,0.88
MolecuLA raw OLS (seed-excluded),BertzCT,-146.96969696969697,146.96969696969697,50,50,1.0,9,2.701044842026315,0.20940298543128932,0.05893999783791667,1.1133789424370901,0.6666666666666666,0.4,0.88
MolecuLA raw OLS (seed-excluded),BertzCT,-143.93939393939394,143.93939393939394,50,50,1.0,10,2.701044842026315,0.2437814397166047,0.0251286675201,1.1133789424370901,0.6666666666666666,0.38,0.88
MolecuLA raw OLS (seed-excluded),BertzCT,-140.9090909090909,140.9090909090909,50,50,1.0,11,2.701044842026315,0.2437814397166047,0.0251286675201,1.0574717865912646,0.6666666666666666,0.38,0.88
MolecuLA raw OLS (seed-excluded),BertzCT,-137.87878787878788,137.87878787878788,50,50,1.0,11,2.701044842026315,0.20940298543128932,0.0251286675201,1.0574717865912646,0.6666666666666666,0.4,0.86
MolecuLA raw OLS (seed-excluded),BertzCT,-134.84848484848484,134.84848484848484,50,50,1.0,10,2.701044842026315,0.20940298543128932,0.0251286675201,1.0980799999738027,0.6666666666666666,0.38,0.86
MolecuLA raw OLS (seed-excluded),BertzCT,-131.8181818181818,131.8181818181818,50,50,1.0,10,2.724306380487853,0.20940298543128932,0.0251286675201,1.0980799999738027,0.5833333333333333,0.38,0.86
MolecuLA raw OLS (seed-excluded),BertzCT,-128.78787878787878,128.78787878787878,50,50,1.0,10,2.701044842026315,0.1281474355226413,0.0251286675201,1.0980799999738027,0.6666666666666666,0.42,0.86
MolecuLA raw OLS (seed-excluded),BertzCT,-125.75757575757576,125.75757575757576,50,50,1.0,10,2.701044842026315,0.040185085177408375,0.0251286675201,1.1133789424370901,0.6666666666666666,0.46,0.86
MolecuLA raw OLS (seed-excluded),BertzCT,-122.72727272727272,122.72727272727272,50,50,1.0,12,2.701044842026315,0.039970095253133664,0.0251286675201,1.1133789424370901,0.6666666666666666,0.48,0.86
MolecuLA raw OLS (seed-excluded),BertzCT,-119.69696969696967,119.69696969696967,50,50,1.0,12,2.701044842026315,0.005493324966646007,0.05893999783791667,1.115922250581035,0.6666666666666666,0.5,0.86
MolecuLA raw OLS (seed-excluded),BertzCT,-116.66666666666666,116.66666666666666,50,50,1.0,14,2.701044842026315,-0.049864755872929045,0.09275132815573334,1.115922250581035,0.6666666666666666,0.52,0.88
MolecuLA raw OLS (seed-excluded),BertzCT,-113.63636363636364,113.63636363636364,50,50,1.0,13,2.4398659242430307,-0.1732697278653479,0.0251286675201,1.115922250581035,0.75,0.56,0.84
MolecuLA raw OLS (seed-excluded),BertzCT,-110.6060606060606,110.6060606060606,50,50,1.0,15,2.077226269404214,-0.31660280521783335,0.09275132815573334,1.141160484746644,0.75,0.58,0.84
MolecuLA raw OLS (seed-excluded),BertzCT,-107.57575757575758,107.57575757575758,50,50,1.0,15,1.9802570386349831,-0.3262357626952914,0.05893999783791667,1.100623308117747,0.75,0.62,0.84
MolecuLA raw OLS (seed-excluded),BertzCT,-104.54545454545456,104.54545454545456,50,50,1.0,17,1.9802570386349831,-0.37809385493826664,0.0251286675201,1.0882295945286677,0.75,0.66,0.86
MolecuLA raw OLS (seed-excluded),BertzCT,-101.51515151515152,101.51515151515152,50,50,1.0,17,1.9802570386349831,-0.37809385493826664,0.0251286675201,1.0882295945286677,0.75,0.66,0.86
MolecuLA raw OLS (seed-excluded),BertzCT,-98.48484848484848,98.48484848484848,50,50,1.0,20,1.966192874141485,-0.41338444377101435,0.0251286675201,1.049115727929666,0.75,0.74,0.84
MolecuLA raw OLS (seed-excluded),BertzCT,-95.45454545454544,95.45454545454544,50,50,1.0,22,1.9741137163788327,-0.351829704815918,0.0349728103137625,1.1258615422833564,0.75,0.7,0.86
MolecuLA raw OLS (seed-excluded),BertzCT,-92.42424242424242,92.42424242424242,50,50,1.0,25,1.960636196397636,-0.41338444377101435,0.0251286675201,1.112312290966005,0.75,0.68,0.84
MolecuLA raw OLS (seed-excluded),BertzCT,-89.39393939393939,89.39393939393939,50,50,1.0,25,1.960636196397636,-0.4260373563885924,0.06878414063157917,1.1210755075471068,0.75,0.68,0.84
MolecuLA raw OLS (seed-excluded),BertzCT,-86.36363636363637,86.36363636363637,50,50,1.0,26,1.9741137163788327,-0.41338444377101435,0.06561788637303251,1.1049409085922997,0.7916666666666667,0.64,0.84
MolecuLA raw OLS (seed-excluded),BertzCT,-83.33333333333333,83.33333333333333,50,50,1.0,27,1.9624137163788333,-0.3832933626886428,0.06561788637303251,1.099160926186363,0.8333333333333334,0.64,0.84
MolecuLA raw OLS (seed-excluded),BertzCT,-80.3030303030303,80.3030303030303,50,50,1.0,34,2.013996074596056,-0.34192463168478415,0.10569655287948332,1.1049409085922997,0.8333333333333334,0.66,0.84
MolecuLA raw OLS (seed-excluded),BertzCT,-77.27272727272728,77.27272727272728,50,50,1.0,41,2.205800885405605,-0.3255069169533309,0.15280501057132,1.29569171969657,0.8541666666666667,0.64,0.84
MolecuLA raw OLS (seed-excluded),BertzCT,-74.24242424242425,74.24242424242425,50,50,1.0,40,2.177550716537495,-0.3275718603214557,0.11921100154354998,1.1792171161407516,0.875,0.64,0.84
MolecuLA raw OLS (seed-excluded),BertzCT,-71.21212121212122,71.21212121212122,50,50,1.0,41,2.205800885405605,-0.20116791127849787,0.197817334242595,1.1687815867682136,0.875,0.6,0.84
MolecuLA raw OLS (seed-excluded),BertzCT,-68.18181818181819,68.18181818181819,50,50,1.0,42,2.4086145315434377,-0.13655478181115566,0.34934152147315,1.2508450197383083,0.875,0.54,0.9
