method,property,objective,seed_similarity_cutoff,quality_rule,seeds,successful_seeds,success_fraction,median_best_improvement,median_selected_similarity,median_selected_delta_sa,median_selected_delta_np,median_selected_np_confidence,selected_scaffold_retention
MolecuLA raw OLS (seed-excluded),HBA,maximize,0.4,sa_nonworsening,50,0,0.0,,,,,,
ChemSpacE extreme-SVM,HBA,maximize,0.6,sa_nonworsening,50,0,0.0,,,,,,
MolecuLA raw OLS (seed-excluded),HBA,maximize,0.6,sa_nonworsening,50,0,0.0,,,,,,
ChemSpacE extreme-SVM,HeavyAtomCount,maximize,0.0,sa_nonworsening,50,0,0.0,,,,,,
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,maximize,0.0,sa_nonworsening,50,2,0.04,36.5,0.3101307189542483,-0.7307205626464315,1.6724328131418682,0.7615149833518313,0.0
ChemSpacE extreme-SVM,HeavyAtomCount,maximize,0.2,sa_nonworsening,50,0,0.0,,,,,,
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,maximize,0.2,sa_nonworsening,50,1,0.02,1.0,0.5647058823529412,-0.025774429242106933,-0.106231384903271,0.9852941176470589,0.0
ChemSpacE extreme-SVM,HeavyAtomCount,maximize,0.4,sa_nonworsening,50,0,0.0,,,,,,
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,maximize,0.4,sa_nonworsening,50,1,0.02,1.0,0.5647058823529412,-0.025774429242106933,-0.106231384903271,0.9852941176470589,0.0
ChemSpacE extreme-SVM,HeavyAtomCount,maximize,0.6,sa_nonworsening,50,0,0.0,,,,,,
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,maximize,0.6,sa_nonworsening,50,0,0.0,,,,,,
ChemSpacE extreme-SVM,TPSA,maximize,0.0,sa_nonworsening,50,2,0.04,18.28,0.3244514106583072,-0.36114939954973924,0.6375524832364736,0.9615384615384616,0.0
MolecuLA raw OLS (seed-excluded),TPSA,maximize,0.0,sa_nonworsening,50,8,0.16,14.035,0.5322668854252119,-0.09160372104641112,-0.12344866353834105,0.9437467294610151,0.125
ChemSpacE extreme-SVM,TPSA,maximize,0.2,sa_nonworsening,50,1,0.02,9.23,0.5454545454545454,-0.21090407239818632,0.5441669316636111,1.0,0.0
MolecuLA raw OLS (seed-excluded),TPSA,maximize,0.2,sa_nonworsening,50,8,0.16,14.035,0.5322668854252119,-0.09160372104641112,-0.12344866353834105,0.9437467294610151,0.125
ChemSpacE extreme-SVM,TPSA,maximize,0.4,sa_nonworsening,50,1,0.02,9.23,0.5454545454545454,-0.21090407239818632,0.5441669316636111,1.0,0.0
MolecuLA raw OLS (seed-excluded),TPSA,maximize,0.4,sa_nonworsening,50,5,0.1,17.07,0.5647058823529412,-0.025774429242106933,0.007726738598326638,0.9811320754716981,0.2
ChemSpacE extreme-SVM,TPSA,maximize,0.6,sa_nonworsening,50,0,0.0,,,,,,
MolecuLA raw OLS (seed-excluded),TPSA,maximize,0.6,sa_nonworsening,50,1,0.02,43.09,0.6304347826086957,-0.016311159263272756,0.11550225765575772,0.9487179487179487,1.0
ChemSpacE extreme-SVM,cLogP,maximize,0.0,sa_nonworsening,50,12,0.24,0.7551500000000013,0.1675531914893617,-0.3634648423015987,-0.1611865715508653,0.9230769230769231,0.0
MolecuLA raw OLS (seed-excluded),cLogP,maximize,0.0,sa_nonworsening,50,14,0.28,2.005040000000003,0.13114595431668596,-0.4006709477046555,0.30254811799097014,0.9504283965728274,0.1111111111111111
ChemSpacE extreme-SVM,cLogP,maximize,0.2,sa_nonworsening,50,8,0.16,0.7294500000000006,0.34094447327451993,-0.2296106726313516,-0.3915201963688529,0.983875128998968,0.125
MolecuLA raw OLS (seed-excluded),cLogP,maximize,0.2,sa_nonworsening,50,9,0.18,0.4638000000000017,0.375,-0.1667398512204219,-0.19244664289375857,0.9852941176470589,0.1111111111111111
ChemSpacE extreme-SVM,cLogP,maximize,0.4,sa_nonworsening,50,2,0.04,0.5556500000000002,0.5586687306501548,-0.25287043140427024,-0.3996680970621357,0.9926470588235294,0.0
MolecuLA raw OLS (seed-excluded),cLogP,maximize,0.4,sa_nonworsening,50,3,0.06,0.4638000000000017,0.5647058823529412,-0.04383777100271047,-0.106231384903271,1.0,0.3333333333333333
ChemSpacE extreme-SVM,cLogP,maximize,0.6,sa_nonworsening,50,0,0.0,,,,,,
MolecuLA raw OLS (seed-excluded),cLogP,maximize,0.6,sa_nonworsening,50,1,0.02,0.3900999999999999,0.7222222222222222,-0.04383777100271047,-0.3940341347584505,1.0,1.0
ChemSpacE extreme-SVM,BertzCT,minimize,0.0,none,50,50,1.0,734.5321357194807,0.0422619047619047,-0.18937221448579855,1.0359094405431513,0.7083333333333333,
MolecuLA raw OLS (seed-excluded),BertzCT,minimize,0.0,none,50,50,1.0,733.5321357194807,0.0441558441558441,-0.351829704815918,1.0980799999738027,0.75,
ChemSpacE extreme-SVM,BertzCT,minimize,0.2,none,50,30,0.6,170.1383149075864,0.3397435897435897,0.5430442704813183,0.4883237754782346,0.930952380952381,0.0
MolecuLA raw OLS (seed-excluded),BertzCT,minimize,0.2,none,50,44,0.88,380.1932974734038,0.286692759295499,0.4071001583715086,0.6277186326574864,0.9157801418439716,0.0
ChemSpacE extreme-SVM,BertzCT,minimize,0.4,none,50,16,0.32,134.4476778554847,0.5529188948306596,0.29107114858868455,0.29506027790900163,0.9784921369102683,0.0
MolecuLA raw OLS (seed-excluded),BertzCT,minimize,0.4,none,50,25,0.5,152.87695382078664,0.4857142857142857,0.46369665362241097,0.35069687616712586,0.9629629629629629,0.04
ChemSpacE extreme-SVM,BertzCT,minimize,0.6,none,50,5,0.1,148.19983861032733,0.6229508196721312,0.6205030246079879,0.525266512288119,0.9433962264150944,0.0
MolecuLA raw OLS (seed-excluded),BertzCT,minimize,0.6,none,50,7,0.14,130.74363135119904,0.6229508196721312,0.6205030246079879,0.525266512288119,0.96,0.0
ChemSpacE extreme-SVM,FractionCSP3,minimize,0.0,none,50,47,0.94,0.3,0.0434782608695652,4.693953491946833,0.9351026421574673,0.5161290322580645,0.045454545454545456
MolecuLA raw OLS (seed-excluded),FractionCSP3,minimize,0.0,none,50,47,0.94,0.3,0.0666666666666666,2.8521731084734743,1.243100208152685,0.6,0.0
ChemSpacE extreme-SVM,FractionCSP3,minimize,0.2,none,50,15,0.3,0.0666666666666666,0.3095238095238095,1.284636142074925,0.7723334894359491,0.8048780487804879,0.26666666666666666
MolecuLA raw OLS (seed-excluded),FractionCSP3,minimize,0.2,none,50,38,0.76,0.09307359307359295,0.3147865853658537,0.8299848486568884,0.5805824897180447,0.8449656750572082,0.10526315789473684
ChemSpacE extreme-SVM,FractionCSP3,minimize,0.4,none,50,3,0.06,0.0615384615384614,0.7142857142857143,0.5843156551138087,0.4822155650572484,0.975609756097561,0.6666666666666666
MolecuLA raw OLS (seed-excluded),FractionCSP3,minimize,0.4,none,50,19,0.38,0.0854700854700855,0.5263157894736842,0.7183823666371056,0.4114469331302502,0.8809523809523809,0.3157894736842105
ChemSpacE extreme-SVM,FractionCSP3,minimize,0.6,none,50,2,0.04,0.049999999999999906,0.7158385093167702,0.34645568086638523,0.3507729016122639,0.9878048780487805,1.0
MolecuLA raw OLS (seed-excluded),FractionCSP3,minimize,0.6,none,50,7,0.14,0.0454545454545454,0.6956521739130435,0.7183823666371056,0.3441676249907736,0.921875,0.7142857142857143
ChemSpacE extreme-SVM,HBA,minimize,0.0,none,50,50,1.0,4.0,0.08220720720720714,0.974122335707845,1.8302179831683345,0.8689931350114417,0.0
MolecuLA raw OLS (seed-excluded),HBA,minimize,0.0,none,50,50,1.0,4.0,0.0909090909090909,0.757796005564729,1.7708839606111573,0.8695652173913043,0.0
ChemSpacE extreme-SVM,HBA,minimize,0.2,none,50,23,0.46,2.0,0.2777777777777778,0.7568874806644903,0.7345012939488055,0.896551724137931,0.09090909090909091
MolecuLA raw OLS (seed-excluded),HBA,minimize,0.2,none,50,34,0.68,2.0,0.3237365368682684,0.4734079965491298,0.7368393787119103,0.9050480769230769,0.058823529411764705
ChemSpacE extreme-SVM,HBA,minimize,0.4,none,50,6,0.12,1.0,0.4941860465116279,0.4188551549530519,0.021205874369822575,0.9696969696969697,0.3333333333333333
MolecuLA raw OLS (seed-excluded),HBA,minimize,0.4,none,50,16,0.32,1.0,0.48290598290598286,0.38917120114712,0.3173255426700077,0.970843183609141,0.125
ChemSpacE extreme-SVM,HBA,minimize,0.6,none,50,1,0.02,1.0,0.6,0.25726356434397246,-0.24451958542172225,0.9393939393939394,1.0
MolecuLA raw OLS (seed-excluded),HBA,minimize,0.6,none,50,2,0.04,1.0,0.6923076923076923,0.25651730327556166,-0.3054875811634652,0.9615384615384616,0.5
ChemSpacE extreme-SVM,HeavyAtomCount,minimize,0.0,none,50,50,1.0,23.0,0.0,4.603029055609706,0.9542687274206383,0.0,
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,minimize,0.0,none,50,50,1.0,23.0,0.0,4.53965982924529,1.0234462197795389,0.0,
ChemSpacE extreme-SVM,HeavyAtomCount,minimize,0.2,none,50,22,0.44,4.5,0.436026936026936,0.3330257558204863,0.4449043941787802,0.9558441558441559,0.0
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,minimize,0.2,none,50,45,0.9,9.0,0.2837837837837837,0.2710526039649874,0.6372823262895726,0.9361702127659575,0.0
ChemSpacE extreme-SVM,HeavyAtomCount,minimize,0.4,none,50,14,0.28,2.0,0.568264163372859,0.4686223987901035,0.441875843889043,0.96005291005291,0.0
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,minimize,0.4,none,50,25,0.5,3.0,0.5,0.33180408677603523,0.30030091772513795,0.9393939393939394,0.08
ChemSpacE extreme-SVM,HeavyAtomCount,minimize,0.6,none,50,5,0.1,2.0,0.6229508196721312,0.6205030246079879,0.525266512288119,0.9333333333333333,0.0
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,minimize,0.6,none,50,8,0.16,2.0,0.644808743169399,0.5797253876936495,0.3865380639946091,0.9384469696969697,0.125
ChemSpacE extreme-SVM,TPSA,minimize,0.0,none,50,50,1.0,57.785000000000004,0.06957047791893525,0.34810148137465013,1.4505499513559679,0.8257575757575758,0.0
MolecuLA raw OLS (seed-excluded),TPSA,minimize,0.0,none,50,50,1.0,57.785000000000004,0.08633540372670806,1.322086721961171,2.1990182281088337,0.8792270531400965,0.0
ChemSpacE extreme-SVM,TPSA,minimize,0.2,none,50,25,0.5,20.309999999999988,0.3484848484848485,0.685395933078043,0.6669845158284039,0.9,0.08
MolecuLA raw OLS (seed-excluded),TPSA,minimize,0.2,none,50,35,0.7,27.96,0.2631578947368421,0.5327012068731927,0.695673340181604,0.9090909090909091,0.12121212121212122
ChemSpacE extreme-SVM,TPSA,minimize,0.4,none,50,10,0.2,16.43,0.5343822843822843,-0.03897340171272923,0.27902167995248,0.9861111111111112,0.2
MolecuLA raw OLS (seed-excluded),TPSA,minimize,0.4,none,50,20,0.4,16.935,0.48376623376623373,0.14916436314727477,0.2993074510060645,0.9718253968253968,0.25
ChemSpacE extreme-SVM,TPSA,minimize,0.6,none,50,2,0.04,21.685000000000002,0.6197047496790757,-0.2157443102597778,-0.3772989470811923,1.0,0.5
MolecuLA raw OLS (seed-excluded),TPSA,minimize,0.6,none,50,6,0.12,18.689999999999994,0.6557828481510621,-0.02090466458300888,0.03801217178313591,0.9897959183673469,0.5
ChemSpacE extreme-SVM,cLogP,minimize,0.0,none,50,50,1.0,79.59773999999896,0.015079365079365,5.390831452291437,0.9493643975085375,0.625,
MolecuLA raw OLS (seed-excluded),cLogP,minimize,0.0,none,50,50,1.0,5.085750000000002,0.07198275862068965,1.3552021110611387,1.207114711704587,0.7559523809523809,0.0
ChemSpacE extreme-SVM,cLogP,minimize,0.2,none,50,28,0.56,1.0135500000000006,0.2919067574646411,1.1305222082440727,0.6672217484737097,0.8681727904667329,0.18518518518518517
MolecuLA raw OLS (seed-excluded),cLogP,minimize,0.2,none,50,44,0.88,1.7995500000000013,0.28035714285714286,0.7566680230888072,0.6390239704315497,0.864367816091954,0.02702702702702703
ChemSpacE extreme-SVM,cLogP,minimize,0.4,none,50,10,0.2,1.0140000000000005,0.5877622377622378,0.34896695731982863,0.5767276413299854,0.9552941176470588,0.5
MolecuLA raw OLS (seed-excluded),cLogP,minimize,0.4,none,50,25,0.5,0.9624000000000004,0.5319148936170213,0.538947750779311,0.5232049590695118,0.9428571428571428,0.12
ChemSpacE extreme-SVM,cLogP,minimize,0.6,none,50,4,0.08,1.0140000000000005,0.6938287700999566,0.09915318966747488,0.34990347760301543,0.9852941176470589,0.75
MolecuLA raw OLS (seed-excluded),cLogP,minimize,0.6,none,50,10,0.2,0.7670000000000007,0.6296572280178838,0.34799296164883753,0.4352720518085275,0.9386733416770964,0.4
ChemSpacE extreme-SVM,BertzCT,minimize,0.0,np_nondecreasing,50,49,0.98,746.0638884474981,0.0428571428571428,-0.18671057056001494,1.0965856531902665,0.75,0.0
MolecuLA raw OLS (seed-excluded),BertzCT,minimize,0.0,np_nondecreasing,50,50,1.0,724.8784459873872,0.04598308668076105,-0.2552939479386449,1.1817116467032425,0.75,
ChemSpacE extreme-SVM,BertzCT,minimize,0.2,np_nondecreasing,50,22,0.44,197.4205936660768,0.328125,0.6242428764376937,0.7752672403532461,0.9188453159041394,0.0
MolecuLA raw OLS (seed-excluded),BertzCT,minimize,0.2,np_nondecreasing,50,39,0.78,385.6469730343921,0.2857142857142857,0.6205030246079879,0.7873455119432953,0.8936170212765957,0.0
ChemSpacE extreme-SVM,BertzCT,minimize,0.4,np_nondecreasing,50,12,0.24,153.13081120514698,0.5710920177383592,0.478223374187956,0.4103558177974126,0.9679331306990882,0.0
MolecuLA raw OLS (seed-excluded),BertzCT,minimize,0.4,np_nondecreasing,50,19,0.38,152.87695382078664,0.5,0.49971180906499413,0.525266512288119,0.9433962264150944,0.0
ChemSpacE extreme-SVM,BertzCT,minimize,0.6,np_nondecreasing,50,4,0.08,153.13081120514698,0.6130627114233671,0.6242428764376937,0.6449848385004181,0.9383647798742139,0.0
MolecuLA raw OLS (seed-excluded),BertzCT,minimize,0.6,np_nondecreasing,50,7,0.14,114.0675536968124,0.6229508196721312,0.6205030246079879,0.525266512288119,0.9433962264150944,0.0
ChemSpacE extreme-SVM,FractionCSP3,minimize,0.0,np_nondecreasing,50,46,0.92,0.2857142857142857,0.0422619047619047,4.435246579357192,0.9705291078027031,0.5247311827956989,0.0
MolecuLA raw OLS (seed-excluded),FractionCSP3,minimize,0.0,np_nondecreasing,50,46,0.92,0.2928571428571428,0.06612021857923489,3.0930799915935974,1.256406183308338,0.5962962962962963,0.0
ChemSpacE extreme-SVM,FractionCSP3,minimize,0.2,np_nondecreasing,50,12,0.24,0.061721611721611655,0.3003315250150693,1.634644830058615,0.8753366456551516,0.8048780487804879,0.16666666666666666
MolecuLA raw OLS (seed-excluded),FractionCSP3,minimize,0.2,np_nondecreasing,50,34,0.68,0.09761904761904755,0.3238305383936452,0.874626618543088,0.8107100563928304,0.8481554677206851,0.08823529411764706
ChemSpacE extreme-SVM,FractionCSP3,minimize,0.4,np_nondecreasing,50,3,0.06,0.0615384615384614,0.7142857142857143,0.5843156551138087,0.4822155650572484,0.975609756097561,0.6666666666666666
MolecuLA raw OLS (seed-excluded),FractionCSP3,minimize,0.4,np_nondecreasing,50,18,0.36,0.08321123321123315,0.5012531328320802,0.7220583261756954,0.42492167455530755,0.8789377289377289,0.2777777777777778
ChemSpacE extreme-SVM,FractionCSP3,minimize,0.6,np_nondecreasing,50,2,0.04,0.049999999999999906,0.7158385093167702,0.34645568086638523,0.3507729016122639,0.9878048780487805,1.0
MolecuLA raw OLS (seed-excluded),FractionCSP3,minimize,0.6,np_nondecreasing,50,6,0.12,0.04004329004328995,0.6739130434782609,0.7323842444215609,0.39265405358163596,0.9073660714285714,0.6666666666666666
ChemSpacE extreme-SVM,HBA,minimize,0.0,np_nondecreasing,50,50,1.0,4.0,0.08220720720720714,0.974122335707845,1.9895499888439037,0.8811764705882352,0.0
MolecuLA raw OLS (seed-excluded),HBA,minimize,0.0,np_nondecreasing,50,49,0.98,4.0,0.0892857142857142,0.7405142301624945,1.8779139488764123,0.875,0.0
ChemSpacE extreme-SVM,HBA,minimize,0.2,np_nondecreasing,50,17,0.34,2.0,0.2763157894736842,1.0500930947461367,1.1101839484159195,0.8666666666666667,0.0
MolecuLA raw OLS (seed-excluded),HBA,minimize,0.2,np_nondecreasing,50,31,0.62,2.0,0.2912621359223301,0.5720752797411022,0.7674931277232651,0.9024390243902439,0.0
ChemSpacE extreme-SVM,HBA,minimize,0.4,np_nondecreasing,50,3,0.06,1.0,0.4776119402985074,0.6165749906385933,0.44310554130712887,0.88,0.0
MolecuLA raw OLS (seed-excluded),HBA,minimize,0.4,np_nondecreasing,50,11,0.22,1.0,0.4769230769230769,0.4990096999246276,0.713111227497929,0.90625,0.0
ChemSpacE extreme-SVM,HBA,minimize,0.6,np_nondecreasing,50,0,0.0,,,,,,
MolecuLA raw OLS (seed-excluded),HBA,minimize,0.6,np_nondecreasing,50,1,0.02,1.0,0.6666666666666666,0.5967262988588171,0.4323706491097359,0.9230769230769231,0.0
ChemSpacE extreme-SVM,HeavyAtomCount,minimize,0.0,np_nondecreasing,50,49,0.98,23.0,0.0,4.499843867216598,1.0744456792372388,0.0,0.0
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,minimize,0.0,np_nondecreasing,50,50,1.0,22.5,0.0,4.37424811036931,1.1008146086770403,0.0,
ChemSpacE extreme-SVM,HeavyAtomCount,minimize,0.2,np_nondecreasing,50,17,0.34,2.0,0.5,0.538947750779311,0.525266512288119,0.9333333333333333,0.0
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,minimize,0.2,np_nondecreasing,50,41,0.82,8.0,0.2686567164179104,0.5781919255475518,0.8054041249736118,0.92,0.0
ChemSpacE extreme-SVM,HeavyAtomCount,minimize,0.4,np_nondecreasing,50,11,0.22,2.0,0.5892857142857143,0.538947750779311,0.500546395505642,0.9545454545454546,0.0
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,minimize,0.4,np_nondecreasing,50,18,0.36,2.0,0.5,0.5244940534036591,0.6307441684899231,0.9344086021505376,0.0
ChemSpacE extreme-SVM,HeavyAtomCount,minimize,0.6,np_nondecreasing,50,5,0.1,2.0,0.6229508196721312,0.6205030246079879,0.525266512288119,0.9333333333333333,0.0
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,minimize,0.6,np_nondecreasing,50,6,0.12,2.0,0.6130627114233671,0.6242428764376937,0.560339314547683,0.9394400486914181,0.0
ChemSpacE extreme-SVM,TPSA,minimize,0.0,np_nondecreasing,50,50,1.0,57.785000000000004,0.0685736677115987,0.6000513055862724,1.5160064817787386,0.8366666666666667,0.0
MolecuLA raw OLS (seed-excluded),TPSA,minimize,0.0,np_nondecreasing,50,50,1.0,57.785000000000004,0.08530997304582205,1.322086721961171,2.1990182281088337,0.8633540372670807,0.0
ChemSpacE extreme-SVM,TPSA,minimize,0.2,np_nondecreasing,50,21,0.42,22.37,0.323943661971831,0.8048817024776644,0.8049171160093138,0.86,0.0
MolecuLA raw OLS (seed-excluded),TPSA,minimize,0.2,np_nondecreasing,50,29,0.58,31.81,0.2631578947368421,0.6824971472137289,0.963796176202669,0.896551724137931,0.037037037037037035
ChemSpacE extreme-SVM,TPSA,minimize,0.4,np_nondecreasing,50,6,0.12,14.339999999999996,0.470064874884152,0.36416744481056273,0.5668362945110407,0.9027427490542245,0.0
MolecuLA raw OLS (seed-excluded),TPSA,minimize,0.4,np_nondecreasing,50,14,0.28,16.935,0.45684315684315685,0.4218208449873302,0.5853044031656407,0.9088196286472149,0.14285714285714285
ChemSpacE extreme-SVM,TPSA,minimize,0.6,np_nondecreasing,50,0,0.0,,,,,,
MolecuLA raw OLS (seed-excluded),TPSA,minimize,0.6,np_nondecreasing,50,3,0.06,20.309999999999988,0.6862745098039216,0.15483146853146934,0.6334070089716632,0.9767441860465116,0.3333333333333333
ChemSpacE extreme-SVM,cLogP,minimize,0.0,np_nondecreasing,50,49,0.98,79.34179999999897,0.0178571428571428,5.324085315168094,0.9675424304097385,0.625,0.0
MolecuLA raw OLS (seed-excluded),cLogP,minimize,0.0,np_nondecreasing,50,49,0.98,5.002900000000002,0.0681818181818181,1.3656907825340614,1.2587528665197156,0.75,0.0
ChemSpacE extreme-SVM,cLogP,minimize,0.2,np_nondecreasing,50,24,0.48,1.0239500000000008,0.28047253950868406,1.143627242597355,0.7494533074067845,0.8681727904667329,0.21739130434782608
MolecuLA raw OLS (seed-excluded),cLogP,minimize,0.2,np_nondecreasing,50,40,0.8,1.8794500000000003,0.28035714285714286,0.8708503510292767,0.7932651293789514,0.8583072100313479,0.030303030303030304
ChemSpacE extreme-SVM,cLogP,minimize,0.4,np_nondecreasing,50,10,0.2,1.0140000000000005,0.5877622377622378,0.34896695731982863,0.5767276413299854,0.9552941176470588,0.5
MolecuLA raw OLS (seed-excluded),cLogP,minimize,0.4,np_nondecreasing,50,24,0.48,0.8553500000000008,0.5346141632264211,0.5797253876936495,0.5242357356788154,0.9416027280477408,0.125
ChemSpacE extreme-SVM,cLogP,minimize,0.6,np_nondecreasing,50,4,0.08,1.0140000000000005,0.6938287700999566,0.09915318966747488,0.34990347760301543,0.9852941176470589,0.75
MolecuLA raw OLS (seed-excluded),cLogP,minimize,0.6,np_nondecreasing,50,9,0.18,0.9624000000000004,0.6229508196721312,0.5320841133429237,0.5107553190615781,0.9411764705882353,0.4444444444444444
ChemSpacE extreme-SVM,BertzCT,minimize,0.0,sa_and_np,50,42,0.84,732.7562865459647,0.0444664031620553,-0.4424215162597811,1.0882295945286677,0.75,
MolecuLA raw OLS (seed-excluded),BertzCT,minimize,0.0,sa_and_np,50,39,0.78,717.4486846444313,0.0517241379310344,-0.47444147369770207,1.0965856531902665,0.75,
ChemSpacE extreme-SVM,BertzCT,minimize,0.2,sa_and_np,50,4,0.08,219.71691295723735,0.5125603864734299,-0.4107554066974881,0.11326646490769683,0.9828737300435414,0.0
MolecuLA raw OLS (seed-excluded),BertzCT,minimize,0.2,sa_and_np,50,11,0.22,469.448047363387,0.3076923076923077,-0.6297043287595123,0.20423462912645363,1.0,0.0
ChemSpacE extreme-SVM,BertzCT,minimize,0.4,sa_and_np,50,3,0.06,93.26297460356592,0.5362318840579711,-0.3244326638253181,0.04090282585635574,0.9846153846153847,0.0
MolecuLA raw OLS (seed-excluded),BertzCT,minimize,0.4,sa_and_np,50,3,0.06,108.98405326891748,0.5362318840579711,-0.17756309684686578,0.20423462912645363,0.9838709677419355,0.0
ChemSpacE extreme-SVM,BertzCT,minimize,0.6,sa_and_np,50,0,0.0,,,,,,
MolecuLA raw OLS (seed-excluded),BertzCT,minimize,0.6,sa_and_np,50,1,0.02,108.98405326891748,0.6075949367088608,-0.17756309684686578,0.20423462912645363,0.9838709677419355,0.0
ChemSpacE extreme-SVM,FractionCSP3,minimize,0.0,sa_and_np,50,0,0.0,,,,,,
MolecuLA raw OLS (seed-excluded),FractionCSP3,minimize,0.0,sa_and_np,50,2,0.04,0.1464404223227752,0.29682017543859646,-0.03902938581376425,0.6738458432485475,0.9265873015873016,0.0
ChemSpacE extreme-SVM,FractionCSP3,minimize,0.2,sa_and_np,50,0,0.0,,,,,,
MolecuLA raw OLS (seed-excluded),FractionCSP3,minimize,0.2,sa_and_np,50,1,0.02,0.0098039215686274,0.4561403508771929,-0.0622809752747262,0.5246575301245957,0.8809523809523809,0.0
ChemSpacE extreme-SVM,FractionCSP3,minimize,0.4,sa_and_np,50,0,0.0,,,,,,
MolecuLA raw OLS (seed-excluded),FractionCSP3,minimize,0.4,sa_and_np,50,1,0.02,0.0098039215686274,0.4561403508771929,-0.0622809752747262,0.5246575301245957,0.8809523809523809,0.0
ChemSpacE extreme-SVM,FractionCSP3,minimize,0.6,sa_and_np,50,0,0.0,,,,,,
MolecuLA raw OLS (seed-excluded),FractionCSP3,minimize,0.6,sa_and_np,50,0,0.0,,,,,,
ChemSpacE extreme-SVM,HBA,minimize,0.0,sa_and_np,50,47,0.94,4.0,0.0454545454545454,-0.7266997682034777,1.2667977863699633,1.0,0.0
MolecuLA raw OLS (seed-excluded),HBA,minimize,0.0,sa_and_np,50,24,0.48,3.5,0.0893997445721583,-0.624901733939919,1.2218610344322098,1.0,0.0
ChemSpacE extreme-SVM,HBA,minimize,0.2,sa_and_np,50,1,0.02,2.0,0.2631578947368421,-1.2353500459221998,0.013470548650437952,1.0,0.0
MolecuLA raw OLS (seed-excluded),HBA,minimize,0.2,sa_and_np,50,5,0.1,2.0,0.2325581395348837,-0.3244326638253181,0.18784932720948078,0.9615384615384616,0.0
ChemSpacE extreme-SVM,HBA,minimize,0.4,sa_and_np,50,0,0.0,,,,,,
MolecuLA raw OLS (seed-excluded),HBA,minimize,0.4,sa_and_np,50,1,0.02,1.0,0.4888888888888889,-0.3244326638253181,0.18563010395903792,1.0,0.0
ChemSpacE extreme-SVM,HBA,minimize,0.6,sa_and_np,50,0,0.0,,,,,,
MolecuLA raw OLS (seed-excluded),HBA,minimize,0.6,sa_and_np,50,0,0.0,,,,,,
ChemSpacE extreme-SVM,HeavyAtomCount,minimize,0.0,sa_and_np,50,22,0.44,22.0,0.0769230769230769,-0.4989281668193719,1.10860946915074,0.8333333333333334,
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,minimize,0.0,sa_and_np,50,32,0.64,22.0,0.05508760107816705,-0.41695508050698304,1.0980799999738027,0.8333333333333334,0.0
ChemSpacE extreme-SVM,HeavyAtomCount,minimize,0.2,sa_and_np,50,2,0.04,11.0,0.3782051282051282,-0.5456116416054337,0.36936433370717414,0.9642857142857143,0.0
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,minimize,0.2,sa_and_np,50,14,0.28,14.0,0.27092320966350303,-0.5002303866859945,0.5845056852411115,0.9695804195804196,0.0
ChemSpacE extreme-SVM,HeavyAtomCount,minimize,0.4,sa_and_np,50,1,0.02,13.0,0.5,-0.46151895445135516,0.30030091772513795,1.0,0.0
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,minimize,0.4,sa_and_np,50,3,0.06,1.0,0.5,-0.34228904410484784,0.04090282585635574,0.9846153846153847,0.0
ChemSpacE extreme-SVM,HeavyAtomCount,minimize,0.6,sa_and_np,50,0,0.0,,,,,,
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,minimize,0.6,sa_and_np,50,0,0.0,,,,,,
ChemSpacE extreme-SVM,TPSA,minimize,0.0,sa_and_np,50,45,0.9,58.56,0.0454545454545454,-0.6164624098733356,1.1315120312483353,0.75,0.0
MolecuLA raw OLS (seed-excluded),TPSA,minimize,0.0,sa_and_np,50,33,0.66,55.760000000000005,0.0625,-0.3002851014215011,0.9774934668524218,1.0,0.0
ChemSpacE extreme-SVM,TPSA,minimize,0.2,sa_and_np,50,2,0.04,27.060000000000002,0.34726522187822495,-0.6860538705686938,0.3402275322394209,0.9861111111111112,0.0
MolecuLA raw OLS (seed-excluded),TPSA,minimize,0.2,sa_and_np,50,6,0.12,36.93,0.3730936819172113,-0.2166894532310062,0.26116214341244703,0.9861111111111112,0.2
ChemSpacE extreme-SVM,TPSA,minimize,0.4,sa_and_np,50,1,0.02,15.79,0.4313725490196078,-0.13675769521518788,0.6669845158284039,0.9722222222222222,0.0
MolecuLA raw OLS (seed-excluded),TPSA,minimize,0.4,sa_and_np,50,3,0.06,15.79,0.4375,-0.1979370764187678,0.19449040929089675,0.9722222222222222,0.3333333333333333
ChemSpacE extreme-SVM,TPSA,minimize,0.6,sa_and_np,50,0,0.0,,,,,,
MolecuLA raw OLS (seed-excluded),TPSA,minimize,0.6,sa_and_np,50,0,0.0,,,,,,
