method,property,seed_id,requested_transitions,evaluable_transitions,structure_changed_transitions,structure_changed_fraction_evaluable,median_adjacent_tanimoto,q25_adjacent_tanimoto,p05_adjacent_tanimoto,median_absolute_sa_step_changed,p95_absolute_sa_step_changed,median_absolute_np_step_changed,p95_absolute_np_step_changed,median_absolute_property_step_changed,p95_absolute_property_step_changed
ChemSpacE extreme-SVM,FractionCSP3,47,99,99,37,0.37373737373737376,1.0,0.7222222222222222,0.13285714285714287,0.115362450798429,2.1858714449130434,0.016108403052733773,0.8188952116496762,0.0,0.15752668384247306
ChemSpacE extreme-SVM,FractionCSP3,48,99,99,45,0.45454545454545453,1.0,0.7383146807109942,0.16880514705882355,0.0549747853302307,1.8442343731339117,0.010293936970948062,0.4555245131894562,0.0,0.16339522546419097
ChemSpacE extreme-SVM,FractionCSP3,49,99,99,39,0.3939393939393939,1.0,0.6551840594393785,0.16357020547945206,0.1622403651076869,1.7792870650915176,0.018523586756022725,0.7621173794933053,0.0,0.1602380952380957
ChemSpacE extreme-SVM,HBA,0,99,99,54,0.5454545454545454,1.0,0.6741071428571428,0.11,0.07687234395910902,2.2675098524362522,0.01086727252137013,1.0060185432195992,0.0,13.699999999999989
ChemSpacE extreme-SVM,HBA,1,99,99,41,0.41414141414141414,1.0,0.7429193899782135,0.13303571428571428,0.23344566900748376,2.2687710207386527,0.01716821179073491,1.447425173641342,0.0,21.0
ChemSpacE extreme-SVM,HBA,2,99,99,36,0.36363636363636365,1.0,0.8328173374613003,0.11659663865546219,0.26632076546411465,2.263835157653374,0.04418980765601918,1.7801960341726248,0.0,20.25
ChemSpacE extreme-SVM,HBA,3,99,99,63,0.6363636363636364,1.0,0.7204861111111112,0.0851063829787234,0.04810318739456321,1.561474704944461,0.0015881873537954491,0.7912038606558142,0.0,9.899999999999999
ChemSpacE extreme-SVM,HBA,4,99,99,30,0.30303030303030304,1.0,0.9041666666666667,0.11972105837111863,0.2942839375009183,2.3493439197136405,0.21302897444085428,1.3162670977495214,0.5,13.299999999999983
ChemSpacE extreme-SVM,HBA,5,99,99,39,0.3939393939393939,1.0,0.7349498327759196,0.07077922077922078,0.2788878696522108,3.6849048752578497,0.10798637619325407,1.4721480292160003,0.0,61.00000000000003
ChemSpacE extreme-SVM,HBA,6,99,99,40,0.40404040404040403,1.0,0.5621212121212121,0.12473021582733813,0.2232134554403018,2.1854347082740766,0.0905709680410766,1.1457685456254383,0.0,15.549999999999969
ChemSpacE extreme-SVM,HBA,7,99,99,41,0.41414141414141414,1.0,0.6458333333333333,0.11058823529411764,0.25029229202321446,1.6082971324045552,0.018844585870299913,1.1543500517053333,0.0,24.0
ChemSpacE extreme-SVM,HBA,8,99,99,40,0.40404040404040403,1.0,0.7592592592592593,0.15232292460015234,0.3856930059474992,2.789514877626453,0.06607446542579123,1.3099088186637777,0.0,20.099999999999994
ChemSpacE extreme-SVM,HBA,9,99,99,30,0.30303030303030304,1.0,0.98,0.16264367816091954,0.32566255120965426,2.158134643495652,0.056802910925772075,1.2162657601756135,0.0,15.149999999999963
ChemSpacE extreme-SVM,HBA,10,99,99,40,0.40404040404040403,1.0,0.7596153846153846,0.10715942028985508,0.20160958535066253,2.679971383993795,0.054093250276484886,1.1893710405691624,0.0,16.19999999999999
ChemSpacE extreme-SVM,HBA,11,99,99,31,0.31313131313131315,1.0,0.975,0.16728571428571432,0.3997445842332761,2.5001754050414493,0.06250302353590001,1.477845049644606,0.0,14.5
