method,property,seed_id,requested_transitions,evaluable_transitions,structure_changed_transitions,structure_changed_fraction_evaluable,median_adjacent_tanimoto,q25_adjacent_tanimoto,p05_adjacent_tanimoto,median_absolute_sa_step_changed,p95_absolute_sa_step_changed,median_absolute_np_step_changed,p95_absolute_np_step_changed,median_absolute_property_step_changed,p95_absolute_property_step_changed
ChemSpacE extreme-SVM,BertzCT,17,99,99,31,0.31313131313131315,1.0,0.6538461538461539,0.1730355005983247,0.25808270031815894,2.091491492913572,0.10871151527270001,1.0857238813773684,181.7052750908657,1289.0686468584126
ChemSpacE extreme-SVM,BertzCT,18,99,53,12,0.22641509433962265,1.0,1.0,0.11172502928228119,1.3584322394475352,1.7020414035301288,0.3631895643673587,1.6974122860817622,294.59593971723564,7750.487612313827
ChemSpacE extreme-SVM,BertzCT,19,99,54,13,0.24074074074074073,1.0,1.0,0.05252100840336135,0.8946044356555349,3.1489596592733067,0.316837742031699,1.7176395219306437,709.9986498400704,7417.206905591012
ChemSpacE extreme-SVM,BertzCT,20,99,99,24,0.24242424242424243,1.0,1.0,0.14663865546218488,0.47294510169298043,2.8564590911271264,0.1238642273687142,1.2159316303728849,316.8253663593524,2387.439530305915
ChemSpacE extreme-SVM,BertzCT,21,99,99,21,0.21212121212121213,1.0,1.0,0.16729254201680674,0.6864546892097056,4.580847465665993,0.14465524199678143,1.9554796941081758,134.71351627306467,2541.950664195134
ChemSpacE extreme-SVM,BertzCT,22,99,99,29,0.29292929292929293,1.0,0.8898809523809523,0.11437418983148495,0.4422983438381376,4.2010936346751455,0.06838246196230408,0.9500568992275348,280.1489652777551,1923.8601688423691
ChemSpacE extreme-SVM,BertzCT,23,99,99,20,0.20202020202020202,1.0,1.0,0.11576227390180878,0.8739740302440646,4.583173619512147,0.2406757641628786,1.5327495091232013,189.52403879304333,1628.958978400446
ChemSpacE extreme-SVM,BertzCT,24,99,99,23,0.23232323232323232,1.0,1.0,0.1582857142857143,0.7762696645315224,3.0593408817888825,0.06014631695497501,2.1759711371646184,440.31686961275136,2121.6257804877278
ChemSpacE extreme-SVM,BertzCT,25,99,70,26,0.37142857142857144,1.0,0.699660633484163,0.05357142857142859,0.6800939603421017,4.46783735098721,0.08516443809587129,0.8284425145027723,185.97528584440215,2892.280107970127
ChemSpacE extreme-SVM,BertzCT,26,99,74,32,0.43243243243243246,1.0,0.5026595744680851,0.0872702272398321,0.3240672897291925,3.87068597065276,0.03427469499970297,1.549774012630113,455.3374358062847,1592.7513114135982
ChemSpacE extreme-SVM,BertzCT,27,99,99,28,0.2828282828282828,1.0,1.0,0.15874744724302248,0.58874516389456,3.9740232862191873,0.07073602266897012,0.8684479708489615,332.8021588779785,2065.9738143448712
ChemSpacE extreme-SVM,BertzCT,28,99,99,25,0.25252525252525254,1.0,1.0,0.22842105263157897,0.255372354418256,1.9714678883382581,0.16006966696136138,0.5950047370127943,190.76392511682732,2413.5103518470282
ChemSpacE extreme-SVM,BertzCT,29,99,99,18,0.18181818181818182,1.0,1.0,0.12157622739018088,0.8023287248623401,4.587825927204455,0.15484747507604665,2.433744524030152,319.2359418122909,2997.7384874242503
ChemSpacE extreme-SVM,BertzCT,30,99,55,12,0.21818181818181817,1.0,1.0,0.08896781923998631,0.9742031630192964,2.2437575901983435,0.2755301542333157,2.148672586762255,585.4678545800236,4021.060380261617
ChemSpacE extreme-SVM,BertzCT,31,99,99,33,0.3333333333333333,1.0,0.5494281045751634,0.12202380952380953,0.696632259147381,4.006123941417912,0.08167871425468287,0.783375081157537,375.4517582709136,1607.5941061561211
ChemSpacE extreme-SVM,BertzCT,32,99,99,27,0.2727272727272727,1.0,1.0,0.08764342453662843,0.3616103237081676,3.970852263499198,0.09897436528424991,1.157161820449365,382.1849525015932,2322.639611974298
ChemSpacE extreme-SVM,BertzCT,33,99,99,26,0.26262626262626265,1.0,1.0,0.18471638655462186,0.37168629020278887,4.543403002072892,0.05691504749262648,1.2312745779045002,442.36918231266736,2855.595262855855
ChemSpacE extreme-SVM,BertzCT,34,99,99,27,0.2727272727272727,1.0,1.0,0.11104117492787832,0.7578824325714368,4.296032092422858,0.06838246196230408,1.6569958832876557,251.6843797833103,1967.4321985984186
ChemSpacE extreme-SVM,BertzCT,35,99,99,25,0.25252525252525254,1.0,1.0,0.1313313875168388,0.5970070709131141,4.100826610817735,0.07208468474974698,1.1836684684481842,268.2707646867707,2017.3158446865245
ChemSpacE extreme-SVM,BertzCT,36,99,85,21,0.24705882352941178,1.0,1.0,0.09244558258642765,0.9926108803144089,3.631462888188879,0.10871151527270001,1.2790302781602167,204.19280948873632,2405.6568999879137
ChemSpacE extreme-SVM,BertzCT,37,99,99,27,0.2727272727272727,1.0,1.0,0.08446160835983645,0.4232572899293743,4.296032092422858,0.12885989848433033,1.1650904602332206,339.20272304529374,3267.8600399218403
ChemSpacE extreme-SVM,BertzCT,38,99,99,22,0.2222222222222222,1.0,1.0,0.07255944931163956,0.38373585820318734,4.533378236792137,0.14796375001141512,1.1942278899265872,220.98239363862544,5615.386074615551
ChemSpacE extreme-SVM,BertzCT,39,99,99,24,0.24242424242424243,1.0,1.0,0.12678571428571428,0.6143297582055007,4.422349918380865,0.08712999198243188,1.2645072674956377,453.4716953998759,2349.6311022340024
ChemSpacE extreme-SVM,BertzCT,40,99,99,25,0.25252525252525254,1.0,1.0,0.08931599773883551,0.6516424566755088,4.390970550170568,0.10871151527270001,1.2809993915163516,318.9173301461485,3744.791815577237
ChemSpacE extreme-SVM,BertzCT,41,99,99,22,0.2222222222222222,1.0,1.0,0.13603832442067737,0.8227018193994882,4.533378236792137,0.11069693416298307,1.1707798072847182,214.03177299074292,3288.687106145791
ChemSpacE extreme-SVM,BertzCT,42,99,99,28,0.2828282828282828,1.0,1.0,0.0903896103896104,0.5604939918987473,4.471784588166355,0.10871151527270001,1.5655937882535345,283.30044819396835,2363.530687290082
ChemSpacE extreme-SVM,BertzCT,43,99,99,26,0.26262626262626265,1.0,1.0,0.1988679245283019,0.6457800683642603,2.9332802755894978,0.11364557808442,1.4508018997898602,482.79606850421567,3238.7278127144127
ChemSpacE extreme-SVM,BertzCT,44,99,99,23,0.23232323232323232,1.0,1.0,0.14093097913322633,0.8637541586800346,4.449161950137663,0.18136924261092613,1.68278948504324,136.21499122004116,3399.453906846456
ChemSpacE extreme-SVM,BertzCT,45,99,99,23,0.23232323232323232,1.0,1.0,0.1461822660098522,0.6746543877451439,3.326497798447202,0.16287790673261332,1.3835966626961826,406.9862065128759,4156.072815168716
ChemSpacE extreme-SVM,BertzCT,46,99,99,26,0.26262626262626265,1.0,1.0,0.10288753799392099,0.65448072741084,4.345379934102678,0.10073595296203772,1.1720625047976165,338.58665867248703,2784.447752618749
ChemSpacE extreme-SVM,BertzCT,47,99,64,19,0.296875,1.0,0.44144144144144143,0.0844835164835165,1.0653461301637996,4.502342642564345,0.21391946909783371,1.1488261054173456,363.01552575795665,3848.7576260991814
ChemSpacE extreme-SVM,BertzCT,48,99,73,24,0.3287671232876712,1.0,0.5245901639344263,0.10654205607476637,0.5282233252803841,4.5807336270908765,0.15449094863611476,1.1071861432761578,159.36254355608222,2053.532927567683
ChemSpacE extreme-SVM,BertzCT,49,99,99,24,0.24242424242424243,1.0,1.0,0.1094017094017094,0.6523251516460347,4.366311426185754,0.10871151527270001,1.3629902177515192,315.833662189854,2890.090791919952
ChemSpacE extreme-SVM,FractionCSP3,0,99,99,39,0.3939393939393939,1.0,0.6900656814449918,0.11097560975609756,0.10460410696324551,1.464865958301094,0.013063918580566769,1.2864436013246567,0.0,0.2864661654135338
ChemSpacE extreme-SVM,FractionCSP3,1,99,99,37,0.37373737373737376,1.0,0.6957478005865103,0.15045805207328836,0.12650288770790574,2.7986420969136465,0.014076479007362919,1.1278834006818814,0.0,0.1999999999999993
ChemSpacE extreme-SVM,FractionCSP3,2,99,99,20,0.20202020202020202,1.0,1.0,0.12078853046594983,0.8894402483641479,2.8845305941144637,0.3838195822289111,2.953522554552597,0.007898009950248794,0.2883928571428572
ChemSpacE extreme-SVM,FractionCSP3,3,99,99,32,0.32323232323232326,1.0,0.6669387755102041,0.1562012987012987,0.29647077951921474,1.5960768645421266,0.04339008534628572,0.6137655324515064,0.00324675324675322,0.20924836601307184
ChemSpacE extreme-SVM,FractionCSP3,4,99,99,35,0.35353535353535354,1.0,0.6495535714285714,0.1464555052790347,0.17429442024496122,1.7961260195176645,0.03210144345384416,1.3636205756065025,0.0,0.19887955182072814
ChemSpacE extreme-SVM,FractionCSP3,5,99,99,30,0.30303030303030304,1.0,0.7320574162679425,0.10382727272727273,0.15674967243165128,2.4742542711185784,0.039777059968348905,1.5015837470194748,0.0,0.2492063492063491
ChemSpacE extreme-SVM,FractionCSP3,6,99,99,37,0.37373737373737376,1.0,0.7000768049155146,0.09550352258599254,0.17429442024496122,1.5567431832677339,0.018523586756022725,0.7162702513924135,0.0,0.13995859213250508
ChemSpacE extreme-SVM,FractionCSP3,7,99,99,24,0.24242424242424243,1.0,1.0,0.11340116279069769,0.36436191794158157,2.2722707904752864,0.21746786252523764,0.993468517961796,0.01483619763694947,0.25
ChemSpacE extreme-SVM,FractionCSP3,8,99,99,24,0.24242424242424243,1.0,1.0,0.17721424774056355,0.1880494996032187,2.187710827284562,0.13106536615534523,0.8572266168067899,0.015395622895622879,0.22127299783549761
ChemSpacE extreme-SVM,FractionCSP3,9,99,99,41,0.41414141414141414,1.0,0.7540322580645161,0.16511627906976745,0.11846062439018468,1.9838086351822177,0.014739075855844157,1.02740575835366,0.0,0.2307692307692308
ChemSpacE extreme-SVM,FractionCSP3,10,99,99,29,0.29292929292929293,1.0,0.7563524590163935,0.12929508196721312,0.1622403651076869,1.6985123937404585,0.039301414422548975,1.4776936148279343,0.0,0.20705590062111778
ChemSpacE extreme-SVM,FractionCSP3,11,99,99,25,0.25252525252525254,1.0,0.9125,0.1819014084507042,0.18920359955927246,1.551162988265145,0.058355123072220766,1.2379907295129566,0.00649350649350644,0.266399286987522
ChemSpacE extreme-SVM,FractionCSP3,12,99,99,37,0.37373737373737376,1.0,0.6858552631578947,0.12257616124174679,0.1622403651076869,1.6647542848391454,0.019398987840688303,0.898132427015204,0.0,0.18421052631578952
ChemSpacE extreme-SVM,FractionCSP3,13,99,99,44,0.4444444444444444,1.0,0.6518489378442172,0.15776397515527948,0.13487976597781381,2.2837226665827774,0.015536296866012997,0.8896725957067005,0.0,0.1401785714285714
ChemSpacE extreme-SVM,FractionCSP3,14,99,99,49,0.494949494949495,1.0,0.7301587301587302,0.12069481880802636,0.07869664012495825,1.7613707818956372,0.0054445059587272665,0.9382898950867367,0.0,0.09628571428571417
ChemSpacE extreme-SVM,FractionCSP3,15,99,99,35,0.35353535353535354,1.0,0.7249798224374495,0.1288050885960927,0.13388847647637014,2.4738396718849827,0.022195900704126623,1.1432944432347625,0.0,0.13596638655462132
ChemSpacE extreme-SVM,FractionCSP3,16,99,99,39,0.3939393939393939,1.0,0.7320574162679425,0.20871080139372822,0.09063954727556123,1.639457210513327,0.02121243153638961,0.711570351868805,0.0,0.12852941176470598
ChemSpacE extreme-SVM,FractionCSP3,17,99,99,41,0.41414141414141414,1.0,0.6475806451612903,0.12392857142857143,0.17942800783441193,1.9759756569876181,0.01577981794147848,0.5769558234990676,0.0,0.30831643002028386
ChemSpacE extreme-SVM,FractionCSP3,18,99,99,33,0.3333333333333333,1.0,0.7096774193548387,0.2011690325659072,0.22603787310969814,1.9443467766340337,0.02484349379941557,0.9017740992658554,0.0,0.2190909090909091
ChemSpacE extreme-SVM,FractionCSP3,19,99,99,38,0.3838383838383838,1.0,0.6813909774436091,0.12420212765957447,0.17902331078692546,2.5472445608167154,0.021868283869955752,1.4603156003004643,0.0,0.16067251461988294
ChemSpacE extreme-SVM,FractionCSP3,20,99,99,35,0.35353535353535354,1.0,0.7346041055718475,0.18577515568666012,0.1622403651076869,2.003865992509469,0.02121243153638961,0.9458965839275026,0.0,0.20692307692307688
ChemSpacE extreme-SVM,FractionCSP3,21,99,99,18,0.18181818181818182,1.0,1.0,0.12079303675048357,0.8489426663803563,2.152575972845133,0.25196541731898026,1.2063984943212689,0.04106060606060601,0.2625174825174825
ChemSpacE extreme-SVM,FractionCSP3,22,99,99,40,0.40404040404040403,1.0,0.6908349026993095,0.1227803738317757,0.18098023586561762,1.6798387414120912,0.021683540277719147,1.1522673426025012,0.0,0.21419191919191902
ChemSpacE extreme-SVM,FractionCSP3,23,99,99,25,0.25252525252525254,1.0,0.9358974358974359,0.16022978347326558,0.24560991295282086,2.058877114082952,0.1642616679950537,0.7548453082642479,0.033333333333333326,0.22196078431372532
ChemSpacE extreme-SVM,FractionCSP3,24,99,99,22,0.2222222222222222,1.0,1.0,0.11265368852459018,0.7668911797411377,3.0074957967281075,0.08214183131679287,2.2636507713118172,0.0,0.32820512820512804
ChemSpacE extreme-SVM,FractionCSP3,25,99,99,40,0.40404040404040403,1.0,0.7113095238095238,0.14617322834645669,0.13252978614012267,1.944572854593119,0.01432340087950279,0.5654056431103038,0.0,0.24460336498417456
ChemSpacE extreme-SVM,FractionCSP3,26,99,99,40,0.40404040404040403,1.0,0.7333333333333333,0.10252192982456142,0.0742137305986148,1.977306102783473,0.01098898504159091,0.9356500481181227,0.0,0.1689560439560437
ChemSpacE extreme-SVM,FractionCSP3,27,99,99,27,0.2727272727272727,1.0,0.7698412698412698,0.13575,0.39508216676604135,2.3657762821213204,0.05671355361022212,0.8320540688196184,0.0,0.2891968645165576
ChemSpacE extreme-SVM,FractionCSP3,28,99,99,30,0.30303030303030304,1.0,0.7432517263025737,0.26135531135531137,0.1860797047806293,2.0567738029894467,0.02446864902717207,0.4427039241998856,0.0,0.2659514170040485
ChemSpacE extreme-SVM,FractionCSP3,29,99,99,20,0.20202020202020202,1.0,1.0,0.11195773081201335,0.4956464204940283,2.5802820445049592,0.3025859046779243,1.2993221084882631,0.0,0.3375
ChemSpacE extreme-SVM,FractionCSP3,30,99,99,35,0.35353535353535354,1.0,0.6742424242424242,0.1506849315068493,0.1471254311154251,1.8748527428744153,0.019398987840688303,0.9984532769528011,0.0,0.1769344992575479
ChemSpacE extreme-SVM,FractionCSP3,31,99,99,21,0.21212121212121213,1.0,1.0,0.14085213032581453,0.3699478420372282,1.8978191472152206,0.16859266410621082,0.5098170942013709,0.0463768115942029,0.241025641025641
ChemSpacE extreme-SVM,FractionCSP3,32,99,99,34,0.3434343434343434,1.0,0.7124999999999999,0.10273726273726275,0.14107139402943325,2.3810806671823825,0.01951800401583159,1.3309263599393035,0.0,0.1759090909090909
ChemSpacE extreme-SVM,FractionCSP3,33,99,99,22,0.2222222222222222,1.0,1.0,0.2540816326530613,0.22938328815807196,2.53827674335205,0.08303664405843528,1.1184004688097209,0.0,0.26583333333333325
ChemSpacE extreme-SVM,FractionCSP3,34,99,99,27,0.2727272727272727,1.0,0.8447368421052632,0.13973042362002566,0.2751627414442348,2.875928402817614,0.060235750976208396,0.7098327421306196,0.0,0.24272727272727274
ChemSpacE extreme-SVM,FractionCSP3,35,99,99,35,0.35353535353535354,1.0,0.7055103884372177,0.15247252747252749,0.11998221537450693,2.240078227427664,0.018523586756022725,1.1721498929074006,0.0,0.18706709956709955
ChemSpacE extreme-SVM,FractionCSP3,36,99,99,30,0.30303030303030304,1.0,0.7612293144208038,0.10219435736677117,0.16295596748519525,2.2015751094759435,0.03878494310203624,0.8502603747949398,0.0,0.12093544137022406
ChemSpacE extreme-SVM,FractionCSP3,37,99,99,40,0.40404040404040403,1.0,0.7257053291536051,0.15068376068376071,0.1306472255230351,2.4911971253773975,0.016920794703858762,1.1170804410620947,0.0,0.15844155844155833
ChemSpacE extreme-SVM,FractionCSP3,38,99,99,26,0.26262626262626265,1.0,0.8011695906432749,0.16963002873563218,0.16984094117573,2.4182366517369074,0.06909809393311189,0.806045073926372,0.0,0.2344780219780219
ChemSpacE extreme-SVM,FractionCSP3,39,99,99,16,0.16161616161616163,1.0,1.0,0.1456051541647492,1.065160085540601,2.6565667152051913,0.328232597939414,1.6646570774575784,0.037062937062937104,0.275
ChemSpacE extreme-SVM,FractionCSP3,40,99,99,17,0.1717171717171717,1.0,1.0,0.12989719366490693,0.615367047574888,2.258496719232254,0.38641896899625655,1.665292603940165,0.021367521367521403,0.22377622377622372
ChemSpacE extreme-SVM,FractionCSP3,41,99,99,28,0.2828282828282828,1.0,0.7698412698412698,0.15818877551020408,0.16984094117573,2.07199690845822,0.0429086162331605,0.764594720146812,0.0,0.14514986824769427
ChemSpacE extreme-SVM,FractionCSP3,42,99,99,35,0.35353535353535354,1.0,0.7002932551319648,0.09856418918918919,0.16286376743700792,2.240011994999224,0.022332921958746768,1.1522506764409421,0.0,0.14627450980392143
ChemSpacE extreme-SVM,FractionCSP3,43,99,99,20,0.20202020202020202,1.0,1.0,0.19904761904761906,0.21298445982119185,2.274233059826176,0.12211308566685,1.3918901440274611,0.0,0.27361305361305377
ChemSpacE extreme-SVM,FractionCSP3,44,99,99,21,0.21212121212121213,1.0,1.0,0.1339907604832978,0.5406730433390878,2.089708332979934,0.23248739301332066,1.6076214169513543,0.02631578947368418,0.2478260869565218
ChemSpacE extreme-SVM,FractionCSP3,45,99,99,29,0.29292929292929293,1.0,0.7475633528265107,0.11976190476190476,0.1653874621064988,2.168259889537287,0.016526074427331505,1.1185631702208163,0.0,0.16714285714285712
ChemSpacE extreme-SVM,FractionCSP3,46,99,99,28,0.2828282828282828,1.0,0.8013888888888889,0.14663865546218488,0.17053354910026863,1.9639208210833021,0.03229994634661639,0.8685668856859456,0.0,0.21444444444444444
