method,property,seed_id,requested_candidates,valid_candidates,distinct_canonical_structures,median_sa_score,median_np_likeness,median_np_fragment_confidence,valid_changed_candidates,median_delta_sa_vs_seed,median_delta_np_vs_seed,median_delta_np_confidence_vs_seed,sa_nonworsening_fraction_valid_changed,np_nondecreasing_fraction_valid_changed,sa_and_np_fraction_valid_changed
MolecuLA raw OLS (seed-excluded),HBA,12,100,100,62,3.8064441702602925,0.049867889640325264,0.8474137931034482,90,1.2270886989838146,1.7026856823668686,-0.15463458110516926,0.2,0.9222222222222223,0.12222222222222222
MolecuLA raw OLS (seed-excluded),HBA,13,100,100,41,5.6890340147054985,0.444979536757113,0.6382978723404256,83,3.9828303248924444,-0.3298861912969834,-0.35911914172783743,0.18072289156626506,0.1566265060240964,0.0
MolecuLA raw OLS (seed-excluded),HBA,14,100,100,54,5.526990056247257,0.0,0.7248188405797101,87,3.642747789778154,1.3537433496332218,-0.2697747511786276,0.14942528735632185,0.9770114942528736,0.12643678160919541
MolecuLA raw OLS (seed-excluded),HBA,15,100,100,51,3.9313488175169304,0.231032315023536,0.8,80,1.5938572752374922,0.9011428493042652,-0.1641304347826087,0.0,1.0,0.0
MolecuLA raw OLS (seed-excluded),HBA,16,100,100,61,4.448573637742713,0.0,0.6666666666666666,87,2.114842440486324,1.5891499910910643,-0.33333333333333337,0.0,1.0,0.0
MolecuLA raw OLS (seed-excluded),HBA,17,100,100,71,5.027294059580409,0.3067319329099072,0.7014925373134329,93,2.1760175098571093,1.6194561631560325,-0.2299880525686978,0.03225806451612903,1.0,0.03225806451612903
MolecuLA raw OLS (seed-excluded),HBA,18,100,98,53,4.299117123043803,0.08380867804183818,0.8235294117647058,87,2.2800957393627987,1.723469950457656,-0.17189952904238615,0.0,1.0,0.0
MolecuLA raw OLS (seed-excluded),HBA,19,100,100,49,4.5241878078657525,0.03956566347827279,0.7619047619047619,89,2.2830551773618684,3.047992482244222,-0.2891156462585034,0.0,1.0,0.0
MolecuLA raw OLS (seed-excluded),HBA,20,100,100,47,4.075789578426912,0.2528421514896986,0.7777777777777778,92,1.3493478072136282,1.5753314868337998,-0.1753472222222222,0.0,1.0,0.0
MolecuLA raw OLS (seed-excluded),HBA,21,100,100,63,5.073433487508447,0.7477457695768976,0.7597402597402597,90,2.906841414738004,0.7240971164239167,-0.2176860025220681,0.0,0.7333333333333333,0.0
MolecuLA raw OLS (seed-excluded),HBA,22,100,100,61,4.585832743204351,0.3952760733593783,0.7568366592756837,85,1.9456879913546272,0.9005814987876296,-0.2303225806451612,0.18823529411764706,0.9764705882352941,0.18823529411764706
MolecuLA raw OLS (seed-excluded),HBA,23,100,100,49,3.837999766989083,0.3113580932755834,0.8,81,2.463910960499657,0.1977541276844949,-0.2941176470588235,0.0,0.6172839506172839,0.0
MolecuLA raw OLS (seed-excluded),HBA,24,100,100,33,3.1638132405938526,0.1054385548794117,0.8333333333333334,77,1.5584896546315221,1.963859141765607,-0.19999999999999996,0.0,1.0,0.0
MolecuLA raw OLS (seed-excluded),HBA,25,100,100,59,4.718993729797232,0.3750159033190875,0.7782984859408796,88,1.8740321946021883,0.4031949637440828,-0.2647058823529411,0.125,0.8409090909090909,0.125
MolecuLA raw OLS (seed-excluded),HBA,26,100,100,54,4.470830984468732,-0.3468032536410486,0.770979020979021,85,1.9096071773094803,1.306204527216367,-0.261904761904762,0.07058823529411765,1.0,0.07058823529411765
MolecuLA raw OLS (seed-excluded),HBA,27,100,100,52,3.467440411234141,0.48269719902247615,0.8,85,2.0101708491027335,0.5669657823096947,-0.0888888888888888,0.03529411764705882,0.7647058823529411,0.0
MolecuLA raw OLS (seed-excluded),HBA,28,100,100,39,1.9201855798380691,0.22945898591153333,0.8461538461538461,83,2.5171823657919745,0.2303356028215167,-0.19999999999999996,0.40963855421686746,0.891566265060241,0.3253012048192771
MolecuLA raw OLS (seed-excluded),HBA,29,100,100,39,4.780644842026316,0.03604774782027188,0.6756756756756757,82,3.1288019330126087,1.9305410025371266,-0.3957648776925885,0.0,0.975609756097561,0.0
MolecuLA raw OLS (seed-excluded),HBA,30,100,100,56,4.533707911523171,0.0,0.7958109986102839,86,2.8928716436786104,0.9360906945194373,-0.18940826330532212,0.0,0.9651162790697675,0.0
MolecuLA raw OLS (seed-excluded),HBA,31,100,100,55,4.080759935978531,0.5646342258621222,0.8,85,0.9019555470147456,-0.39949955826736316,-0.14111498257839727,0.07058823529411765,0.29411764705882354,0.047058823529411764
MolecuLA raw OLS (seed-excluded),HBA,32,100,100,31,3.428496688952521,0.45598009326575717,0.7631578947368421,74,2.134018108491743,-0.14176349079642753,-0.33730158730158727,0.1891891891891892,0.40540540540540543,0.02702702702702703
MolecuLA raw OLS (seed-excluded),HBA,33,100,100,40,4.403491024142703,0.1385138390398303,0.75,73,2.607571812087011,0.9848346843959418,-0.34391534391534384,0.0136986301369863,0.9863013698630136,0.0
MolecuLA raw OLS (seed-excluded),HBA,34,100,100,62,5.2802256918355726,0.23384800175515752,0.7722222222222223,94,2.7906308002836058,1.727590515852773,-0.19999999999999996,0.0,0.9893617021276596,0.0
MolecuLA raw OLS (seed-excluded),HBA,35,100,100,68,4.4523013835291465,0.14872300104684877,0.8136574074074074,91,2.414582663594306,1.999167640497361,-0.20370370370370372,0.0,0.9560439560439561,0.0
MolecuLA raw OLS (seed-excluded),HBA,36,100,100,53,3.912629307096001,0.1485931719559497,0.8095238095238095,87,0.994916485631359,1.0329732252735468,-0.14936886395511917,0.27586206896551724,0.9885057471264368,0.26436781609195403
MolecuLA raw OLS (seed-excluded),HBA,37,100,100,56,3.240871596714692,0.24152712266420845,0.8545454545454545,87,1.428827757071529,1.5255759068782562,-0.13748657357679916,0.11494252873563218,1.0,0.11494252873563218
MolecuLA raw OLS (seed-excluded),HBA,38,100,100,47,4.780644842026316,1.0693013292363098,0.7083333333333334,84,1.4333161700141535,-1.2466730862206374,-0.3453416149068323,0.08333333333333333,0.10714285714285714,0.05952380952380952
MolecuLA raw OLS (seed-excluded),HBA,39,100,100,38,3.6582262694042136,-0.2884011756108001,0.84375,80,1.325766985487224,0.48446454598283156,-0.13541666666666663,0.1,0.7625,0.0625
MolecuLA raw OLS (seed-excluded),HBA,40,100,100,39,3.6582262694042136,-0.21812898978839215,0.8139386189258312,84,2.046924167295062,1.1688354328000634,-0.19999999999999996,0.07142857142857142,0.9761904761904762,0.047619047619047616
MolecuLA raw OLS (seed-excluded),HBA,41,100,100,53,4.11113889225775,0.3599435360875333,0.7341269841269842,85,2.3728317423610488,0.47582976071060545,-0.2378787878787879,0.10588235294117647,0.7764705882352941,0.10588235294117647
MolecuLA raw OLS (seed-excluded),HBA,42,100,100,53,4.015223015629605,0.20470767528951594,0.7527777777777778,88,1.3343439555416685,0.6374436501285715,-0.16550116550116545,0.2159090909090909,0.8977272727272727,0.2159090909090909
MolecuLA raw OLS (seed-excluded),HBA,43,100,100,39,3.6582262694042136,0.2702114798440666,0.8333333333333334,78,1.5927751511046058,0.7692448013336,-0.17297297297297298,0.01282051282051282,1.0,0.01282051282051282
MolecuLA raw OLS (seed-excluded),HBA,44,100,100,68,4.688993004685631,0.4900279411276679,0.7407407407407407,90,2.358069910486363,0.5808751226929474,-0.26086956521739135,0.011111111111111112,0.9888888888888889,0.011111111111111112
MolecuLA raw OLS (seed-excluded),HBA,45,100,100,59,3.8723930623890013,0.07608939197297654,0.8113981762917932,87,1.793371421507028,1.8264229590259022,-0.19816053511705678,0.0,1.0,0.0
MolecuLA raw OLS (seed-excluded),HBA,46,100,100,58,3.6582262694042136,0.2262074126290231,0.8695652173913043,88,1.862322022501104,0.8379038630658435,-0.07480158730158726,0.056818181818181816,0.9204545454545454,0.056818181818181816
MolecuLA raw OLS (seed-excluded),HBA,47,100,100,63,4.545590770452607,0.36508077266700173,0.802439024390244,90,2.152785405312107,1.3714321980993764,-0.21112896112896118,0.0,0.9888888888888889,0.0
MolecuLA raw OLS (seed-excluded),HBA,48,100,100,53,2.876875515941663,-0.05010112459117567,0.9230769230769231,84,1.4481017836350314,0.3969226480570113,-0.11235233692860813,0.23809523809523808,0.9642857142857143,0.23809523809523808
MolecuLA raw OLS (seed-excluded),HBA,49,100,100,49,3.6582262694042136,0.03425429055613999,0.8333333333333334,84,1.2650548299876938,1.2757765338079532,-0.1570593149540518,0.25,1.0,0.25
MolecuLA raw OLS (seed-excluded),TPSA,0,100,100,48,4.2856617605992895,0.06312160360928001,0.7692307692307693,84,2.876181171479562,2.2934615419259385,-0.24672748635012787,0.0,1.0,0.0
MolecuLA raw OLS (seed-excluded),TPSA,1,100,100,50,3.8940552690399546,0.09811380707634666,0.8315602836879432,82,2.259760794914672,1.682232723899153,-0.2919863597612958,0.012195121951219513,1.0,0.012195121951219513
MolecuLA raw OLS (seed-excluded),TPSA,2,100,100,33,4.13177528083294,0.36819978431922407,0.9047619047619048,73,1.9022774641375273,3.467208723860345,-0.010025062656641603,0.0,1.0,0.0
MolecuLA raw OLS (seed-excluded),TPSA,3,100,100,58,4.863750912331095,0.6298101758609967,0.7586206896551724,87,1.2557689664375635,0.6525279220511724,-0.19496309161962655,0.06896551724137931,0.8275862068965517,0.011494252873563218
MolecuLA raw OLS (seed-excluded),TPSA,4,100,100,35,3.155810989228458,0.34836752190020004,0.9057649667405765,87,1.595745854835724,1.3208142822220392,-0.10526315789473684,0.08045977011494253,1.0,0.08045977011494253
MolecuLA raw OLS (seed-excluded),TPSA,5,100,100,70,5.355149016562626,-0.03492213169745396,0.7088733798604188,95,2.501532324398555,1.8505090798544994,-0.2705882352941177,0.031578947368421054,0.968421052631579,0.0
MolecuLA raw OLS (seed-excluded),TPSA,6,100,100,61,5.218326238332374,-0.03376869752602495,0.7837094111172263,96,1.573515133090165,1.3388480396535267,-0.17513778322106544,0.09375,1.0,0.09375
MolecuLA raw OLS (seed-excluded),TPSA,7,100,100,27,2.8585344747720756,0.23281238014233996,0.9615384615384616,71,1.6772887924275421,0.9270712682806599,-0.20598290598290603,0.2676056338028169,0.9014084507042254,0.2676056338028169
MolecuLA raw OLS (seed-excluded),TPSA,8,100,100,42,3.9315057834846674,0.912411860569189,0.9,79,1.904596613798109,1.284492913847199,-0.08492063492063484,0.0,1.0,0.0
MolecuLA raw OLS (seed-excluded),TPSA,9,100,100,28,3.2396936450002336,-0.0355633580242625,0.8,82,2.0202363843954725,1.3292904937179315,-0.17878787878787883,0.2073170731707317,1.0,0.2073170731707317
MolecuLA raw OLS (seed-excluded),TPSA,10,100,100,67,4.666106619984578,0.17515607377453277,0.7905844155844155,85,2.1455396161376665,1.566041669472602,-0.23245614035087714,0.0,1.0,0.0
MolecuLA raw OLS (seed-excluded),TPSA,11,100,100,27,2.7863162195357702,-0.02945149833732221,0.8,79,1.517551648351648,1.3519287245579599,-0.11428571428571421,0.34177215189873417,0.9493670886075949,0.2911392405063291
MolecuLA raw OLS (seed-excluded),TPSA,12,100,100,53,4.0012590596845055,0.07179250812748182,0.8780487804878049,88,1.4108477366259713,1.6624241196470089,-0.1342383107088989,0.1590909090909091,0.9204545454545454,0.07954545454545454
MolecuLA raw OLS (seed-excluded),TPSA,13,100,100,29,2.718978032638013,0.7002337591328834,0.8888888888888888,76,1.2215386884160182,0.14061926514568274,-0.10358056265984661,0.13157894736842105,0.5789473684210527,0.02631578947368421
MolecuLA raw OLS (seed-excluded),TPSA,14,100,100,48,3.6143926166064544,-0.13122629499781188,0.88,83,1.26243609680418,1.3577878762780338,-0.11868390129259698,0.04819277108433735,1.0,0.04819277108433735
MolecuLA raw OLS (seed-excluded),TPSA,15,100,100,47,3.2383450481725045,0.3170960064256696,0.8421052631578947,73,1.6268335994194487,1.0792873507860226,-0.18081395348837215,0.1095890410958904,0.958904109589041,0.0958904109589041
MolecuLA raw OLS (seed-excluded),TPSA,16,100,100,54,4.734271881298032,0.17974703082996524,0.7727272727272727,85,2.698025606958293,1.753651449952742,-0.2295081967213115,0.0,1.0,0.0
MolecuLA raw OLS (seed-excluded),TPSA,17,100,100,76,5.365165559565638,0.38957397583919434,0.7133072407045009,90,2.511199710971354,1.7989383476254275,-0.22889433551198257,0.011111111111111112,1.0,0.011111111111111112
MolecuLA raw OLS (seed-excluded),TPSA,18,100,100,32,4.6945660644996625,0.17395442378502501,0.7857142857142857,85,2.6520869148378408,1.9183607551976787,-0.21036106750392458,0.0,1.0,0.0
MolecuLA raw OLS (seed-excluded),TPSA,19,100,100,63,5.013441949237592,-0.031959169182644555,0.7583108715184187,85,2.8133046767949565,3.104288615265882,-0.2768891340319911,0.0,1.0,0.0
MolecuLA raw OLS (seed-excluded),TPSA,20,100,100,59,4.10216332408873,0.21252548103467622,0.7837837837837838,93,1.4594896000867674,1.430210048217134,-0.18389423076923073,0.0,1.0,0.0
MolecuLA raw OLS (seed-excluded),TPSA,21,100,100,57,5.001414756325826,0.9266099008953331,0.7904571843251089,86,2.989872484119216,0.8569576321475778,-0.18795355587808416,0.0,0.872093023255814,0.0
MolecuLA raw OLS (seed-excluded),TPSA,22,100,100,53,4.982479175358863,0.8197240247113857,0.7592592592592593,85,2.160823479920479,1.231403133898881,-0.2226086956521739,0.047058823529411764,0.9529411764705882,0.047058823529411764
MolecuLA raw OLS (seed-excluded),TPSA,23,100,100,37,3.0667123653020907,0.3075973537087167,0.95,76,1.6594404567705574,0.3019038673214801,-0.09090909090909094,0.10526315789473684,0.5657894736842105,0.09210526315789473
MolecuLA raw OLS (seed-excluded),TPSA,24,100,100,44,2.7607866821523137,0.015864731175254543,1.0,74,2.226393547361665,1.9959589430103852,-0.19596443228454175,0.0945945945945946,1.0,0.0945945945945946
MolecuLA raw OLS (seed-excluded),TPSA,25,100,100,57,5.172756988118445,0.4085240577493976,0.75,87,2.5701434878988696,0.6165560582564998,-0.27450980392156865,0.04597701149425287,0.8620689655172413,0.04597701149425287
MolecuLA raw OLS (seed-excluded),TPSA,26,100,100,44,3.638656616606454,0.06803644738890519,0.8181818181818182,83,1.2717780234252576,1.9208685235461842,-0.1361185983827493,0.1686746987951807,1.0,0.1686746987951807
MolecuLA raw OLS (seed-excluded),TPSA,27,100,100,55,4.27637222489691,1.0752636787404042,0.8333333333333334,86,2.0968265460652473,1.0458725166540068,-0.08046497584541057,0.046511627906976744,0.8953488372093024,0.046511627906976744
MolecuLA raw OLS (seed-excluded),TPSA,28,100,100,33,2.0583729506868,0.2506173977253,1.0,82,1.2489195547861414,0.2985413753128264,-0.12203557312252966,0.34146341463414637,0.9024390243902439,0.2682926829268293
MolecuLA raw OLS (seed-excluded),TPSA,29,100,100,21,3.2492106310584923,0.15813423200939994,0.875,76,1.959536486326635,2.1064416770214507,-0.18620689655172412,0.013157894736842105,0.8552631578947368,0.013157894736842105
MolecuLA raw OLS (seed-excluded),TPSA,30,100,100,55,4.128034486850931,0.4898699601339885,0.7586206896551724,85,1.98342903314306,1.60641789726506,-0.19498746867167915,0.0,0.9882352941176471,0.0
MolecuLA raw OLS (seed-excluded),TPSA,31,100,100,51,3.879597925897782,0.7953113576066373,0.8228795438346401,84,0.9978424756747635,-0.1468653236006467,-0.16367137355584083,0.07142857142857142,0.36904761904761907,0.047619047619047616
MolecuLA raw OLS (seed-excluded),TPSA,32,100,100,28,2.7197692003141345,0.58735630766805,0.8888888888888888,73,1.0187672784285144,0.13137621440229286,-0.22580645161290325,0.0958904109589041,0.7671232876712328,0.0
MolecuLA raw OLS (seed-excluded),TPSA,33,100,100,35,2.7871824561890453,0.23359898190894335,0.9629629629629629,73,1.6147006072078343,1.1867281228391717,-0.14814814814814814,0.2602739726027397,0.9315068493150684,0.1917808219178082
MolecuLA raw OLS (seed-excluded),TPSA,34,100,100,57,5.0958395105727075,0.4088055943528814,0.7641711229946524,97,2.6159683082713023,1.7880162403108324,-0.20579710144927532,0.0,1.0,0.0
MolecuLA raw OLS (seed-excluded),TPSA,35,100,100,66,4.684852845197683,0.092139376959025,0.7723704866562009,87,2.499128990422193,2.0790075767589147,-0.25,0.05747126436781609,1.0,0.05747126436781609
MolecuLA raw OLS (seed-excluded),TPSA,36,100,100,41,3.9688853310496413,0.11767971377194998,0.8333333333333334,84,0.7611659507983699,1.2769960286796123,-0.11904761904761901,0.2619047619047619,0.9047619047619048,0.19047619047619047
MolecuLA raw OLS (seed-excluded),TPSA,37,100,100,51,4.180590863171094,0.20410228898738036,0.8798076923076923,84,2.6122757912449934,1.5415772245758335,-0.13741376832423108,0.07142857142857142,1.0,0.07142857142857142
MolecuLA raw OLS (seed-excluded),TPSA,38,100,100,48,4.645942427058053,1.2894719167258466,0.756578947368421,81,1.6027117871295156,-0.9417071089294374,-0.2666666666666667,0.18518518518518517,0.08641975308641975,0.0
MolecuLA raw OLS (seed-excluded),TPSA,39,100,100,27,3.2049664687640176,0.27146317788768887,0.9231884057971014,76,0.9664082592105352,0.9442910803380313,-0.05965909090909094,0.18421052631578946,0.9473684210526315,0.18421052631578946
MolecuLA raw OLS (seed-excluded),TPSA,40,100,100,40,3.4874460886038148,-0.006811935417535682,0.9,83,1.5342856241973566,1.3783653192831422,-0.16279069767441856,0.07228915662650602,0.9397590361445783,0.012048192771084338
MolecuLA raw OLS (seed-excluded),TPSA,41,100,100,46,3.8378428574010357,0.17821359285542404,0.8523002421307506,81,1.8153280959331433,0.34479719588079916,-0.12597402597402596,0.1111111111111111,0.8395061728395061,0.1111111111111111
MolecuLA raw OLS (seed-excluded),TPSA,42,100,100,56,4.222972936355607,0.12608305871136813,0.7985175202156334,87,1.6677981163097737,0.566900497865562,-0.1471861471861472,0.1724137931034483,0.8160919540229885,0.034482758620689655
MolecuLA raw OLS (seed-excluded),TPSA,43,100,100,33,3.127235720912614,0.4797224026684645,0.9529346622369879,76,1.3388494917141838,1.3459458762076333,-0.0563063063063064,0.09210526315789473,1.0,0.09210526315789473
MolecuLA raw OLS (seed-excluded),TPSA,44,100,100,69,5.2098611638323895,0.4900279411276679,0.775686136523575,86,2.8372893790703353,0.9193794045286949,-0.232051282051282,0.011627906976744186,0.872093023255814,0.011627906976744186
MolecuLA raw OLS (seed-excluded),TPSA,45,100,100,51,3.5943437688751194,0.0034213627010307467,0.8461538461538461,83,1.6382513670234102,1.832625291142063,-0.15264423076923073,0.060240963855421686,1.0,0.060240963855421686
MolecuLA raw OLS (seed-excluded),TPSA,46,100,100,45,2.953982339855571,0.3190206226400118,0.9166666666666666,87,0.8394256260943989,0.9573593658919657,-0.030952380952380953,0.05747126436781609,0.9195402298850575,0.05747126436781609
MolecuLA raw OLS (seed-excluded),TPSA,47,100,100,59,4.5264292340604175,0.46634087358530674,0.8081014729950899,87,2.1375227187307253,1.4773265019889117,-0.17954545454545456,0.0,1.0,0.0
MolecuLA raw OLS (seed-excluded),TPSA,48,100,100,35,3.4401402744389786,0.47303380945445345,0.8733974358974359,81,1.5305724906637295,1.0368097602905078,-0.18518518518518523,0.12345679012345678,1.0,0.12345679012345678
MolecuLA raw OLS (seed-excluded),TPSA,49,100,100,53,3.7382989570112346,0.12447616653781271,0.8609353023909987,81,1.7558669668702134,1.2855301872993667,-0.17917745182628697,0.2345679012345679,1.0,0.2345679012345679
MolecuLA raw OLS (seed-excluded),cLogP,0,100,100,56,4.757105578470023,0.13927175273019277,0.7520273154075972,89,3.0564196818409988,2.0934461441590444,-0.23425499231950841,0.0,1.0,0.0
MolecuLA raw OLS (seed-excluded),cLogP,1,100,100,42,4.080856822320508,0.5463241237218543,0.7755102040816326,83,2.4839284698803956,2.107698763591842,-0.2586206896551724,0.03614457831325301,1.0,0.03614457831325301
MolecuLA raw OLS (seed-excluded),cLogP,2,100,100,34,3.5568922772372105,0.010327850159350001,0.7777777777777778,68,2.78720850940478,2.2614432288538997,-0.2175824175824176,0.014705882352941176,1.0,0.014705882352941176
MolecuLA raw OLS (seed-excluded),cLogP,3,100,100,55,5.009675401557965,0.5721727037548856,0.7222222222222222,90,1.3496574977243467,0.5261368305084347,-0.2146636432350718,0.1,0.8555555555555555,0.06666666666666667
MolecuLA raw OLS (seed-excluded),cLogP,4,100,100,43,4.417538693082541,0.14909133717491668,0.8181818181818182,83,2.589296884863103,1.3329441083792575,-0.21052631578947367,0.0,0.9759036144578314,0.0
MolecuLA raw OLS (seed-excluded),cLogP,5,100,100,56,4.663544246805407,0.058373946719480915,0.7368421052631579,96,1.7890270499815966,1.8916162636976432,-0.24350490196078434,0.08333333333333333,0.9375,0.03125
MolecuLA raw OLS (seed-excluded),cLogP,6,100,100,61,5.052633223068712,-0.04709234329102305,0.795219457646072,96,1.5017811719217522,1.269188260374155,-0.1731087977138191,0.1875,0.8854166666666666,0.07291666666666667
MolecuLA raw OLS (seed-excluded),cLogP,7,100,100,37,3.7142683957759988,0.4786285547801,0.7687165775401069,77,2.0662043895136755,1.0841743464497768,-0.27526395173454,0.05194805194805195,1.0,0.05194805194805195
MolecuLA raw OLS (seed-excluded),cLogP,8,100,100,54,3.6860468944400075,0.47655356061961,0.875,88,1.8747145338598488,0.7746582829062644,-0.11791085145515523,0.0,0.9545454545454546,0.0
MolecuLA raw OLS (seed-excluded),cLogP,9,100,100,41,4.369490007712866,0.4071212514362408,0.7837837837837838,80,2.1488358076270813,1.783281622456799,-0.2080459770114943,0.0,1.0,0.0
MolecuLA raw OLS (seed-excluded),cLogP,10,100,100,55,4.39815723334708,0.05493891515873125,0.7537878787878788,84,1.9273143991329302,1.3931016350691243,-0.26023391812865493,0.0,1.0,0.0
MolecuLA raw OLS (seed-excluded),cLogP,11,100,100,44,3.1383860871686258,0.5537303233993249,0.8421052631578947,86,0.8351949327265951,2.123805188919211,-0.09482870071105365,0.10465116279069768,1.0,0.10465116279069768
MolecuLA raw OLS (seed-excluded),cLogP,12,100,100,55,4.262902239067552,0.12945214178350348,0.8390854184641933,87,1.5828148866104383,1.844047993558863,-0.15987933634992457,0.04597701149425287,0.9885057471264368,0.034482758620689655
MolecuLA raw OLS (seed-excluded),cLogP,13,100,100,39,4.137352910967653,0.7002337591328834,0.7333333333333333,77,2.6332789250780086,0.16696669750737736,-0.27652173913043476,0.09090909090909091,0.6103896103896104,0.07792207792207792
MolecuLA raw OLS (seed-excluded),cLogP,14,100,100,42,3.9785575717416295,0.1345134148850791,0.8076923076923077,87,1.9335334579048524,1.5534294844266419,-0.15652173913043477,0.09195402298850575,0.9080459770114943,0.0
MolecuLA raw OLS (seed-excluded),cLogP,15,100,100,51,4.271731063902129,0.22670445049992,0.7807881773399015,79,1.6326386959414192,1.0183977951318113,-0.17500000000000004,0.0,0.9746835443037974,0.0
MolecuLA raw OLS (seed-excluded),cLogP,16,100,100,44,3.8227217651032372,0.09909292109764682,0.8035714285714286,83,2.381496571977493,1.822562190563072,-0.25,0.0,1.0,0.0
MolecuLA raw OLS (seed-excluded),cLogP,17,100,100,64,5.300726812682523,0.3028526656088958,0.6785714285714286,84,2.745446037078527,1.6764189095493647,-0.2407407407407408,0.0,1.0,0.0
MolecuLA raw OLS (seed-excluded),cLogP,18,100,100,58,4.208760175057725,0.296872113668119,0.7841614906832298,91,2.281719883835491,1.9082201140850388,-0.21246854906346102,0.0,1.0,0.0
MolecuLA raw OLS (seed-excluded),cLogP,19,100,100,54,4.6379439868912975,0.13950063711114224,0.7407407407407407,88,2.361233676742126,3.278227901749842,-0.25736961451247165,0.0,1.0,0.0
MolecuLA raw OLS (seed-excluded),cLogP,20,100,100,59,4.433374531757407,0.01763410835163074,0.7893277893277892,89,1.8482611189522533,1.2722199263287595,-0.17812499999999998,0.0,1.0,0.0
MolecuLA raw OLS (seed-excluded),cLogP,21,100,100,61,4.31159406888931,0.72731145727788,0.7544011544011544,88,2.508613301980911,0.565274753544838,-0.21153846153846156,0.0,0.9545454545454546,0.0
MolecuLA raw OLS (seed-excluded),cLogP,22,100,100,61,4.411599893846487,0.8699064371938934,0.7837837837837838,87,1.77660344600761,1.3258533907937964,-0.16222222222222216,0.08045977011494253,0.896551724137931,0.04597701149425287
MolecuLA raw OLS (seed-excluded),cLogP,23,100,100,48,3.6441006005773047,1.2246318394493239,0.8495475113122172,83,2.4070876738774603,1.2510101678806096,-0.18518518518518523,0.0,0.9879518072289156,0.0
MolecuLA raw OLS (seed-excluded),cLogP,24,100,100,41,3.618368382904169,0.22678914595689448,0.8333333333333334,74,2.225396599430798,2.049159409003674,-0.17647058823529416,0.0,1.0,0.0
MolecuLA raw OLS (seed-excluded),cLogP,25,100,100,54,4.22136069953325,0.31728217376788886,0.7619047619047619,84,1.8610422828783513,0.45613237163973663,-0.27091487279843446,0.0,0.7738095238095238,0.0
MolecuLA raw OLS (seed-excluded),cLogP,26,100,100,47,3.442907661852595,-0.06838830619813457,0.8333333333333334,88,1.4182473888463702,1.54801353410224,-0.09523809523809523,0.18181818181818182,1.0,0.18181818181818182
MolecuLA raw OLS (seed-excluded),cLogP,27,100,100,48,3.0318955001734453,0.2167384810676508,0.8235294117647058,84,1.4724820567098083,0.6301319489717716,-0.065359477124183,0.0,0.9761904761904762,0.0
MolecuLA raw OLS (seed-excluded),cLogP,28,100,100,47,3.8887389747743377,0.5687327188203638,0.8666666666666667,83,2.088208429986553,0.7588820395911978,-0.18181818181818177,0.0,1.0,0.0
MolecuLA raw OLS (seed-excluded),cLogP,29,100,100,35,3.565875611257084,0.9310622904638735,0.775,78,2.3988580672235575,3.0509757337533108,-0.25893997445721584,0.0,1.0,0.0
MolecuLA raw OLS (seed-excluded),cLogP,30,100,100,52,4.187688363852013,0.36185790049444283,0.8,86,1.985768533379094,1.3850253735351266,-0.13303571428571426,0.0,1.0,0.0
MolecuLA raw OLS (seed-excluded),cLogP,31,100,100,45,3.565875611257084,0.8472778321360899,0.8235294117647058,84,0.27862848406461715,-0.06671934443632976,-0.14508323654665123,0.35714285714285715,0.4523809523809524,0.09523809523809523
MolecuLA raw OLS (seed-excluded),cLogP,32,100,100,27,3.565875611257084,0.45598009326575717,0.8333333333333333,79,0.9192488777225112,0.23608014189796778,-0.2962962962962963,0.26582278481012656,0.5822784810126582,0.08860759493670886
MolecuLA raw OLS (seed-excluded),cLogP,33,100,100,33,3.400122598641199,0.7097847032522131,0.8333333333333334,77,1.9183859508387506,1.580252278001065,-0.25462962962962954,0.0,1.0,0.0
MolecuLA raw OLS (seed-excluded),cLogP,34,100,100,57,4.198981124784794,0.22383903004827505,0.7938842203548085,100,1.7093862332328271,1.5943506407785266,-0.17278244631185813,0.01,1.0,0.01
MolecuLA raw OLS (seed-excluded),cLogP,35,100,100,56,4.265334643821166,0.48508862486029086,0.791407867494824,90,2.4401882855768946,2.3940118614806893,-0.2222222222222222,0.0,1.0,0.0
MolecuLA raw OLS (seed-excluded),cLogP,36,100,100,50,4.638797706117562,0.05735751933864614,0.76,82,1.6811372339696655,1.2090786534871623,-0.16465428555958628,0.13414634146341464,0.8536585365853658,0.0
MolecuLA raw OLS (seed-excluded),cLogP,37,100,100,62,4.2787893688277,0.29142970291746695,0.7812066574202496,87,2.4082364119660777,1.6774193490282965,-0.22959183673469385,0.09195402298850575,0.9770114942528736,0.06896551724137931
MolecuLA raw OLS (seed-excluded),cLogP,38,100,100,49,4.527522770290545,1.117868278022791,0.7167919799498748,82,1.4197263669694529,-0.9275919837337672,-0.33333333333333337,0.2926829268292683,0.036585365853658534,0.0
MolecuLA raw OLS (seed-excluded),cLogP,39,100,100,34,3.2941298628135476,0.3475540453620667,0.8333333333333334,80,1.0441994925393372,1.015334598610218,-0.13541666666666663,0.0,1.0,0.0
MolecuLA raw OLS (seed-excluded),cLogP,40,100,100,44,2.7762443597201214,0.33906179041422,0.8823529411764706,83,1.3965548282164448,1.5110104289817357,-0.1428571428571429,0.060240963855421686,0.8674698795180723,0.04819277108433735
