method,property,seed_id,requested_candidates,valid_candidates,distinct_canonical_structures,median_sa_score,median_np_likeness,median_np_fragment_confidence,valid_changed_candidates,median_delta_sa_vs_seed,median_delta_np_vs_seed,median_delta_np_confidence_vs_seed,sa_nonworsening_fraction_valid_changed,np_nondecreasing_fraction_valid_changed,sa_and_np_fraction_valid_changed
MolecuLA raw OLS (seed-excluded),FractionCSP3,38,100,100,58,4.9415028331902455,0.8867842784906863,0.7870879120879121,85,1.3982286728575497,-1.0867298755975516,-0.24528301886792447,0.047058823529411764,0.058823529411764705,0.0
MolecuLA raw OLS (seed-excluded),FractionCSP3,39,100,100,49,3.758271376779348,0.4819498986396815,0.8623737373737375,81,1.723798771603164,1.1759369098895274,-0.14017857142857137,0.04938271604938271,0.9506172839506173,0.0
MolecuLA raw OLS (seed-excluded),FractionCSP3,40,100,100,53,4.2903905864789085,0.3662584958605125,0.8292682926829268,85,2.5494762297874933,1.701629691142964,-0.2075471698113207,0.011764705882352941,0.9882352941176471,0.0
MolecuLA raw OLS (seed-excluded),FractionCSP3,41,100,100,64,4.703500399993381,1.0715183987753267,0.8530997304582211,85,2.4032594559506233,1.1656503443967743,-0.13101604278074874,0.0,1.0,0.0
MolecuLA raw OLS (seed-excluded),FractionCSP3,42,100,100,71,5.231523969210716,0.6542181681041994,0.7866531850353893,86,2.4230093965019868,1.1216527368133842,-0.14909090909090905,0.046511627906976744,0.9651162790697675,0.011627906976744186
MolecuLA raw OLS (seed-excluded),FractionCSP3,43,100,100,48,4.037694149167335,0.559675566366483,0.8293269230769231,79,2.3836629587554725,1.3064396539534386,-0.16809492419248517,0.0,1.0,0.0
MolecuLA raw OLS (seed-excluded),FractionCSP3,44,100,100,73,4.766019812930188,0.9443739777036287,0.8164983164983165,89,2.363717136081025,1.0557993172024094,-0.19999999999999996,0.0,1.0,0.0
MolecuLA raw OLS (seed-excluded),FractionCSP3,45,100,100,48,4.744930152648436,0.3465663282074763,0.9128873771730914,86,2.4886537582692285,2.1569493932810744,-0.15620782726045884,0.0,1.0,0.0
MolecuLA raw OLS (seed-excluded),FractionCSP3,46,100,100,64,4.700576401944145,0.829381327864674,0.7977272727272727,85,2.574346616970092,1.4556150861161075,-0.13095238095238093,0.0,1.0,0.0
MolecuLA raw OLS (seed-excluded),FractionCSP3,47,100,100,68,4.7835051233301655,0.8845077265452174,0.8109181141439206,84,2.3725745757297876,1.835105727280737,-0.1846841682907257,0.0,1.0,0.0
MolecuLA raw OLS (seed-excluded),FractionCSP3,48,100,100,62,4.335265242393146,0.6465882335286484,0.8611971104231166,84,2.6512975335762428,1.1595551877239796,-0.1816666666666667,0.0,1.0,0.0
MolecuLA raw OLS (seed-excluded),FractionCSP3,49,100,100,69,4.438831362946553,0.6253982814914538,0.8331271265078874,89,1.7500642416969567,1.725788027119076,-0.16764132553606237,0.0,1.0,0.0
MolecuLA raw OLS (seed-excluded),HBA,0,100,100,60,5.3010749657896445,0.0,0.6666666666666666,89,3.749063105446731,2.0455636148066767,-0.30952380952380953,0.0,1.0,0.0
MolecuLA raw OLS (seed-excluded),HBA,1,100,100,58,4.214312279055393,0.2365208755545596,0.7828282828282829,86,2.499312414636088,1.573241928087179,-0.2571428571428571,0.011627906976744186,0.9883720930232558,0.0
MolecuLA raw OLS (seed-excluded),HBA,2,100,100,43,3.6669045867477,0.15513364757902,0.8333333333333334,83,1.756064943110145,1.9860179068907113,-0.0714285714285714,0.0,1.0,0.0
MolecuLA raw OLS (seed-excluded),HBA,3,100,100,54,4.742984353613271,0.11275921399841671,0.6842105263157895,89,1.1052855176450285,0.008183921111221737,-0.2517006802721089,0.0898876404494382,0.5280898876404494,0.0449438202247191
MolecuLA raw OLS (seed-excluded),HBA,4,100,100,49,3.8242771969726843,-0.093546191362,0.8437118437118437,87,1.822691090704108,0.9101089652194735,-0.20512820512820518,0.0,0.9885057471264368,0.0
MolecuLA raw OLS (seed-excluded),HBA,5,100,100,44,4.575462077579202,0.45746237772318576,0.7116883116883117,96,1.7432230419364263,2.303541219553508,-0.26225490196078427,0.020833333333333332,0.9479166666666666,0.0
MolecuLA raw OLS (seed-excluded),HBA,6,100,100,53,4.7480710875998415,-0.01108303429414991,0.7647058823529411,96,1.1911159358210637,1.3300457362072482,-0.201336222462983,0.17708333333333334,1.0,0.17708333333333334
MolecuLA raw OLS (seed-excluded),HBA,7,100,100,43,4.633043020725215,0.005325978369030405,0.7391304347826086,77,2.2029075826521645,0.5179657848640844,-0.37137452711223207,0.0,1.0,0.0
MolecuLA raw OLS (seed-excluded),HBA,8,100,100,49,4.071144001221838,0.6559552600406333,0.9,86,2.061876249885533,1.0362034776474647,-0.12178699436763951,0.023255813953488372,0.9651162790697675,0.0
MolecuLA raw OLS (seed-excluded),HBA,9,100,100,42,3.2847796304801227,0.09716598936066553,0.8229166666666667,81,2.0202363843954725,1.4540969527619914,-0.17878787878787883,0.04938271604938271,1.0,0.04938271604938271
MolecuLA raw OLS (seed-excluded),HBA,10,100,100,58,4.578115855812122,0.2267924206753889,0.7303030303030302,88,1.9769222342011172,1.5505409312201837,-0.2880116959064327,0.0,1.0,0.0
MolecuLA raw OLS (seed-excluded),HBA,11,100,100,34,2.746877703896379,-0.12297794637597265,0.75,80,0.674366679505066,1.28942570102206,-0.16428571428571426,0.3375,1.0,0.3375
