direction_name,direction_kind,property,alpha,decode_count,valid_count,descriptor,mean_value,median_value,q25_value,q75_value,mean_change_from_seed,median_change_from_seed,q25_change_from_seed,q75_change_from_seed
raw::BertzCT,raw_property,BertzCT,-150.0,50,50,MolWt,34.383039999999994,32.042,30.07,41.08324999999999,-290.3389200000001,-312.8905000000001,-351.97800000000007,-214.97825
raw::BertzCT,raw_property,BertzCT,-150.0,50,50,CarbonCount,1.76,2.0,1.0,2.0,-15.34,-16.5,-19.0,-11.0
raw::BertzCT,raw_property,BertzCT,-150.0,50,50,HeavyAtomCount_calc,2.24,2.0,2.0,2.75,-20.44,-22.0,-24.75,-15.25
raw::BertzCT,raw_property,BertzCT,-150.0,50,50,HeteroatomCount,0.48,0.0,0.0,1.0,-5.1,-5.0,-6.75,-3.0
raw::BertzCT,raw_property,BertzCT,-150.0,50,50,RingCount_calc,0.0,0.0,0.0,0.0,-2.76,-3.0,-3.75,-2.0
raw::BertzCT,raw_property,BertzCT,-150.0,50,50,AromaticRingCount_calc,0.0,0.0,0.0,0.0,-2.08,-2.0,-3.0,-1.0
raw::BertzCT,raw_property,BertzCT,-150.0,50,50,BondCount,1.24,1.0,1.0,1.75,-23.2,-26.0,-28.0,-17.0
raw::BertzCT,raw_property,BertzCT,-150.0,50,50,BranchPointCount,0.0,0.0,0.0,0.0,-7.14,-7.0,-9.0,-5.0
raw::BertzCT,raw_property,BertzCT,-150.0,50,50,AromaticAtomFraction,0.0,0.0,0.0,0.0,-0.512588623479048,-0.5,-0.6520935960591133,-0.4182692307692308
raw::BertzCT,raw_property,BertzCT,-150.0,50,50,AromaticBondFraction,0.0,0.0,0.0,0.0,-0.4636461602812176,-0.45138888888888884,-0.5454545454545454,-0.38555194805194803
raw::BertzCT,raw_property,BertzCT,-146.96969696969697,50,50,MolWt,34.383039999999994,32.042,30.07,41.08324999999999,-290.3389200000001,-312.8905000000001,-351.97800000000007,-214.97825
raw::BertzCT,raw_property,BertzCT,-146.96969696969697,50,50,CarbonCount,1.76,2.0,1.0,2.0,-15.34,-16.5,-19.0,-11.0
raw::BertzCT,raw_property,BertzCT,-146.96969696969697,50,50,HeavyAtomCount_calc,2.24,2.0,2.0,2.75,-20.44,-22.0,-24.75,-15.25
raw::BertzCT,raw_property,BertzCT,-146.96969696969697,50,50,HeteroatomCount,0.48,0.0,0.0,1.0,-5.1,-5.0,-6.75,-3.0
raw::BertzCT,raw_property,BertzCT,-146.96969696969697,50,50,RingCount_calc,0.0,0.0,0.0,0.0,-2.76,-3.0,-3.75,-2.0
raw::BertzCT,raw_property,BertzCT,-146.96969696969697,50,50,AromaticRingCount_calc,0.0,0.0,0.0,0.0,-2.08,-2.0,-3.0,-1.0
raw::BertzCT,raw_property,BertzCT,-146.96969696969697,50,50,BondCount,1.24,1.0,1.0,1.75,-23.2,-26.0,-28.0,-17.0
raw::BertzCT,raw_property,BertzCT,-146.96969696969697,50,50,BranchPointCount,0.0,0.0,0.0,0.0,-7.14,-7.0,-9.0,-5.0
raw::BertzCT,raw_property,BertzCT,-146.96969696969697,50,50,AromaticAtomFraction,0.0,0.0,0.0,0.0,-0.512588623479048,-0.5,-0.6520935960591133,-0.4182692307692308
raw::BertzCT,raw_property,BertzCT,-146.96969696969697,50,50,AromaticBondFraction,0.0,0.0,0.0,0.0,-0.4636461602812176,-0.45138888888888884,-0.5454545454545454,-0.38555194805194803
raw::BertzCT,raw_property,BertzCT,-143.93939393939394,50,50,MolWt,34.06306,32.042,30.07,41.08324999999999,-290.6589000000001,-312.8905000000001,-351.97800000000007,-214.97825
raw::BertzCT,raw_property,BertzCT,-143.93939393939394,50,50,CarbonCount,1.76,2.0,1.0,2.0,-15.34,-16.5,-19.0,-11.0
raw::BertzCT,raw_property,BertzCT,-143.93939393939394,50,50,HeavyAtomCount_calc,2.22,2.0,2.0,2.75,-20.46,-22.0,-24.75,-15.25
