scale,property,seed_id,alpha,is_rdkit_valid_ols,changed_from_seed_ols,property_delta_ols,expected_signed_improvement_ols,seed_similarity_tanimoto_ols,scaffold_evaluable_ols,scaffold_retained_ols,sa_score_delta_ols,np_likeness_delta_ols,selfies_len_tokens_ols,is_rdkit_valid_chemspace,changed_from_seed_chemspace,property_delta_chemspace,expected_signed_improvement_chemspace,seed_similarity_tanimoto_chemspace,scaffold_evaluable_chemspace,scaffold_retained_chemspace,sa_score_delta_chemspace,np_likeness_delta_chemspace,selfies_len_tokens_chemspace,alpha_sign,absolute_latent_displacement,improvement_difference_chemspace_minus_ols,sa_delta_difference_chemspace_minus_ols,similarity_difference_chemspace_minus_ols
train_std_unit,FractionCSP3,19,-105.0,True,False,0.0,-0.0,1.0,True,True,0.0,0.0,40.0,True,True,0.0,-0.0,0.0,False,,5.396144641914004,3.052710272441164,154.0,negative,105.0,0.0,5.396144641914004,-1.0
train_std_unit,FractionCSP3,19,-90.0,True,False,0.0,-0.0,1.0,True,True,0.0,0.0,40.0,True,True,0.0,-0.0,0.0,False,,5.396144641914004,3.052710272441164,154.0,negative,90.0,0.0,5.396144641914004,-1.0
train_std_unit,FractionCSP3,19,-75.0,True,False,0.0,-0.0,1.0,True,True,0.0,0.0,40.0,True,True,0.0,-0.0,0.0,False,,5.396144641914004,3.052710272441164,154.0,negative,75.0,0.0,5.396144641914004,-1.0
train_std_unit,FractionCSP3,19,-60.0,True,False,0.0,-0.0,1.0,True,True,0.0,0.0,40.0,True,True,0.0,-0.0,0.0,False,,5.396144641914004,3.052710272441164,154.0,negative,60.0,0.0,5.396144641914004,-1.0
train_std_unit,FractionCSP3,19,-45.0,True,False,0.0,-0.0,1.0,True,True,0.0,0.0,40.0,True,True,0.0,-0.0,0.0126582278481012,False,,6.012499468582691,3.063432984363742,154.0,negative,45.0,0.0,6.012499468582691,-0.9873417721518988
train_std_unit,FractionCSP3,19,-30.0,True,False,0.0,-0.0,1.0,True,True,0.0,0.0,40.0,True,True,0.125,-0.125,0.0384615384615384,True,False,2.953139271554746,3.4089204203120165,58.0,negative,30.0,-0.125,2.953139271554746,-0.9615384615384616
train_std_unit,FractionCSP3,19,-15.0,True,False,0.0,-0.0,1.0,True,True,0.0,0.0,40.0,True,True,0.1333333333333333,-0.1333333333333333,0.057471264367816,True,False,3.950141362349165,3.6783633945521768,48.0,negative,15.0,-0.1333333333333333,3.950141362349165,-0.942528735632184
train_std_unit,FractionCSP3,19,0.0,True,False,0.0,0.0,1.0,True,True,0.0,0.0,40.0,True,False,0.0,0.0,1.0,True,True,0.0,0.0,40.0,zero,0.0,0.0,0.0,0.0
train_std_unit,FractionCSP3,19,15.0,True,False,0.0,0.0,1.0,True,True,0.0,0.0,40.0,True,True,0.631578947368421,0.631578947368421,0.0202020202020202,True,False,3.327437070008923,3.926401114849803,39.0,positive,15.0,0.631578947368421,3.327437070008923,-0.9797979797979798
train_std_unit,FractionCSP3,19,30.0,True,False,0.0,0.0,1.0,True,True,0.0,0.0,40.0,True,True,0.875,0.875,0.0,False,,1.3597818418144758,3.5766745866959515,27.0,positive,30.0,0.875,1.3597818418144758,-1.0
train_std_unit,FractionCSP3,19,45.0,True,False,0.0,0.0,1.0,True,True,0.0,0.0,40.0,True,True,1.0,1.0,0.0,False,,2.2831303167773767,2.980951935289737,154.0,positive,45.0,1.0,2.2831303167773767,-1.0
train_std_unit,FractionCSP3,19,60.0,True,False,0.0,0.0,1.0,True,True,0.0,0.0,40.0,True,True,1.0,1.0,0.0,False,,2.2831303167773767,2.980951935289737,154.0,positive,60.0,1.0,2.2831303167773767,-1.0
train_std_unit,FractionCSP3,19,75.0,True,False,0.0,0.0,1.0,True,True,0.0,0.0,40.0,True,True,1.0,1.0,0.0,False,,2.2831303167773767,2.980951935289737,154.0,positive,75.0,1.0,2.2831303167773767,-1.0
train_std_unit,FractionCSP3,19,90.0,True,False,0.0,0.0,1.0,True,True,0.0,0.0,40.0,True,True,1.0,1.0,0.0,False,,2.2831303167773767,2.980951935289737,154.0,positive,90.0,1.0,2.2831303167773767,-1.0
train_std_unit,FractionCSP3,19,105.0,True,False,0.0,0.0,1.0,True,True,0.0,0.0,40.0,True,True,1.0,1.0,0.0,False,,2.2831303167773767,2.980951935289737,154.0,positive,105.0,1.0,2.2831303167773767,-1.0
train_std_unit,FractionCSP3,19,120.0,True,False,0.0,0.0,1.0,True,True,0.0,0.0,40.0,True,True,1.0,1.0,0.0,False,,2.2831303167773767,2.980951935289737,154.0,positive,120.0,1.0,2.2831303167773767,-1.0
train_std_unit,FractionCSP3,19,135.0,True,False,0.0,0.0,1.0,True,True,0.0,0.0,40.0,True,True,1.0,1.0,0.0,False,,2.2831303167773767,2.980951935289737,154.0,positive,135.0,1.0,2.2831303167773767,-1.0
train_std_unit,FractionCSP3,19,150.0,True,False,0.0,0.0,1.0,True,True,0.0,0.0,40.0,True,True,1.0,1.0,0.0,False,,2.2831303167773767,2.980951935289737,154.0,positive,150.0,1.0,2.2831303167773767,-1.0
train_std_unit,FractionCSP3,20,-150.0,True,False,0.0,-0.0,1.0,True,True,0.0,0.0,58.0,True,True,-0.25,0.25,0.0,False,,5.268041999146219,1.2612285974608004,154.0,negative,150.0,0.25,5.268041999146219,-1.0
train_std_unit,FractionCSP3,20,-135.0,True,False,0.0,-0.0,1.0,True,True,0.0,0.0,58.0,True,True,-0.25,0.25,0.0,False,,5.268041999146219,1.2612285974608004,154.0,negative,135.0,0.25,5.268041999146219,-1.0
train_std_unit,FractionCSP3,20,-120.0,True,False,0.0,-0.0,1.0,True,True,0.0,0.0,58.0,True,True,-0.25,0.25,0.0,False,,5.268041999146219,1.2612285974608004,154.0,negative,120.0,0.25,5.268041999146219,-1.0
train_std_unit,FractionCSP3,20,-105.0,True,False,0.0,-0.0,1.0,True,True,0.0,0.0,58.0,True,True,-0.25,0.25,0.0,False,,5.1026545370397205,1.2760965592478817,154.0,negative,105.0,0.25,5.1026545370397205,-1.0
train_std_unit,FractionCSP3,20,-90.0,True,False,0.0,-0.0,1.0,True,True,0.0,0.0,58.0,True,True,-0.25,0.25,0.0,False,,5.1026545370397205,1.2760965592478817,154.0,negative,90.0,0.25,5.1026545370397205,-1.0
train_std_unit,FractionCSP3,20,-75.0,True,False,0.0,-0.0,1.0,True,True,0.0,0.0,58.0,True,True,-0.25,0.25,0.0,False,,5.1026545370397205,1.2760965592478817,154.0,negative,75.0,0.25,5.1026545370397205,-1.0
train_std_unit,FractionCSP3,20,-60.0,True,False,0.0,-0.0,1.0,True,True,0.0,0.0,58.0,True,True,-0.25,0.25,0.0,False,,5.1026545370397205,1.2760965592478817,154.0,negative,60.0,0.25,5.1026545370397205,-1.0
train_std_unit,FractionCSP3,20,-45.0,True,False,0.0,-0.0,1.0,True,True,0.0,0.0,58.0,True,True,-0.25,0.25,0.0106382978723404,False,,5.670384264061232,1.288113294594792,154.0,negative,45.0,0.25,5.670384264061232,-0.9893617021276596
train_std_unit,FractionCSP3,20,-30.0,True,False,0.0,-0.0,1.0,True,True,0.0,0.0,58.0,True,True,-0.1590909090909091,0.1590909090909091,0.0373134328358208,True,False,4.476363591459555,2.0522680758821275,154.0,negative,30.0,0.1590909090909091,4.476363591459555,-0.9626865671641792
train_std_unit,FractionCSP3,20,-15.0,True,False,0.0,-0.0,1.0,True,True,0.0,0.0,58.0,True,True,-0.25,0.25,0.0253164556962025,False,,2.5850997811381307,1.5692761077264623,59.0,negative,15.0,0.25,2.5850997811381307,-0.9746835443037976
train_std_unit,FractionCSP3,20,0.0,True,False,0.0,0.0,1.0,True,True,0.0,0.0,58.0,True,False,0.0,0.0,1.0,True,True,0.0,0.0,58.0,zero,0.0,0.0,0.0,0.0
train_std_unit,FractionCSP3,20,15.0,True,False,0.0,0.0,1.0,True,True,0.0,0.0,58.0,True,True,0.5921052631578947,0.5921052631578947,0.1111111111111111,False,,0.8883165070039105,1.707503880534989,56.0,positive,15.0,0.5921052631578947,0.8883165070039105,-0.8888888888888888
train_std_unit,FractionCSP3,20,30.0,True,False,0.0,0.0,1.0,True,True,0.0,0.0,58.0,True,True,0.75,0.75,0.0441176470588235,False,,1.989640211903093,1.2043382220964542,154.0,positive,30.0,0.75,1.989640211903093,-0.9558823529411765
train_std_unit,FractionCSP3,20,45.0,True,False,0.0,0.0,1.0,True,True,0.0,0.0,58.0,True,True,0.75,0.75,0.0441176470588235,False,,1.989640211903093,1.2043382220964542,154.0,positive,45.0,0.75,1.989640211903093,-0.9558823529411765
train_std_unit,FractionCSP3,20,60.0,True,False,0.0,0.0,1.0,True,True,0.0,0.0,58.0,True,True,0.75,0.75,0.0441176470588235,False,,1.989640211903093,1.2043382220964542,154.0,positive,60.0,0.75,1.989640211903093,-0.9558823529411765
train_std_unit,FractionCSP3,20,75.0,True,False,0.0,0.0,1.0,True,True,0.0,0.0,58.0,True,True,0.75,0.75,0.0441176470588235,False,,1.989640211903093,1.2043382220964542,154.0,positive,75.0,0.75,1.989640211903093,-0.9558823529411765
train_std_unit,FractionCSP3,20,90.0,True,False,0.0,0.0,1.0,True,True,0.0,0.0,58.0,True,True,0.75,0.75,0.0441176470588235,False,,1.989640211903093,1.2043382220964542,154.0,positive,90.0,0.75,1.989640211903093,-0.9558823529411765
train_std_unit,FractionCSP3,20,105.0,True,False,0.0,0.0,1.0,True,True,0.0,0.0,58.0,True,True,0.75,0.75,0.0441176470588235,False,,1.989640211903093,1.2043382220964542,154.0,positive,105.0,0.75,1.989640211903093,-0.9558823529411765
train_std_unit,FractionCSP3,20,120.0,True,False,0.0,0.0,1.0,True,True,0.0,0.0,58.0,True,True,0.75,0.75,0.0441176470588235,False,,1.989640211903093,1.2043382220964542,154.0,positive,120.0,0.75,1.989640211903093,-0.9558823529411765
train_std_unit,FractionCSP3,20,135.0,True,False,0.0,0.0,1.0,True,True,0.0,0.0,58.0,True,True,0.75,0.75,0.0441176470588235,False,,1.989640211903093,1.2043382220964542,154.0,positive,135.0,0.75,1.989640211903093,-0.9558823529411765
train_std_unit,FractionCSP3,20,150.0,True,False,0.0,0.0,1.0,True,True,0.0,0.0,58.0,True,True,0.75,0.75,0.0441176470588235,False,,1.989640211903093,1.2043382220964542,154.0,positive,150.0,0.75,1.989640211903093,-0.9558823529411765
train_std_unit,FractionCSP3,21,-150.0,True,False,2.775557561562892e-17,-2.775557561562892e-17,1.0,True,True,0.0,0.0,49.0,True,True,-0.1923076923076923,0.1923076923076923,0.0,False,,5.613608923263705,-0.1886889817900981,154.0,negative,150.0,0.19230769230769232,5.613608923263705,-1.0
train_std_unit,FractionCSP3,21,-135.0,True,False,2.775557561562892e-17,-2.775557561562892e-17,1.0,True,True,0.0,0.0,49.0,True,True,-0.1923076923076923,0.1923076923076923,0.0,False,,5.613608923263705,-0.1886889817900981,154.0,negative,135.0,0.19230769230769232,5.613608923263705,-1.0
train_std_unit,FractionCSP3,21,-120.0,True,False,2.775557561562892e-17,-2.775557561562892e-17,1.0,True,True,0.0,0.0,49.0,True,True,-0.1923076923076923,0.1923076923076923,0.0,False,,5.613608923263705,-0.1886889817900981,154.0,negative,120.0,0.19230769230769232,5.613608923263705,-1.0
train_std_unit,FractionCSP3,21,-105.0,True,False,2.775557561562892e-17,-2.775557561562892e-17,1.0,True,True,0.0,0.0,49.0,True,True,-0.1923076923076923,0.1923076923076923,0.0,False,,5.613608923263705,-0.1886889817900981,154.0,negative,105.0,0.19230769230769232,5.613608923263705,-1.0
train_std_unit,FractionCSP3,21,-90.0,True,False,2.775557561562892e-17,-2.775557561562892e-17,1.0,True,True,0.0,0.0,49.0,True,True,-0.1923076923076923,0.1923076923076923,0.0,False,,5.613608923263705,-0.1886889817900981,154.0,negative,90.0,0.19230769230769232,5.613608923263705,-1.0
train_std_unit,FractionCSP3,21,-75.0,True,False,2.775557561562892e-17,-2.775557561562892e-17,1.0,True,True,0.0,0.0,49.0,True,True,-0.1923076923076923,0.1923076923076923,0.0,False,,5.613608923263705,-0.1886889817900981,154.0,negative,75.0,0.19230769230769232,5.613608923263705,-1.0
train_std_unit,FractionCSP3,21,-60.0,True,False,2.775557561562892e-17,-2.775557561562892e-17,1.0,True,True,0.0,0.0,49.0,True,True,-0.1923076923076923,0.1923076923076923,0.0,False,,5.613608923263705,-0.1886889817900981,154.0,negative,60.0,0.19230769230769232,5.613608923263705,-1.0
train_std_unit,FractionCSP3,21,-45.0,True,False,2.775557561562892e-17,-2.775557561562892e-17,1.0,True,True,0.0,0.0,49.0,True,True,-0.1923076923076923,0.1923076923076923,0.015625,False,,5.6021842697559725,-0.1912316349387987,154.0,negative,45.0,0.19230769230769232,5.6021842697559725,-0.984375
train_std_unit,FractionCSP3,21,-30.0,True,False,2.775557561562892e-17,-2.775557561562892e-17,1.0,True,True,0.0,0.0,49.0,True,True,-0.1923076923076923,0.1923076923076923,0.0149253731343283,False,,3.362812109403639,-0.0230573754762754,57.0,negative,30.0,0.19230769230769232,3.362812109403639,-0.9850746268656717
train_std_unit,FractionCSP3,21,-15.0,True,False,2.775557561562892e-17,-2.775557561562892e-17,1.0,True,True,0.0,0.0,49.0,True,True,0.0299145299145299,-0.0299145299145299,0.1171171171171171,True,False,4.6301447690806405,0.8289605628549024,53.0,negative,15.0,-0.02991452991452987,4.6301447690806405,-0.8828828828828829
train_std_unit,FractionCSP3,21,0.0,True,False,2.775557561562892e-17,0.0,1.0,True,True,0.0,0.0,49.0,True,False,2.775557561562892e-17,0.0,1.0,True,True,0.0,0.0,49.0,zero,0.0,0.0,0.0,0.0
train_std_unit,FractionCSP3,21,15.0,True,False,2.775557561562892e-17,2.775557561562892e-17,1.0,True,True,0.0,0.0,49.0,True,True,0.444055944055944,0.444055944055944,0.1397849462365591,True,False,3.276647680348032,0.6922543021894356,41.0,positive,15.0,0.44405594405594395,3.276647680348032,-0.8602150537634409
train_std_unit,FractionCSP3,21,30.0,True,False,2.775557561562892e-17,2.775557561562892e-17,1.0,True,True,0.0,0.0,49.0,True,True,0.7051282051282052,0.7051282051282052,0.0989010989010989,True,False,2.0113157246705526,0.45632134483692,51.0,positive,30.0,0.7051282051282052,2.0113157246705526,-0.9010989010989011
train_std_unit,FractionCSP3,21,45.0,True,False,2.775557561562892e-17,2.775557561562892e-17,1.0,True,True,0.0,0.0,49.0,True,True,0.8076923076923077,0.8076923076923077,0.0526315789473684,False,,2.500594598127077,-0.2604473189415254,154.0,positive,45.0,0.8076923076923077,2.500594598127077,-0.9473684210526316
train_std_unit,FractionCSP3,21,60.0,True,False,2.775557561562892e-17,2.775557561562892e-17,1.0,True,True,0.0,0.0,49.0,True,True,0.8076923076923077,0.8076923076923077,0.0526315789473684,False,,2.500594598127077,-0.2604473189415254,154.0,positive,60.0,0.8076923076923077,2.500594598127077,-0.9473684210526316
train_std_unit,FractionCSP3,21,75.0,True,False,2.775557561562892e-17,2.775557561562892e-17,1.0,True,True,0.0,0.0,49.0,True,True,0.8076923076923077,0.8076923076923077,0.0526315789473684,False,,2.500594598127077,-0.2604473189415254,154.0,positive,75.0,0.8076923076923077,2.500594598127077,-0.9473684210526316
train_std_unit,FractionCSP3,21,90.0,True,False,2.775557561562892e-17,2.775557561562892e-17,1.0,True,True,0.0,0.0,49.0,True,True,0.8076923076923077,0.8076923076923077,0.0526315789473684,False,,2.500594598127077,-0.2604473189415254,154.0,positive,90.0,0.8076923076923077,2.500594598127077,-0.9473684210526316
train_std_unit,FractionCSP3,21,105.0,True,False,2.775557561562892e-17,2.775557561562892e-17,1.0,True,True,0.0,0.0,49.0,True,True,0.8076923076923077,0.8076923076923077,0.0526315789473684,False,,2.500594598127077,-0.2604473189415254,154.0,positive,105.0,0.8076923076923077,2.500594598127077,-0.9473684210526316
train_std_unit,FractionCSP3,21,120.0,True,False,2.775557561562892e-17,2.775557561562892e-17,1.0,True,True,0.0,0.0,49.0,True,True,0.8076923076923077,0.8076923076923077,0.0526315789473684,False,,2.500594598127077,-0.2604473189415254,154.0,positive,120.0,0.8076923076923077,2.500594598127077,-0.9473684210526316
train_std_unit,FractionCSP3,21,135.0,True,False,2.775557561562892e-17,2.775557561562892e-17,1.0,True,True,0.0,0.0,49.0,True,True,0.8076923076923077,0.8076923076923077,0.0526315789473684,False,,2.500594598127077,-0.2604473189415254,154.0,positive,135.0,0.8076923076923077,2.500594598127077,-0.9473684210526316
train_std_unit,FractionCSP3,21,150.0,True,False,2.775557561562892e-17,2.775557561562892e-17,1.0,True,True,0.0,0.0,49.0,True,True,0.8076923076923077,0.8076923076923077,0.0526315789473684,False,,2.500594598127077,-0.2604473189415254,154.0,positive,150.0,0.8076923076923077,2.500594598127077,-0.9473684210526316
train_std_unit,FractionCSP3,22,-150.0,True,False,0.0,-0.0,1.0,True,True,0.0,0.0,47.0,True,True,-0.4,0.4,0.0117647058823529,False,,5.37705520693581,0.4143412023101027,154.0,negative,150.0,0.4,5.37705520693581,-0.9882352941176471
train_std_unit,FractionCSP3,22,-135.0,True,False,0.0,-0.0,1.0,True,True,0.0,0.0,47.0,True,True,-0.4,0.4,0.0,False,,5.24812540629027,0.433740190150791,154.0,negative,135.0,0.4,5.24812540629027,-1.0
train_std_unit,FractionCSP3,22,-120.0,True,False,0.0,-0.0,1.0,True,True,0.0,0.0,47.0,True,True,-0.4,0.4,0.0,False,,5.105747766155161,0.433740190150791,154.0,negative,120.0,0.4,5.105747766155161,-1.0
train_std_unit,FractionCSP3,22,-105.0,True,False,0.0,-0.0,1.0,True,True,0.0,0.0,47.0,True,True,-0.4,0.4,0.0,False,,5.022984986172227,0.4282956841920637,154.0,negative,105.0,0.4,5.022984986172227,-1.0
train_std_unit,FractionCSP3,22,-90.0,True,False,0.0,-0.0,1.0,True,True,0.0,0.0,47.0,True,True,-0.4,0.4,0.015625,False,,4.848690565927265,0.4195533386085637,154.0,negative,90.0,0.4,4.848690565927265,-0.984375
train_std_unit,FractionCSP3,22,-75.0,True,False,0.0,-0.0,1.0,True,True,0.0,0.0,47.0,True,True,-0.4,0.4,0.0,False,,4.968672781301772,0.4380769253645865,154.0,negative,75.0,0.4,4.968672781301772,-1.0
train_std_unit,FractionCSP3,22,-60.0,True,False,0.0,-0.0,1.0,True,True,0.0,0.0,47.0,True,True,-0.4,0.4,0.0,False,,4.968672781301772,0.4380769253645865,154.0,negative,60.0,0.4,4.968672781301772,-1.0
train_std_unit,FractionCSP3,22,-45.0,True,False,0.0,-0.0,1.0,True,True,0.0,0.0,47.0,True,True,-0.4,0.4,0.010752688172043,False,,4.569487413827662,0.5284930635499395,154.0,negative,45.0,0.4,4.569487413827662,-0.989247311827957
train_std_unit,FractionCSP3,22,-30.0,True,False,0.0,-0.0,1.0,True,True,0.0,0.0,47.0,True,True,-0.2181818181818182,0.2181818181818182,0.116504854368932,True,False,4.324279136519344,0.9215453036895906,57.0,negative,30.0,0.2181818181818182,4.324279136519344,-0.883495145631068
train_std_unit,FractionCSP3,22,-15.0,True,False,0.0,-0.0,1.0,True,True,0.0,0.0,47.0,True,True,-0.2125,0.2125,0.1149425287356321,True,False,0.4215753368192656,-0.4617742865206503,50.0,negative,15.0,0.2125,0.4215753368192656,-0.885057471264368
train_std_unit,FractionCSP3,22,0.0,True,False,0.0,0.0,1.0,True,True,0.0,0.0,47.0,True,False,0.0,0.0,1.0,True,True,0.0,0.0,47.0,zero,0.0,0.0,0.0,0.0
train_std_unit,FractionCSP3,22,15.0,True,False,0.0,0.0,1.0,True,True,0.0,0.0,47.0,True,True,0.6,0.6,0.0789473684210526,False,,0.9863663726261284,0.2606786385788866,37.0,positive,15.0,0.6,0.9863663726261284,-0.9210526315789473
train_std_unit,FractionCSP3,22,30.0,True,False,0.0,0.0,1.0,True,True,0.0,0.0,47.0,True,True,0.6,0.6,0.0363636363636363,False,,1.570288778684139,0.3626629632442176,154.0,positive,30.0,0.6,1.570288778684139,-0.9636363636363637
train_std_unit,FractionCSP3,22,45.0,True,False,0.0,0.0,1.0,True,True,0.0,0.0,47.0,True,True,0.6,0.6,0.0363636363636363,False,,1.570288778684139,0.3626629632442176,154.0,positive,45.0,0.6,1.570288778684139,-0.9636363636363637
train_std_unit,FractionCSP3,22,60.0,True,False,0.0,0.0,1.0,True,True,0.0,0.0,47.0,True,True,0.6,0.6,0.0363636363636363,False,,1.570288778684139,0.3626629632442176,154.0,positive,60.0,0.6,1.570288778684139,-0.9636363636363637
train_std_unit,FractionCSP3,22,75.0,True,False,0.0,0.0,1.0,True,True,0.0,0.0,47.0,True,True,0.6,0.6,0.0363636363636363,False,,1.570288778684139,0.3626629632442176,154.0,positive,75.0,0.6,1.570288778684139,-0.9636363636363637
train_std_unit,FractionCSP3,22,90.0,True,False,0.0,0.0,1.0,True,True,0.0,0.0,47.0,True,True,0.6,0.6,0.0363636363636363,False,,1.570288778684139,0.3626629632442176,154.0,positive,90.0,0.6,1.570288778684139,-0.9636363636363637
train_std_unit,FractionCSP3,22,105.0,True,False,0.0,0.0,1.0,True,True,0.0,0.0,47.0,True,True,0.6,0.6,0.0363636363636363,False,,1.570288778684139,0.3626629632442176,154.0,positive,105.0,0.6,1.570288778684139,-0.9636363636363637
train_std_unit,FractionCSP3,22,120.0,True,False,0.0,0.0,1.0,True,True,0.0,0.0,47.0,True,True,0.6,0.6,0.0363636363636363,False,,1.570288778684139,0.3626629632442176,154.0,positive,120.0,0.6,1.570288778684139,-0.9636363636363637
train_std_unit,FractionCSP3,22,135.0,True,False,0.0,0.0,1.0,True,True,0.0,0.0,47.0,True,True,0.6,0.6,0.0363636363636363,False,,1.570288778684139,0.3626629632442176,154.0,positive,135.0,0.6,1.570288778684139,-0.9636363636363637
train_std_unit,FractionCSP3,22,150.0,True,False,0.0,0.0,1.0,True,True,0.0,0.0,47.0,True,True,0.6,0.6,0.0363636363636363,False,,1.570288778684139,0.3626629632442176,154.0,positive,150.0,0.6,1.570288778684139,-0.9636363636363637
train_std_unit,FractionCSP3,23,-150.0,True,False,0.0,-0.0,1.0,True,True,0.0,0.0,28.0,True,True,-0.5,0.5,0.0,False,,5.515077456438101,-0.2199742853820349,154.0,negative,150.0,0.5,5.515077456438101,-1.0
train_std_unit,FractionCSP3,23,-135.0,True,False,0.0,-0.0,1.0,True,True,0.0,0.0,28.0,True,True,-0.5,0.5,0.0,False,,5.515077456438101,-0.2199742853820349,154.0,negative,135.0,0.5,5.515077456438101,-1.0
train_std_unit,FractionCSP3,23,-120.0,True,False,0.0,-0.0,1.0,True,True,0.0,0.0,28.0,True,True,-0.5,0.5,0.0,False,,5.515077456438101,-0.2199742853820349,154.0,negative,120.0,0.5,5.515077456438101,-1.0
train_std_unit,FractionCSP3,23,-105.0,True,False,0.0,-0.0,1.0,True,True,0.0,0.0,28.0,True,True,-0.5,0.5,0.0,False,,5.515077456438101,-0.2199742853820349,154.0,negative,105.0,0.5,5.515077456438101,-1.0
train_std_unit,FractionCSP3,23,-90.0,True,False,0.0,-0.0,1.0,True,True,0.0,0.0,28.0,True,True,-0.5,0.5,0.0,False,,5.515077456438101,-0.2199742853820349,154.0,negative,90.0,0.5,5.515077456438101,-1.0
train_std_unit,FractionCSP3,23,-75.0,True,False,0.0,-0.0,1.0,True,True,0.0,0.0,28.0,True,True,-0.5,0.5,0.0,False,,5.515077456438101,-0.2199742853820349,154.0,negative,75.0,0.5,5.515077456438101,-1.0
train_std_unit,FractionCSP3,23,-60.0,True,False,0.0,-0.0,1.0,True,True,0.0,0.0,28.0,True,True,-0.5,0.5,0.0,False,,5.515077456438101,-0.2199742853820349,154.0,negative,60.0,0.5,5.515077456438101,-1.0
train_std_unit,FractionCSP3,23,-45.0,True,False,0.0,-0.0,1.0,True,True,0.0,0.0,28.0,True,True,-0.5,0.5,0.0,False,,5.9995708201117015,-0.2103347386070193,154.0,negative,45.0,0.5,5.9995708201117015,-1.0
train_std_unit,FractionCSP3,23,-30.0,True,False,0.0,-0.0,1.0,True,True,0.0,0.0,28.0,True,True,-0.467741935483871,0.467741935483871,0.0459770114942528,True,False,3.3230458694460774,0.4479434792419499,49.0,negative,30.0,0.467741935483871,3.3230458694460774,-0.9540229885057472
train_std_unit,FractionCSP3,23,-15.0,True,False,0.0,-0.0,1.0,True,True,0.0,0.0,28.0,True,True,-0.3181818181818182,0.3181818181818182,0.0454545454545454,True,False,3.501388458820875,0.7656808269745763,42.0,negative,15.0,0.3181818181818182,3.501388458820875,-0.9545454545454546
train_std_unit,FractionCSP3,23,0.0,True,False,0.0,0.0,1.0,True,True,0.0,0.0,28.0,True,False,0.0,0.0,1.0,True,True,0.0,0.0,28.0,zero,0.0,0.0,0.0,0.0
train_std_unit,FractionCSP3,23,15.0,True,False,0.0,0.0,1.0,True,True,0.0,0.0,28.0,True,True,0.5,0.5,0.1,False,,1.4312677048463271,0.368421625102935,26.0,positive,15.0,0.5,1.4312677048463271,-0.9
train_std_unit,FractionCSP3,23,30.0,True,False,0.0,0.0,1.0,True,True,0.0,0.0,28.0,True,True,0.4866666666666667,0.4866666666666667,0.08,False,,3.429207923787782,-0.1694158545164053,154.0,positive,30.0,0.4866666666666667,3.429207923787782,-0.92
train_std_unit,FractionCSP3,23,45.0,True,False,0.0,0.0,1.0,True,True,0.0,0.0,28.0,True,True,0.5,0.5,0.0526315789473684,False,,2.4020631313014738,-0.2917326225334621,154.0,positive,45.0,0.5,2.4020631313014738,-0.9473684210526316
train_std_unit,FractionCSP3,23,60.0,True,False,0.0,0.0,1.0,True,True,0.0,0.0,28.0,True,True,0.5,0.5,0.0526315789473684,False,,2.4020631313014738,-0.2917326225334621,154.0,positive,60.0,0.5,2.4020631313014738,-0.9473684210526316
train_std_unit,FractionCSP3,23,75.0,True,False,0.0,0.0,1.0,True,True,0.0,0.0,28.0,True,True,0.5,0.5,0.0526315789473684,False,,2.4020631313014738,-0.2917326225334621,154.0,positive,75.0,0.5,2.4020631313014738,-0.9473684210526316
train_std_unit,FractionCSP3,23,90.0,True,False,0.0,0.0,1.0,True,True,0.0,0.0,28.0,True,True,0.5,0.5,0.0526315789473684,False,,2.4020631313014738,-0.2917326225334621,154.0,positive,90.0,0.5,2.4020631313014738,-0.9473684210526316
train_std_unit,FractionCSP3,23,105.0,True,False,0.0,0.0,1.0,True,True,0.0,0.0,28.0,True,True,0.5,0.5,0.0526315789473684,False,,2.4020631313014738,-0.2917326225334621,154.0,positive,105.0,0.5,2.4020631313014738,-0.9473684210526316
train_std_unit,FractionCSP3,23,120.0,True,False,0.0,0.0,1.0,True,True,0.0,0.0,28.0,True,True,0.5,0.5,0.0526315789473684,False,,2.4020631313014738,-0.2917326225334621,154.0,positive,120.0,0.5,2.4020631313014738,-0.9473684210526316
train_std_unit,FractionCSP3,23,135.0,True,False,0.0,0.0,1.0,True,True,0.0,0.0,28.0,True,True,0.5,0.5,0.0526315789473684,False,,2.4020631313014738,-0.2917326225334621,154.0,positive,135.0,0.5,2.4020631313014738,-0.9473684210526316
train_std_unit,FractionCSP3,23,150.0,True,False,0.0,0.0,1.0,True,True,0.0,0.0,28.0,True,True,0.5,0.5,0.0526315789473684,False,,2.4020631313014738,-0.2917326225334621,154.0,positive,150.0,0.5,2.4020631313014738,-0.9473684210526316
train_std_unit,FractionCSP3,24,-150.0,True,False,2.775557561562892e-17,-2.775557561562892e-17,1.0,True,True,0.0,0.0,26.0,True,True,-0.1333333333333333,0.1333333333333333,0.0217391304347826,False,,6.019710844099544,1.694335884652154,154.0,negative,150.0,0.13333333333333333,6.019710844099544,-0.9782608695652174
