scale,property,seed_id,alpha_sign,similarity_rank,ols_alpha,chemspace_alpha,ols_seed_similarity,chemspace_seed_similarity,absolute_similarity_gap,ols_expected_improvement,chemspace_expected_improvement
native_l2,FractionCSP3,39,negative,7,-120.0,-60.0,0.034482758620689655,0.0,0.034482758620689655,0.07500000000000001,0.2
native_l2,FractionCSP3,39,negative,8,-150.0,-45.0,0.023255813953488372,0.0,0.023255813953488372,0.2,0.2
native_l2,FractionCSP3,39,negative,9,-105.0,-30.0,0.020833333333333332,0.0,0.020833333333333332,0.2,0.2
native_l2,FractionCSP3,39,positive,0,30.0,150.0,1.0,0.02564102564102564,0.9743589743589743,0.0,0.8
native_l2,FractionCSP3,39,positive,1,15.0,135.0,1.0,0.02564102564102564,0.9743589743589743,0.0,0.8
native_l2,FractionCSP3,39,positive,2,45.0,120.0,0.15517241379310345,0.02564102564102564,0.12953138815207782,0.43636363636363634,0.8
native_l2,FractionCSP3,39,positive,3,60.0,105.0,0.13559322033898305,0.02564102564102564,0.10995219469795742,0.6461538461538461,0.8
native_l2,FractionCSP3,39,positive,4,75.0,90.0,0.12121212121212122,0.02564102564102564,0.09557109557109558,0.7333333333333334,0.8
native_l2,FractionCSP3,39,positive,5,90.0,75.0,0.04285714285714286,0.02564102564102564,0.017216117216117217,0.8,0.8
native_l2,FractionCSP3,39,positive,6,105.0,60.0,0.041666666666666664,0.02564102564102564,0.016025641025641024,0.7130434782608694,0.8
native_l2,FractionCSP3,39,positive,7,120.0,45.0,0.03076923076923077,0.02564102564102564,0.005128205128205131,0.7444444444444445,0.8
native_l2,FractionCSP3,39,positive,8,150.0,30.0,0.02564102564102564,0.02564102564102564,0.0,0.8,0.8
native_l2,FractionCSP3,39,positive,9,135.0,15.0,0.01818181818181818,0.018518518518518517,0.00033670033670033656,0.7523809523809524,0.7393939393939395
native_l2,FractionCSP3,40,negative,0,-15.0,-15.0,1.0,0.0625,0.9375,-5.551115123125783e-17,0.4115384615384615
native_l2,FractionCSP3,40,negative,1,-30.0,-150.0,0.1724137931034483,0.015384615384615385,0.1570291777188329,0.23076923076923073,0.4615384615384615
native_l2,FractionCSP3,40,negative,2,-45.0,-135.0,0.11392405063291139,0.0,0.11392405063291139,0.3562753036437247,0.4615384615384615
native_l2,FractionCSP3,40,negative,3,-75.0,-120.0,0.08571428571428572,0.0,0.08571428571428572,0.1538461538461538,0.4615384615384615
native_l2,FractionCSP3,40,negative,4,-60.0,-105.0,0.07894736842105263,0.0,0.07894736842105263,0.2393162393162393,0.4615384615384615
native_l2,FractionCSP3,40,negative,5,-90.0,-90.0,0.07142857142857142,0.0,0.07142857142857142,0.2115384615384615,0.4615384615384615
native_l2,FractionCSP3,40,negative,6,-120.0,-75.0,0.06779661016949153,0.0,0.06779661016949153,0.3365384615384615,0.4615384615384615
native_l2,FractionCSP3,40,negative,7,-105.0,-60.0,0.058823529411764705,0.0,0.058823529411764705,0.2615384615384615,0.4615384615384615
native_l2,FractionCSP3,40,negative,8,-150.0,-45.0,0.018867924528301886,0.0,0.018867924528301886,0.4615384615384615,0.4615384615384615
native_l2,FractionCSP3,40,negative,9,-135.0,-30.0,0.018867924528301886,0.0,0.018867924528301886,0.4615384615384615,0.4615384615384615
native_l2,FractionCSP3,40,positive,0,15.0,150.0,1.0,0.075,0.925,5.551115123125783e-17,0.5384615384615385
native_l2,FractionCSP3,40,positive,1,30.0,135.0,0.14035087719298245,0.075,0.06535087719298245,0.1634615384615385,0.5384615384615385
native_l2,FractionCSP3,40,positive,2,60.0,120.0,0.12962962962962962,0.075,0.054629629629629625,0.38461538461538464,0.5384615384615385
native_l2,FractionCSP3,40,positive,3,75.0,105.0,0.10606060606060606,0.075,0.031060606060606066,0.48582995951417,0.5384615384615385
native_l2,FractionCSP3,40,positive,4,45.0,90.0,0.08955223880597014,0.075,0.014552238805970147,0.4615384615384616,0.5384615384615385
native_l2,FractionCSP3,40,positive,5,150.0,75.0,0.075,0.075,0.0,0.5384615384615385,0.5384615384615385
native_l2,FractionCSP3,40,positive,6,135.0,60.0,0.06521739130434782,0.075,0.009782608695652173,0.5252165053489557,0.5384615384615385
native_l2,FractionCSP3,40,positive,7,90.0,45.0,0.06349206349206349,0.075,0.011507936507936509,0.5384615384615385,0.5384615384615385
native_l2,FractionCSP3,40,positive,8,120.0,30.0,0.05357142857142857,0.075,0.02142857142857143,0.38846153846153847,0.5384615384615385
native_l2,FractionCSP3,40,positive,9,105.0,15.0,0.05263157894736842,0.06521739130434782,0.012585812356979406,0.4230769230769231,0.4796380090497738
native_l2,FractionCSP3,41,negative,0,-15.0,-15.0,1.0,0.07777777777777778,0.9222222222222223,-5.551115123125783e-17,0.26984126984126977
native_l2,FractionCSP3,41,negative,1,-30.0,-135.0,0.46774193548387094,0.024691358024691357,0.4430505774591796,0.09523809523809518,0.3809523809523809
native_l2,FractionCSP3,41,negative,2,-135.0,-150.0,0.1111111111111111,0.010638297872340425,0.10047281323877068,0.29004329004329,0.3809523809523809
native_l2,FractionCSP3,41,negative,3,-60.0,-120.0,0.10526315789473684,0.0,0.10526315789473684,0.18864468864468856,0.3809523809523809
native_l2,FractionCSP3,41,negative,4,-45.0,-105.0,0.08080808080808081,0.0,0.08080808080808081,0.18095238095238086,0.3809523809523809
native_l2,FractionCSP3,41,negative,5,-120.0,-90.0,0.06451612903225806,0.0,0.06451612903225806,0.30095238095238086,0.3809523809523809
native_l2,FractionCSP3,41,negative,6,-75.0,-75.0,0.05952380952380952,0.0,0.05952380952380952,0.20448179271708675,0.3809523809523809
native_l2,FractionCSP3,41,negative,7,-90.0,-60.0,0.038461538461538464,0.0,0.038461538461538464,0.3095238095238094,0.3809523809523809
native_l2,FractionCSP3,41,negative,8,-105.0,-45.0,0.037037037037037035,0.0,0.037037037037037035,0.3809523809523809,0.3809523809523809
native_l2,FractionCSP3,41,negative,9,-150.0,-30.0,0.03614457831325301,0.0,0.03614457831325301,0.27568922305764404,0.3809523809523809
native_l2,FractionCSP3,41,positive,0,15.0,15.0,1.0,0.04054054054054054,0.9594594594594594,5.551115123125783e-17,0.5755693581780539
native_l2,FractionCSP3,41,positive,1,30.0,150.0,0.1951219512195122,0.0196078431372549,0.17551410808225731,0.19047619047619052,0.6190476190476191
native_l2,FractionCSP3,41,positive,2,45.0,135.0,0.1518987341772152,0.0196078431372549,0.13229089103996028,0.355889724310777,0.6190476190476191
native_l2,FractionCSP3,41,positive,3,60.0,120.0,0.13580246913580246,0.0196078431372549,0.11619462599854756,0.48861283643892345,0.6190476190476191
native_l2,FractionCSP3,41,positive,4,90.0,105.0,0.09090909090909091,0.0196078431372549,0.07130124777183601,0.5833333333333335,0.6190476190476191
native_l2,FractionCSP3,41,positive,5,105.0,90.0,0.05747126436781609,0.0196078431372549,0.03786342123056119,0.5867895545314901,0.6190476190476191
native_l2,FractionCSP3,41,positive,6,75.0,75.0,0.05,0.0196078431372549,0.0303921568627451,0.5357142857142858,0.6190476190476191
native_l2,FractionCSP3,41,positive,7,150.0,60.0,0.041666666666666664,0.0196078431372549,0.022058823529411763,0.6190476190476191,0.6190476190476191
native_l2,FractionCSP3,41,positive,8,135.0,45.0,0.036585365853658534,0.0196078431372549,0.016977522716403633,0.6190476190476191,0.6190476190476191
native_l2,FractionCSP3,41,positive,9,120.0,30.0,0.031578947368421054,0.0196078431372549,0.011971104231166152,0.5920205920205921,0.6190476190476191
native_l2,FractionCSP3,42,negative,0,-15.0,-15.0,1.0,0.05747126436781609,0.9425287356321839,-2.7755575615628914e-17,0.12091503267973855
native_l2,FractionCSP3,42,negative,1,-45.0,-105.0,0.19047619047619047,0.030303030303030304,0.16017316017316016,-0.05882352941176472,0.1764705882352941
native_l2,FractionCSP3,42,negative,2,-30.0,-120.0,0.14473684210526316,0.025,0.11973684210526317,0.009803921568627444,0.1764705882352941
native_l2,FractionCSP3,42,negative,3,-60.0,-135.0,0.1111111111111111,0.021739130434782608,0.0893719806763285,-0.03405572755417957,0.1764705882352941
native_l2,FractionCSP3,42,negative,4,-75.0,-60.0,0.09302325581395349,0.018518518518518517,0.07450473729543497,0.07120743034055727,0.1764705882352941
native_l2,FractionCSP3,42,negative,5,-150.0,-45.0,0.07692307692307693,0.018518518518518517,0.05840455840455841,-0.22352941176470592,0.1764705882352941
native_l2,FractionCSP3,42,negative,6,-105.0,-90.0,0.07142857142857142,0.017543859649122806,0.05388471177944862,0.03361344537815125,0.1764705882352941
native_l2,FractionCSP3,42,negative,7,-135.0,-75.0,0.046153846153846156,0.017543859649122806,0.02860998650472335,0.009803921568627444,0.1764705882352941
native_l2,FractionCSP3,42,negative,8,-90.0,-150.0,0.04395604395604396,0.01639344262295082,0.02756260133309314,0.1764705882352941,0.1764705882352941
native_l2,FractionCSP3,42,negative,9,-120.0,-30.0,0.043478260869565216,0.016129032258064516,0.0273492286115007,0.0514705882352941,0.1764705882352941
native_l2,FractionCSP3,42,positive,0,15.0,150.0,1.0,0.02040816326530612,0.9795918367346939,2.7755575615628914e-17,0.8235294117647058
native_l2,FractionCSP3,42,positive,1,45.0,135.0,0.14102564102564102,0.02040816326530612,0.1206174777603349,0.5735294117647058,0.8235294117647058
native_l2,FractionCSP3,42,positive,2,30.0,120.0,0.13333333333333333,0.02040816326530612,0.11292517006802721,0.5110294117647058,0.8235294117647058
native_l2,FractionCSP3,42,positive,3,60.0,105.0,0.11428571428571428,0.02040816326530612,0.09387755102040816,0.7058823529411764,0.8235294117647058
native_l2,FractionCSP3,42,positive,4,75.0,90.0,0.05263157894736842,0.02040816326530612,0.0322234156820623,0.7182662538699691,0.8235294117647058
native_l2,FractionCSP3,42,positive,5,90.0,75.0,0.03614457831325301,0.02040816326530612,0.01573641504794689,0.7365728900255755,0.8235294117647058
native_l2,FractionCSP3,42,positive,6,105.0,60.0,0.031914893617021274,0.02040816326530612,0.011506730351715153,0.8235294117647058,0.8235294117647058
native_l2,FractionCSP3,42,positive,7,150.0,45.0,0.015151515151515152,0.02040816326530612,0.005256648113790969,0.8099239695878351,0.8235294117647058
native_l2,FractionCSP3,42,positive,8,135.0,30.0,0.011363636363636364,0.02040816326530612,0.009044526901669757,0.7809762202753443,0.8235294117647058
native_l2,FractionCSP3,42,positive,9,120.0,15.0,0.01098901098901099,0.014285714285714285,0.0032967032967032954,0.8235294117647058,0.7957516339869282
native_l2,FractionCSP3,43,negative,0,-30.0,-15.0,1.0,0.03389830508474576,0.9661016949152542,-8.326672684688674e-17,0.1398601398601398
native_l2,FractionCSP3,43,negative,1,-15.0,-150.0,1.0,0.0,1.0,-8.326672684688674e-17,0.2307692307692307
native_l2,FractionCSP3,43,negative,2,-60.0,-135.0,0.12,0.0,0.12,0.1682692307692307,0.2307692307692307
native_l2,FractionCSP3,43,negative,3,-45.0,-120.0,0.10810810810810811,0.0,0.10810810810810811,0.15934065934065927,0.2307692307692307
native_l2,FractionCSP3,43,negative,4,-75.0,-105.0,0.09090909090909091,0.0,0.09090909090909091,0.0432692307692307,0.2307692307692307
native_l2,FractionCSP3,43,negative,5,-120.0,-90.0,0.08163265306122448,0.0,0.08163265306122448,-0.4358974358974359,0.2307692307692307
native_l2,FractionCSP3,43,negative,6,-105.0,-75.0,0.08163265306122448,0.0,0.08163265306122448,-0.4358974358974359,0.2307692307692307
native_l2,FractionCSP3,43,negative,7,-135.0,-60.0,0.05714285714285714,0.0,0.05714285714285714,0.2307692307692307,0.2307692307692307
native_l2,FractionCSP3,43,negative,8,-90.0,-45.0,0.056818181818181816,0.0,0.056818181818181816,0.09440559440559435,0.2307692307692307
native_l2,FractionCSP3,43,negative,9,-150.0,-30.0,0.04,0.0,0.04,0.2307692307692307,0.2307692307692307
native_l2,FractionCSP3,43,positive,0,15.0,150.0,1.0,0.07142857142857142,0.9285714285714286,8.326672684688674e-17,0.7692307692307693
native_l2,FractionCSP3,43,positive,1,30.0,135.0,0.18518518518518517,0.07142857142857142,0.11375661375661375,0.36923076923076925,0.7692307692307693
native_l2,FractionCSP3,43,positive,2,45.0,120.0,0.1791044776119403,0.07142857142857142,0.10767590618336886,0.2692307692307693,0.7692307692307693
native_l2,FractionCSP3,43,positive,3,60.0,105.0,0.1111111111111111,0.07142857142857142,0.03968253968253968,0.6153846153846154,0.7692307692307693
native_l2,FractionCSP3,43,positive,4,75.0,90.0,0.1076923076923077,0.07142857142857142,0.036263736263736274,0.635897435897436,0.7692307692307693
native_l2,FractionCSP3,43,positive,5,105.0,75.0,0.07575757575757576,0.07142857142857142,0.004329004329004335,0.6692307692307693,0.7692307692307693
native_l2,FractionCSP3,43,positive,6,150.0,60.0,0.07142857142857142,0.07142857142857142,0.0,0.7692307692307693,0.7692307692307693
native_l2,FractionCSP3,43,positive,7,135.0,45.0,0.06,0.07142857142857142,0.011428571428571427,0.7692307692307693,0.7692307692307693
native_l2,FractionCSP3,43,positive,8,90.0,30.0,0.05405405405405406,0.07142857142857142,0.017374517374517368,0.6025641025641026,0.7692307692307693
native_l2,FractionCSP3,43,positive,9,120.0,15.0,0.05084745762711865,0.07142857142857142,0.020581113801452777,0.7204502814258912,0.7692307692307693
native_l2,FractionCSP3,44,negative,0,-15.0,-15.0,1.0,0.033707865168539325,0.9662921348314607,-0.0,0.38625
native_l2,FractionCSP3,44,negative,1,-30.0,-150.0,0.18072289156626506,0.0,0.18072289156626506,0.08714285714285713,0.48
native_l2,FractionCSP3,44,negative,2,-45.0,-135.0,0.15853658536585366,0.0,0.15853658536585366,0.12,0.48
native_l2,FractionCSP3,44,negative,3,-60.0,-120.0,0.08045977011494253,0.0,0.08045977011494253,0.34363636363636363,0.48
native_l2,FractionCSP3,44,negative,4,-105.0,-105.0,0.06756756756756757,0.0,0.06756756756756757,0.09538461538461535,0.48
native_l2,FractionCSP3,44,negative,5,-90.0,-90.0,0.06153846153846154,0.0,0.06153846153846154,0.38,0.48
native_l2,FractionCSP3,44,negative,6,-135.0,-75.0,0.046153846153846156,0.0,0.046153846153846156,0.48,0.48
native_l2,FractionCSP3,44,negative,7,-75.0,-60.0,0.045454545454545456,0.0,0.045454545454545456,0.40307692307692305,0.48
native_l2,FractionCSP3,44,negative,8,-120.0,-45.0,0.03076923076923077,0.0,0.03076923076923077,0.22999999999999998,0.48
native_l2,FractionCSP3,44,negative,9,-150.0,-30.0,0.017241379310344827,0.0,0.017241379310344827,0.48,0.48
native_l2,FractionCSP3,44,positive,0,15.0,15.0,1.0,0.06578947368421052,0.9342105263157895,0.0,0.4611764705882353
native_l2,FractionCSP3,44,positive,1,30.0,150.0,0.16883116883116883,0.022222222222222223,0.1466089466089466,0.32000000000000006,0.52
native_l2,FractionCSP3,44,positive,2,45.0,135.0,0.1125,0.022222222222222223,0.09027777777777778,0.4046153846153846,0.52
native_l2,FractionCSP3,44,positive,3,135.0,120.0,0.08333333333333333,0.022222222222222223,0.0611111111111111,0.52,0.52
native_l2,FractionCSP3,44,positive,4,60.0,105.0,0.07792207792207792,0.022222222222222223,0.055699855699855694,0.4829629629629629,0.52
native_l2,FractionCSP3,44,positive,5,120.0,90.0,0.07228915662650602,0.022222222222222223,0.050066934404283794,0.52,0.52
native_l2,FractionCSP3,44,positive,6,105.0,75.0,0.0625,0.022222222222222223,0.04027777777777777,0.52,0.52
native_l2,FractionCSP3,44,positive,7,75.0,60.0,0.06097560975609756,0.022222222222222223,0.03875338753387533,0.52,0.52
native_l2,FractionCSP3,44,positive,8,150.0,45.0,0.04411764705882353,0.022222222222222223,0.02189542483660131,0.5058156028368794,0.52
native_l2,FractionCSP3,44,positive,9,90.0,30.0,0.0375,0.022222222222222223,0.015277777777777776,0.52,0.52
native_l2,FractionCSP3,45,negative,0,-30.0,-15.0,0.5373134328358209,0.05714285714285714,0.48017057569296373,0.10000000000000003,0.34285714285714286
native_l2,FractionCSP3,45,negative,1,-75.0,-120.0,0.16,0.024691358024691357,0.13530864197530865,0.37,0.45
native_l2,FractionCSP3,45,negative,2,-15.0,-150.0,0.14444444444444443,0.02247191011235955,0.12197253433208488,0.028947368421052666,0.45
native_l2,FractionCSP3,45,negative,3,-60.0,-105.0,0.1262135922330097,0.015384615384615385,0.11082897684839432,0.325,0.45
native_l2,FractionCSP3,45,negative,4,-45.0,-90.0,0.12,0.015384615384615385,0.10461538461538461,0.2833333333333333,0.45
native_l2,FractionCSP3,45,negative,5,-105.0,-135.0,0.07,0.011111111111111112,0.05888888888888889,0.3195652173913044,0.45
native_l2,FractionCSP3,45,negative,6,-135.0,-75.0,0.06818181818181818,0.0,0.06818181818181818,0.3911764705882353,0.45
native_l2,FractionCSP3,45,negative,7,-90.0,-60.0,0.046153846153846156,0.0,0.046153846153846156,0.2,0.45
native_l2,FractionCSP3,45,negative,8,-150.0,-45.0,0.031746031746031744,0.0,0.031746031746031744,0.45,0.45
native_l2,FractionCSP3,45,negative,9,-120.0,-30.0,0.031746031746031744,0.0,0.031746031746031744,0.1166666666666667,0.45
native_l2,FractionCSP3,45,positive,0,15.0,150.0,1.0,0.07407407407407407,0.9259259259259259,0.0,0.55
native_l2,FractionCSP3,45,positive,1,30.0,135.0,0.2159090909090909,0.07407407407407407,0.14183501683501684,0.16904761904761906,0.55
native_l2,FractionCSP3,45,positive,2,105.0,120.0,0.07526881720430108,0.07407407407407407,0.0011947431302270078,0.4785714285714286,0.55
native_l2,FractionCSP3,45,positive,3,150.0,105.0,0.07407407407407407,0.07407407407407407,0.0,0.55,0.55
native_l2,FractionCSP3,45,positive,4,135.0,90.0,0.07407407407407407,0.07407407407407407,0.0,0.55,0.55
native_l2,FractionCSP3,45,positive,5,75.0,75.0,0.06666666666666667,0.07407407407407407,0.007407407407407404,0.5083333333333333,0.55
native_l2,FractionCSP3,45,positive,6,60.0,60.0,0.06666666666666667,0.07407407407407407,0.007407407407407404,0.35000000000000003,0.55
native_l2,FractionCSP3,45,positive,7,45.0,45.0,0.06666666666666667,0.07407407407407407,0.007407407407407404,0.35000000000000003,0.55
native_l2,FractionCSP3,45,positive,8,120.0,30.0,0.06329113924050633,0.07407407407407407,0.010782934833567737,0.5364864864864864,0.55
native_l2,FractionCSP3,45,positive,9,90.0,15.0,0.0625,0.06666666666666667,0.004166666666666666,0.4120689655172413,0.5368421052631578
native_l2,FractionCSP3,46,negative,0,-15.0,-15.0,1.0,0.0547945205479452,0.9452054794520548,-0.0,-0.03076923076923077
native_l2,FractionCSP3,46,negative,1,-30.0,-150.0,0.21428571428571427,0.0,0.21428571428571427,-0.0,0.2
native_l2,FractionCSP3,46,negative,2,-45.0,-135.0,0.10256410256410256,0.0,0.10256410256410256,0.1,0.2
native_l2,FractionCSP3,46,negative,3,-150.0,-120.0,0.08771929824561403,0.0,0.08771929824561403,0.033333333333333354,0.2
native_l2,FractionCSP3,46,negative,4,-60.0,-105.0,0.07894736842105263,0.0,0.07894736842105263,0.0888888888888889,0.2
native_l2,FractionCSP3,46,negative,5,-135.0,-90.0,0.06451612903225806,0.0,0.06451612903225806,-0.08571428571428569,0.2
native_l2,FractionCSP3,46,negative,6,-90.0,-75.0,0.05970149253731343,0.0,0.05970149253731343,0.2,0.2
native_l2,FractionCSP3,46,negative,7,-75.0,-60.0,0.0547945205479452,0.0,0.0547945205479452,0.033333333333333354,0.2
native_l2,FractionCSP3,46,negative,8,-105.0,-45.0,0.05333333333333334,0.0,0.05333333333333334,0.2,0.2
native_l2,FractionCSP3,46,negative,9,-120.0,-30.0,0.05128205128205128,0.0,0.05128205128205128,0.1285714285714286,0.2
native_l2,FractionCSP3,46,positive,0,15.0,150.0,1.0,0.047619047619047616,0.9523809523809523,0.0,0.8
native_l2,FractionCSP3,46,positive,1,30.0,135.0,0.4444444444444444,0.047619047619047616,0.3968253968253968,0.1333333333333333,0.8
native_l2,FractionCSP3,46,positive,2,45.0,120.0,0.12658227848101267,0.047619047619047616,0.07896323086196505,0.3714285714285714,0.8
native_l2,FractionCSP3,46,positive,3,60.0,105.0,0.11688311688311688,0.047619047619047616,0.06926406926406926,0.6095238095238096,0.8
native_l2,FractionCSP3,46,positive,4,75.0,90.0,0.08108108108108109,0.047619047619047616,0.03346203346203347,0.7,0.8
native_l2,FractionCSP3,46,positive,5,90.0,75.0,0.07407407407407407,0.047619047619047616,0.026455026455026454,0.72,0.8
native_l2,FractionCSP3,46,positive,6,120.0,60.0,0.0547945205479452,0.047619047619047616,0.007175472928897586,0.8,0.8
native_l2,FractionCSP3,46,positive,7,105.0,45.0,0.05128205128205128,0.047619047619047616,0.003663003663003664,0.675,0.8
native_l2,FractionCSP3,46,positive,8,150.0,30.0,0.04081632653061224,0.047619047619047616,0.006802721088435375,0.8,0.8
native_l2,FractionCSP3,46,positive,9,135.0,15.0,0.029850746268656716,0.041666666666666664,0.011815920398009949,0.7859154929577465,0.7733333333333334
native_l2,FractionCSP3,47,negative,0,-15.0,-15.0,1.0,0.05263157894736842,0.9473684210526316,-5.551115123125783e-17,0.33409610983981686
native_l2,FractionCSP3,47,negative,1,-30.0,-45.0,0.417910447761194,0.034482758620689655,0.38342768914050435,0.08771929824561397,0.4210526315789473
native_l2,FractionCSP3,47,negative,2,-120.0,-30.0,0.10843373493975904,0.034482758620689655,0.07395097631906938,0.15438596491228063,0.4210526315789473
native_l2,FractionCSP3,47,negative,3,-45.0,-120.0,0.07777777777777778,0.024390243902439025,0.053387533875338754,0.26315789473684204,0.4210526315789473
native_l2,FractionCSP3,47,negative,4,-60.0,-90.0,0.06451612903225806,0.024390243902439025,0.04012588512981904,0.31578947368421045,0.4210526315789473
native_l2,FractionCSP3,47,negative,5,-105.0,-105.0,0.058823529411764705,0.020618556701030927,0.03820497271073378,0.2335526315789473,0.4210526315789473
native_l2,FractionCSP3,47,negative,6,-75.0,-150.0,0.056818181818181816,0.0196078431372549,0.037210338680926915,0.3034055727554179,0.4210526315789473
native_l2,FractionCSP3,47,negative,7,-135.0,-135.0,0.056338028169014086,0.0196078431372549,0.036730185031759184,0.3301435406698564,0.4210526315789473
native_l2,FractionCSP3,47,negative,8,-90.0,-60.0,0.056179775280898875,0.015625,0.040554775280898875,0.36842105263157887,0.4210526315789473
native_l2,FractionCSP3,47,negative,9,-150.0,-75.0,0.03636363636363636,0.0136986301369863,0.02266500622665006,0.4210526315789473,0.4210526315789473
native_l2,FractionCSP3,47,positive,0,15.0,15.0,1.0,0.07920792079207921,0.9207920792079208,5.551115123125783e-17,0.4456140350877194
native_l2,FractionCSP3,47,positive,1,30.0,150.0,0.26666666666666666,0.0196078431372549,0.24705882352941178,0.1503759398496241,0.5789473684210527
native_l2,FractionCSP3,47,positive,2,45.0,135.0,0.14102564102564102,0.0196078431372549,0.12141779788838612,0.4360902255639098,0.5789473684210527
native_l2,FractionCSP3,47,positive,3,75.0,120.0,0.12643678160919541,0.0196078431372549,0.10682893847194051,0.5075187969924813,0.5789473684210527
native_l2,FractionCSP3,47,positive,4,90.0,105.0,0.10975609756097561,0.0196078431372549,0.09014825442372071,0.5789473684210527,0.5789473684210527
native_l2,FractionCSP3,47,positive,5,60.0,90.0,0.09523809523809523,0.0196078431372549,0.07563025210084033,0.4122807017543861,0.5789473684210527
native_l2,FractionCSP3,47,positive,6,120.0,75.0,0.08791208791208792,0.0196078431372549,0.06830424477483302,0.531328320802005,0.5789473684210527
native_l2,FractionCSP3,47,positive,7,150.0,60.0,0.08641975308641975,0.0196078431372549,0.06681190994916485,0.5789473684210527,0.5789473684210527
native_l2,FractionCSP3,47,positive,8,135.0,45.0,0.05813953488372093,0.0196078431372549,0.03853169174646603,0.5789473684210527,0.5789473684210527
native_l2,FractionCSP3,47,positive,9,105.0,30.0,0.05813953488372093,0.0196078431372549,0.03853169174646603,0.5233918128654971,0.5789473684210527
native_l2,FractionCSP3,48,negative,0,-15.0,-15.0,1.0,0.0410958904109589,0.9589041095890412,-0.0,0.3076923076923077
native_l2,FractionCSP3,48,negative,1,-30.0,-30.0,0.66,0.012987012987012988,0.647012987012987,0.01139601139601143,0.3076923076923077
native_l2,FractionCSP3,48,negative,2,-60.0,-150.0,0.09195402298850575,0.0,0.09195402298850575,0.17435897435897438,0.3076923076923077
native_l2,FractionCSP3,48,negative,3,-45.0,-135.0,0.07228915662650602,0.0,0.07228915662650602,0.06959706959706963,0.3076923076923077
native_l2,FractionCSP3,48,negative,4,-75.0,-120.0,0.053763440860215055,0.0,0.053763440860215055,0.20054945054945056,0.3076923076923077
native_l2,FractionCSP3,48,negative,5,-150.0,-105.0,0.05263157894736842,0.0,0.05263157894736842,0.2692307692307693,0.3076923076923077
native_l2,FractionCSP3,48,negative,6,-135.0,-90.0,0.04819277108433735,0.0,0.04819277108433735,0.3076923076923077,0.3076923076923077
native_l2,FractionCSP3,48,negative,7,-90.0,-75.0,0.043478260869565216,0.0,0.043478260869565216,0.17435897435897438,0.3076923076923077
native_l2,FractionCSP3,48,negative,8,-105.0,-60.0,0.028985507246376812,0.0,0.028985507246376812,0.24102564102564106,0.3076923076923077
native_l2,FractionCSP3,48,negative,9,-120.0,-45.0,0.014705882352941176,0.0,0.014705882352941176,0.3076923076923077,0.3076923076923077
native_l2,FractionCSP3,48,positive,0,15.0,15.0,1.0,0.07792207792207792,0.922077922077922,0.0,0.623342175066313
native_l2,FractionCSP3,48,positive,1,30.0,150.0,0.48214285714285715,0.06976744186046512,0.412375415282392,0.07692307692307693,0.6923076923076923
native_l2,FractionCSP3,48,positive,2,45.0,135.0,0.18666666666666668,0.06976744186046512,0.11689922480620156,0.3076923076923077,0.6923076923076923
native_l2,FractionCSP3,48,positive,3,60.0,120.0,0.1125,0.06976744186046512,0.04273255813953489,0.5071225071225071,0.6923076923076923
native_l2,FractionCSP3,48,positive,4,135.0,105.0,0.0875,0.06976744186046512,0.01773255813953488,0.6478632478632479,0.6923076923076923
native_l2,FractionCSP3,48,positive,5,105.0,90.0,0.07692307692307693,0.06976744186046512,0.007155635062611812,0.6923076923076923,0.6923076923076923
native_l2,FractionCSP3,48,positive,6,120.0,75.0,0.07317073170731707,0.06976744186046512,0.0034032898468519535,0.6396761133603238,0.6923076923076923
native_l2,FractionCSP3,48,positive,7,75.0,60.0,0.06329113924050633,0.06976744186046512,0.006476302619958782,0.6923076923076923,0.6923076923076923
native_l2,FractionCSP3,48,positive,8,90.0,45.0,0.04,0.06976744186046512,0.029767441860465114,0.6923076923076923,0.6923076923076923
native_l2,FractionCSP3,48,positive,9,150.0,30.0,0.034482758620689655,0.06976744186046512,0.03528468323977546,0.6923076923076923,0.6923076923076923
native_l2,FractionCSP3,49,negative,0,-15.0,-30.0,0.6176470588235294,0.06779661016949153,0.5498504486540379,0.10000000000000003,0.4356115107913669
native_l2,FractionCSP3,49,negative,1,-45.0,-15.0,0.16666666666666666,0.043478260869565216,0.12318840579710144,0.2277777777777778,0.30714285714285716
native_l2,FractionCSP3,49,negative,2,-30.0,-45.0,0.16326530612244897,0.0273972602739726,0.13586804584847637,0.13181818181818183,0.45
native_l2,FractionCSP3,49,negative,3,-75.0,-105.0,0.10576923076923077,0.02127659574468085,0.08449263502454991,0.3666666666666667,0.45
native_l2,FractionCSP3,49,negative,4,-60.0,-120.0,0.09009009009009009,0.018691588785046728,0.07139850130504335,0.27608695652173915,0.45
native_l2,FractionCSP3,49,negative,5,-135.0,-150.0,0.08602150537634409,0.015873015873015872,0.07014848950332822,0.38333333333333336,0.45
native_l2,FractionCSP3,49,negative,6,-105.0,-75.0,0.07692307692307693,0.014084507042253521,0.06283856988082341,0.3590909090909091,0.45
native_l2,FractionCSP3,49,negative,7,-120.0,-60.0,0.07608695652173914,0.014084507042253521,0.06200244947948561,0.37857142857142856,0.45
native_l2,FractionCSP3,49,negative,8,-150.0,-90.0,0.06172839506172839,0.012195121951219513,0.04953327311050888,0.45,0.45
