scale,property,seed_id,alpha_sign,similarity_rank,ols_alpha,chemspace_alpha,ols_seed_similarity,chemspace_seed_similarity,absolute_similarity_gap,ols_expected_improvement,chemspace_expected_improvement
native_l2,FractionCSP3,8,positive,5,75.0,75.0,0.16,0.061224489795918366,0.09877551020408164,0.29487179487179493,0.33333333333333337
native_l2,FractionCSP3,8,positive,6,120.0,60.0,0.14084507042253522,0.061224489795918366,0.07962058062661685,0.33333333333333337,0.33333333333333337
native_l2,FractionCSP3,8,positive,7,90.0,45.0,0.14084507042253522,0.061224489795918366,0.07962058062661685,0.28787878787878796,0.33333333333333337
native_l2,FractionCSP3,8,positive,8,105.0,30.0,0.136986301369863,0.061224489795918366,0.07576181157394464,0.33333333333333337,0.33333333333333337
native_l2,FractionCSP3,8,positive,9,150.0,15.0,0.061224489795918366,0.05454545454545454,0.006679035250463823,0.33333333333333337,0.3201754385964912
native_l2,FractionCSP3,9,negative,0,-30.0,-15.0,1.0,0.04878048780487805,0.9512195121951219,-0.0,0.5714285714285714
native_l2,FractionCSP3,9,negative,1,-15.0,-90.0,1.0,0.03225806451612903,0.967741935483871,-0.0,0.5714285714285714
native_l2,FractionCSP3,9,negative,2,-45.0,-150.0,0.1,0.02702702702702703,0.07297297297297298,0.21428571428571425,0.5714285714285714
native_l2,FractionCSP3,9,negative,3,-120.0,-120.0,0.09836065573770492,0.02702702702702703,0.07133362871067789,0.5714285714285714,0.5714285714285714
native_l2,FractionCSP3,9,negative,4,-150.0,-105.0,0.0847457627118644,0.025,0.0597457627118644,0.5714285714285714,0.5714285714285714
native_l2,FractionCSP3,9,negative,5,-105.0,-135.0,0.0847457627118644,0.02040816326530612,0.06433759944655829,0.4464285714285714,0.5714285714285714
native_l2,FractionCSP3,9,negative,6,-60.0,-75.0,0.08108108108108109,0.0,0.08108108108108109,0.23809523809523808,0.5714285714285714
native_l2,FractionCSP3,9,negative,7,-75.0,-60.0,0.06060606060606061,0.0,0.06060606060606061,0.3896103896103896,0.5714285714285714
native_l2,FractionCSP3,9,negative,8,-90.0,-45.0,0.05172413793103448,0.0,0.05172413793103448,0.5714285714285714,0.5714285714285714
native_l2,FractionCSP3,9,negative,9,-135.0,-30.0,0.020833333333333332,0.0,0.020833333333333332,0.5714285714285714,0.5714285714285714
native_l2,FractionCSP3,9,positive,0,15.0,15.0,1.0,0.125,0.875,0.0,0.4285714285714286
native_l2,FractionCSP3,9,positive,1,30.0,150.0,0.47619047619047616,0.11764705882352941,0.3585434173669467,-0.0714285714285714,0.4285714285714286
