method,scale,property,seed_id,confound,spearman_alpha_confound,spearman_abs_alpha_confound,slope_confound_per_alpha,slope_confound_per_abs_alpha
ChemSpacE adapted extreme-SVM,native_l2,cLogP,47,branch_token_count,-0.03885566513498663,-0.6769633070590407,-0.0012987012987012987,-0.046568386568386605
ChemSpacE adapted extreme-SVM,native_l2,cLogP,47,ring_token_count,-0.031274071937916065,-0.6741109335742413,0.0002597402597402597,-0.027272727272727303
ChemSpacE adapted extreme-SVM,native_l2,cLogP,47,token_entropy,-0.05698028822981897,-0.7856268519385406,-0.0004269786243490457,-0.011625123208638939
ChemSpacE adapted extreme-SVM,native_l2,cLogP,48,selfies_len_tokens,0.043564044015393044,0.6717449578614151,0.021731601731601706,0.6552497952497952
ChemSpacE adapted extreme-SVM,native_l2,cLogP,48,branch_token_count,-0.03411716938681752,-0.6788648893822403,-0.0001731601731601732,-0.021785421785421796
ChemSpacE adapted extreme-SVM,native_l2,cLogP,48,ring_token_count,-0.03411716938681752,-0.6688815821854427,-0.00043290043290043295,-0.027698607698607727
ChemSpacE adapted extreme-SVM,native_l2,cLogP,48,token_entropy,-0.05860829646495666,-0.7831768721507905,-0.0003566189965586659,-0.009534687201798606
ChemSpacE adapted extreme-SVM,native_l2,cLogP,49,selfies_len_tokens,0.043564044015393044,0.6717449578614151,0.020606060606060465,0.6412776412776409
ChemSpacE adapted extreme-SVM,native_l2,cLogP,49,branch_token_count,-0.03411716938681752,-0.6788648893822403,-0.0003463203463203464,-0.024701064701064722
ChemSpacE adapted extreme-SVM,native_l2,cLogP,49,ring_token_count,-0.03598768853445512,-0.6650940176845692,-0.0005194805194805195,-0.028468468468468497
ChemSpacE adapted extreme-SVM,native_l2,cLogP,49,token_entropy,-0.01216517748906199,-0.741881632670027,-0.0002818409841346585,-0.009630178329464922
ChemSpacE adapted extreme-SVM,train_std_unit,cLogP,0,selfies_len_tokens,0.1322881310623341,0.7722581427716617,0.06952380952380954,0.8726453726453727
ChemSpacE adapted extreme-SVM,train_std_unit,cLogP,0,branch_token_count,-0.05860829646495666,-0.7831768721507905,-0.0018181818181818182,-0.044668304668304695
ChemSpacE adapted extreme-SVM,train_std_unit,cLogP,0,ring_token_count,-0.014867936649195015,-0.8353209504446201,0.0015584415584415589,-0.04353808353808358
ChemSpacE adapted extreme-SVM,train_std_unit,cLogP,0,token_entropy,-0.0813599481618303,-0.9112490475706168,-0.0007443047212001696,-0.015258716134904038
ChemSpacE adapted extreme-SVM,train_std_unit,cLogP,1,selfies_len_tokens,0.13241022442571243,0.77258245935932,0.07679653679653677,0.9734479934479933
ChemSpacE adapted extreme-SVM,train_std_unit,cLogP,1,branch_token_count,-0.05136093333609991,-0.7774261127431649,-0.0007792207792207792,-0.023832923832923854
ChemSpacE adapted extreme-SVM,train_std_unit,cLogP,1,ring_token_count,0.017834280699304025,-0.8234424827464715,0.001038961038961039,-0.021687141687141708
ChemSpacE adapted extreme-SVM,train_std_unit,cLogP,1,token_entropy,-0.11441632535334915,-0.8757221148640577,-0.0007862189667962214,-0.013813991529220025
ChemSpacE adapted extreme-SVM,train_std_unit,cLogP,2,selfies_len_tokens,0.12002096366073348,0.795888114241954,0.08017316017316017,1.0645700245700245
ChemSpacE adapted extreme-SVM,train_std_unit,cLogP,2,branch_token_count,-0.08303358364073583,-0.71334952929258,-0.0006060606060606062,-0.012432432432432442
ChemSpacE adapted extreme-SVM,train_std_unit,cLogP,2,ring_token_count,-0.11114026933761921,-0.7458217199838686,-0.002251082251082251,-0.024668304668304688
ChemSpacE adapted extreme-SVM,train_std_unit,cLogP,2,token_entropy,-0.13600431126907542,-0.8620051155380749,-0.0008676239284464473,-0.01251117841062034
ChemSpacE adapted extreme-SVM,train_std_unit,cLogP,3,selfies_len_tokens,0.07488837881633352,0.7586770742732892,0.03506493506493502,0.8284193284193282
ChemSpacE adapted extreme-SVM,train_std_unit,cLogP,3,branch_token_count,-0.005417800868704502,-0.8390047405889457,-0.0008658008658008657,-0.06781326781326787
ChemSpacE adapted extreme-SVM,train_std_unit,cLogP,3,ring_token_count,-0.011899413977588239,-0.824857605375137,0.0011255411255411255,-0.032907452907452936
ChemSpacE adapted extreme-SVM,train_std_unit,cLogP,3,token_entropy,-0.12713350455764913,-0.9211055384444607,-0.0007655930761617204,-0.015754168656062915
ChemSpacE adapted extreme-SVM,train_std_unit,cLogP,4,selfies_len_tokens,0.06922567823154503,0.7692779122954705,0.03480519480519468,0.841539721539721
ChemSpacE adapted extreme-SVM,train_std_unit,cLogP,4,branch_token_count,-0.03911212836158765,-0.7929696973798025,-0.0007792207792207792,-0.048271908271908304
ChemSpacE adapted extreme-SVM,train_std_unit,cLogP,4,ring_token_count,-0.039400032120366794,-0.8401687952463076,-0.0004329004329004328,-0.03985257985257989
ChemSpacE adapted extreme-SVM,train_std_unit,cLogP,4,token_entropy,-0.07430806951575705,-0.8580763798083418,-0.0005822916402792254,-0.014190739201457855
ChemSpacE adapted extreme-SVM,train_std_unit,cLogP,5,selfies_len_tokens,0.1034040086570269,0.6860879493669932,0.04484848484848478,0.6573628173628168
ChemSpacE adapted extreme-SVM,train_std_unit,cLogP,5,branch_token_count,-0.09906835874202519,-0.8126038510192797,-0.0034632034632034636,-0.07380835380835386
ChemSpacE adapted extreme-SVM,train_std_unit,cLogP,5,ring_token_count,-0.037185668679963244,-0.8561954791207324,0.0008658008658008657,-0.057952497952497996
ChemSpacE adapted extreme-SVM,train_std_unit,cLogP,5,token_entropy,-0.12880831596383333,-0.869946536200486,-0.0010368334578999743,-0.015919895206904733
ChemSpacE adapted extreme-SVM,train_std_unit,cLogP,6,selfies_len_tokens,0.06837634587578277,0.7709269732120398,0.031428571428571306,0.7998853398853398
ChemSpacE adapted extreme-SVM,train_std_unit,cLogP,6,branch_token_count,-0.048050764890131256,-0.7884792197186713,-0.0007792207792207792,-0.037985257985258016
ChemSpacE adapted extreme-SVM,train_std_unit,cLogP,6,ring_token_count,-0.023618172573115367,-0.7762230660442878,0.0007792207792207792,-0.03300573300573303
ChemSpacE adapted extreme-SVM,train_std_unit,cLogP,6,token_entropy,-0.11729472347544598,-0.8757221148640577,-0.000683771181442531,-0.014695620879978886
ChemSpacE adapted extreme-SVM,train_std_unit,cLogP,7,selfies_len_tokens,0.12460941998020356,0.7862029614496135,0.07740259740259736,1.0368877968877968
ChemSpacE adapted extreme-SVM,train_std_unit,cLogP,7,branch_token_count,-0.0793117752102784,-0.8109174342147141,-0.00043290043290043295,-0.020917280917280935
ChemSpacE adapted extreme-SVM,train_std_unit,cLogP,7,ring_token_count,-0.05473580474135414,-0.8041572795158558,-0.0006060606060606061,-0.021932841932841955
ChemSpacE adapted extreme-SVM,train_std_unit,cLogP,7,token_entropy,-0.12161232065859125,-0.8728343255322719,-0.0009288422018337349,-0.013759347317692485
ChemSpacE adapted extreme-SVM,train_std_unit,cLogP,8,selfies_len_tokens,0.1369298198715388,0.769153587423836,0.07220779220779217,0.8752825552825549
ChemSpacE adapted extreme-SVM,train_std_unit,cLogP,8,branch_token_count,-0.09688059683264395,-0.8125642819887452,-0.0017316017316017318,-0.045438165438165486
ChemSpacE adapted extreme-SVM,train_std_unit,cLogP,8,ring_token_count,-0.13249388540861282,-0.8035312103657268,-0.002251082251082251,-0.04910728910728914
ChemSpacE adapted extreme-SVM,train_std_unit,cLogP,8,token_entropy,-0.1417611075132691,-0.8562295368745032,-0.0011875511437890662,-0.013856371045874703
ChemSpacE adapted extreme-SVM,train_std_unit,cLogP,9,selfies_len_tokens,0.1146006620760552,0.8001608176371036,0.07627705627705626,1.0278951678951678
ChemSpacE adapted extreme-SVM,train_std_unit,cLogP,9,branch_token_count,-0.044838910055325316,-0.7888768918893029,-0.0005194805194805195,-0.022637182637182653
ChemSpacE adapted extreme-SVM,train_std_unit,cLogP,9,ring_token_count,-0.10652660003733472,-0.7492892694210995,-0.0008658008658008659,-0.012678132678132685
ChemSpacE adapted extreme-SVM,train_std_unit,cLogP,9,token_entropy,-0.0653911011738662,-0.8632949155673848,-0.0006283930896595464,-0.013140489452603028
ChemSpacE adapted extreme-SVM,train_std_unit,cLogP,10,selfies_len_tokens,0.07248335720714716,0.7635583739140916,0.032207792207792046,0.7820475020475018
ChemSpacE adapted extreme-SVM,train_std_unit,cLogP,10,branch_token_count,-0.06271032028034079,-0.7762230660442878,-0.0030303030303030303,-0.056756756756756795
