method,scale,property,seed_id,objective,seed_similarity_cutoff,candidate_budget,eligible_valid_changed_candidates,success,best_objective_improvement,selected_alpha,selected_seed_similarity,selected_sa_score_delta
MolecuLA continuous OLS,train_std_unit,FractionCSP3,43,maximize,0.4,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,FractionCSP3,43,maximize,0.6,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,FractionCSP3,43,minimize,0.0,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,FractionCSP3,43,minimize,0.2,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,FractionCSP3,43,minimize,0.4,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,FractionCSP3,43,minimize,0.6,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,FractionCSP3,44,maximize,0.0,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,FractionCSP3,44,maximize,0.2,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,FractionCSP3,44,maximize,0.4,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,FractionCSP3,44,maximize,0.6,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,FractionCSP3,44,minimize,0.0,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,FractionCSP3,44,minimize,0.2,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,FractionCSP3,44,minimize,0.4,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,FractionCSP3,44,minimize,0.6,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,FractionCSP3,45,maximize,0.0,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,FractionCSP3,45,maximize,0.2,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,FractionCSP3,45,maximize,0.4,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,FractionCSP3,45,maximize,0.6,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,FractionCSP3,45,minimize,0.0,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,FractionCSP3,45,minimize,0.2,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,FractionCSP3,45,minimize,0.4,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,FractionCSP3,45,minimize,0.6,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,FractionCSP3,46,maximize,0.0,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,FractionCSP3,46,maximize,0.2,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,FractionCSP3,46,maximize,0.4,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,FractionCSP3,46,maximize,0.6,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,FractionCSP3,46,minimize,0.0,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,FractionCSP3,46,minimize,0.2,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,FractionCSP3,46,minimize,0.4,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,FractionCSP3,46,minimize,0.6,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,FractionCSP3,47,maximize,0.0,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,FractionCSP3,47,maximize,0.2,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,FractionCSP3,47,maximize,0.4,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,FractionCSP3,47,maximize,0.6,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,FractionCSP3,47,minimize,0.0,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,FractionCSP3,47,minimize,0.2,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,FractionCSP3,47,minimize,0.4,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,FractionCSP3,47,minimize,0.6,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,FractionCSP3,48,maximize,0.0,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,FractionCSP3,48,maximize,0.2,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,FractionCSP3,48,maximize,0.4,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,FractionCSP3,48,maximize,0.6,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,FractionCSP3,48,minimize,0.0,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,FractionCSP3,48,minimize,0.2,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,FractionCSP3,48,minimize,0.4,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,FractionCSP3,48,minimize,0.6,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,FractionCSP3,49,maximize,0.0,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,FractionCSP3,49,maximize,0.2,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,FractionCSP3,49,maximize,0.4,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,FractionCSP3,49,maximize,0.6,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,FractionCSP3,49,minimize,0.0,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,FractionCSP3,49,minimize,0.2,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,FractionCSP3,49,minimize,0.4,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,FractionCSP3,49,minimize,0.6,21,0,False,,,,
MolecuLA continuous OLS,native_l2,HBA,0,maximize,0.0,21,18,True,21.0,120.0,0.0916666666666666,3.493207202833446
MolecuLA continuous OLS,native_l2,HBA,0,maximize,0.2,21,0,False,,,,
MolecuLA continuous OLS,native_l2,HBA,0,maximize,0.4,21,0,False,,,,
MolecuLA continuous OLS,native_l2,HBA,0,maximize,0.6,21,0,False,,,,
MolecuLA continuous OLS,native_l2,HBA,0,minimize,0.0,21,18,True,3.0,-150.0,0.0,5.375604972074802
MolecuLA continuous OLS,native_l2,HBA,0,minimize,0.2,21,0,False,,,,
MolecuLA continuous OLS,native_l2,HBA,0,minimize,0.4,21,0,False,,,,
MolecuLA continuous OLS,native_l2,HBA,0,minimize,0.6,21,0,False,,,,
MolecuLA continuous OLS,native_l2,HBA,1,maximize,0.0,21,18,True,28.0,135.0,0.0579710144927536,5.298083298327367
MolecuLA continuous OLS,native_l2,HBA,1,maximize,0.2,21,1,True,3.0,30.0,0.4915254237288136,1.118873738290361
MolecuLA continuous OLS,native_l2,HBA,1,maximize,0.4,21,1,True,3.0,30.0,0.4915254237288136,1.118873738290361
MolecuLA continuous OLS,native_l2,HBA,1,maximize,0.6,21,0,False,,,,
MolecuLA continuous OLS,native_l2,HBA,1,minimize,0.0,21,18,True,4.0,-150.0,0.0,2.6676175066535777
MolecuLA continuous OLS,native_l2,HBA,1,minimize,0.2,21,1,False,-3.0,30.0,0.4915254237288136,1.118873738290361
MolecuLA continuous OLS,native_l2,HBA,1,minimize,0.4,21,1,False,-3.0,30.0,0.4915254237288136,1.118873738290361
MolecuLA continuous OLS,native_l2,HBA,1,minimize,0.6,21,0,False,,,,
MolecuLA continuous OLS,native_l2,HBA,2,maximize,0.0,21,18,True,52.0,150.0,0.0329670329670329,6.511848011138582
MolecuLA continuous OLS,native_l2,HBA,2,maximize,0.2,21,1,True,1.0,30.0,0.2105263157894736,2.3851525462631447
MolecuLA continuous OLS,native_l2,HBA,2,maximize,0.4,21,0,False,,,,
MolecuLA continuous OLS,native_l2,HBA,2,maximize,0.6,21,0,False,,,,
MolecuLA continuous OLS,native_l2,HBA,2,minimize,0.0,21,18,True,2.0,-150.0,0.0384615384615384,1.1980462621786572
MolecuLA continuous OLS,native_l2,HBA,2,minimize,0.2,21,1,False,-1.0,30.0,0.2105263157894736,2.3851525462631447
MolecuLA continuous OLS,native_l2,HBA,2,minimize,0.4,21,0,False,,,,
MolecuLA continuous OLS,native_l2,HBA,2,minimize,0.6,21,0,False,,,,
MolecuLA continuous OLS,native_l2,HBA,3,maximize,0.0,21,19,True,83.0,150.0,0.0326086956521739,4.8316093376576825
MolecuLA continuous OLS,native_l2,HBA,3,maximize,0.2,21,2,True,1.0,15.0,0.5735294117647058,1.043549540964788
MolecuLA continuous OLS,native_l2,HBA,3,maximize,0.4,21,2,True,1.0,15.0,0.5735294117647058,1.043549540964788
MolecuLA continuous OLS,native_l2,HBA,3,maximize,0.6,21,1,False,0.0,-30.0,1.0,0.0
MolecuLA continuous OLS,native_l2,HBA,3,minimize,0.0,21,19,True,4.0,-150.0,0.0208333333333333,3.6289805719669017
MolecuLA continuous OLS,native_l2,HBA,3,minimize,0.2,21,2,False,-0.0,-30.0,1.0,0.0
MolecuLA continuous OLS,native_l2,HBA,3,minimize,0.4,21,2,False,-0.0,-30.0,1.0,0.0
MolecuLA continuous OLS,native_l2,HBA,3,minimize,0.6,21,1,False,-0.0,-30.0,1.0,0.0
MolecuLA continuous OLS,native_l2,HBA,4,maximize,0.0,21,19,True,24.0,150.0,0.0431654676258992,5.287529012885728
MolecuLA continuous OLS,native_l2,HBA,4,maximize,0.2,21,3,True,1.0,30.0,0.3066666666666666,1.2394940893665538
MolecuLA continuous OLS,native_l2,HBA,4,maximize,0.4,21,0,False,,,,
MolecuLA continuous OLS,native_l2,HBA,4,maximize,0.6,21,0,False,,,,
MolecuLA continuous OLS,native_l2,HBA,4,minimize,0.0,21,19,True,5.0,-150.0,0.0,2.680315242749753
MolecuLA continuous OLS,native_l2,HBA,4,minimize,0.2,21,3,True,1.0,-30.0,0.3793103448275862,0.2792791563275436
MolecuLA continuous OLS,native_l2,HBA,4,minimize,0.4,21,0,False,,,,
MolecuLA continuous OLS,native_l2,HBA,4,minimize,0.6,21,0,False,,,,
MolecuLA continuous OLS,native_l2,HBA,5,maximize,0.0,21,20,True,34.0,135.0,0.0552486187845303,-0.1550937306399094
MolecuLA continuous OLS,native_l2,HBA,5,maximize,0.2,21,2,True,1.0,15.0,0.5581395348837209,0.0358114105305862
MolecuLA continuous OLS,native_l2,HBA,5,maximize,0.4,21,2,True,1.0,15.0,0.5581395348837209,0.0358114105305862
MolecuLA continuous OLS,native_l2,HBA,5,maximize,0.6,21,1,False,-1.0,-15.0,0.6666666666666666,0.5967262988588171
MolecuLA continuous OLS,native_l2,HBA,5,minimize,0.0,21,20,True,9.0,-150.0,0.0649350649350649,1.5098016660322957
MolecuLA continuous OLS,native_l2,HBA,5,minimize,0.2,21,2,True,1.0,-15.0,0.6666666666666666,0.5967262988588171
MolecuLA continuous OLS,native_l2,HBA,5,minimize,0.4,21,2,True,1.0,-15.0,0.6666666666666666,0.5967262988588171
MolecuLA continuous OLS,native_l2,HBA,5,minimize,0.6,21,1,True,1.0,-15.0,0.6666666666666666,0.5967262988588171
MolecuLA continuous OLS,native_l2,HBA,6,maximize,0.0,21,19,True,41.0,105.0,0.0913705583756345,3.7076067698944986
MolecuLA continuous OLS,native_l2,HBA,6,maximize,0.2,21,3,True,1.0,30.0,0.3185840707964602,-0.0167799864842219
MolecuLA continuous OLS,native_l2,HBA,6,maximize,0.4,21,1,False,-1.0,-15.0,0.4421052631578947,-1.0734901062990847
MolecuLA continuous OLS,native_l2,HBA,6,maximize,0.6,21,0,False,,,,
MolecuLA continuous OLS,native_l2,HBA,6,minimize,0.0,21,19,True,9.0,-150.0,0.0136986301369863,-1.57872626878747
MolecuLA continuous OLS,native_l2,HBA,6,minimize,0.2,21,3,True,3.0,-30.0,0.2407407407407407,-0.8134855689686784
MolecuLA continuous OLS,native_l2,HBA,6,minimize,0.4,21,1,True,1.0,-15.0,0.4421052631578947,-1.0734901062990847
MolecuLA continuous OLS,native_l2,HBA,6,minimize,0.6,21,0,False,,,,
MolecuLA continuous OLS,native_l2,HBA,7,maximize,0.0,21,16,True,23.0,135.0,0.0603448275862069,5.053265065445048
MolecuLA continuous OLS,native_l2,HBA,7,maximize,0.2,21,0,False,,,,
MolecuLA continuous OLS,native_l2,HBA,7,maximize,0.4,21,0,False,,,,
MolecuLA continuous OLS,native_l2,HBA,7,maximize,0.6,21,0,False,,,,
MolecuLA continuous OLS,native_l2,HBA,7,minimize,0.0,21,16,True,4.0,-150.0,0.0,2.2029075826521645
MolecuLA continuous OLS,native_l2,HBA,7,minimize,0.2,21,0,False,,,,
MolecuLA continuous OLS,native_l2,HBA,7,minimize,0.4,21,0,False,,,,
MolecuLA continuous OLS,native_l2,HBA,7,minimize,0.6,21,0,False,,,,
MolecuLA continuous OLS,native_l2,HBA,8,maximize,0.0,21,18,True,25.0,150.0,0.0839694656488549,4.058467891007659
MolecuLA continuous OLS,native_l2,HBA,8,maximize,0.2,21,2,True,2.0,30.0,0.3972602739726027,2.5664170567633864
MolecuLA continuous OLS,native_l2,HBA,8,maximize,0.4,21,1,False,0.0,-30.0,0.5,0.7646219284055835
MolecuLA continuous OLS,native_l2,HBA,8,maximize,0.6,21,0,False,,,,
MolecuLA continuous OLS,native_l2,HBA,8,minimize,0.0,21,18,True,4.0,-150.0,0.0425531914893617,0.3518483848759235
MolecuLA continuous OLS,native_l2,HBA,8,minimize,0.2,21,2,False,-0.0,-30.0,0.5,0.7646219284055835
MolecuLA continuous OLS,native_l2,HBA,8,minimize,0.4,21,1,False,-0.0,-30.0,0.5,0.7646219284055835
MolecuLA continuous OLS,native_l2,HBA,8,minimize,0.6,21,0,False,,,,
MolecuLA continuous OLS,native_l2,HBA,9,maximize,0.0,21,17,True,58.0,135.0,0.0773480662983425,6.210804818302428
MolecuLA continuous OLS,native_l2,HBA,9,maximize,0.2,21,0,False,,,,
MolecuLA continuous OLS,native_l2,HBA,9,maximize,0.4,21,0,False,,,,
MolecuLA continuous OLS,native_l2,HBA,9,maximize,0.6,21,0,False,,,,
MolecuLA continuous OLS,native_l2,HBA,9,minimize,0.0,21,17,True,5.0,-150.0,0.0285714285714285,0.4061455471572168
MolecuLA continuous OLS,native_l2,HBA,9,minimize,0.2,21,0,False,,,,
MolecuLA continuous OLS,native_l2,HBA,9,minimize,0.4,21,0,False,,,,
MolecuLA continuous OLS,native_l2,HBA,9,minimize,0.6,21,0,False,,,,
MolecuLA continuous OLS,native_l2,HBA,10,maximize,0.0,21,18,True,28.0,120.0,0.0602409638554216,5.031371011576419
MolecuLA continuous OLS,native_l2,HBA,10,maximize,0.2,21,2,True,4.0,30.0,0.2631578947368421,2.308553285361274
MolecuLA continuous OLS,native_l2,HBA,10,maximize,0.4,21,0,False,,,,
MolecuLA continuous OLS,native_l2,HBA,10,maximize,0.6,21,0,False,,,,
MolecuLA continuous OLS,native_l2,HBA,10,minimize,0.0,21,18,True,4.0,-150.0,0.0,1.9769222342011168
MolecuLA continuous OLS,native_l2,HBA,10,minimize,0.2,21,2,True,1.0,-30.0,0.379746835443038,0.6736271836255439
MolecuLA continuous OLS,native_l2,HBA,10,minimize,0.4,21,0,False,,,,
MolecuLA continuous OLS,native_l2,HBA,10,minimize,0.6,21,0,False,,,,
MolecuLA continuous OLS,native_l2,HBA,11,maximize,0.0,21,17,True,14.0,90.0,0.109090909090909,4.379403644736292
MolecuLA continuous OLS,native_l2,HBA,11,maximize,0.2,21,5,True,5.0,45.0,0.3661971830985915,1.7277161508697478
MolecuLA continuous OLS,native_l2,HBA,11,maximize,0.4,21,0,False,,,,
MolecuLA continuous OLS,native_l2,HBA,11,maximize,0.6,21,0,False,,,,
MolecuLA continuous OLS,native_l2,HBA,11,minimize,0.0,21,17,True,3.0,-150.0,0.0833333333333333,-0.8033947614876151
MolecuLA continuous OLS,native_l2,HBA,11,minimize,0.2,21,5,True,2.0,-45.0,0.2272727272727272,-0.126955557719766
MolecuLA continuous OLS,native_l2,HBA,11,minimize,0.4,21,0,False,,,,
MolecuLA continuous OLS,native_l2,HBA,11,minimize,0.6,21,0,False,,,,
MolecuLA continuous OLS,native_l2,HBA,12,maximize,0.0,21,18,True,23.0,105.0,0.0763358778625954,3.735943278914041
MolecuLA continuous OLS,native_l2,HBA,12,maximize,0.2,21,2,True,2.0,30.0,0.4285714285714285,0.7810767188988201
MolecuLA continuous OLS,native_l2,HBA,12,maximize,0.4,21,2,True,2.0,30.0,0.4285714285714285,0.7810767188988201
MolecuLA continuous OLS,native_l2,HBA,12,maximize,0.6,21,0,False,,,,
MolecuLA continuous OLS,native_l2,HBA,12,minimize,0.0,21,18,True,4.0,-150.0,0.0377358490566037,-0.1000873898799046
MolecuLA continuous OLS,native_l2,HBA,12,minimize,0.2,21,2,True,1.0,-30.0,0.4090909090909091,-0.6222160588918015
MolecuLA continuous OLS,native_l2,HBA,12,minimize,0.4,21,2,True,1.0,-30.0,0.4090909090909091,-0.6222160588918015
MolecuLA continuous OLS,native_l2,HBA,12,minimize,0.6,21,0,False,,,,
MolecuLA continuous OLS,native_l2,HBA,13,maximize,0.0,21,18,True,85.0,150.0,0.03125,6.192100641576735
MolecuLA continuous OLS,native_l2,HBA,13,maximize,0.2,21,3,True,4.0,45.0,0.3148148148148148,2.159784698099159
MolecuLA continuous OLS,native_l2,HBA,13,maximize,0.4,21,2,True,1.0,30.0,0.5666666666666667,0.4352361968427463
MolecuLA continuous OLS,native_l2,HBA,13,maximize,0.6,21,0,False,,,,
MolecuLA continuous OLS,native_l2,HBA,13,minimize,0.0,21,18,True,3.0,-150.0,0.0,4.896396233057418
MolecuLA continuous OLS,native_l2,HBA,13,minimize,0.2,21,3,True,1.0,-30.0,0.5384615384615384,-0.3768172828029161
MolecuLA continuous OLS,native_l2,HBA,13,minimize,0.4,21,2,True,1.0,-30.0,0.5384615384615384,-0.3768172828029161
MolecuLA continuous OLS,native_l2,HBA,13,minimize,0.6,21,0,False,,,,
MolecuLA continuous OLS,native_l2,HBA,14,maximize,0.0,21,18,True,62.0,135.0,0.0374331550802139,6.238698532610918
MolecuLA continuous OLS,native_l2,HBA,14,maximize,0.2,21,2,True,4.0,30.0,0.2365591397849462,2.715104380313231
MolecuLA continuous OLS,native_l2,HBA,14,maximize,0.4,21,0,False,,,,
MolecuLA continuous OLS,native_l2,HBA,14,maximize,0.6,21,0,False,,,,
MolecuLA continuous OLS,native_l2,HBA,14,minimize,0.0,21,18,True,5.0,-150.0,0.0,4.73555004603069
MolecuLA continuous OLS,native_l2,HBA,14,minimize,0.2,21,2,True,1.0,-30.0,0.2253521126760563,0.5422518242308536
MolecuLA continuous OLS,native_l2,HBA,14,minimize,0.4,21,0,False,,,,
MolecuLA continuous OLS,native_l2,HBA,14,minimize,0.6,21,0,False,,,,
MolecuLA continuous OLS,native_l2,HBA,15,maximize,0.0,21,17,True,38.0,120.0,0.0406976744186046,5.121599190028271
MolecuLA continuous OLS,native_l2,HBA,15,maximize,0.2,21,0,False,,,,
MolecuLA continuous OLS,native_l2,HBA,15,maximize,0.4,21,0,False,,,,
MolecuLA continuous OLS,native_l2,HBA,15,maximize,0.6,21,0,False,,,,
MolecuLA continuous OLS,native_l2,HBA,15,minimize,0.0,21,17,True,3.0,-150.0,0.0222222222222222,0.8844377664892225
MolecuLA continuous OLS,native_l2,HBA,15,minimize,0.2,21,0,False,,,,
MolecuLA continuous OLS,native_l2,HBA,15,minimize,0.4,21,0,False,,,,
MolecuLA continuous OLS,native_l2,HBA,15,minimize,0.6,21,0,False,,,,
MolecuLA continuous OLS,native_l2,HBA,16,maximize,0.0,21,19,True,29.0,150.0,0.05,5.5888461249796215
MolecuLA continuous OLS,native_l2,HBA,16,maximize,0.2,21,3,True,5.0,30.0,0.2061855670103092,1.8710636994312244
MolecuLA continuous OLS,native_l2,HBA,16,maximize,0.4,21,1,True,1.0,15.0,0.4776119402985074,0.342210739778011
MolecuLA continuous OLS,native_l2,HBA,16,maximize,0.6,21,0,False,,,,
MolecuLA continuous OLS,native_l2,HBA,16,minimize,0.0,21,19,True,3.0,-150.0,0.0,4.919070017235956
MolecuLA continuous OLS,native_l2,HBA,16,minimize,0.2,21,3,True,1.0,-30.0,0.3378378378378378,1.299250973641742
MolecuLA continuous OLS,native_l2,HBA,16,minimize,0.4,21,1,False,-1.0,15.0,0.4776119402985074,0.342210739778011
MolecuLA continuous OLS,native_l2,HBA,16,minimize,0.6,21,0,False,,,,
MolecuLA continuous OLS,native_l2,HBA,17,maximize,0.0,21,19,True,11.0,120.0,0.065040650406504,3.6777430828593713
MolecuLA continuous OLS,native_l2,HBA,17,maximize,0.2,21,1,True,2.0,15.0,0.2040816326530612,1.8695397842060704
MolecuLA continuous OLS,native_l2,HBA,17,maximize,0.4,21,0,False,,,,
MolecuLA continuous OLS,native_l2,HBA,17,maximize,0.6,21,0,False,,,,
MolecuLA continuous OLS,native_l2,HBA,17,minimize,0.0,21,19,True,6.0,-150.0,0.1129032258064516,-0.2633584053804192
MolecuLA continuous OLS,native_l2,HBA,17,minimize,0.2,21,1,False,-2.0,15.0,0.2040816326530612,1.8695397842060704
MolecuLA continuous OLS,native_l2,HBA,17,minimize,0.4,21,0,False,,,,
MolecuLA continuous OLS,native_l2,HBA,17,minimize,0.6,21,0,False,,,,
MolecuLA continuous OLS,native_l2,HBA,18,maximize,0.0,21,19,True,19.0,150.0,0.0546875,4.958136143622045
MolecuLA continuous OLS,native_l2,HBA,18,maximize,0.2,21,3,True,4.0,30.0,0.4125,1.289313006260203
MolecuLA continuous OLS,native_l2,HBA,18,maximize,0.4,21,3,True,4.0,30.0,0.4125,1.289313006260203
MolecuLA continuous OLS,native_l2,HBA,18,maximize,0.6,21,2,True,1.0,15.0,0.6615384615384615,0.5488961886963732
MolecuLA continuous OLS,native_l2,HBA,18,minimize,0.0,21,19,True,5.0,-150.0,0.0,5.160443867216598
MolecuLA continuous OLS,native_l2,HBA,18,minimize,0.2,21,3,False,-0.0,-30.0,0.6229508196721312,0.538947750779311
MolecuLA continuous OLS,native_l2,HBA,18,minimize,0.4,21,3,False,-0.0,-30.0,0.6229508196721312,0.538947750779311
MolecuLA continuous OLS,native_l2,HBA,18,minimize,0.6,21,2,False,-0.0,-30.0,0.6229508196721312,0.538947750779311
MolecuLA continuous OLS,native_l2,HBA,19,maximize,0.0,21,18,True,44.0,120.0,0.0301507537688442,6.21311917457356
MolecuLA continuous OLS,native_l2,HBA,19,maximize,0.2,21,3,True,2.0,30.0,0.5846153846153846,0.9453017525763148
MolecuLA continuous OLS,native_l2,HBA,19,maximize,0.4,21,2,True,2.0,30.0,0.5846153846153846,0.9453017525763148
MolecuLA continuous OLS,native_l2,HBA,19,maximize,0.6,21,0,False,,,,
MolecuLA continuous OLS,native_l2,HBA,19,minimize,0.0,21,18,True,6.0,-150.0,0.0,1.2225595733534576
MolecuLA continuous OLS,native_l2,HBA,19,minimize,0.2,21,3,True,2.0,-30.0,0.4769230769230769,0.6708524007809711
MolecuLA continuous OLS,native_l2,HBA,19,minimize,0.4,21,2,True,2.0,-30.0,0.4769230769230769,0.6708524007809711
MolecuLA continuous OLS,native_l2,HBA,19,minimize,0.6,21,0,False,,,,
MolecuLA continuous OLS,native_l2,HBA,20,maximize,0.0,21,19,True,22.0,75.0,0.1298701298701298,4.631895553025148
MolecuLA continuous OLS,native_l2,HBA,20,maximize,0.2,21,2,False,-4.0,-30.0,0.3703703703703703,0.5495258291916514
MolecuLA continuous OLS,native_l2,HBA,20,maximize,0.4,21,1,False,-4.0,-15.0,0.4939759036144578,0.0256913718944069
MolecuLA continuous OLS,native_l2,HBA,20,maximize,0.6,21,0,False,,,,
MolecuLA continuous OLS,native_l2,HBA,20,minimize,0.0,21,19,True,8.0,-150.0,0.075,0.9666409477133387
MolecuLA continuous OLS,native_l2,HBA,20,minimize,0.2,21,2,True,4.0,-30.0,0.3703703703703703,0.5495258291916514
MolecuLA continuous OLS,native_l2,HBA,20,minimize,0.4,21,1,True,4.0,-15.0,0.4939759036144578,0.0256913718944069
MolecuLA continuous OLS,native_l2,HBA,20,minimize,0.6,21,0,False,,,,
MolecuLA continuous OLS,native_l2,HBA,21,maximize,0.0,21,19,True,12.0,75.0,0.0909090909090909,4.387401221216349
MolecuLA continuous OLS,native_l2,HBA,21,maximize,0.2,21,1,False,0.0,15.0,0.4415584415584415,1.608375713828461
MolecuLA continuous OLS,native_l2,HBA,21,maximize,0.4,21,1,False,0.0,15.0,0.4415584415584415,1.608375713828461
MolecuLA continuous OLS,native_l2,HBA,21,maximize,0.6,21,0,False,,,,
MolecuLA continuous OLS,native_l2,HBA,21,minimize,0.0,21,19,True,4.0,-150.0,0.0307692307692307,1.8915831151428613
MolecuLA continuous OLS,native_l2,HBA,21,minimize,0.2,21,1,False,-0.0,15.0,0.4415584415584415,1.608375713828461
MolecuLA continuous OLS,native_l2,HBA,21,minimize,0.4,21,1,False,-0.0,15.0,0.4415584415584415,1.608375713828461
MolecuLA continuous OLS,native_l2,HBA,21,minimize,0.6,21,0,False,,,,
MolecuLA continuous OLS,native_l2,HBA,22,maximize,0.0,21,18,True,70.0,150.0,0.0365296803652968,5.444925542072832
MolecuLA continuous OLS,native_l2,HBA,22,maximize,0.2,21,1,True,2.0,30.0,0.4264705882352941,0.1491680619114008
MolecuLA continuous OLS,native_l2,HBA,22,maximize,0.4,21,1,True,2.0,30.0,0.4264705882352941,0.1491680619114008
MolecuLA continuous OLS,native_l2,HBA,22,maximize,0.6,21,0,False,,,,
MolecuLA continuous OLS,native_l2,HBA,22,minimize,0.0,21,18,True,3.0,-150.0,0.0535714285714285,-0.7215875441633228
MolecuLA continuous OLS,native_l2,HBA,22,minimize,0.2,21,1,False,-2.0,30.0,0.4264705882352941,0.1491680619114008
MolecuLA continuous OLS,native_l2,HBA,22,minimize,0.4,21,1,False,-2.0,30.0,0.4264705882352941,0.1491680619114008
MolecuLA continuous OLS,native_l2,HBA,22,minimize,0.6,21,0,False,,,,
MolecuLA continuous OLS,native_l2,HBA,23,maximize,0.0,21,17,True,47.0,150.0,0.0658682634730539,6.394230825286002
MolecuLA continuous OLS,native_l2,HBA,23,maximize,0.2,21,1,True,2.0,30.0,0.6,0.3924557799562507
MolecuLA continuous OLS,native_l2,HBA,23,maximize,0.4,21,1,True,2.0,30.0,0.6,0.3924557799562507
MolecuLA continuous OLS,native_l2,HBA,23,maximize,0.6,21,1,True,2.0,30.0,0.6,0.3924557799562507
MolecuLA continuous OLS,native_l2,HBA,23,minimize,0.0,21,17,True,4.0,-150.0,0.0,2.463910960499657
MolecuLA continuous OLS,native_l2,HBA,23,minimize,0.2,21,1,False,-2.0,30.0,0.6,0.3924557799562507
MolecuLA continuous OLS,native_l2,HBA,23,minimize,0.4,21,1,False,-2.0,30.0,0.6,0.3924557799562507
MolecuLA continuous OLS,native_l2,HBA,23,minimize,0.6,21,1,False,-2.0,30.0,0.6,0.3924557799562507
MolecuLA continuous OLS,native_l2,HBA,24,maximize,0.0,21,17,True,10.0,75.0,0.0957446808510638,2.6187312400776355
MolecuLA continuous OLS,native_l2,HBA,24,maximize,0.2,21,3,True,1.0,45.0,0.4038461538461538,1.3962946035054546
MolecuLA continuous OLS,native_l2,HBA,24,maximize,0.4,21,1,True,1.0,45.0,0.4038461538461538,1.3962946035054546
MolecuLA continuous OLS,native_l2,HBA,24,maximize,0.6,21,0,False,,,,
MolecuLA continuous OLS,native_l2,HBA,24,minimize,0.0,21,17,True,2.0,-150.0,0.0256410256410256,1.1946873140005367
MolecuLA continuous OLS,native_l2,HBA,24,minimize,0.2,21,3,True,1.0,-45.0,0.2241379310344827,0.8829295495138023
MolecuLA continuous OLS,native_l2,HBA,24,minimize,0.4,21,1,False,-1.0,45.0,0.4038461538461538,1.3962946035054546
MolecuLA continuous OLS,native_l2,HBA,24,minimize,0.6,21,0,False,,,,
MolecuLA continuous OLS,native_l2,HBA,25,maximize,0.0,21,19,True,20.0,105.0,0.072992700729927,4.09860942931197
MolecuLA continuous OLS,native_l2,HBA,25,maximize,0.2,21,4,True,2.0,30.0,0.2604166666666667,1.1534245964612406
