method,scale,property,seed_id,objective,seed_similarity_cutoff,candidate_budget,eligible_valid_changed_candidates,success,best_objective_improvement,selected_alpha,selected_seed_similarity,selected_sa_score_delta
MolecuLA continuous OLS,train_std_unit,BertzCT,21,minimize,0.0,21,2,False,-36.41066967891106,135.0,0.7966101694915254,0.76771637106288
MolecuLA continuous OLS,train_std_unit,BertzCT,21,minimize,0.2,21,2,False,-36.41066967891106,135.0,0.7966101694915254,0.76771637106288
MolecuLA continuous OLS,train_std_unit,BertzCT,21,minimize,0.4,21,2,False,-36.41066967891106,135.0,0.7966101694915254,0.76771637106288
MolecuLA continuous OLS,train_std_unit,BertzCT,21,minimize,0.6,21,1,False,-36.41066967891106,135.0,0.7966101694915254,0.76771637106288
MolecuLA continuous OLS,train_std_unit,BertzCT,22,maximize,0.0,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,22,maximize,0.2,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,22,maximize,0.4,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,22,maximize,0.6,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,22,minimize,0.0,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,22,minimize,0.2,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,22,minimize,0.4,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,22,minimize,0.6,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,23,maximize,0.0,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,23,maximize,0.2,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,23,maximize,0.4,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,23,maximize,0.6,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,23,minimize,0.0,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,23,minimize,0.2,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,23,minimize,0.4,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,23,minimize,0.6,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,24,maximize,0.0,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,24,maximize,0.2,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,24,maximize,0.4,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,24,maximize,0.6,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,24,minimize,0.0,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,24,minimize,0.2,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,24,minimize,0.4,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,24,minimize,0.6,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,25,maximize,0.0,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,25,maximize,0.2,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,25,maximize,0.4,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,25,maximize,0.6,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,25,minimize,0.0,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,25,minimize,0.2,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,25,minimize,0.4,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,25,minimize,0.6,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,26,maximize,0.0,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,26,maximize,0.2,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,26,maximize,0.4,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,26,maximize,0.6,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,26,minimize,0.0,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,26,minimize,0.2,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,26,minimize,0.4,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,26,minimize,0.6,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,27,maximize,0.0,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,27,maximize,0.2,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,27,maximize,0.4,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,27,maximize,0.6,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,27,minimize,0.0,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,27,minimize,0.2,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,27,minimize,0.4,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,27,minimize,0.6,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,28,maximize,0.0,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,28,maximize,0.2,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,28,maximize,0.4,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,28,maximize,0.6,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,28,minimize,0.0,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,28,minimize,0.2,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,28,minimize,0.4,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,28,minimize,0.6,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,29,maximize,0.0,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,29,maximize,0.2,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,29,maximize,0.4,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,29,maximize,0.6,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,29,minimize,0.0,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,29,minimize,0.2,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,29,minimize,0.4,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,29,minimize,0.6,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,30,maximize,0.0,21,2,True,89.4705728039761,135.0,0.5,0.3690859162428737
MolecuLA continuous OLS,train_std_unit,BertzCT,30,maximize,0.2,21,2,True,89.4705728039761,135.0,0.5,0.3690859162428737
MolecuLA continuous OLS,train_std_unit,BertzCT,30,maximize,0.4,21,2,True,89.4705728039761,135.0,0.5,0.3690859162428737
MolecuLA continuous OLS,train_std_unit,BertzCT,30,maximize,0.6,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,30,minimize,0.0,21,2,False,-89.4705728039761,135.0,0.5,0.3690859162428737
MolecuLA continuous OLS,train_std_unit,BertzCT,30,minimize,0.2,21,2,False,-89.4705728039761,135.0,0.5,0.3690859162428737
MolecuLA continuous OLS,train_std_unit,BertzCT,30,minimize,0.4,21,2,False,-89.4705728039761,135.0,0.5,0.3690859162428737
MolecuLA continuous OLS,train_std_unit,BertzCT,30,minimize,0.6,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,31,maximize,0.0,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,31,maximize,0.2,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,31,maximize,0.4,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,31,maximize,0.6,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,31,minimize,0.0,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,31,minimize,0.2,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,31,minimize,0.4,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,31,minimize,0.6,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,32,maximize,0.0,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,32,maximize,0.2,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,32,maximize,0.4,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,32,maximize,0.6,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,32,minimize,0.0,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,32,minimize,0.2,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,32,minimize,0.4,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,32,minimize,0.6,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,33,maximize,0.0,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,33,maximize,0.2,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,33,maximize,0.4,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,33,maximize,0.6,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,33,minimize,0.0,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,33,minimize,0.2,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,33,minimize,0.4,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,33,minimize,0.6,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,34,maximize,0.0,21,18,False,-221.27863252168612,15.0,0.3229166666666667,-0.4789343061417863
MolecuLA continuous OLS,train_std_unit,BertzCT,34,maximize,0.2,21,18,False,-221.27863252168612,15.0,0.3229166666666667,-0.4789343061417863
MolecuLA continuous OLS,train_std_unit,BertzCT,34,maximize,0.4,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,34,maximize,0.6,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,34,minimize,0.0,21,18,True,396.47584268018056,-120.0,0.2323232323232323,-0.1358822796506471
MolecuLA continuous OLS,train_std_unit,BertzCT,34,minimize,0.2,21,18,True,396.47584268018056,-120.0,0.2323232323232323,-0.1358822796506471
MolecuLA continuous OLS,train_std_unit,BertzCT,34,minimize,0.4,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,34,minimize,0.6,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,35,maximize,0.0,21,5,True,97.292504302608,135.0,0.5,0.4543202166466429
MolecuLA continuous OLS,train_std_unit,BertzCT,35,maximize,0.2,21,5,True,97.292504302608,135.0,0.5,0.4543202166466429
MolecuLA continuous OLS,train_std_unit,BertzCT,35,maximize,0.4,21,5,True,97.292504302608,135.0,0.5,0.4543202166466429
MolecuLA continuous OLS,train_std_unit,BertzCT,35,maximize,0.6,21,3,False,-158.92671784672598,-150.0,0.6031746031746031,0.6279827282673995
MolecuLA continuous OLS,train_std_unit,BertzCT,35,minimize,0.0,21,5,True,158.92671784672598,-150.0,0.6031746031746031,0.6279827282673995
MolecuLA continuous OLS,train_std_unit,BertzCT,35,minimize,0.2,21,5,True,158.92671784672598,-150.0,0.6031746031746031,0.6279827282673995
MolecuLA continuous OLS,train_std_unit,BertzCT,35,minimize,0.4,21,5,True,158.92671784672598,-150.0,0.6031746031746031,0.6279827282673995
MolecuLA continuous OLS,train_std_unit,BertzCT,35,minimize,0.6,21,3,True,158.92671784672598,-150.0,0.6031746031746031,0.6279827282673995
MolecuLA continuous OLS,train_std_unit,BertzCT,36,maximize,0.0,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,36,maximize,0.2,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,36,maximize,0.4,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,36,maximize,0.6,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,36,minimize,0.0,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,36,minimize,0.2,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,36,minimize,0.4,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,36,minimize,0.6,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,37,maximize,0.0,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,37,maximize,0.2,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,37,maximize,0.4,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,37,maximize,0.6,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,37,minimize,0.0,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,37,minimize,0.2,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,37,minimize,0.4,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,37,minimize,0.6,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,38,maximize,0.0,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,38,maximize,0.2,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,38,maximize,0.4,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,38,maximize,0.6,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,38,minimize,0.0,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,38,minimize,0.2,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,38,minimize,0.4,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,38,minimize,0.6,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,39,maximize,0.0,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,39,maximize,0.2,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,39,maximize,0.4,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,39,maximize,0.6,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,39,minimize,0.0,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,39,minimize,0.2,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,39,minimize,0.4,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,39,minimize,0.6,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,40,maximize,0.0,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,40,maximize,0.2,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,40,maximize,0.4,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,40,maximize,0.6,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,40,minimize,0.0,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,40,minimize,0.2,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,40,minimize,0.4,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,40,minimize,0.6,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,41,maximize,0.0,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,41,maximize,0.2,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,41,maximize,0.4,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,41,maximize,0.6,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,41,minimize,0.0,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,41,minimize,0.2,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,41,minimize,0.4,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,41,minimize,0.6,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,42,maximize,0.0,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,42,maximize,0.2,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,42,maximize,0.4,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,42,maximize,0.6,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,42,minimize,0.0,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,42,minimize,0.2,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,42,minimize,0.4,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,42,minimize,0.6,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,43,maximize,0.0,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,43,maximize,0.2,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,43,maximize,0.4,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,43,maximize,0.6,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,43,minimize,0.0,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,43,minimize,0.2,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,43,minimize,0.4,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,43,minimize,0.6,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,44,maximize,0.0,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,44,maximize,0.2,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,44,maximize,0.4,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,44,maximize,0.6,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,44,minimize,0.0,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,44,minimize,0.2,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,44,minimize,0.4,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,44,minimize,0.6,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,45,maximize,0.0,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,45,maximize,0.2,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,45,maximize,0.4,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,45,maximize,0.6,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,45,minimize,0.0,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,45,minimize,0.2,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,45,minimize,0.4,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,45,minimize,0.6,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,46,maximize,0.0,21,1,True,173.68668024090312,150.0,0.6530612244897959,0.5399073481525782
MolecuLA continuous OLS,train_std_unit,BertzCT,46,maximize,0.2,21,1,True,173.68668024090312,150.0,0.6530612244897959,0.5399073481525782
MolecuLA continuous OLS,train_std_unit,BertzCT,46,maximize,0.4,21,1,True,173.68668024090312,150.0,0.6530612244897959,0.5399073481525782
MolecuLA continuous OLS,train_std_unit,BertzCT,46,maximize,0.6,21,1,True,173.68668024090312,150.0,0.6530612244897959,0.5399073481525782
MolecuLA continuous OLS,train_std_unit,BertzCT,46,minimize,0.0,21,1,False,-173.68668024090312,150.0,0.6530612244897959,0.5399073481525782
MolecuLA continuous OLS,train_std_unit,BertzCT,46,minimize,0.2,21,1,False,-173.68668024090312,150.0,0.6530612244897959,0.5399073481525782
MolecuLA continuous OLS,train_std_unit,BertzCT,46,minimize,0.4,21,1,False,-173.68668024090312,150.0,0.6530612244897959,0.5399073481525782
MolecuLA continuous OLS,train_std_unit,BertzCT,46,minimize,0.6,21,1,False,-173.68668024090312,150.0,0.6530612244897959,0.5399073481525782
MolecuLA continuous OLS,train_std_unit,BertzCT,47,maximize,0.0,21,6,True,104.47684158692005,135.0,0.7636363636363637,0.3715768150271632
MolecuLA continuous OLS,train_std_unit,BertzCT,47,maximize,0.2,21,6,True,104.47684158692005,135.0,0.7636363636363637,0.3715768150271632
MolecuLA continuous OLS,train_std_unit,BertzCT,47,maximize,0.4,21,6,True,104.47684158692005,135.0,0.7636363636363637,0.3715768150271632
MolecuLA continuous OLS,train_std_unit,BertzCT,47,maximize,0.6,21,6,True,104.47684158692005,135.0,0.7636363636363637,0.3715768150271632
MolecuLA continuous OLS,train_std_unit,BertzCT,47,minimize,0.0,21,6,True,148.19983861032733,-150.0,0.6,0.7252648404059183
MolecuLA continuous OLS,train_std_unit,BertzCT,47,minimize,0.2,21,6,True,148.19983861032733,-150.0,0.6,0.7252648404059183
MolecuLA continuous OLS,train_std_unit,BertzCT,47,minimize,0.4,21,6,True,148.19983861032733,-150.0,0.6,0.7252648404059183
MolecuLA continuous OLS,train_std_unit,BertzCT,47,minimize,0.6,21,6,True,148.19983861032733,-150.0,0.6,0.7252648404059183
MolecuLA continuous OLS,train_std_unit,BertzCT,48,maximize,0.0,21,1,True,216.04319368516644,150.0,0.3692307692307692,3.058450089940056
MolecuLA continuous OLS,train_std_unit,BertzCT,48,maximize,0.2,21,1,True,216.04319368516644,150.0,0.3692307692307692,3.058450089940056
MolecuLA continuous OLS,train_std_unit,BertzCT,48,maximize,0.4,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,48,maximize,0.6,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,48,minimize,0.0,21,1,False,-216.04319368516644,150.0,0.3692307692307692,3.058450089940056
MolecuLA continuous OLS,train_std_unit,BertzCT,48,minimize,0.2,21,1,False,-216.04319368516644,150.0,0.3692307692307692,3.058450089940056
MolecuLA continuous OLS,train_std_unit,BertzCT,48,minimize,0.4,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,48,minimize,0.6,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,49,maximize,0.0,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,49,maximize,0.2,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,49,maximize,0.4,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,49,maximize,0.6,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,49,minimize,0.0,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,49,minimize,0.2,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,49,minimize,0.4,21,0,False,,,,
MolecuLA continuous OLS,train_std_unit,BertzCT,49,minimize,0.6,21,0,False,,,,
MolecuLA continuous OLS,native_l2,HeavyAtomCount,0,maximize,0.0,21,18,True,93.0,150.0,0.0470588235294117,6.565760076500403
MolecuLA continuous OLS,native_l2,HeavyAtomCount,0,maximize,0.2,21,5,True,8.0,45.0,0.2962962962962963,3.0010831303185963
MolecuLA continuous OLS,native_l2,HeavyAtomCount,0,maximize,0.4,21,2,False,-2.0,-15.0,0.5892857142857143,0.473548143957796
MolecuLA continuous OLS,native_l2,HeavyAtomCount,0,maximize,0.6,21,0,False,,,,
MolecuLA continuous OLS,native_l2,HeavyAtomCount,0,minimize,0.0,21,18,True,25.0,-120.0,0.0,3.91566651053634
MolecuLA continuous OLS,native_l2,HeavyAtomCount,0,minimize,0.2,21,5,True,11.0,-30.0,0.56,0.4320161128567417
MolecuLA continuous OLS,native_l2,HeavyAtomCount,0,minimize,0.4,21,2,True,11.0,-30.0,0.56,0.4320161128567417
MolecuLA continuous OLS,native_l2,HeavyAtomCount,0,minimize,0.6,21,0,False,,,,
MolecuLA continuous OLS,native_l2,HeavyAtomCount,1,maximize,0.0,21,18,True,103.0,135.0,0.0704225352112676,6.157752371889842
MolecuLA continuous OLS,native_l2,HeavyAtomCount,1,maximize,0.2,21,1,True,14.0,30.0,0.4027777777777778,2.50093851698281
MolecuLA continuous OLS,native_l2,HeavyAtomCount,1,maximize,0.4,21,1,True,14.0,30.0,0.4027777777777778,2.50093851698281
MolecuLA continuous OLS,native_l2,HeavyAtomCount,1,maximize,0.6,21,0,False,,,,
MolecuLA continuous OLS,native_l2,HeavyAtomCount,1,minimize,0.0,21,18,True,16.0,-150.0,0.0,5.215388049242646
MolecuLA continuous OLS,native_l2,HeavyAtomCount,1,minimize,0.2,21,1,False,-14.0,30.0,0.4027777777777778,2.50093851698281
MolecuLA continuous OLS,native_l2,HeavyAtomCount,1,minimize,0.4,21,1,False,-14.0,30.0,0.4027777777777778,2.50093851698281
MolecuLA continuous OLS,native_l2,HeavyAtomCount,1,minimize,0.6,21,0,False,,,,
MolecuLA continuous OLS,native_l2,HeavyAtomCount,2,maximize,0.0,21,17,True,110.0,150.0,0.0392156862745098,5.23899554724459
MolecuLA continuous OLS,native_l2,HeavyAtomCount,2,maximize,0.2,21,0,False,,,,
MolecuLA continuous OLS,native_l2,HeavyAtomCount,2,maximize,0.4,21,0,False,,,,
MolecuLA continuous OLS,native_l2,HeavyAtomCount,2,maximize,0.6,21,0,False,,,,
MolecuLA continuous OLS,native_l2,HeavyAtomCount,2,minimize,0.0,21,17,True,8.0,-150.0,0.0,4.868235377389828
MolecuLA continuous OLS,native_l2,HeavyAtomCount,2,minimize,0.2,21,0,False,,,,
MolecuLA continuous OLS,native_l2,HeavyAtomCount,2,minimize,0.4,21,0,False,,,,
MolecuLA continuous OLS,native_l2,HeavyAtomCount,2,minimize,0.6,21,0,False,,,,
MolecuLA continuous OLS,native_l2,HeavyAtomCount,3,maximize,0.0,21,19,True,43.0,105.0,0.0679012345679012,3.059884298156713
MolecuLA continuous OLS,native_l2,HeavyAtomCount,3,maximize,0.2,21,4,True,8.0,30.0,0.5342465753424658,1.0718105485428744
MolecuLA continuous OLS,native_l2,HeavyAtomCount,3,maximize,0.4,21,2,True,8.0,30.0,0.5342465753424658,1.0718105485428744
MolecuLA continuous OLS,native_l2,HeavyAtomCount,3,maximize,0.6,21,0,False,,,,
MolecuLA continuous OLS,native_l2,HeavyAtomCount,3,minimize,0.0,21,19,True,23.0,-150.0,0.0,2.16904211042844
MolecuLA continuous OLS,native_l2,HeavyAtomCount,3,minimize,0.2,21,4,True,9.0,-30.0,0.3833333333333333,0.593084959031815
MolecuLA continuous OLS,native_l2,HeavyAtomCount,3,minimize,0.4,21,2,False,-8.0,30.0,0.5342465753424658,1.0718105485428744
MolecuLA continuous OLS,native_l2,HeavyAtomCount,3,minimize,0.6,21,0,False,,,,
MolecuLA continuous OLS,native_l2,HeavyAtomCount,4,maximize,0.0,21,18,True,100.0,150.0,0.0546448087431694,6.598483634556944
MolecuLA continuous OLS,native_l2,HeavyAtomCount,4,maximize,0.2,21,1,False,0.0,30.0,0.3333333333333333,0.5864806451612914
MolecuLA continuous OLS,native_l2,HeavyAtomCount,4,maximize,0.4,21,0,False,,,,
MolecuLA continuous OLS,native_l2,HeavyAtomCount,4,maximize,0.6,21,0,False,,,,
MolecuLA continuous OLS,native_l2,HeavyAtomCount,4,minimize,0.0,21,18,True,22.0,-150.0,0.0,5.228085785338822
MolecuLA continuous OLS,native_l2,HeavyAtomCount,4,minimize,0.2,21,1,False,-0.0,30.0,0.3333333333333333,0.5864806451612914
MolecuLA continuous OLS,native_l2,HeavyAtomCount,4,minimize,0.4,21,0,False,,,,
