method,property,seed_id,objective,seed_similarity_cutoff,candidate_budget,eligible_valid_changed_candidates,success,best_objective_improvement,selected_alpha,selected_seed_similarity,selected_scaffold_retained,selected_canonical_smiles
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,30,maximize,0.4,100,5,True,7.0,16.666666666666657,0.4166666666666667,True,CC(C=CC=O)=Cc1c(C#N)ccc(N=C(c2ccccc2)c2ccccc2)c1CBr
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,30,maximize,0.6,100,0,False,,,,,
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,30,minimize,0.0,100,72,True,23.0,-92.42424242424242,0.0,,N
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,30,minimize,0.2,100,13,True,3.0,-25.757575757575765,0.2222222222222222,False,N#CC=CC=C(CN)C(c1ccccc1)c1ccccc1
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,30,minimize,0.4,100,5,False,-4.0,10.606060606060595,0.46296296296296297,True,CC(F)=Cc1c(C#N)ccc(N=C(c2ccccc2)c2ccccc2)c1CBr
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,30,minimize,0.6,100,0,False,,,,,
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,31,maximize,0.0,100,89,True,110.0,146.96969696969694,0.04964539007092199,False,CC=CN1C=NC=NC(CCN=C=CCCCOCO)C=CC=CC1COCC=CNOC(C=NC=CNCCC)CCCCCCC=CC=CNCCCC=CNCCCCCCCCCCOCOCCCCOCCCC=CCCCCCCOCCCCCCCOCOCCCCCCOCCOCCCCCCCOCCCCCCCCCCCCCC
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,31,maximize,0.2,100,20,True,13.0,46.96969696969697,0.4,False,CCc1cc2c(cc1O)OC(C(F)(F)F)C(C(=O)O)OC[C@H](F)C=CN=CC(C(=O)O)C=C2
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,31,maximize,0.4,100,3,True,13.0,46.96969696969697,0.4,False,CCc1cc2c(cc1O)OC(C(F)(F)F)C(C(=O)O)OC[C@H](F)C=CN=CC(C(=O)O)C=C2
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,31,maximize,0.6,100,0,False,,,,,
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,31,minimize,0.0,100,89,True,19.0,-150.0,0.0,,C
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,31,minimize,0.2,100,20,True,11.0,-40.90909090909091,0.24444444444444444,False,CCc1ccccc1O
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,31,minimize,0.4,100,3,False,-9.0,22.72727272727272,0.4461538461538462,False,CCc1cc2c(cc1O)OC(C(F)(F)F)C(C(=O)O)=C2OC=C1C(C)=CC=C1Cl
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,31,minimize,0.6,100,0,False,,,,,
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,32,maximize,0.0,100,76,True,105.0,146.96969696969694,0.04046242774566474,False,COCC=CC=CC=CCOCC=CC=CC=COCOCC=COCOCC=CC=CC=COCOC=CC=COCOCOCCOCOCC=COC=COCC=CON=CONC1=CON=COCOCN=C[C@@H]2C(=CC=CC=C3C=CO[CH]OCC4=CC=CCC=NC5C=CNC=CC=NN5C[C@@H]4CCOCO3)O[C@@H]2[CH]NNC1
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,32,maximize,0.2,100,15,True,5.0,92.42424242424244,0.22641509433962265,False,CNC[CH][C@H](CC(F)(F)F)c1ccccccco1
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,32,maximize,0.4,100,2,True,1.0,65.15151515151516,0.6153846153846154,True,CNC[CH][C@@H](O)c1cc2ccccc2o1
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,32,maximize,0.6,100,1,True,1.0,65.15151515151516,0.6153846153846154,True,CNC[CH][C@@H](O)c1cc2ccccc2o1
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,32,minimize,0.0,100,76,True,13.0,-150.0,0.0,,C
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,32,minimize,0.2,100,15,True,7.0,-37.878787878787875,0.2631578947368421,,C=C[C@H](O)CNC
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,32,minimize,0.4,100,2,True,3.0,-31.818181818181813,0.4857142857142857,False,CNC[C@@H](O)c1ccccc1
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,32,minimize,0.6,100,1,False,-1.0,65.15151515151516,0.6153846153846154,True,CNC[CH][C@@H](O)c1cc2ccccc2o1
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,33,maximize,0.0,100,80,True,99.0,146.96969696969694,0.04827586206896552,False,COC=CC1=CC=CC=CC=CC=CC=CC=CC2=CONOCC(=CC2)CC=COC=COC=C(COC=CC=COCOC=CC=COCOC=CC=CC=COCOC=CC=C=CCOCOC=C=C=C=CCOCOC=C=C=CC=CCOCOC=CC=CC=CCO)C(C=C2C=NC=C3N=C2CO3)[CH]CO1
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,33,maximize,0.2,100,10,True,20.0,71.21212121212122,0.3013698630136986,False,C=CN=CC(F)=CCC(C=CNc1cccc(F)c1OCOC)C=CC1=CC=C(O)C[CH]1
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,33,maximize,0.4,100,2,False,-1.0,-31.818181818181813,0.5151515151515151,True,COCOc1ccccc1F
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,33,maximize,0.6,100,0,False,,,,,
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,33,minimize,0.0,100,80,True,10.0,-150.0,0.034482758620689655,,CO
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,33,minimize,0.2,100,10,True,6.0,-50.0,0.20588235294117646,,C=COCOC
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,33,minimize,0.4,100,2,True,1.0,-31.818181818181813,0.5151515151515151,True,COCOc1ccccc1F
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,33,minimize,0.6,100,0,False,,,,,
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,34,maximize,0.0,100,98,True,88.0,134.84848484848487,0.053475935828877004,False,CC=CN=CN=CC1=CNC2=CC3=CNC=CC(=O)N4C(=CCCC=CC=C14)C=CC=CC=CC(OC=NC=CCOCOC=CCOCOC=CC=CCCCC=CC=CCCCC=CC=CCOCCCOC=CC=CCCC)C=CC=CCC3(OC=CC=CCCCCCC=CC=CC=CCCCCC=CCOC)C=CN2C=CN=NCC
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,34,maximize,0.2,100,20,True,4.0,31.818181818181813,0.21428571428571427,False,Cc1cccc(C(=O)Nc2cnccn2)c1NC=C(C=CC=CC1(CC=N)C=COC(=O)C1)C(F)(F)F
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,34,maximize,0.4,100,3,False,0.0,-19.69696969696969,0.4810126582278481,False,CC(=O)Oc1ccncc2ncccc2c(Cl)nccnc(-c2cccc(C(F)(F)F)c2)c1
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,34,maximize,0.6,100,0,False,,,,,
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,34,minimize,0.0,100,98,True,32.0,-150.0,0.0,,C
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,34,minimize,0.2,100,20,True,1.0,-4.545454545454561,0.23232323232323232,False,C=CNC(=CN=C(C=COC(C)=O)c1cccc(C(F)(F)F)c1)NC(=O)NC=CC=CC
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,34,minimize,0.4,100,3,False,-0.0,-19.69696969696969,0.4810126582278481,False,CC(=O)Oc1ccncc2ncccc2c(Cl)nccnc(-c2cccc(C(F)(F)F)c2)c1
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,34,minimize,0.6,100,0,False,,,,,
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,35,maximize,0.0,100,94,True,84.0,122.72727272727275,0.07100591715976332,False,CC=CC=CC=CC(N)CC=CNCCCC=CC=CC=CNCCC=CC=CC=CNCNCC=CC=CNCCCC=CN=CNN(N=Cc1ccc2n(C=CNCNC=NC=CNC=NC=CNC=CC=CNC=NC=CC=CC)[nH]c(n1)=CCN=CC=NC=CNC=CCNCCC=NC=CC=CNC=CC=2)NC
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,35,maximize,0.2,100,20,True,7.0,40.90909090909091,0.21782178217821782,False,C=C1C(=CC=CC=CNS(=O)(=O)N(C)C)C1=C1N=CCN2CCOCC2=NC1=CC1=CN=NC1=CC
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,35,maximize,0.4,100,15,True,4.0,22.72727272727272,0.41975308641975306,False,CN(C)S(=O)(=O)NC=CC=C1C=CN=CC(=O)c2c1ccc1ncc(N3CCOCC3)nc21
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,35,maximize,0.6,100,7,True,2.0,10.606060606060595,0.7333333333333333,True,C=Cc1cc(-c2ccc3ncc(N4CCOCC4)nc3c2)ccc1NS(=O)(=O)N(C)C
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,35,minimize,0.0,100,94,True,28.0,-150.0,0.0,,C
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,35,minimize,0.2,100,20,True,4.0,-31.818181818181813,0.4117647058823529,False,CN(C)S(=O)(=O)NC=CC=CC=Cc1cncc(N2CCOCC2)n1
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,35,minimize,0.4,100,15,True,4.0,-31.818181818181813,0.4117647058823529,False,CN(C)S(=O)(=O)NC=CC=CC=Cc1cncc(N2CCOCC2)n1
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,35,minimize,0.6,100,7,True,2.0,-22.727272727272734,0.6031746031746031,False,CN(C)S(=O)(=O)NC=CC=Cc1ccc2ncc(N3CCOCC3)nc2c1
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,36,maximize,0.0,100,84,True,98.0,150.0,0.05113636363636364,False,C[CH]N=NCCCN=CNC=CC=CC=COC1=CC=CC=CC=CC=CNNC=CN(NC=CCOCOC=CC=CCCCC=CC=CCCCC=CC=CCCCCC=CC=CCCC(C=CC=CCC)NC=CC=CCC(=N)CCCCC)C=CC=NC=CNCNC=NC=CN1C=CC=NC=NC=NC=NC=NC=NC=NC=CC=NC
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,36,maximize,0.2,100,10,False,-1.0,-22.727272727272734,0.4461538461538462,False,CSC=NC1CCN=C(c2ccccc2F)c2cc(Cl)ccc21
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,36,maximize,0.4,100,3,False,-1.0,-22.727272727272734,0.4461538461538462,False,CSC=NC1CCN=C(c2ccccc2F)c2cc(Cl)ccc21
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,36,maximize,0.6,100,0,False,,,,,
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,36,minimize,0.0,100,84,True,23.0,-140.9090909090909,0.0,,C
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,36,minimize,0.2,100,10,True,8.0,25.75757575757575,0.25757575757575757,False,CSC=NCCC1N=C1c1ccccc1F
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,36,minimize,0.4,100,3,True,1.0,-22.727272727272734,0.4461538461538462,False,CSC=NC1CCN=C(c2ccccc2F)c2cc(Cl)ccc21
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,36,minimize,0.6,100,0,False,,,,,
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,37,maximize,0.0,100,92,True,91.0,122.72727272727275,0.07547169811320754,False,CCCCCCCCCCCCCCCCCCCCC=COCNCCCCCCCCCOCCCCCCCCCOCCCCCCCCCNC(C)CCCCCCCCCCOCCCCCC=CC1=CC(NCC)C2N=COCC=CCN=Cn3ccnc3CNC=CC=CC=CCCCOCNCCCCCC1N2
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,37,maximize,0.2,100,19,True,7.0,37.878787878787875,0.21428571428571427,False,CC12CC=C(CC3=CNNCC[SH]4C=C(CCc5ccccc5)N=C4CC3CNC(=O)O1)C2
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,37,maximize,0.4,100,11,True,5.0,19.69696969696969,0.41975308641975306,False,CC(C)(C)OC(=O)NCCC1(c2nc(CCc3ccccc3)cs2)CCN1C=CC#N
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,37,maximize,0.6,100,0,False,,,,,
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,37,minimize,0.0,100,92,True,25.0,-150.0,0.0,,C
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,37,minimize,0.2,100,19,True,16.0,-50.0,0.36,False,CC(C)(C)OC(=O)N1CC1
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,37,minimize,0.4,100,11,True,3.0,-19.69696969696969,0.4393939393939394,False,CC(C)(C)OC(=O)N1CCC12C=NC(CCc1ccccc1)=C2
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,37,minimize,0.6,100,0,False,,,,,
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,38,maximize,0.0,100,84,True,105.0,146.96969696969694,0.0481283422459893,False,CC=CC=CC=CC1CON=CC=C2C=CCCCC=N[CH]CC=C3CC=CC=COCOC=CC=COC=C(OCOC=CC=CCOC=NC=CC=COCOC=CC=CCCOC=CC=CC=CCCCOC=CC=CC=CCCC=CC=CC=CC=CCCC=CC=CC=CCOC)C4=C5C=C(NC)N[CH]C[CH]C=C(CC3)[C](C[CH]N5C=CN=C4)CN21
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,38,maximize,0.2,100,12,True,13.0,34.848484848484844,0.24719101123595505,False,O=C1COc2ccc3c(c2)CC[C@@H]2[C@@H]3CC[C]3C[C@@H](O)C[C@@H]2N(C=C(Cc2ccncc2)C1)C3
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,38,maximize,0.4,100,0,False,,,,,
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,38,maximize,0.6,100,0,False,,,,,
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,38,minimize,0.0,100,84,True,19.0,-150.0,0.043478260869565216,,CO
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,38,minimize,0.2,100,12,True,10.0,-43.93939393939394,0.2033898305084746,False,COc1cccc(CC#N)c1
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,38,minimize,0.4,100,0,False,,,,,
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,38,minimize,0.6,100,0,False,,,,,
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,39,maximize,0.0,100,85,True,102.0,110.60606060606062,0.11627906976744186,False,CC=CC=CCCC=CC=CC=CC=CCCC=CC=CC=CC=CCC=CC=C=CC=CCCCC=CC=CC=CCCC=CC=CN=CC=CC=CC=CN=CC=CC=CN=CC=CC=CN=CC=CC=CC=CC1C2=CON3C=C(CCC=CC=C2C=CC(C)=O)[C](C=O)C(=O)N2N=CC=C1N2C(=O)[CH]Cc1ccccc1N3
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,39,maximize,0.2,100,8,True,14.0,25.75757575757575,0.29850746268656714,False,CC(=O)c1ccc2c3c1OCC(=O)N3C=C1C=CC(Cl)=CC1C=CC(=O)C=C2
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,39,maximize,0.4,100,0,False,,,,,
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,39,maximize,0.6,100,0,False,,,,,
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,39,minimize,0.0,100,85,True,13.0,-150.0,0.0,,C
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,39,minimize,0.2,100,8,True,5.0,-34.848484848484844,0.2631578947368421,False,CC(=O)c1ccccc1
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,39,minimize,0.4,100,0,False,,,,,
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,39,minimize,0.6,100,0,False,,,,,
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,40,maximize,0.0,100,90,True,104.0,146.96969696969694,0.05917159763313609,False,C=C(C=CC=NC=CNN1C=C2C(=NCC)C3=C[C@H]4C(=O)N5C4=CN=CC5=C(C=CNCC=NC=CC=CC(C)=NCCCCN1)C(C=CC)=C32)C=NC=CC=CC=CC=NC=CC=CCCC=CN=CCCCCC=CC=CNCCCC=C=CN=CC=CCCC=CN=CC=CCCCC=CC=CC=CCCCCC=CC=CC=CCCC
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,40,maximize,0.2,100,20,True,15.0,28.787878787878782,0.36619718309859156,False,Cc1cc2c3c(c1)N(CCCCl)C(=O)CC3=CC(COc1cccc(Cl)c1)C(=O)OC2
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,40,maximize,0.4,100,4,True,14.0,22.72727272727272,0.40298507462686567,False,CC(C=C1CC(=O)N(CCCCl)c2cc(C)ccc21)=C1CC=C(Cl)C=CC=CC1=O
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,40,maximize,0.6,100,0,False,,,,,
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,40,minimize,0.0,100,90,True,15.0,-150.0,0.0,,C
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,40,minimize,0.2,100,20,True,4.0,-22.727272727272734,0.2916666666666667,False,Cc1cccc(NCCCCl)c1
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,40,minimize,0.4,100,4,False,-4.0,13.636363636363626,0.5094339622641509,False,C=C(C)C=C1CC(=O)N(CCCCl)c2cc(C)ccc21
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,40,minimize,0.6,100,0,False,,,,,
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,41,maximize,0.0,100,90,True,83.0,131.8181818181818,0.055865921787709494,False,C=CN=CC=CN=CN=CC1=CN=CC2=CNC3OC(=O)C4C5=CN=CC2=CC5CCNC=CC=COCCC(=C4C=CC=CC3=CN=CC(=CN=NOC)CC=NC=CC=CCC(C=CC=CC=CCCOC=CC=CC=CC=CCC=CC=CC=CC)C=CCCCC=CCCCC=CC=CC=CCC)C1
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,41,maximize,0.2,100,15,True,7.0,25.75757575757575,0.35526315789473684,False,C=CCC1C=CC(O)CC(Oc2ccccc2)CCC(C(=O)OC)c2ccc1c(F)c2C
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,41,maximize,0.4,100,6,True,5.0,16.666666666666657,0.47761194029850745,False,COC(=O)C12CCC(Oc3ccccc3)CC1C(=O)C=C(C)c1ccc2c(C)c1F
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,41,maximize,0.6,100,2,False,-10.0,-34.848484848484844,0.6888888888888889,False,COC(=O)C1(c2cccc(F)c2C)CC1
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,41,minimize,0.0,100,90,True,24.0,-150.0,0.0,,C
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,41,minimize,0.2,100,15,True,10.0,-34.848484848484844,0.6888888888888889,False,COC(=O)C1(c2cccc(F)c2C)CC1
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,41,minimize,0.4,100,6,True,10.0,-34.848484848484844,0.6888888888888889,False,COC(=O)C1(c2cccc(F)c2C)CC1
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,41,minimize,0.6,100,2,True,10.0,-34.848484848484844,0.6888888888888889,False,COC(=O)C1(c2cccc(F)c2C)CC1
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,42,maximize,0.0,100,89,True,99.0,146.96969696969694,0.028735632183908046,False,C=CC=COCCCCC=CC=COCCCCC=CC=CCCCCCC=CNC[C@H]1C=CC=CC=CCC=CNCC=CC=CN=CC=CC(C)=C2CNC=NC=C(NCNC=CC=CCCNC=CCCCOC=CCCCC=NC=CCCC)C(=CC=CC1)NCN=CN(CCCCC=CCCCCCCCCCCCCC)C2CNCC
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,42,maximize,0.2,100,12,True,9.0,37.878787878787875,0.3048780487804878,False,CC(C)OC(=O)Nc1c(Br)cc(-c2cc(F)cc(C#N)c2)cc1N(C=NC=CC=O)CF
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,42,maximize,0.4,100,3,True,7.0,31.818181818181813,0.4583333333333333,False,CC1CN(C=NC=CC=O)c2cc(-c3cc(F)cc(C#N)c3)cc(Br)c2NC(=O)O1
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,42,maximize,0.6,100,0,False,,,,,
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,42,minimize,0.0,100,89,True,22.0,-150.0,0.0,,C
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,42,minimize,0.2,100,12,True,2.0,-22.727272727272734,0.2571428571428571,False,CC(C)OC(=O)NC=C(Br)C=Cc1cc(F)cc(C#N)c1
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,42,minimize,0.4,100,3,False,-6.0,25.75757575757575,0.515625,False,CC1CC=COC(=O)Nc2cc(-c3cc(F)cc(C#N)c3)cc(Br)c2NC(=O)O1
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,42,minimize,0.6,100,0,False,,,,,
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,43,maximize,0.0,100,78,True,89.0,150.0,0.06918238993710692,False,CCCCCCCCCC=CC=CC=CCCCCC=CC=COCCC(C)=COCCCCCC=COCCCCCC=COCCCCC=CN=CCCCC=COCCOCC=CCCC1=CN=CCC2ONCCC3(C=CCC=C4C=CN=CCC4C=O)C=CNC=CC(F)=CCCCC=C3C=C12
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,43,maximize,0.2,100,6,True,2.0,46.96969696969697,0.3125,False,CCOC(=O)c1cc2c([nH]1)=CC=C(F)COC(C=O)C=2
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,43,maximize,0.4,100,0,False,,,,,
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,43,maximize,0.6,100,0,False,,,,,
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,43,minimize,0.0,100,78,True,17.0,-150.0,0.0,,C
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,43,minimize,0.2,100,6,True,12.0,-46.96969696969697,0.3076923076923077,,CCOC(C)=O
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,43,minimize,0.4,100,0,False,,,,,
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,43,minimize,0.6,100,0,False,,,,,
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,44,maximize,0.0,100,93,True,102.0,143.93939393939394,0.050724637681159424,False,C=CC1=CC=C2C=C(CN=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=N)N(C=CN=CNC)C=CC=CC=CC=CC=C(C=CC=CC=NC=CC=CCCC=CC=CC=CCCC=CC=CCCCCC=CC=CC=CCCCOC=CC=CC=CCCC=CC=CC=CCCCCC=CC=CC=CCCC)C=CC=CC=CCNC2=CCC=CC=CNC1
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,44,maximize,0.2,100,16,True,3.0,16.666666666666657,0.6226415094339622,True,C=C(C)C1CCc2cc(C(=O)c3cc(C(C)(C)C)c(O)c(C(C)(C)C)c3)c(OC)cc21
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,44,maximize,0.4,100,8,True,3.0,16.666666666666657,0.6226415094339622,True,C=C(C)C1CCc2cc(C(=O)c3cc(C(C)(C)C)c(O)c(C(C)(C)C)c3)c(OC)cc21
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,44,maximize,0.6,100,8,True,3.0,16.666666666666657,0.6226415094339622,True,C=C(C)C1CCc2cc(C(=O)c3cc(C(C)(C)C)c(O)c(C(C)(C)C)c3)c(OC)cc21
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,44,minimize,0.0,100,93,True,27.0,-150.0,0.0,,C
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,44,minimize,0.2,100,16,True,8.0,-37.878787878787875,0.23728813559322035,False,COc1ccccc1C(=O)C=CC(=C(C)O)C(C)(C)C
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,44,minimize,0.4,100,8,False,-2.0,10.606060606060595,0.6226415094339622,True,C=CC1CCc2cc(C(=O)c3cc(C(C)(C)C)c(O)c(C(C)(C)C)c3)c(OC)cc21
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,44,minimize,0.6,100,8,False,-2.0,10.606060606060595,0.6226415094339622,True,C=CC1CCc2cc(C(=O)c3cc(C(C)(C)C)c(O)c(C(C)(C)C)c3)c(OC)cc21
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,45,maximize,0.0,100,89,True,101.0,143.93939393939394,0.10365853658536585,False,CC=CCCCCCCCN1CCC=CCCN=CNC(N=NCC)(OCCCCOCOCCCC=CC=CCCCCOC=CCCCCC=CNCCCCCC[CH]C=CCCCCCC=CC=CCCCCCCC=CC=CCCCCCCCCCCCCC)N(C=NCCC=CN=CNCCC=NC=CCCCCC)C#CC2NC=C2N=CC=CCN1
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,45,maximize,0.2,100,13,True,9.0,37.878787878787875,0.2268041237113402,False,CCS(=O)(=O)N1C=CC=CC2=NN(C1)C(=O)NC=C1NCC(CCO2)C1N1CCc2ccccc2C1
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,45,maximize,0.4,100,1,False,-1.0,-19.69696969696969,0.5303030303030303,False,CCS(=O)(=O)NC=CC=CCOCCCCN1CCc2ccccc2C1
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,45,maximize,0.6,100,0,False,,,,,
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,45,minimize,0.0,100,89,True,26.0,-150.0,0.0,,C
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,45,minimize,0.2,100,13,True,17.0,-46.96969696969697,0.24561403508771928,False,CCS(=O)(=O)NC1=CC=C1
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,45,minimize,0.4,100,1,True,1.0,-19.69696969696969,0.5303030303030303,False,CCS(=O)(=O)NC=CC=CCOCCCCN1CCc2ccccc2C1
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,45,minimize,0.6,100,0,False,,,,,
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,46,maximize,0.0,100,92,True,70.0,98.48484848484847,0.0763888888888889,False,CCC=CCCCCCC=CC=CCCCC=COCCOCC=CC(C)CCCCC=CC=CCCC=CC=COC=COCOC=COC=CC=CC=C(NCC)NC1COCCN2C(=CC3=C[C@H]4C(=O)C=C4NC=CC=CC(=O)[CH]C=CC=CC=CC(=O)C32)C=C1CC
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,46,maximize,0.2,100,17,True,6.0,16.666666666666657,0.5740740740740741,True,CC(=Cc1ccccc1C(=O)C(C)(C)OC(=O)CN1C(=O)c2ccccc2C1=O)OC=O
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,46,maximize,0.4,100,14,True,6.0,16.666666666666657,0.5740740740740741,True,CC(=Cc1ccccc1C(=O)C(C)(C)OC(=O)CN1C(=O)c2ccccc2C1=O)OC=O
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,46,maximize,0.6,100,2,True,4.0,10.606060606060595,0.6530612244897959,True,CC(O)=Cc1ccccc1C(=O)C(C)(C)OC(=O)CN1C(=O)c2ccccc2C1=O
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,46,minimize,0.0,100,92,True,25.0,-150.0,0.0,,C
MolecuLA raw OLS (seed-excluded),HeavyAtomCount,46,minimize,0.2,100,17,True,11.0,-37.878787878787875,0.2857142857142857,False,CC(C)C(=O)COC(=O)c1ccccc1
