method,property,seed_id,objective,seed_similarity_cutoff,candidate_budget,eligible_valid_changed_candidates,success,best_objective_improvement,selected_alpha,selected_seed_similarity,selected_scaffold_retained,selected_canonical_smiles
MolecuLA raw OLS (seed-excluded),FractionCSP3,0,maximize,0.0,100,85,True,1.0,62.121212121212125,0.0,False,CC(S)[C@@H]1CCNCC1(C)C
MolecuLA raw OLS (seed-excluded),FractionCSP3,0,maximize,0.2,100,5,True,0.05263157894736842,16.666666666666657,0.49230769230769234,False,NC1=CC(C(=O)Nc2ccc3nc(Cl)sc3c2)C=Cc2cc(F)ccc21
MolecuLA raw OLS (seed-excluded),FractionCSP3,0,maximize,0.4,100,4,True,0.05263157894736842,16.666666666666657,0.49230769230769234,False,NC1=CC(C(=O)Nc2ccc3nc(Cl)sc3c2)C=Cc2cc(F)ccc21
MolecuLA raw OLS (seed-excluded),FractionCSP3,0,maximize,0.6,100,0,False,,,,,
MolecuLA raw OLS (seed-excluded),FractionCSP3,0,minimize,0.0,100,85,False,-0.0,-143.93939393939394,0.05063291139240506,False,O=CC1=C=C=NC=CC2=NC=C=C=C=NC1=NC=N2
MolecuLA raw OLS (seed-excluded),FractionCSP3,0,minimize,0.2,100,5,False,-0.047619047619047616,-31.818181818181813,0.3235294117647059,False,Cc1csc(Cl)ncncc1C=NC(=O)c1ccc(-c2ccc(F)cc2)cc1
MolecuLA raw OLS (seed-excluded),FractionCSP3,0,minimize,0.4,100,4,False,-0.05263157894736842,16.666666666666657,0.49230769230769234,False,NC1=CC(C(=O)Nc2ccc3nc(Cl)sc3c2)C=Cc2cc(F)ccc21
MolecuLA raw OLS (seed-excluded),FractionCSP3,0,minimize,0.6,100,0,False,,,,,
MolecuLA raw OLS (seed-excluded),FractionCSP3,1,maximize,0.0,100,84,True,0.8333333333333334,77.27272727272728,0.04477611940298507,False,CCOCCC1CC(C)C(C)CNOC[C@H](C)[C@H]1CC
MolecuLA raw OLS (seed-excluded),FractionCSP3,1,maximize,0.2,100,4,True,0.06862745098039222,-31.818181818181813,0.21739130434782608,False,CC=CCC1=CNC(CNc2cncc(Br)c2)=CC1=COC
MolecuLA raw OLS (seed-excluded),FractionCSP3,1,maximize,0.4,100,1,True,0.06410256410256418,-25.757575757575765,0.4528301886792453,False,COC=C1C=CCC(CNc2cncc(Br)n2)=C1
MolecuLA raw OLS (seed-excluded),FractionCSP3,1,maximize,0.6,100,0,False,,,,,
MolecuLA raw OLS (seed-excluded),FractionCSP3,1,minimize,0.0,100,84,True,0.1666666666666666,-150.0,0.0,,N=CN=C=C=C=CN=CN=CN=C=C=CC=CN=CC=O
MolecuLA raw OLS (seed-excluded),FractionCSP3,1,minimize,0.2,100,4,True,0.012820512820512747,-28.787878787878782,0.24193548387096775,False,COC=C1C=CNC(CNc2cncc(Br)c2)=C1
MolecuLA raw OLS (seed-excluded),FractionCSP3,1,minimize,0.4,100,1,False,-0.06410256410256418,-25.757575757575765,0.4528301886792453,False,COC=C1C=CCC(CNc2cncc(Br)n2)=C1
MolecuLA raw OLS (seed-excluded),FractionCSP3,1,minimize,0.6,100,0,False,,,,,
MolecuLA raw OLS (seed-excluded),FractionCSP3,2,maximize,0.0,100,81,True,0.7142857142857143,56.06060606060606,0.08823529411764706,False,CC1CCCCC[C@H]1S
MolecuLA raw OLS (seed-excluded),FractionCSP3,2,maximize,0.2,100,0,False,,,,,
MolecuLA raw OLS (seed-excluded),FractionCSP3,2,maximize,0.4,100,0,False,,,,,
MolecuLA raw OLS (seed-excluded),FractionCSP3,2,maximize,0.6,100,0,False,,,,,
MolecuLA raw OLS (seed-excluded),FractionCSP3,2,minimize,0.0,100,81,True,0.2857142857142857,-150.0,0.05263157894736842,False,O=CC1=C=C=C=C=C=CC=CC2=C=CC1=C=C=C=C=N2
MolecuLA raw OLS (seed-excluded),FractionCSP3,2,minimize,0.2,100,0,False,,,,,
MolecuLA raw OLS (seed-excluded),FractionCSP3,2,minimize,0.4,100,0,False,,,,,
MolecuLA raw OLS (seed-excluded),FractionCSP3,2,minimize,0.6,100,0,False,,,,,
MolecuLA raw OLS (seed-excluded),FractionCSP3,3,maximize,0.0,100,86,True,0.4117647058823529,46.96969696969697,0.1111111111111111,False,CC1OCC1(O)COCC[C@H](C)Cl
MolecuLA raw OLS (seed-excluded),FractionCSP3,3,maximize,0.2,100,10,True,0.2784313725490196,37.878787878787875,0.25675675675675674,False,CC(Cl)=CC[C@@](O)(COC[C@H](C)CO)C1CCC(F)(F)C1
MolecuLA raw OLS (seed-excluded),FractionCSP3,3,maximize,0.4,100,0,False,,,,,
MolecuLA raw OLS (seed-excluded),FractionCSP3,3,maximize,0.6,100,0,False,,,,,
MolecuLA raw OLS (seed-excluded),FractionCSP3,3,minimize,0.0,100,86,True,0.5882352941176471,-134.84848484848484,0.05813953488372093,,C=C(Cl)C(=CC=NC(=CC=O)OC=O)N=CN=C=C=C=C=O
MolecuLA raw OLS (seed-excluded),FractionCSP3,3,minimize,0.2,100,10,True,0.49732620320855614,-34.848484848484844,0.2537313432835821,False,O=C(On1ccnc1)[C@@](O)(Cl)c1ccc(Cl)cc1
MolecuLA raw OLS (seed-excluded),FractionCSP3,3,minimize,0.4,100,0,False,,,,,
MolecuLA raw OLS (seed-excluded),FractionCSP3,3,minimize,0.6,100,0,False,,,,,
MolecuLA raw OLS (seed-excluded),FractionCSP3,4,maximize,0.0,100,85,True,0.6470588235294118,59.09090909090909,0.14285714285714285,,CC(C)CC(O)(CC[PH])CCOC(C)(C)C(C)C
MolecuLA raw OLS (seed-excluded),FractionCSP3,4,maximize,0.2,100,6,True,0.03594771241830069,19.69696969696969,0.2318840579710145,False,CNC(=O)C(C=Cc1ccccc1)C(=O)NCC(=O)OCC(C)C
MolecuLA raw OLS (seed-excluded),FractionCSP3,4,maximize,0.4,100,2,False,-0.1029411764705882,-34.848484848484844,0.72,True,CC(=O)COC(=O)CNC(=O)c1cc2ccccc2n(C)c1=O
MolecuLA raw OLS (seed-excluded),FractionCSP3,4,maximize,0.6,100,2,False,-0.1029411764705882,-34.848484848484844,0.72,True,CC(=O)COC(=O)CNC(=O)c1cc2ccccc2n(C)c1=O
MolecuLA raw OLS (seed-excluded),FractionCSP3,4,minimize,0.0,100,85,True,0.3529411764705882,-150.0,0.018518518518518517,,N=CN=C=O
MolecuLA raw OLS (seed-excluded),FractionCSP3,4,minimize,0.2,100,6,True,0.14241486068111453,-28.787878787878782,0.22857142857142856,False,CC=C(C)C=COC(=O)CNC(=O)C(=Cc1ccccc1)C(=O)NC
MolecuLA raw OLS (seed-excluded),FractionCSP3,4,minimize,0.4,100,2,True,0.1029411764705882,-34.848484848484844,0.72,True,CC(=O)COC(=O)CNC(=O)c1cc2ccccc2n(C)c1=O
MolecuLA raw OLS (seed-excluded),FractionCSP3,4,minimize,0.6,100,2,True,0.1029411764705882,-34.848484848484844,0.72,True,CC(=O)COC(=O)CNC(=O)c1cc2ccccc2n(C)c1=O
MolecuLA raw OLS (seed-excluded),FractionCSP3,5,maximize,0.0,100,93,True,0.6190476190476191,56.06060606060606,0.04838709677419355,False,CCCC1[C@@H]2CCCCC3CCC2O[C@H]2CNC4[C@@H](CC42CC)C(CCC(N)OCC)CC[SH]31
MolecuLA raw OLS (seed-excluded),FractionCSP3,5,maximize,0.2,100,9,True,0.2277432712215322,22.72727272727272,0.22608695652173913,False,CC(C)OC1C=C(c2nnc(N3N=C(CCN(CCC=O)OCCO)CC3C)s2)C=C(C#N)C1
MolecuLA raw OLS (seed-excluded),FractionCSP3,5,maximize,0.4,100,4,True,0.02813852813852824,4.5454545454545325,0.5647058823529412,False,CCN(CCc1cc(C)n(-c2nnc(-c3ccc(OC(C)C)c(C#N)c3)s2)n1)CC(=O)O
MolecuLA raw OLS (seed-excluded),FractionCSP3,5,maximize,0.6,100,0,False,,,,,
MolecuLA raw OLS (seed-excluded),FractionCSP3,5,minimize,0.0,100,93,True,0.3809523809523809,-150.0,0.0425531914893617,False,O=CC=NC=CC1=NC=C=NC=N1
MolecuLA raw OLS (seed-excluded),FractionCSP3,5,minimize,0.2,100,9,True,0.07660455486542433,-28.787878787878782,0.32038834951456313,False,C=CN(CC[SH]1C(=CN=Cc2ccc(OC(C)C)c(C#N)c2)n2nc1cc2C)CC(=O)O
MolecuLA raw OLS (seed-excluded),FractionCSP3,5,minimize,0.4,100,4,False,-0.02813852813852824,4.5454545454545325,0.5647058823529412,False,CCN(CCc1cc(C)n(-c2nnc(-c3ccc(OC(C)C)c(C#N)c3)s2)n1)CC(=O)O
MolecuLA raw OLS (seed-excluded),FractionCSP3,5,minimize,0.6,100,0,False,,,,,
MolecuLA raw OLS (seed-excluded),FractionCSP3,6,maximize,0.0,100,97,True,0.6,56.06060606060606,0.11864406779661017,False,CC[C@H](CCCCOC1CC(F)COC1C)CN[C@H](C)N(C)COCCC[C@@H](O)NCO
MolecuLA raw OLS (seed-excluded),FractionCSP3,6,maximize,0.2,100,14,True,0.3647058823529411,25.75757575757575,0.2018348623853211,False,COCC(=O)C(F)[C@H]1CCCN1C1=NC2OOC(C)CNN(C)C(=O)NN2[CH]C1
MolecuLA raw OLS (seed-excluded),FractionCSP3,6,maximize,0.4,100,1,False,0.0,-13.636363636363626,1.0,False,COc1ncc(F)cc1C1CCCN1c1ccn2ncc(C(=O)NCC(O)CO)c2n1
MolecuLA raw OLS (seed-excluded),FractionCSP3,6,maximize,0.6,100,1,False,0.0,-13.636363636363626,1.0,False,COc1ncc(F)cc1C1CCCN1c1ccn2ncc(C(=O)NCC(O)CO)c2n1
MolecuLA raw OLS (seed-excluded),FractionCSP3,6,minimize,0.0,100,97,True,0.4,-150.0,0.042735042735042736,False,O=CC1=NC2=NC=CC=NC=C=NC=NC1=NC2=NC1=C=C=C=C=C=C=C=C=C=NC=N1
MolecuLA raw OLS (seed-excluded),FractionCSP3,6,minimize,0.2,100,14,True,0.06666666666666671,-34.848484848484844,0.23275862068965517,False,COc1ncc(F)cc1CCCNC=CC1N=CN=CC=C(C(=O)NCC(O)=CN)CN1
MolecuLA raw OLS (seed-excluded),FractionCSP3,6,minimize,0.4,100,1,False,-0.0,-13.636363636363626,1.0,False,COc1ncc(F)cc1C1CCCN1c1ccn2ncc(C(=O)NCC(O)CO)c2n1
MolecuLA raw OLS (seed-excluded),FractionCSP3,6,minimize,0.6,100,1,False,-0.0,-13.636363636363626,1.0,False,COc1ncc(F)cc1C1CCCN1c1ccn2ncc(C(=O)NCC(O)CO)c2n1
MolecuLA raw OLS (seed-excluded),FractionCSP3,7,maximize,0.0,100,82,True,0.8571428571428572,89.3939393939394,0.02631578947368421,False,CC1CC[C@@H](C)CNC1
MolecuLA raw OLS (seed-excluded),FractionCSP3,7,maximize,0.2,100,3,True,0.05714285714285722,-37.878787878787875,0.38636363636363635,True,C=CCc1c(OC)cc(N)nc1C#N
MolecuLA raw OLS (seed-excluded),FractionCSP3,7,maximize,0.4,100,0,False,,,,,
MolecuLA raw OLS (seed-excluded),FractionCSP3,7,maximize,0.6,100,0,False,,,,,
MolecuLA raw OLS (seed-excluded),FractionCSP3,7,minimize,0.0,100,82,True,0.1428571428571428,-150.0,0.08928571428571429,False,C=CC=C=CC1=C=C=NOC(C=C=O)=C1
MolecuLA raw OLS (seed-excluded),FractionCSP3,7,minimize,0.2,100,3,False,-0.05714285714285722,-37.878787878787875,0.38636363636363635,True,C=CCc1c(OC)cc(N)nc1C#N
MolecuLA raw OLS (seed-excluded),FractionCSP3,7,minimize,0.4,100,0,False,,,,,
MolecuLA raw OLS (seed-excluded),FractionCSP3,7,minimize,0.6,100,0,False,,,,,
MolecuLA raw OLS (seed-excluded),FractionCSP3,8,maximize,0.0,100,82,True,0.33333333333333337,95.45454545454544,0.15942028985507245,False,CC1CCCCC(CCCC(C)(C)CCC2CCCC23CCC3)CC1
MolecuLA raw OLS (seed-excluded),FractionCSP3,8,maximize,0.2,100,10,True,0.33333333333333337,137.87878787878788,0.20754716981132076,False,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC1CCCCCCCCCCC1
MolecuLA raw OLS (seed-excluded),FractionCSP3,8,maximize,0.4,100,2,False,-0.09523809523809523,-28.787878787878782,0.4838709677419355,False,CCOC(=O)c1ccc(N2CCC(O)=C(C3CCCCC3C)C2)cc1
MolecuLA raw OLS (seed-excluded),FractionCSP3,8,maximize,0.6,100,0,False,,,,,
MolecuLA raw OLS (seed-excluded),FractionCSP3,8,minimize,0.0,100,82,True,0.5797101449275361,-107.57575757575758,0.07777777777777778,False,CON=CNC=CC=CN=c1cc2cc(Cc3ccccc3)cc1C=C2C=O
MolecuLA raw OLS (seed-excluded),FractionCSP3,8,minimize,0.2,100,10,True,0.24999999999999994,-34.848484848484844,0.24050632911392406,False,CCOC=CC=Cc1ccc(N2CCC(O)=C(C3CCC=CC3C)C2)cc1
MolecuLA raw OLS (seed-excluded),FractionCSP3,8,minimize,0.4,100,2,True,0.19047619047619047,-31.818181818181813,0.4393939393939394,False,CCOC(=O)c1ccc(N2CCC(O)=C(C3CCC=CC3C)C2)cc1
MolecuLA raw OLS (seed-excluded),FractionCSP3,8,minimize,0.6,100,0,False,,,,,
MolecuLA raw OLS (seed-excluded),FractionCSP3,9,maximize,0.0,100,80,True,0.4285714285714286,56.06060606060606,0.1016949152542373,False,CCCCN1CCOCCC(C(C)C)CN1
MolecuLA raw OLS (seed-excluded),FractionCSP3,9,maximize,0.2,100,2,False,-0.015873015873015817,31.818181818181813,0.24489795918367346,False,CCCNN1[CH]C(C(=O)OC)C=C1
MolecuLA raw OLS (seed-excluded),FractionCSP3,9,maximize,0.4,100,1,False,-0.0714285714285714,28.787878787878782,0.47619047619047616,False,CCCNn1ccc(C(=O)OC)n1
MolecuLA raw OLS (seed-excluded),FractionCSP3,9,maximize,0.6,100,0,False,,,,,
MolecuLA raw OLS (seed-excluded),FractionCSP3,9,minimize,0.0,100,80,True,0.5714285714285714,-150.0,0.0847457627118644,False,O=C=NC=C=CC1=C=C=NC=NN1
MolecuLA raw OLS (seed-excluded),FractionCSP3,9,minimize,0.2,100,2,True,0.0714285714285714,28.787878787878782,0.47619047619047616,False,CCCNn1ccc(C(=O)OC)n1
MolecuLA raw OLS (seed-excluded),FractionCSP3,9,minimize,0.4,100,1,True,0.0714285714285714,28.787878787878782,0.47619047619047616,False,CCCNn1ccc(C(=O)OC)n1
MolecuLA raw OLS (seed-excluded),FractionCSP3,9,minimize,0.6,100,0,False,,,,,
MolecuLA raw OLS (seed-excluded),FractionCSP3,10,maximize,0.0,100,87,True,0.7142857142857143,150.0,0.04054054054054054,,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC(C)CCCC(C)C(C)CCCCCCCCCCC(C)CCCCCCC(C)C
MolecuLA raw OLS (seed-excluded),FractionCSP3,10,maximize,0.2,100,8,True,0.2360248447204969,40.90909090909091,0.3,False,CC(CNC(=O)OC(C)C)CC(C)N1C=CC(c2c[nH]c3cc(F)ccc23)CC1
MolecuLA raw OLS (seed-excluded),FractionCSP3,10,maximize,0.4,100,5,True,0.07792207792207795,28.787878787878782,0.5064935064935064,False,C[C@@H](CC(=O)C1[CH]C=C(c2c[nH]c3cc(F)ccc23)C=N1)NC(=O)OC(C)(C)C
MolecuLA raw OLS (seed-excluded),FractionCSP3,10,maximize,0.6,100,1,False,-0.0248447204968944,-19.69696969696969,0.6956521739130435,True,CCC(C)C=COC(=O)N[C@@H](C)C(=O)Nc1ccc(-c2c[nH]c3cc(F)ccc23)cn1
MolecuLA raw OLS (seed-excluded),FractionCSP3,10,minimize,0.0,100,87,True,0.2857142857142857,-150.0,0.027777777777777776,,N=CN=CN=C=C=O
MolecuLA raw OLS (seed-excluded),FractionCSP3,10,minimize,0.2,100,8,True,0.06832298136645962,-25.757575757575765,0.45121951219512196,False,CC=C(C)C=COC(=O)N[C@@H](C)C(=O)NC1=CC=C(c2c[nH]c3cc(F)ccc23)NC1
MolecuLA raw OLS (seed-excluded),FractionCSP3,10,minimize,0.4,100,5,True,0.06832298136645962,-25.757575757575765,0.45121951219512196,False,CC=C(C)C=COC(=O)N[C@@H](C)C(=O)NC1=CC=C(c2c[nH]c3cc(F)ccc23)NC1
MolecuLA raw OLS (seed-excluded),FractionCSP3,10,minimize,0.6,100,1,True,0.0248447204968944,-19.69696969696969,0.6956521739130435,True,CCC(C)C=COC(=O)N[C@@H](C)C(=O)Nc1ccc(-c2c[nH]c3cc(F)ccc23)cn1
MolecuLA raw OLS (seed-excluded),FractionCSP3,11,maximize,0.0,100,82,True,0.5454545454545455,71.21212121212122,0.06944444444444445,False,CCCCC1COC2C(CCCC2(C)CCC(C)C)C1
MolecuLA raw OLS (seed-excluded),FractionCSP3,11,maximize,0.2,100,6,True,0.18181818181818188,25.75757575757575,0.3584905660377358,False,CCNC(=O)C1=CSC2C(=O)CCC[C@@H]12
MolecuLA raw OLS (seed-excluded),FractionCSP3,11,maximize,0.4,100,0,False,,,,,
MolecuLA raw OLS (seed-excluded),FractionCSP3,11,maximize,0.6,100,0,False,,,,,
MolecuLA raw OLS (seed-excluded),FractionCSP3,11,minimize,0.0,100,82,True,0.4545454545454545,-150.0,0.02,,NN=CN=C=C=O
MolecuLA raw OLS (seed-excluded),FractionCSP3,11,minimize,0.2,100,6,True,0.20454545454545447,-34.848484848484844,0.32727272727272727,False,CNC=CC(=O)c1csc2c1CCC=C2O
MolecuLA raw OLS (seed-excluded),FractionCSP3,11,minimize,0.4,100,0,False,,,,,
MolecuLA raw OLS (seed-excluded),FractionCSP3,11,minimize,0.6,100,0,False,,,,,
MolecuLA raw OLS (seed-excluded),FractionCSP3,12,maximize,0.0,100,85,True,0.47058823529411764,74.24242424242425,0.10204081632653061,False,CCOCCC(C)C[C@H](CCC(C)NCC(C)(C)Cl)CC1COCCCCC(C)C1
MolecuLA raw OLS (seed-excluded),FractionCSP3,12,maximize,0.2,100,9,True,0.15479876160990713,34.848484848484844,0.275,False,CC(C)(C)OCC(=O)C1CCC(CO)N(CC(=O)N2C=C(Cl)C(Cl)=CC2)C1
MolecuLA raw OLS (seed-excluded),FractionCSP3,12,maximize,0.4,100,3,True,0.02614379084967322,22.72727272727272,0.4507042253521127,False,CC(C)(C)OC(=O)NC1CC(CO)N(C(=O)NCc2ccc(Cl)c(Cl)c2)C1
MolecuLA raw OLS (seed-excluded),FractionCSP3,12,maximize,0.6,100,0,False,,,,,
MolecuLA raw OLS (seed-excluded),FractionCSP3,12,minimize,0.0,100,85,True,0.5294117647058824,-150.0,0.03488372093023256,False,N=CN=C1C=CN=C=CN=CC=CN=C1C=O
MolecuLA raw OLS (seed-excluded),FractionCSP3,12,minimize,0.2,100,9,True,0.055727554179566596,-28.787878787878782,0.2247191011235955,False,CC1(C)CC(C=Cc2cnc(Cl)cc2Cl)=CN2CC(CC2CO)NC(=O)O1
MolecuLA raw OLS (seed-excluded),FractionCSP3,12,minimize,0.4,100,3,True,0.02941176470588236,-25.757575757575765,0.44285714285714284,False,CC(CO)N1C=C(Nc2ccc(Cl)c(Cl)c2)N(C(=O)OC(C)(C)C)CC1
MolecuLA raw OLS (seed-excluded),FractionCSP3,12,minimize,0.6,100,0,False,,,,,
MolecuLA raw OLS (seed-excluded),FractionCSP3,13,maximize,0.0,100,79,True,0.875,74.24242424242425,0.03389830508474576,False,CCOCC(C)CC[C@@]1(O)CCOCC1OC(C)C
MolecuLA raw OLS (seed-excluded),FractionCSP3,13,maximize,0.2,100,14,True,0.25,31.818181818181813,0.2222222222222222,False,O=C(O)C(O)C1C=CC=CC1O
MolecuLA raw OLS (seed-excluded),FractionCSP3,13,maximize,0.4,100,4,True,0.028846153846153855,-43.93939393939394,0.425,True,C=CC=CCOc1ccccc1C(O)C(=O)O
MolecuLA raw OLS (seed-excluded),FractionCSP3,13,maximize,0.6,100,0,False,,,,,
MolecuLA raw OLS (seed-excluded),FractionCSP3,13,minimize,0.0,100,79,True,0.125,-150.0,0.05172413793103448,,O=C=C=C=C(C=C=C=C=C=C=CN=C=CO)OC=NC=O
MolecuLA raw OLS (seed-excluded),FractionCSP3,13,minimize,0.2,100,14,True,0.0625,-62.121212121212125,0.20930232558139536,False,O=C(OCc1ccccc1)OC(O)=Cc1ccccc1
MolecuLA raw OLS (seed-excluded),FractionCSP3,13,minimize,0.4,100,4,False,-0.028846153846153855,-43.93939393939394,0.425,True,C=CC=CCOc1ccccc1C(O)C(=O)O
MolecuLA raw OLS (seed-excluded),FractionCSP3,13,minimize,0.6,100,0,False,,,,,
MolecuLA raw OLS (seed-excluded),FractionCSP3,14,maximize,0.0,100,83,True,0.8106060606060607,150.0,0.01904761904761905,False,CCCC1CCOC1CC1CCCC1CCCC(C)CCCOCC[C@H](C)CCCC(C)(C)CCCC[CH]CCCCCC(C)C
MolecuLA raw OLS (seed-excluded),FractionCSP3,14,maximize,0.2,100,1,True,0.11111111111111119,22.72727272727272,0.5573770491803278,False,N#CC1C=CC=CC1N1CCc2oc(-c3ccccn3)nc2C1
MolecuLA raw OLS (seed-excluded),FractionCSP3,14,maximize,0.4,100,1,True,0.11111111111111119,22.72727272727272,0.5573770491803278,False,N#CC1C=CC=CC1N1CCc2oc(-c3ccccn3)nc2C1
MolecuLA raw OLS (seed-excluded),FractionCSP3,14,maximize,0.6,100,0,False,,,,,
MolecuLA raw OLS (seed-excluded),FractionCSP3,14,minimize,0.0,100,83,True,0.1666666666666666,-116.66666666666666,0.05405405405405406,False,C1=CC=C=NC2=NC(=NC=1)C=CC=CO2
MolecuLA raw OLS (seed-excluded),FractionCSP3,14,minimize,0.2,100,1,False,-0.11111111111111119,22.72727272727272,0.5573770491803278,False,N#CC1C=CC=CC1N1CCc2oc(-c3ccccn3)nc2C1
MolecuLA raw OLS (seed-excluded),FractionCSP3,14,minimize,0.4,100,1,False,-0.11111111111111119,22.72727272727272,0.5573770491803278,False,N#CC1C=CC=CC1N1CCc2oc(-c3ccccn3)nc2C1
MolecuLA raw OLS (seed-excluded),FractionCSP3,14,minimize,0.6,100,0,False,,,,,
MolecuLA raw OLS (seed-excluded),FractionCSP3,15,maximize,0.0,100,86,True,0.7857142857142858,56.06060606060606,0.05405405405405406,False,CCNCCC1C2CC(C2)CC2CN1OCC[C@H]2F
MolecuLA raw OLS (seed-excluded),FractionCSP3,15,maximize,0.2,100,6,True,0.2857142857142858,25.75757575757575,0.31746031746031744,False,CN1NCCC2C1C=CC[C@H]2c1ccnc(F)c1
MolecuLA raw OLS (seed-excluded),FractionCSP3,15,maximize,0.4,100,2,True,0.14285714285714296,22.72727272727272,0.43103448275862066,False,CN1NCCC2=C(c3ccnc(F)c3)CC=CC21
MolecuLA raw OLS (seed-excluded),FractionCSP3,15,maximize,0.6,100,0,False,,,,,
MolecuLA raw OLS (seed-excluded),FractionCSP3,15,minimize,0.0,100,86,True,0.2142857142857142,-150.0,0.06097560975609756,False,O=C=C1C=C=C=C=C=C=C=CC2=C=CC1=C=NC=C=CC=NC=NN2
MolecuLA raw OLS (seed-excluded),FractionCSP3,15,minimize,0.2,100,6,True,0.08095238095238086,-25.757575757575765,0.4727272727272727,False,CNN1CC=Cc2c(-c3ccnc(F)c3)cccc21
MolecuLA raw OLS (seed-excluded),FractionCSP3,15,minimize,0.4,100,2,True,0.08095238095238086,-25.757575757575765,0.4727272727272727,False,CNN1CC=Cc2c(-c3ccnc(F)c3)cccc21
MolecuLA raw OLS (seed-excluded),FractionCSP3,15,minimize,0.6,100,0,False,,,,,
MolecuLA raw OLS (seed-excluded),FractionCSP3,16,maximize,0.0,100,84,True,0.9411764705882353,89.3939393939394,0.012345679012345678,False,CC(C)CNCC1CC2CC[C@H](CC(C)C2)[C@@H]1C
MolecuLA raw OLS (seed-excluded),FractionCSP3,16,maximize,0.2,100,4,True,6.938893903907228e-18,-31.818181818181813,0.8490566037735849,True,NC(=O)Cn1ncc2cc(-c3c[nH]c4ccc(F)cc34)ccc21
MolecuLA raw OLS (seed-excluded),FractionCSP3,16,maximize,0.4,100,3,True,6.938893903907228e-18,-31.818181818181813,0.8490566037735849,True,NC(=O)Cn1ncc2cc(-c3c[nH]c4ccc(F)cc34)ccc21
MolecuLA raw OLS (seed-excluded),FractionCSP3,16,maximize,0.6,100,3,True,6.938893903907228e-18,-31.818181818181813,0.8490566037735849,True,NC(=O)Cn1ncc2cc(-c3c[nH]c4ccc(F)cc34)ccc21
MolecuLA raw OLS (seed-excluded),FractionCSP3,16,minimize,0.0,100,84,True,0.00619195046439628,-95.45454545454545,0.056179775280898875,,NOCN=CC=CN=C=CC=CC=C(C=CC=CC=C=O)N=CC=C=O
MolecuLA raw OLS (seed-excluded),FractionCSP3,16,minimize,0.2,100,4,True,0.0032679738562091457,-37.878787878787875,0.2289156626506024,False,NC=C(O)NN=CC=C1C=CCC(c2c[nH]c3ccc(F)cc23)=C1
MolecuLA raw OLS (seed-excluded),FractionCSP3,16,minimize,0.4,100,3,False,-6.938893903907228e-18,-31.818181818181813,0.8490566037735849,True,NC(=O)Cn1ncc2cc(-c3c[nH]c4ccc(F)cc34)ccc21
MolecuLA raw OLS (seed-excluded),FractionCSP3,16,minimize,0.6,100,3,False,-6.938893903907228e-18,-31.818181818181813,0.8490566037735849,True,NC(=O)Cn1ncc2cc(-c3c[nH]c4ccc(F)cc34)ccc21
MolecuLA raw OLS (seed-excluded),FractionCSP3,17,maximize,0.0,100,94,True,0.22439660795825178,150.0,0.013333333333333334,,CCCCC[CH]CCCCCCCCCC[CH]CCCCCCC(C)CCC(C)CCCC(C)CCCCC(C)CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC
MolecuLA raw OLS (seed-excluded),FractionCSP3,17,maximize,0.2,100,9,True,0.010822510822510845,19.69696969696969,0.36904761904761907,False,C[CH]C1CCC[C@H](N(C(=O)Nc2ncc(S(=O)(=O)NC(C)(C)C[SH]=O)o2)C2CCCCC2)C1
MolecuLA raw OLS (seed-excluded),FractionCSP3,17,maximize,0.4,100,1,False,-0.03463203463203457,16.666666666666657,0.7619047619047619,True,C[CH]C1CCC[C@H](N(C(=O)Nc2ncc(S(=O)(=O)NC(C)(C)C(=O)O)s2)C2CCCCC2)C1
MolecuLA raw OLS (seed-excluded),FractionCSP3,17,maximize,0.6,100,1,False,-0.03463203463203457,16.666666666666657,0.7619047619047619,True,C[CH]C1CCC[C@H](N(C(=O)Nc2ncc(S(=O)(=O)NC(C)(C)C(=O)O)s2)C2CCCCC2)C1
MolecuLA raw OLS (seed-excluded),FractionCSP3,17,minimize,0.0,100,94,True,0.7619047619047619,-150.0,0.05405405405405406,,NN=CC=CNN=CC=C=O
MolecuLA raw OLS (seed-excluded),FractionCSP3,17,minimize,0.2,100,9,True,0.06190476190476191,-19.69696969696969,0.30952380952380953,False,CC1CCCCN(C2CC[CH]CC2)C(=O)NC2=NC=C(S(=O)(=O)NC(C)(C)C(=O)O)[SH]21
MolecuLA raw OLS (seed-excluded),FractionCSP3,17,minimize,0.4,100,1,True,0.03463203463203457,16.666666666666657,0.7619047619047619,True,C[CH]C1CCC[C@H](N(C(=O)Nc2ncc(S(=O)(=O)NC(C)(C)C(=O)O)s2)C2CCCCC2)C1
