method,property,seed_id,seed_row_index,spearman_alpha_property,linear_slope_property_per_alpha,seed_moves_expected_direction,expected_sign_fraction_valid_candidates,valid_fraction,changed_from_seed_fraction_all,changed_from_seed_fraction_valid,median_seed_similarity,scaffold_retention_fraction,best_increase,best_decrease
MolecuLA raw OLS (seed-excluded),HBA,14,624425,0.9636127207678362,0.14633069306930696,True,0.87,1.0,0.87,0.87,0.06944444444444445,0.189873417721519,70.0,5.0
MolecuLA raw OLS (seed-excluded),HBA,15,418215,0.9650349310223575,0.08602574257425745,True,0.8,1.0,0.8,0.8,0.07100840336134454,0.2898550724637681,55.0,3.0
MolecuLA raw OLS (seed-excluded),HBA,16,397466,0.9656538122333165,0.07142376237623764,True,0.85,1.0,0.87,0.87,0.06698717948717949,0.16666666666666666,31.0,3.0
MolecuLA raw OLS (seed-excluded),HBA,17,602221,0.9156311692758679,0.06082178217821783,True,0.85,1.0,0.93,0.93,0.09109766637856526,0.0945945945945946,18.0,6.0
MolecuLA raw OLS (seed-excluded),HBA,18,160039,0.7593287078193998,0.050737290995622804,True,0.7448979591836735,0.98,0.87,0.8877551020408163,0.06557377049180328,0.16,19.0,5.0
MolecuLA raw OLS (seed-excluded),HBA,19,667072,0.8172596558855996,0.06621782178217822,True,0.77,1.0,0.89,0.89,0.04979338842975207,0.15492957746478872,47.0,6.0
MolecuLA raw OLS (seed-excluded),HBA,20,440554,0.6511695053473657,0.04647524752475249,True,0.68,1.0,0.92,0.92,0.1187279744923645,0.11428571428571428,44.0,8.0
MolecuLA raw OLS (seed-excluded),HBA,21,653586,0.7391337544674312,0.0458930693069307,True,0.7,1.0,0.9,0.9,0.08780696744717305,0.11904761904761904,50.0,4.0
MolecuLA raw OLS (seed-excluded),HBA,22,131256,0.9673344371404725,0.14394059405940596,True,0.85,1.0,0.85,0.85,0.0752853207398662,0.18072289156626506,83.0,3.0
MolecuLA raw OLS (seed-excluded),HBA,23,553961,0.9440029235373018,0.10651683168316833,True,0.79,1.0,0.81,0.81,0.1051904176904177,0.3793103448275862,54.0,4.0
MolecuLA raw OLS (seed-excluded),HBA,24,705329,0.9538443146442791,0.047326732673267334,True,0.75,1.0,0.77,0.77,0.08823529411764706,0.3709677419354839,17.0,2.0
MolecuLA raw OLS (seed-excluded),HBA,25,709496,0.9447718354622864,0.08562772277227723,True,0.83,1.0,0.88,0.88,0.09090909090909091,0.13953488372093023,48.0,4.0
MolecuLA raw OLS (seed-excluded),HBA,26,348626,0.9448176471826089,0.0692811881188119,True,0.81,1.0,0.85,0.85,0.058152173913043476,0.24193548387096775,31.0,4.0
MolecuLA raw OLS (seed-excluded),HBA,27,73191,0.9793768218141599,0.08222970297029704,True,0.83,1.0,0.85,0.85,0.10749299719887956,0.2361111111111111,18.0,4.0
MolecuLA raw OLS (seed-excluded),HBA,28,682034,0.9506298569884957,0.08690693069306932,True,0.83,1.0,0.83,0.83,0.12171717171717172,0.38461538461538464,57.0,5.0
MolecuLA raw OLS (seed-excluded),HBA,29,736200,0.9631136876804687,0.07332079207920793,True,0.82,1.0,0.82,0.82,0.0787343951786483,0.2608695652173913,43.0,3.0
MolecuLA raw OLS (seed-excluded),HBA,30,501789,0.960692325772244,0.09316435643564358,True,0.84,1.0,0.86,0.86,0.054299754299754296,0.19047619047619047,67.0,2.0
MolecuLA raw OLS (seed-excluded),HBA,31,519962,0.9403783902832187,0.12084950495049505,True,0.81,1.0,0.85,0.85,0.13043478260869565,0.23943661971830985,67.0,3.0
MolecuLA raw OLS (seed-excluded),HBA,32,584456,0.9551959537295203,0.05350891089108912,True,0.73,1.0,0.74,0.74,0.1362704918032787,0.37681159420289856,56.0,3.0
MolecuLA raw OLS (seed-excluded),HBA,33,357837,0.9597691938986964,0.06994653465346536,True,0.67,1.0,0.73,0.73,0.09615384615384616,0.4666666666666667,47.0,2.0
MolecuLA raw OLS (seed-excluded),HBA,34,775000,0.9592736725125888,0.09494851485148516,True,0.86,1.0,0.94,0.94,0.07189458045345908,0.06818181818181818,34.0,6.0
MolecuLA raw OLS (seed-excluded),HBA,35,569940,0.9529844842654979,0.0783881188118812,True,0.86,1.0,0.91,0.91,0.08264462809917356,0.1276595744680851,28.0,6.0
MolecuLA raw OLS (seed-excluded),HBA,36,50695,0.9682198893056632,0.1514851485148515,True,0.84,1.0,0.87,0.87,0.06377032520325204,0.16883116883116883,59.0,4.0
MolecuLA raw OLS (seed-excluded),HBA,37,604624,0.9374127909764632,0.07133861386138614,True,0.82,1.0,0.87,0.87,0.10526315789473684,0.14942528735632185,35.0,4.0
MolecuLA raw OLS (seed-excluded),HBA,38,352240,0.9008482093250418,0.058003960396039604,True,0.81,1.0,0.84,0.84,0.07669690860215053,0.18823529411764706,26.0,2.0
MolecuLA raw OLS (seed-excluded),HBA,39,681818,0.9635220445637745,0.06496831683168318,True,0.8,1.0,0.8,0.8,0.09362259755387303,0.3442622950819672,22.0,3.0
MolecuLA raw OLS (seed-excluded),HBA,40,433279,0.9530136159384027,0.07973267326732673,True,0.78,1.0,0.84,0.84,0.08695652173913043,0.20512820512820512,42.0,1.0
MolecuLA raw OLS (seed-excluded),HBA,41,180515,0.9707466706017359,0.07999801980198022,True,0.84,1.0,0.85,0.85,0.0971675845790716,0.24285714285714285,22.0,3.0
MolecuLA raw OLS (seed-excluded),HBA,42,68271,0.9313902930907909,0.07957425742574258,True,0.76,1.0,0.88,0.88,0.05525030525030525,0.2,36.0,3.0
MolecuLA raw OLS (seed-excluded),HBA,43,620859,0.916786734387336,0.05945544554455446,True,0.74,1.0,0.78,0.78,0.10589421783953384,0.4074074074074074,15.0,4.0
MolecuLA raw OLS (seed-excluded),HBA,44,614795,0.9630102521524903,0.08297821782178219,True,0.84,1.0,0.9,0.9,0.08196721311475409,0.12195121951219512,36.0,3.0
MolecuLA raw OLS (seed-excluded),HBA,45,145013,0.9734545584214023,0.07138019801980199,True,0.87,1.0,0.87,0.87,0.12277432712215322,0.16666666666666666,19.0,5.0
MolecuLA raw OLS (seed-excluded),HBA,46,294552,0.9595273558451466,0.0628930693069307,True,0.88,1.0,0.88,0.88,0.09302325581395349,0.26785714285714285,17.0,5.0
MolecuLA raw OLS (seed-excluded),HBA,47,101769,0.9751336109372041,0.10721386138613863,True,0.86,1.0,0.9,0.9,0.09090909090909091,0.19230769230769232,53.0,3.0
MolecuLA raw OLS (seed-excluded),HBA,48,74811,0.964359092320762,0.07412673267326733,True,0.83,1.0,0.84,0.84,0.10455486542443064,0.3,25.0,3.0
MolecuLA raw OLS (seed-excluded),HBA,49,657462,0.9783238672326093,0.07871683168316833,True,0.8,1.0,0.84,0.84,0.109375,0.19753086419753085,21.0,5.0
MolecuLA raw OLS (seed-excluded),TPSA,0,319669,0.8613867414617875,0.7765811089108913,True,0.71,1.0,0.84,0.84,0.07486845115534202,0.18604651162790697,262.03999999999996,41.99
MolecuLA raw OLS (seed-excluded),TPSA,1,407691,0.9531155078029373,1.015046277227723,True,0.82,1.0,0.82,0.82,0.06486676016830295,0.36923076923076925,275.4199999999999,47.04
MolecuLA raw OLS (seed-excluded),TPSA,2,357774,0.9539839780452694,0.7945520990099012,True,0.73,1.0,0.73,0.73,0.06957047791893527,0.627906976744186,268.32,12.89
MolecuLA raw OLS (seed-excluded),TPSA,3,70896,0.9286738682054679,0.7224566732673268,True,0.83,1.0,0.87,0.87,0.09722222222222222,0.1724137931034483,338.7400000000002,58.56
MolecuLA raw OLS (seed-excluded),TPSA,4,618350,0.5829142110455263,0.3747773069306931,True,0.63,1.0,0.87,0.87,0.0897640943622551,0.13978494623655913,164.89999999999995,77.4
MolecuLA raw OLS (seed-excluded),TPSA,5,771121,0.8441117755389382,0.7689781782178219,True,0.85,1.0,0.95,0.95,0.08186110265001523,0.05154639175257732,265.51,117.16
MolecuLA raw OLS (seed-excluded),TPSA,6,511472,0.9792019408475108,1.2307526930693071,True,0.95,1.0,0.96,0.96,0.10294117647058823,0.043478260869565216,193.67000000000007,125.11
MolecuLA raw OLS (seed-excluded),TPSA,7,556492,0.938577095068972,0.7047533663366337,True,0.71,1.0,0.71,0.71,0.07272727272727272,0.5689655172413793,247.51999999999998,71.93
MolecuLA raw OLS (seed-excluded),TPSA,8,219855,0.658877477192222,0.36481049504950497,True,0.7,1.0,0.79,0.79,0.1076923076923077,0.36363636363636365,232.91,49.77
MolecuLA raw OLS (seed-excluded),TPSA,9,354054,0.9084998039812321,0.5541817029702971,True,0.82,1.0,0.82,0.82,0.12903225806451613,0.42857142857142855,186.45999999999998,57.010000000000005
MolecuLA raw OLS (seed-excluded),TPSA,10,281634,0.8995912920201161,0.8864240594059407,True,0.83,1.0,0.85,0.85,0.0815140009492169,0.23529411764705882,259.04,96.11
MolecuLA raw OLS (seed-excluded),TPSA,11,538540,0.9270881532544658,0.3570546930693069,True,0.71,1.0,0.79,0.79,0.14285714285714285,0.3181818181818182,120.42999999999999,46.17
MolecuLA raw OLS (seed-excluded),TPSA,12,343969,0.9005149572451739,0.90620300990099,True,0.85,1.0,0.88,0.88,0.08825438027255028,0.18461538461538463,221.32999999999998,82.11
MolecuLA raw OLS (seed-excluded),TPSA,13,53955,0.9569252954362619,0.7940699009900991,True,0.76,1.0,0.76,0.76,0.07354925775978408,0.7254901960784313,280.07,77.76
MolecuLA raw OLS (seed-excluded),TPSA,14,624425,0.9621343034900294,1.175133584158416,True,0.83,1.0,0.83,0.83,0.08643815201192251,0.22727272727272727,318.9600000000001,65.95
MolecuLA raw OLS (seed-excluded),TPSA,15,418215,0.9639381242467615,0.7879418217821785,True,0.73,1.0,0.73,0.73,0.0770371835443038,0.3103448275862069,279.90999999999997,28.16
MolecuLA raw OLS (seed-excluded),TPSA,16,397466,0.9430229170545346,0.7671488910891091,True,0.85,1.0,0.85,0.85,0.08325086590796635,0.21951219512195122,160.02999999999997,76.7
MolecuLA raw OLS (seed-excluded),TPSA,17,602221,0.7609228812964209,0.6627298415841585,True,0.69,1.0,0.9,0.9,0.09221466364323508,0.15151515151515152,167.18000000000006,128.7
MolecuLA raw OLS (seed-excluded),TPSA,18,160039,0.6361772634992512,0.4710804752475249,True,0.68,1.0,0.85,0.85,0.08,0.1951219512195122,178.49,115.11
MolecuLA raw OLS (seed-excluded),TPSA,19,667072,0.9194433625342836,0.8551561980198022,True,0.82,1.0,0.85,0.85,0.05634920634920634,0.15463917525773196,285.93999999999994,42.74
MolecuLA raw OLS (seed-excluded),TPSA,20,440554,0.9284840092019001,1.090050712871287,True,0.95,1.0,0.93,0.93,0.11159003831417624,0.1111111111111111,265.31999999999994,95.34
MolecuLA raw OLS (seed-excluded),TPSA,21,653586,0.9607794021379987,0.7588728316831684,True,0.83,1.0,0.86,0.86,0.08247422680412371,0.15730337078651685,252.93999999999994,48.67
MolecuLA raw OLS (seed-excluded),TPSA,22,131256,0.901758102533701,0.6277345346534655,True,0.85,1.0,0.85,0.85,0.08189655172413793,0.2054794520547945,197.22999999999996,38.69
MolecuLA raw OLS (seed-excluded),TPSA,23,553961,0.9424171783021726,0.8196866732673269,True,0.76,1.0,0.76,0.76,0.13072453861927547,0.5,243.05,55.760000000000005
MolecuLA raw OLS (seed-excluded),TPSA,24,705329,0.9387371495075628,0.9003588910891088,True,0.67,1.0,0.74,0.74,0.0847723704866562,0.38961038961038963,304.54,17.07
MolecuLA raw OLS (seed-excluded),TPSA,25,709496,0.912039032098633,0.6654671485148516,True,0.82,1.0,0.87,0.87,0.10134304775280899,0.15476190476190477,289.3399999999999,66.84
MolecuLA raw OLS (seed-excluded),TPSA,26,348626,0.8673827056058824,0.8267949108910894,True,0.78,1.0,0.83,0.83,0.05555555555555555,0.22077922077922077,254.41999999999996,60.05
MolecuLA raw OLS (seed-excluded),TPSA,27,73191,0.9458868861907892,0.7288984158415841,True,0.86,1.0,0.86,0.86,0.11392405063291139,0.25287356321839083,183.82000000000002,52.6
MolecuLA raw OLS (seed-excluded),TPSA,28,682034,0.9556528985204381,0.9698390495049505,True,0.82,1.0,0.82,0.82,0.17574142724745134,0.5370370370370371,249.85999999999996,64.99
MolecuLA raw OLS (seed-excluded),TPSA,29,736200,0.9301383175258892,0.513748594059406,True,0.71,1.0,0.76,0.76,0.1,0.32,246.42,34.15
MolecuLA raw OLS (seed-excluded),TPSA,30,501789,0.9142666295913042,0.7423375049504952,True,0.82,1.0,0.85,0.85,0.07869142351900973,0.19148936170212766,336.31000000000006,36.15
MolecuLA raw OLS (seed-excluded),TPSA,31,519962,0.9640501726701423,0.9782736435643565,True,0.84,1.0,0.84,0.84,0.11764705882352941,0.2727272727272727,269.37,66.76
MolecuLA raw OLS (seed-excluded),TPSA,32,584456,0.9375027365095245,0.3441843366336634,True,0.7,1.0,0.73,0.73,0.09557208044617205,0.4057971014492754,179.09999999999997,45.4
MolecuLA raw OLS (seed-excluded),TPSA,33,357837,0.92084517080184,0.4092491089108912,True,0.73,1.0,0.73,0.73,0.07936507936507936,0.8148148148148148,177.60999999999996,18.46
MolecuLA raw OLS (seed-excluded),TPSA,34,775000,0.9285149912442946,0.8712785148514853,True,0.94,1.0,0.97,0.97,0.08888888888888889,0.03296703296703297,214.52999999999992,94.07
MolecuLA raw OLS (seed-excluded),TPSA,35,569940,0.8647475008795464,0.7854980594059409,True,0.75,1.0,0.87,0.87,0.07291666666666667,0.2112676056338028,176.75,87.66000000000001
MolecuLA raw OLS (seed-excluded),TPSA,36,50695,0.9292044902568647,0.47507643564356444,True,0.84,1.0,0.84,0.84,0.07246376811594203,0.18823529411764706,101.82,27.96
MolecuLA raw OLS (seed-excluded),TPSA,37,604624,0.9656548126361731,0.9348169306930694,True,0.84,1.0,0.84,0.84,0.09587104072398189,0.19753086419753085,278.86,42.43
MolecuLA raw OLS (seed-excluded),TPSA,38,352240,0.9435487512889579,0.8621908712871289,True,0.76,1.0,0.81,0.81,0.09761904761904762,0.2289156626506024,280.32000000000005,29.46
MolecuLA raw OLS (seed-excluded),TPSA,39,681818,0.6475096870187209,0.3419246534653466,True,0.57,1.0,0.76,0.76,0.11666666666666667,0.5344827586206896,159.23,55.400000000000006
MolecuLA raw OLS (seed-excluded),TPSA,40,433279,0.9377773617395666,0.8455060000000004,True,0.9,1.0,0.83,0.83,0.075,0.20481927710843373,331.35999999999996,20.31
MolecuLA raw OLS (seed-excluded),TPSA,41,180515,0.9678279510446569,0.8814320396039605,True,0.78,1.0,0.81,0.81,0.1,0.2631578947368421,242.67,35.53
MolecuLA raw OLS (seed-excluded),TPSA,42,68271,0.9730823007100959,0.9010248316831684,True,0.84,1.0,0.87,0.87,0.06105733432613552,0.19117647058823528,261.48,62.12
MolecuLA raw OLS (seed-excluded),TPSA,43,620859,0.87780874086619,0.3833092277227724,True,0.72,1.0,0.76,0.76,0.11764705882352941,0.43636363636363634,118.19999999999997,68.39
MolecuLA raw OLS (seed-excluded),TPSA,44,614795,0.9338698410237968,0.9732472673267327,True,0.81,1.0,0.86,0.86,0.07735042735042735,0.2028985507246377,387.53999999999985,46.53
MolecuLA raw OLS (seed-excluded),TPSA,45,145013,0.9413147591992256,0.778479188118812,True,0.83,1.0,0.83,0.83,0.11940298507462686,0.25,163.39999999999998,71.53
MolecuLA raw OLS (seed-excluded),TPSA,46,294552,0.8276752868628866,0.8203269108910893,True,0.79,1.0,0.87,0.87,0.08823529411764706,0.34,317.5300000000001,80.75
MolecuLA raw OLS (seed-excluded),TPSA,47,101769,0.9675960912989656,1.0315642970297032,True,0.84,1.0,0.87,0.87,0.10128205128205128,0.2638888888888889,243.79999999999995,68.87
MolecuLA raw OLS (seed-excluded),TPSA,48,74811,0.8918122769771166,0.3874220594059407,True,0.79,1.0,0.81,0.81,0.11864406779661017,0.38095238095238093,166.41999999999996,34.39
MolecuLA raw OLS (seed-excluded),TPSA,49,657462,0.9468668776218242,0.8738778019801982,True,0.79,1.0,0.81,0.81,0.1111111111111111,0.25609756097560976,204.54000000000002,78.25
MolecuLA raw OLS (seed-excluded),cLogP,0,319669,0.9572388567499551,0.05906514766336628,True,0.89,1.0,0.89,0.89,0.07968253968253969,0.13580246913580246,30.62810000000002,7.337500000000004
MolecuLA raw OLS (seed-excluded),cLogP,1,407691,0.9654391685039246,0.08847492300990097,True,0.83,1.0,0.83,0.83,0.06976744186046512,0.2857142857142857,41.86109999999986,4.4569
MolecuLA raw OLS (seed-excluded),cLogP,2,357774,0.9002358109867655,0.12437792918811834,True,0.64,1.0,0.68,0.68,0.05853797829811536,0.5409836065573771,56.217779999999635,2.24492
MolecuLA raw OLS (seed-excluded),cLogP,3,70896,0.9282251207210601,0.04511391083168321,True,0.9,1.0,0.9,0.9,0.1,0.17045454545454544,23.180630000000043,4.24251
MolecuLA raw OLS (seed-excluded),cLogP,4,618350,0.9356488653496818,0.05876028257425738,True,0.78,1.0,0.83,0.83,0.08547632963179427,0.22077922077922077,19.54490000000001,4.545699999999998
MolecuLA raw OLS (seed-excluded),cLogP,5,771121,0.9076348531804862,0.11326622538613831,True,0.91,1.0,0.96,0.96,0.08108766233766235,0.1044776119402985,51.517399999999704,4.768020000000001
MolecuLA raw OLS (seed-excluded),cLogP,6,511472,0.922552659362988,0.10083382645544532,True,0.82,1.0,0.96,0.96,0.11324786324786325,0.05,56.04089999999966,3.1226199999999986
MolecuLA raw OLS (seed-excluded),cLogP,7,556492,0.9430292842677843,0.05956250443564357,True,0.77,1.0,0.77,0.77,0.10336538461538461,0.3194444444444444,38.761819999999965,1.29568
MolecuLA raw OLS (seed-excluded),cLogP,8,219855,0.933910414978393,0.16024058261386065,True,0.88,1.0,0.88,0.88,0.10147912375959559,0.20634920634920634,56.15639999999958,6.311200000000003
MolecuLA raw OLS (seed-excluded),cLogP,9,354054,0.9132108584434453,0.09982467455445503,True,0.8,1.0,0.8,0.8,0.09941339919728312,0.35714285714285715,59.6226999999996,1.6818
MolecuLA raw OLS (seed-excluded),cLogP,10,281634,0.9045731851517383,0.0530202540990099,True,0.84,1.0,0.84,0.84,0.1236331569664903,0.25,18.16260000000002,6.037300000000001
MolecuLA raw OLS (seed-excluded),cLogP,11,538540,0.9319690597542005,0.05758634594059396,True,0.86,1.0,0.86,0.86,0.11627906976744186,0.25,58.08059999999959,4.0118
MolecuLA raw OLS (seed-excluded),cLogP,12,343969,0.9254275944446952,0.099373318732673,True,0.82,1.0,0.87,0.87,0.09491634491634492,0.2,52.024699999999676,6.097100000000002
MolecuLA raw OLS (seed-excluded),cLogP,13,53955,0.9477663917699074,0.05569992261386141,True,0.77,1.0,0.77,0.77,0.10668563300142248,0.4262295081967213,34.323400000000035,1.4469
MolecuLA raw OLS (seed-excluded),cLogP,14,624425,0.9715714851046632,0.07357671966336635,True,0.84,1.0,0.87,0.87,0.05970149253731343,0.2,33.423719999999996,4.201600000000002
MolecuLA raw OLS (seed-excluded),cLogP,15,418215,0.9294129190381423,0.1063477843762375,True,0.74,1.0,0.79,0.79,0.078125,0.3,47.18559999999979,4.2573
MolecuLA raw OLS (seed-excluded),cLogP,16,397466,0.9094488428632823,0.055358147346534596,True,0.81,1.0,0.83,0.83,0.07415553809897879,0.26153846153846155,45.24089999999981,5.276599999999999
MolecuLA raw OLS (seed-excluded),cLogP,17,602221,0.9215618413734794,0.11554672405940587,True,0.75,1.0,0.84,0.84,0.09402626925991411,0.20512820512820512,49.19789999999972,8.57062
MolecuLA raw OLS (seed-excluded),cLogP,18,160039,0.9551747298797745,0.07558907546534657,True,0.9,1.0,0.91,0.91,0.10741758241758242,0.18181818181818182,34.31161999999998,6.491310000000001
MolecuLA raw OLS (seed-excluded),cLogP,19,667072,0.9011679802480884,0.07516378417821779,True,0.8,1.0,0.88,0.88,0.039473684210526314,0.18309859154929578,41.63009999999983,6.918420000000003
MolecuLA raw OLS (seed-excluded),cLogP,20,440554,0.9688838486621976,0.15380526839603892,True,0.89,1.0,0.89,0.89,0.10638297872340426,0.1774193548387097,55.22089999999958,7.845400000000002
MolecuLA raw OLS (seed-excluded),cLogP,21,653586,0.9478318415778709,0.10919611354455429,True,0.79,1.0,0.88,0.88,0.07462686567164178,0.14457831325301204,41.24379999999982,7.753700000000005
MolecuLA raw OLS (seed-excluded),cLogP,22,131256,0.9215321024172984,0.06418598219801981,True,0.85,1.0,0.87,0.87,0.0904995904995905,0.208955223880597,39.20477999999989,6.526000000000003
MolecuLA raw OLS (seed-excluded),cLogP,23,553961,0.9731673350630562,0.06812215809900982,True,0.83,1.0,0.83,0.83,0.08333333333333333,0.31666666666666665,43.345689999999856,3.6663999999999985
MolecuLA raw OLS (seed-excluded),cLogP,24,705329,0.8377468487408698,0.03420169039603962,True,0.69,1.0,0.74,0.74,0.08695652173913043,0.5416666666666666,8.476089999999974,5.002900000000002
MolecuLA raw OLS (seed-excluded),cLogP,25,709496,0.9432251515260801,0.058494567207920796,True,0.81,1.0,0.84,0.84,0.10876232201533406,0.17391304347826086,29.74560000000006,5.974500000000004
MolecuLA raw OLS (seed-excluded),cLogP,26,348626,0.96876442483573,0.10653468766336605,True,0.84,1.0,0.88,0.88,0.057692307692307696,0.1935483870967742,51.187999999999704,4.868700000000001
MolecuLA raw OLS (seed-excluded),cLogP,27,73191,0.9146612956655937,0.0781319269504949,True,0.8,1.0,0.84,0.84,0.10416666666666667,0.3392857142857143,54.65229999999959,5.928900000000004
MolecuLA raw OLS (seed-excluded),cLogP,28,682034,0.9669723833959116,0.0935031101980196,True,0.83,1.0,0.83,0.83,0.1951219512195122,0.2923076923076923,48.62418999999977,3.1836
MolecuLA raw OLS (seed-excluded),cLogP,29,736200,0.9634798932180659,0.04974577695049504,True,0.78,1.0,0.78,0.78,0.07752403846153846,0.3384615384615385,37.80269999999992,3.499500000000001
MolecuLA raw OLS (seed-excluded),cLogP,30,501789,0.882735365116992,0.08396880974257444,True,0.83,1.0,0.86,0.86,0.08888888888888889,0.24285714285714285,27.590220000000066,6.839700000000004
MolecuLA raw OLS (seed-excluded),cLogP,31,519962,0.8998354003926392,0.033758482376237645,True,0.8,1.0,0.84,0.84,0.09569597069597069,0.30303030303030304,28.01669000000011,3.764300000000001
MolecuLA raw OLS (seed-excluded),cLogP,32,584456,0.97628507751826,0.05406314596039603,True,0.79,1.0,0.79,0.79,0.12280701754385964,0.5,38.598569999999945,2.9064
MolecuLA raw OLS (seed-excluded),cLogP,33,357837,0.9697724786418029,0.058017607128712775,True,0.77,1.0,0.77,0.77,0.10416666666666667,0.46296296296296297,45.162289999999814,2.9883000000000006
MolecuLA raw OLS (seed-excluded),cLogP,34,775000,0.9113162855422663,0.049342261188118804,True,0.92,1.0,1.0,1.0,0.07608695652173914,0.0,18.42489000000002,6.312420000000003
MolecuLA raw OLS (seed-excluded),cLogP,35,569940,0.9280115955386462,0.07271619954455431,True,0.84,1.0,0.9,0.9,0.06779661016949153,0.15294117647058825,47.01309999999979,3.87522
MolecuLA raw OLS (seed-excluded),cLogP,36,50695,0.9715623820118215,0.08499858152475237,True,0.81,1.0,0.82,0.82,0.08510125361620058,0.2465753424657534,46.257299999999766,5.409500000000001
MolecuLA raw OLS (seed-excluded),cLogP,37,604624,0.9712831124242959,0.12267119320792036,True,0.87,1.0,0.87,0.87,0.10197563874034463,0.17567567567567569,51.28379999999966,7.172000000000006
MolecuLA raw OLS (seed-excluded),cLogP,38,352240,0.9607164853747406,0.07031680942574252,True,0.82,1.0,0.82,0.82,0.09740670461733081,0.23684210526315788,39.686869999999885,5.310000000000003
MolecuLA raw OLS (seed-excluded),cLogP,39,681818,0.8849817909085159,0.035653286851485146,True,0.76,1.0,0.8,0.8,0.0851063829787234,0.35714285714285715,12.594599999999971,1.7562999999999995
MolecuLA raw OLS (seed-excluded),cLogP,40,433279,0.894219096562875,0.08288011726732647,True,0.82,1.0,0.83,0.83,0.1,0.26153846153846155,53.216779999999666,4.416920000000001
MolecuLA raw OLS (seed-excluded),cLogP,41,180515,0.9628964280538617,0.07326394445544544,True,0.85,1.0,0.85,0.85,0.1,0.20833333333333334,42.50977999999983,6.417220000000004
MolecuLA raw OLS (seed-excluded),cLogP,42,68271,0.9550206210496059,0.10715396235643537,True,0.83,1.0,0.84,0.84,0.09648889479984041,0.22535211267605634,52.95330999999963,7.207780000000002
MolecuLA raw OLS (seed-excluded),cLogP,43,620859,0.9202175494486882,0.06276542433663351,True,0.75,1.0,0.76,0.76,0.11904761904761904,0.4067796610169492,57.827499999999596,3.6105
MolecuLA raw OLS (seed-excluded),cLogP,44,614795,0.9591835884003223,0.1183379127524751,True,0.84,1.0,0.86,0.86,0.07496989160979525,0.23684210526315788,43.170099999999785,7.321200000000005
MolecuLA raw OLS (seed-excluded),cLogP,45,145013,0.8358843674844176,0.0967566697623759,True,0.72,1.0,0.81,0.81,0.08696309739866909,0.2878787878787879,56.11259999999961,4.651200000000001
MolecuLA raw OLS (seed-excluded),cLogP,46,294552,0.9399964448982334,0.05011212748514849,True,0.88,1.0,0.88,0.88,0.10186786579038395,0.26153846153846155,11.291399999999971,5.168600000000001
MolecuLA raw OLS (seed-excluded),cLogP,47,101769,0.9735953760250797,0.08945427415841566,True,0.9,1.0,0.9,0.9,0.09433962264150944,0.2153846153846154,49.03989999999973,5.626520000000003
MolecuLA raw OLS (seed-excluded),cLogP,48,74811,0.9807590610172732,0.14209260138613805,True,0.85,1.0,0.85,0.85,0.12238567883729173,0.22058823529411764,49.049299999999675,8.159300000000005
MolecuLA raw OLS (seed-excluded),cLogP,49,657462,0.9164749619683302,0.08530829647524722,True,0.73,1.0,0.79,0.79,0.08823529411764706,0.25925925925925924,54.41850999999962,5.585280000000003
MolecuLA raw OLS (seed-excluded),BertzCT,0,319669,0.7960487691795068,10.097798208862372,True,0.79,1.0,0.93,0.93,0.0625,0.12698412698412698,5938.007962222075,1057.4394771552415
MolecuLA raw OLS (seed-excluded),BertzCT,1,407691,0.930307782152668,13.42846527955692,True,0.82,1.0,0.88,0.88,0.06666666666666667,0.24528301886792453,7025.395775796108,465.6519131322054
MolecuLA raw OLS (seed-excluded),BertzCT,2,357774,0.9573895053829146,9.682185080137755,True,0.82,1.0,0.82,0.82,0.06261902094768679,0.3103448275862069,6630.988598343341,188.9847279786199
MolecuLA raw OLS (seed-excluded),BertzCT,3,70896,0.8175731532365501,5.374087213771513,True,0.7,1.0,0.9,0.9,0.06803035912624954,0.16176470588235295,3038.4912504037743,570.5608031804463
MolecuLA raw OLS (seed-excluded),BertzCT,4,618350,0.9262557768332094,13.495805039263407,True,0.7,1.0,0.88,0.88,0.10063291139240507,0.1935483870967742,4752.825794989433,790.8786094157111
MolecuLA raw OLS (seed-excluded),BertzCT,5,771121,0.9628688274730376,18.576737416944535,True,0.8,1.0,0.97,0.97,0.06424492385786802,0.036585365853658534,5491.361283158946,1135.404562334442
MolecuLA raw OLS (seed-excluded),BertzCT,6,511472,0.9775933799982315,16.23060312801088,True,0.82,1.0,0.97,0.97,0.08641975308641975,0.06349206349206349,7208.686266745477,1047.085601071834
MolecuLA raw OLS (seed-excluded),BertzCT,7,556492,0.928036452361555,6.049058599904695,True,0.85,1.0,0.85,0.85,0.0967741935483871,0.3,5644.9890973915835,289.3968869531214
MolecuLA raw OLS (seed-excluded),BertzCT,8,219855,0.9872266932446618,15.303929926920478,True,0.93,1.0,0.93,0.93,0.10638297872340426,0.1111111111111111,4191.0448333829445,535.9059719507594
MolecuLA raw OLS (seed-excluded),BertzCT,9,354054,0.9793975775237935,9.169652921949359,True,0.88,1.0,0.79,0.79,0.11764705882352941,0.35,5159.628880527076,252.75695604655328
MolecuLA raw OLS (seed-excluded),BertzCT,10,281634,0.9277975611617507,6.717912045832918,True,0.76,1.0,0.85,0.85,0.08130618720253834,0.23076923076923078,3404.1506139355674,1002.368084172644
