property,alpha,latent_displacement,paired_seeds,raw_valid_fraction,chemspace_valid_fraction,raw_median_expected_improvement,chemspace_median_expected_improvement,median_improvement_difference_chemspace_minus_raw,raw_median_seed_similarity,chemspace_median_seed_similarity
FractionCSP3,71.21212121212122,71.21212121212122,50,1.0,1.0,0.6215201465201465,0.7142857142857143,0.08333333333333337,0.07878411910669975,0.0325224748810153
FractionCSP3,74.24242424242425,74.24242424242425,50,1.0,1.0,0.6284325889164599,0.7142857142857143,0.0526315789473685,0.06937568756875688,0.0325224748810153
FractionCSP3,77.27272727272728,77.27272727272728,50,1.0,1.0,0.637948717948718,0.7142857142857143,0.0526315789473685,0.06879648411088574,0.0325224748810153
FractionCSP3,80.30303030303031,80.30303030303031,50,1.0,1.0,0.6848739495798319,0.7142857142857143,0.05012531328320807,0.07504928189242466,0.0325224748810153
FractionCSP3,83.33333333333334,83.33333333333334,50,1.0,1.0,0.6573015873015873,0.7142857142857143,0.041739130434782584,0.06716791979949874,0.0325224748810153
FractionCSP3,86.36363636363637,86.36363636363637,50,1.0,1.0,0.6715261862320686,0.7142857142857143,0.03637566137566134,0.06666666666666667,0.0325224748810153
FractionCSP3,89.3939393939394,89.3939393939394,50,1.0,1.0,0.6772030651340997,0.7142857142857143,0.03448275862068961,0.06299603174603174,0.0325224748810153
FractionCSP3,92.42424242424244,92.42424242424244,50,1.0,1.0,0.6823734236777715,0.7142857142857143,0.033333333333333326,0.06774475524475523,0.0325224748810153
FractionCSP3,95.45454545454544,95.45454545454544,50,1.0,1.0,0.6573015873015873,0.7142857142857143,0.030017921146953397,0.06539558089807555,0.0325224748810153
FractionCSP3,98.48484848484847,98.48484848484847,50,1.0,1.0,0.6832792207792209,0.7142857142857143,0.033333333333333326,0.06447368421052632,0.0325224748810153
FractionCSP3,101.5151515151515,101.5151515151515,50,1.0,1.0,0.6832792207792209,0.7142857142857143,0.032795698924731165,0.06060828680575962,0.0325224748810153
FractionCSP3,104.54545454545453,104.54545454545453,50,1.0,1.0,0.6721153846153847,0.7142857142857143,0.030776515151515138,0.05843860248093775,0.0325224748810153
FractionCSP3,107.57575757575756,107.57575757575756,50,1.0,1.0,0.6568627450980392,0.7142857142857143,0.035897435897435936,0.062198649951783994,0.0325224748810153
FractionCSP3,110.60606060606062,110.60606060606062,50,1.0,1.0,0.6568627450980392,0.7142857142857143,0.0318181818181818,0.054804804804804805,0.0325224748810153
FractionCSP3,113.63636363636363,113.63636363636363,50,1.0,1.0,0.6705128205128206,0.7142857142857143,0.028991596638655526,0.059190249369571304,0.0325224748810153
FractionCSP3,116.66666666666669,116.66666666666669,50,1.0,1.0,0.6708333333333334,0.7142857142857143,0.02638888888888885,0.05613048368953881,0.0325224748810153
FractionCSP3,119.69696969696969,119.69696969696969,50,1.0,1.0,0.6483410138248848,0.7142857142857143,0.02867420349434739,0.05918367346938776,0.0325224748810153
FractionCSP3,122.72727272727275,122.72727272727275,50,1.0,1.0,0.6443140193140193,0.7142857142857143,0.029966329966329974,0.049281521959117586,0.0325224748810153
FractionCSP3,125.75757575757575,125.75757575757575,50,1.0,1.0,0.6454401454401455,0.7142857142857143,0.04081632653061229,0.052289815447710185,0.0325224748810153
FractionCSP3,128.7878787878788,128.7878787878788,50,1.0,1.0,0.641969696969697,0.7142857142857143,0.026334026334026317,0.050031269543464665,0.0325224748810153
FractionCSP3,131.8181818181818,131.8181818181818,50,1.0,1.0,0.641969696969697,0.7142857142857143,0.014653784219001653,0.056933744221879815,0.0325224748810153
FractionCSP3,134.84848484848487,134.84848484848487,50,1.0,1.0,0.6486013986013986,0.7142857142857143,0.013379273313048168,0.052289815447710185,0.0325224748810153
FractionCSP3,137.87878787878788,137.87878787878788,50,1.0,1.0,0.6769904914652308,0.7142857142857143,0.013699272812573299,0.05321557971014493,0.0325224748810153
FractionCSP3,140.90909090909088,140.90909090909088,50,1.0,1.0,0.6791424093148231,0.7142857142857143,0.0,0.042403356308061135,0.0325224748810153
FractionCSP3,143.93939393939394,143.93939393939394,50,1.0,1.0,0.6961538461538461,0.7142857142857143,0.0,0.04365079365079365,0.0325224748810153
FractionCSP3,146.96969696969694,146.96969696969694,50,1.0,1.0,0.6961538461538461,0.7142857142857143,0.0,0.04196009389671361,0.0325224748810153
FractionCSP3,150.0,150.0,50,1.0,1.0,0.7105052481764811,0.7142857142857143,0.0,0.04411764705882353,0.0325224748810153
HBA,-150.0,150.0,50,1.0,1.0,4.0,4.0,0.0,0.02128623188405797,0.0325224748810153
HBA,-146.96969696969697,146.96969696969697,50,1.0,1.0,4.0,4.0,0.0,0.02128623188405797,0.0325224748810153
HBA,-143.93939393939394,143.93939393939394,50,1.0,1.0,4.0,4.0,0.0,0.021980676328502417,0.0325224748810153
HBA,-140.9090909090909,140.9090909090909,50,0.98,1.0,4.0,4.0,0.0,0.023809523809523808,0.0325224748810153
HBA,-137.87878787878788,137.87878787878788,50,0.98,1.0,4.0,4.0,0.0,0.023809523809523808,0.0325224748810153
HBA,-134.84848484848484,134.84848484848484,50,1.0,1.0,4.0,4.0,0.0,0.023268398268398268,0.0325224748810153
HBA,-131.8181818181818,131.8181818181818,50,1.0,1.0,4.0,4.0,0.0,0.025657894736842105,0.0325224748810153
HBA,-128.78787878787878,128.78787878787878,50,1.0,1.0,4.0,4.0,0.0,0.02667140825035562,0.0325224748810153
HBA,-125.75757575757575,125.75757575757575,50,1.0,1.0,4.0,4.0,0.0,0.02667140825035562,0.0325224748810153
HBA,-122.72727272727272,122.72727272727272,50,1.0,1.0,4.0,4.0,0.0,0.03603896103896104,0.0325224748810153
HBA,-119.69696969696969,119.69696969696969,50,1.0,1.0,4.0,4.0,0.0,0.02667140825035562,0.0325224748810153
HBA,-116.66666666666666,116.66666666666666,50,1.0,1.0,4.0,4.0,0.0,0.03704974271012007,0.0325224748810153
HBA,-113.63636363636364,113.63636363636364,50,1.0,1.0,4.0,4.0,0.0,0.038098693759071114,0.0325224748810153
HBA,-110.60606060606061,110.60606060606061,50,1.0,1.0,4.0,4.0,0.0,0.04195804195804196,0.0325224748810153
HBA,-107.57575757575758,107.57575757575758,50,1.0,1.0,4.0,4.0,0.0,0.045233835931510355,0.0325224748810153
HBA,-104.54545454545455,104.54545454545455,50,1.0,1.0,4.0,4.0,0.0,0.045233835931510355,0.0325224748810153
HBA,-101.51515151515152,101.51515151515152,50,1.0,1.0,4.0,4.0,0.0,0.0476460578559274,0.0325224748810153
HBA,-98.48484848484848,98.48484848484848,50,1.0,1.0,4.0,4.0,0.0,0.05084745762711865,0.0325224748810153
HBA,-95.45454545454545,95.45454545454545,50,1.0,1.0,4.0,4.0,0.0,0.054563492063492064,0.0325224748810153
HBA,-92.42424242424242,92.42424242424242,50,1.0,1.0,4.0,4.0,0.0,0.05358851674641148,0.0325224748810153
HBA,-89.39393939393939,89.39393939393939,50,1.0,1.0,4.0,4.0,0.0,0.06173780487804878,0.0325224748810153
HBA,-86.36363636363637,86.36363636363637,50,1.0,1.0,4.0,4.0,0.0,0.06299603174603174,0.0325224748810153
HBA,-83.33333333333333,83.33333333333333,50,1.0,1.0,4.0,4.0,0.0,0.059754738015607586,0.0325224748810153
HBA,-80.3030303030303,80.3030303030303,50,1.0,1.0,4.0,4.0,0.0,0.06061997703788749,0.0325224748810153
HBA,-77.27272727272728,77.27272727272728,50,1.0,1.0,4.0,4.0,0.0,0.0639036341363822,0.0325224748810153
HBA,-74.24242424242425,74.24242424242425,50,1.0,1.0,4.0,4.0,0.0,0.06356046323727443,0.0325224748810153
HBA,-71.21212121212122,71.21212121212122,50,1.0,1.0,3.5,4.0,0.0,0.07009498853586636,0.0325224748810153
HBA,-68.18181818181819,68.18181818181819,50,1.0,1.0,3.0,4.0,0.0,0.07269021739130435,0.0325224748810153
HBA,-65.15151515151516,65.15151515151516,50,1.0,1.0,3.0,4.0,0.0,0.07692307692307693,0.0325224748810153
HBA,-62.121212121212125,62.121212121212125,50,1.0,1.0,3.0,4.0,0.0,0.07742257742257742,0.0325224748810153
HBA,-59.09090909090909,59.09090909090909,50,1.0,1.0,3.0,4.0,0.0,0.08031326781326781,0.03398617511520735
HBA,-56.06060606060606,56.06060606060606,50,1.0,1.0,3.0,4.0,1.0,0.08695987654320987,0.0325224748810153
HBA,-53.03030303030303,53.03030303030303,50,1.0,1.0,3.0,4.0,1.0,0.10063291139240507,0.0363636363636363
HBA,-50.0,50.0,50,1.0,1.0,3.0,4.0,1.0,0.10787898936170212,0.032258064516129
HBA,-46.96969696969697,46.96969696969697,50,1.0,1.0,3.0,4.0,1.0,0.10724554341575618,0.03149801587301585
HBA,-43.93939393939394,43.93939393939394,50,1.0,1.0,2.0,4.0,1.5,0.1111111111111111,0.0306217858812529
HBA,-40.90909090909091,40.90909090909091,50,1.0,1.0,2.0,4.0,2.0,0.14247311827956988,0.0301587301587301
HBA,-37.878787878787875,37.878787878787875,50,1.0,1.0,2.0,4.0,2.0,0.16954022988505746,0.02923602219376865
HBA,-34.848484848484844,34.848484848484844,50,1.0,1.0,1.0,4.0,2.0,0.22517605633802817,0.02478580171358625
HBA,-31.818181818181813,31.818181818181813,50,1.0,1.0,1.0,4.0,3.0,0.31333333333333335,0.024448419797256947
HBA,-28.787878787878782,28.787878787878782,50,1.0,1.0,1.0,4.0,3.0,0.3944188722669736,0.0247252747252747
HBA,-25.757575757575765,25.757575757575765,50,1.0,1.0,-0.0,4.0,3.0,0.5151515151515151,0.031024531024531003
HBA,-22.727272727272734,22.727272727272734,50,1.0,0.98,-0.0,4.0,3.0,1.0,0.037037037037037
HBA,-19.69696969696969,19.69696969696969,50,1.0,0.96,-0.0,4.0,4.0,1.0,0.0325224748810153
HBA,-16.666666666666657,16.666666666666657,50,1.0,0.94,-0.0,4.0,4.0,1.0,0.0416666666666666
HBA,-13.636363636363626,13.636363636363626,50,1.0,0.94,-0.0,4.0,4.0,1.0,0.0612244897959183
HBA,-10.606060606060595,10.606060606060595,50,1.0,1.0,-0.0,4.0,4.0,1.0,0.06723163841807905
HBA,-7.575757575757564,7.575757575757564,50,1.0,1.0,-0.0,3.0,3.0,1.0,0.1094017094017094
HBA,-4.545454545454561,4.545454545454561,50,1.0,1.0,-0.0,2.0,2.0,1.0,0.21333838575217878
HBA,-1.5151515151515298,1.5151515151515298,50,1.0,1.0,-0.0,-0.0,0.0,1.0,1.0
HBA,1.5151515151515014,1.5151515151515014,50,1.0,1.0,0.0,0.0,0.0,1.0,1.0
HBA,4.5454545454545325,4.5454545454545325,50,1.0,1.0,0.0,4.0,4.0,1.0,0.1658576051779935
HBA,7.575757575757564,7.575757575757564,50,1.0,1.0,0.0,6.0,6.0,1.0,0.10817445380901725
HBA,10.606060606060595,10.606060606060595,50,1.0,1.0,0.0,10.0,10.0,1.0,0.0840336134453781
HBA,13.636363636363626,13.636363636363626,50,1.0,1.0,0.0,13.0,13.0,1.0,0.0777777777777777
HBA,16.666666666666657,16.666666666666657,50,1.0,1.0,0.0,15.5,14.5,1.0,0.06511768778123915
HBA,19.69696969696969,19.69696969696969,50,1.0,1.0,1.0,22.0,21.5,0.6397849462365591,0.0563492063492063
HBA,22.72727272727272,22.72727272727272,50,1.0,1.0,1.0,21.0,20.0,0.5465350523771153,0.04809470958194595
HBA,25.75757575757575,25.75757575757575,50,1.0,1.0,2.0,26.5,25.0,0.4275210084033613,0.043167701863354
HBA,28.787878787878782,28.787878787878782,50,1.0,1.0,2.0,36.0,34.0,0.38054298642533935,0.0401612903225806
HBA,31.818181818181813,31.818181818181813,50,1.0,1.0,2.0,119.5,116.5,0.25543215837759536,0.034090909090909
HBA,34.848484848484844,34.848484848484844,50,1.0,1.0,3.0,136.5,132.5,0.23074229691876752,0.027027027027027
HBA,37.878787878787875,37.878787878787875,50,1.0,1.0,3.5,146.0,142.5,0.20830969937606353,0.028577260665441903
HBA,40.90909090909091,40.90909090909091,50,1.0,1.0,4.0,149.0,145.0,0.16614635364635366,0.028219395866454652
HBA,43.93939393939394,43.93939393939394,50,1.0,1.0,4.0,150.0,146.0,0.1617104183757178,0.0303030303030303
HBA,46.96969696969697,46.96969696969697,50,1.0,1.0,4.0,150.0,146.0,0.13533719865730853,0.0298507462686567
HBA,50.0,50.0,50,1.0,1.0,6.0,150.0,145.0,0.1174731182795699,0.0303030303030303
HBA,53.03030303030303,53.03030303030303,50,1.0,1.0,6.0,150.0,144.0,0.114937106918239,0.0294372294372294
HBA,56.06060606060606,56.06060606060606,50,1.0,1.0,6.0,150.0,144.0,0.115114411882778,0.0298573975044563
HBA,59.09090909090909,59.09090909090909,50,1.0,1.0,7.0,150.0,143.0,0.11237244897959184,0.027027027027027
HBA,62.121212121212125,62.121212121212125,50,1.0,1.0,8.0,150.0,142.5,0.10373025652514842,0.0263340263340263
HBA,65.15151515151516,65.15151515151516,50,1.0,1.0,7.5,150.0,143.0,0.10417797069994574,0.02200193423597675
HBA,68.18181818181819,68.18181818181819,50,1.0,1.0,7.0,150.0,143.0,0.09825934323118554,0.02084237950499345
HBA,71.21212121212122,71.21212121212122,50,1.0,1.0,7.5,150.0,142.0,0.09812311582223086,0.02020408163265305
HBA,74.24242424242425,74.24242424242425,50,1.0,1.0,9.0,150.0,141.0,0.08803271631510977,0.019803921568627453
HBA,77.27272727272728,77.27272727272728,50,1.0,1.0,9.0,150.0,140.0,0.07898841354723707,0.019803921568627453
HBA,80.30303030303031,80.30303030303031,50,1.0,1.0,9.5,150.0,141.0,0.0749198717948718,0.0196078431372549
HBA,83.33333333333334,83.33333333333334,50,1.0,1.0,9.0,150.0,141.0,0.07901352288488211,0.01801948051948045
HBA,86.36363636363637,86.36363636363637,50,1.0,1.0,9.5,150.0,141.0,0.0784928492849285,0.0178571428571428
HBA,89.3939393939394,89.3939393939394,50,1.0,1.0,10.0,150.0,140.0,0.07961972667855022,0.0177005012531328
HBA,92.42424242424244,92.42424242424244,50,1.0,1.0,11.0,150.0,140.0,0.07937668766876688,0.0173926194797338
HBA,95.45454545454544,95.45454545454544,50,1.0,1.0,9.0,150.0,140.5,0.07789745145631068,0.0173926194797338
HBA,98.48484848484847,98.48484848484847,50,1.0,1.0,11.0,150.0,139.0,0.07407614781634939,0.0172465060957478
HBA,101.5151515151515,101.5151515151515,50,1.0,1.0,11.0,150.0,138.5,0.07591036414565827,0.0172465060957478
HBA,104.54545454545453,104.54545454545453,50,1.0,1.0,12.0,150.0,137.0,0.07295468369829683,0.0172413793103448
HBA,107.57575757575756,107.57575757575756,50,1.0,1.0,11.0,150.0,138.0,0.07179663345929234,0.0173926194797338
HBA,110.60606060606062,110.60606060606062,50,1.0,1.0,14.0,150.0,136.0,0.07142857142857142,0.0173926194797338
HBA,113.63636363636363,113.63636363636363,50,1.0,1.0,13.0,150.0,137.0,0.06685288640595903,0.0171052631578947
HBA,116.66666666666669,116.66666666666669,50,1.0,1.0,15.0,150.0,135.0,0.0645169578622816,0.0171052631578947
HBA,119.69696969696969,119.69696969696969,50,1.0,1.0,15.0,150.0,135.0,0.06374603174603174,0.0171052631578947
HBA,122.72727272727275,122.72727272727275,50,1.0,1.0,12.5,150.0,137.5,0.06477838971938107,0.0171052631578947
HBA,125.75757575757575,125.75757575757575,50,1.0,1.0,16.0,150.0,133.0,0.06716791979949874,0.0171052631578947
HBA,128.7878787878788,128.7878787878788,50,1.0,1.0,15.5,150.0,135.0,0.057256554307116105,0.016397849462365548
HBA,131.8181818181818,131.8181818181818,50,1.0,1.0,13.0,150.0,135.0,0.0603030303030303,0.016397849462365548
HBA,134.84848484848487,134.84848484848487,50,1.0,1.0,15.0,150.0,134.5,0.06073781291172596,0.016397849462365548
HBA,137.87878787878788,137.87878787878788,50,1.0,1.0,17.0,150.0,133.0,0.059500110595001106,0.016397849462365548
HBA,140.90909090909088,140.90909090909088,50,1.0,1.0,16.0,150.0,134.5,0.06194859992328347,0.016397849462365548
HBA,143.93939393939394,143.93939393939394,50,1.0,1.0,20.5,150.0,129.5,0.05201569264069264,0.016397849462365548
HBA,146.96969696969694,146.96969696969694,50,1.0,1.0,20.0,150.0,130.0,0.061004784688995214,0.016397849462365548
HBA,150.0,150.0,50,1.0,1.0,19.5,150.0,130.0,0.0551302977430067,0.016397849462365548
HeavyAtomCount,-150.0,150.0,50,0.82,0.0,23.0,,,0.0,
HeavyAtomCount,-146.96969696969697,146.96969696969697,50,0.82,0.0,23.0,,,0.0,
HeavyAtomCount,-143.93939393939394,143.93939393939394,50,0.82,0.0,23.0,,,0.0,
HeavyAtomCount,-140.9090909090909,140.9090909090909,50,0.84,0.0,23.0,,,0.0,
HeavyAtomCount,-137.87878787878788,137.87878787878788,50,0.84,0.0,23.0,,,0.0,
HeavyAtomCount,-134.84848484848484,134.84848484848484,50,0.84,0.0,23.0,,,0.0,
HeavyAtomCount,-131.8181818181818,131.8181818181818,50,0.84,0.0,23.0,,,0.0,
HeavyAtomCount,-128.78787878787878,128.78787878787878,50,0.84,0.0,23.0,,,0.0,
HeavyAtomCount,-125.75757575757575,125.75757575757575,50,0.86,0.0,23.0,,,0.0,
HeavyAtomCount,-122.72727272727272,122.72727272727272,50,0.86,0.0,23.0,,,0.0,
HeavyAtomCount,-119.69696969696969,119.69696969696969,50,0.86,0.0,23.0,,,0.0,
HeavyAtomCount,-116.66666666666666,116.66666666666666,50,0.86,0.0,23.0,,,0.014705882352941176,
HeavyAtomCount,-113.63636363636364,113.63636363636364,50,0.86,0.0,23.0,,,0.01639344262295082,
HeavyAtomCount,-110.60606060606061,110.60606060606061,50,0.9,0.0,23.0,,,0.017543859649122806,
HeavyAtomCount,-107.57575757575758,107.57575757575758,50,0.9,0.0,23.0,,,0.018518518518518517,
HeavyAtomCount,-104.54545454545455,104.54545454545455,50,0.9,0.0,23.0,,,0.022222222222222223,
HeavyAtomCount,-101.51515151515152,101.51515151515152,50,0.9,0.0,22.0,,,0.023809523809523808,
HeavyAtomCount,-98.48484848484848,98.48484848484848,50,0.9,0.0,23.0,,,0.023809523809523808,
HeavyAtomCount,-95.45454545454545,95.45454545454545,50,0.92,0.0,22.5,,,0.02702702702702703,
HeavyAtomCount,-92.42424242424242,92.42424242424242,50,0.96,0.0,22.5,,,0.02758751902587519,
HeavyAtomCount,-89.39393939393939,89.39393939393939,50,0.96,0.0,22.0,,,0.027777777777777776,
HeavyAtomCount,-86.36363636363637,86.36363636363637,50,0.96,0.0,22.0,,,0.03125,
HeavyAtomCount,-83.33333333333333,83.33333333333333,50,0.96,0.0,22.0,,,0.034482758620689655,
HeavyAtomCount,-80.3030303030303,80.3030303030303,50,0.98,0.0,22.0,,,0.038461538461538464,
HeavyAtomCount,-77.27272727272728,77.27272727272728,50,0.98,0.0,22.0,,,0.0392156862745098,
HeavyAtomCount,-74.24242424242425,74.24242424242425,50,1.0,0.0,22.0,,,0.04103641456582633,
HeavyAtomCount,-71.21212121212122,71.21212121212122,50,1.0,0.0,21.0,,,0.05195681511470985,
HeavyAtomCount,-68.18181818181819,68.18181818181819,50,1.0,0.0,20.0,,,0.058914131690412014,
HeavyAtomCount,-65.15151515151516,65.15151515151516,50,1.0,0.0,19.0,,,0.06110004977600796,
HeavyAtomCount,-62.121212121212125,62.121212121212125,50,1.0,0.0,18.0,,,0.07062733693394266,
HeavyAtomCount,-59.09090909090909,59.09090909090909,50,1.0,0.0,18.0,,,0.07671568627450981,
HeavyAtomCount,-56.06060606060606,56.06060606060606,50,1.0,0.0,18.0,,,0.08318920788654444,
HeavyAtomCount,-53.03030303030303,53.03030303030303,50,1.0,0.0,16.0,,,0.09556425309849967,
HeavyAtomCount,-50.0,50.0,50,1.0,0.0,16.0,,,0.11583184257602863,
HeavyAtomCount,-46.96969696969697,46.96969696969697,50,1.0,0.0,15.0,,,0.11174636174636175,
HeavyAtomCount,-43.93939393939394,43.93939393939394,50,1.0,0.0,13.5,,,0.1407624633431085,
HeavyAtomCount,-40.90909090909091,40.90909090909091,50,1.0,0.0,12.5,,,0.1313632441760138,
HeavyAtomCount,-37.878787878787875,37.878787878787875,50,1.0,0.0,10.5,,,0.1449579831932773,
HeavyAtomCount,-34.848484848484844,34.848484848484844,50,1.0,0.0,10.0,,,0.16129032258064516,
HeavyAtomCount,-31.818181818181813,31.818181818181813,50,1.0,0.0,9.0,,,0.17916666666666664,
HeavyAtomCount,-28.787878787878782,28.787878787878782,50,1.0,0.0,8.0,,,0.19744964262508122,
HeavyAtomCount,-25.757575757575765,25.757575757575765,50,1.0,0.0,5.0,,,0.282055630936228,
HeavyAtomCount,-22.727272727272734,22.727272727272734,50,1.0,0.16,3.0,21.0,18.5,0.3675,0.0
HeavyAtomCount,-19.69696969696969,19.69696969696969,50,1.0,0.28,1.0,23.0,19.5,0.5055555555555555,0.0
HeavyAtomCount,-16.666666666666657,16.666666666666657,50,1.0,0.62,-0.0,24.0,22.0,0.6881720430107527,0.0
HeavyAtomCount,-13.636363636363626,13.636363636363626,50,1.0,0.88,-0.0,23.0,22.0,1.0,0.0
HeavyAtomCount,-10.606060606060595,10.606060606060595,50,1.0,0.98,-0.0,22.0,22.0,1.0,0.027027027027027
HeavyAtomCount,-7.575757575757564,7.575757575757564,50,1.0,1.0,-0.0,20.0,20.0,1.0,0.054617676266137
HeavyAtomCount,-4.545454545454561,4.545454545454561,50,1.0,1.0,-0.0,13.0,13.0,1.0,0.1257894736842105
HeavyAtomCount,-1.5151515151515298,1.5151515151515298,50,1.0,1.0,-0.0,-0.0,0.0,1.0,1.0
HeavyAtomCount,1.5151515151515014,1.5151515151515014,50,1.0,1.0,0.0,0.0,0.0,1.0,1.0
HeavyAtomCount,4.5454545454545325,4.5454545454545325,50,1.0,1.0,0.0,6.0,6.0,1.0,0.26136363636363635
HeavyAtomCount,7.575757575757564,7.575757575757564,50,1.0,1.0,0.0,9.5,9.5,1.0,0.1428571428571428
HeavyAtomCount,10.606060606060595,10.606060606060595,50,1.0,1.0,0.0,10.0,9.5,1.0,0.09736842105263155
HeavyAtomCount,13.636363636363626,13.636363636363626,50,1.0,1.0,0.0,15.0,9.5,1.0,0.07725464190981429
HeavyAtomCount,16.666666666666657,16.666666666666657,50,1.0,1.0,0.0,11.5,10.5,0.6274972253052165,0.06798921417565479
HeavyAtomCount,19.69696969696969,19.69696969696969,50,1.0,1.0,3.0,54.0,53.5,0.5172573904968272,0.05910606541759285
HeavyAtomCount,22.72727272727272,22.72727272727272,50,1.0,1.0,4.0,112.0,103.0,0.44341590612777054,0.0435980243161094
HeavyAtomCount,25.75757575757575,25.75757575757575,50,1.0,1.0,5.0,123.5,118.5,0.4480769230769231,0.04478609625668445
HeavyAtomCount,28.787878787878782,28.787878787878782,50,1.0,1.0,5.0,125.5,119.5,0.3843178621659634,0.0446022727272727
HeavyAtomCount,31.818181818181813,31.818181818181813,50,1.0,1.0,4.5,126.0,121.0,0.35669835782195336,0.04270949437632985
HeavyAtomCount,34.848484848484844,34.848484848484844,50,1.0,1.0,6.0,127.5,121.0,0.2597402597402597,0.04279176201372995
HeavyAtomCount,37.878787878787875,37.878787878787875,50,1.0,1.0,6.0,128.0,121.0,0.27073382544507163,0.043167701863354
HeavyAtomCount,40.90909090909091,40.90909090909091,50,1.0,1.0,7.0,129.0,121.5,0.22254725472547254,0.0416666666666666
HeavyAtomCount,43.93939393939394,43.93939393939394,50,1.0,1.0,7.5,129.0,120.0,0.17458538771851187,0.042957227138643
HeavyAtomCount,46.96969696969697,46.96969696969697,50,1.0,1.0,7.0,129.0,120.5,0.15914538391602612,0.04688644688644685
HeavyAtomCount,50.0,50.0,50,1.0,1.0,6.5,129.0,122.0,0.16333333333333333,0.0441520467836257
HeavyAtomCount,53.03030303030303,53.03030303030303,50,1.0,1.0,6.5,129.0,121.0,0.14619492656875832,0.0425724637681159
HeavyAtomCount,56.06060606060606,56.06060606060606,50,1.0,1.0,8.0,129.0,119.5,0.1497663551401869,0.040956108470785554
HeavyAtomCount,59.09090909090909,59.09090909090909,50,1.0,1.0,10.0,129.0,119.0,0.12251082251082251,0.046426005747126395
HeavyAtomCount,62.121212121212125,62.121212121212125,50,1.0,1.0,9.5,129.0,118.5,0.10762914093206064,0.0434782608695652
HeavyAtomCount,65.15151515151516,65.15151515151516,50,1.0,1.0,11.0,129.0,118.0,0.12149532710280374,0.0417391304347826
HeavyAtomCount,68.18181818181819,68.18181818181819,50,1.0,1.0,11.0,129.5,117.5,0.1077458843393837,0.039736842105263154
HeavyAtomCount,71.21212121212122,71.21212121212122,50,1.0,1.0,12.0,129.0,117.0,0.09569597069597069,0.040547945205479455
HeavyAtomCount,74.24242424242425,74.24242424242425,50,1.0,1.0,12.0,128.5,116.0,0.10346194503171248,0.04
HeavyAtomCount,77.27272727272728,77.27272727272728,50,1.0,1.0,13.5,128.5,116.5,0.10591491841491842,0.033342595165323646
HeavyAtomCount,80.30303030303031,80.30303030303031,50,1.0,1.0,13.0,128.5,116.0,0.09800664451827243,0.036038961038960995
HeavyAtomCount,83.33333333333334,83.33333333333334,50,1.0,1.0,14.0,128.5,117.0,0.09063954018793906,0.036038961038960995
HeavyAtomCount,86.36363636363637,86.36363636363637,50,1.0,1.0,18.0,128.5,116.0,0.10056599959571458,0.0325224748810153
HeavyAtomCount,89.3939393939394,89.3939393939394,50,1.0,1.0,16.5,129.0,115.5,0.08612637362637363,0.031024531024531003
HeavyAtomCount,92.42424242424244,92.42424242424244,50,1.0,1.0,16.0,129.0,116.0,0.07924641148325359,0.0303030303030303
HeavyAtomCount,95.45454545454544,95.45454545454544,50,1.0,1.0,21.0,129.0,114.5,0.07335565924142083,0.0303030303030303
HeavyAtomCount,98.48484848484847,98.48484848484847,50,1.0,1.0,21.0,129.0,113.0,0.07971433072520086,0.0298573975044563
HeavyAtomCount,101.5151515151515,101.5151515151515,50,1.0,1.0,24.0,129.0,104.5,0.08246087425796006,0.0298573975044563
HeavyAtomCount,104.54545454545453,104.54545454545453,50,1.0,1.0,23.0,129.0,113.0,0.07231435828477514,0.0294117647058823
HeavyAtomCount,107.57575757575756,107.57575757575756,50,1.0,1.0,26.0,129.0,79.5,0.07729648991784914,0.030076888285843498
HeavyAtomCount,110.60606060606062,110.60606060606062,50,1.0,1.0,49.5,129.0,71.0,0.08017468688200396,0.0303030303030303
HeavyAtomCount,113.63636363636363,113.63636363636363,50,1.0,1.0,60.5,129.0,69.0,0.0720954777949176,0.02838164251207725
HeavyAtomCount,116.66666666666669,116.66666666666669,50,1.0,1.0,59.5,129.0,70.0,0.06876847290640395,0.0290558604193049
HeavyAtomCount,119.69696969696969,119.69696969696969,50,1.0,1.0,68.5,129.0,55.5,0.07380174291938998,0.029198635976129553
HeavyAtomCount,122.72727272727275,122.72727272727275,50,1.0,1.0,76.5,129.0,49.5,0.06843008739076155,0.029198635976129553
HeavyAtomCount,125.75757575757575,125.75757575757575,50,1.0,1.0,71.0,129.0,56.0,0.0631516691492158,0.0294117647058823
HeavyAtomCount,128.7878787878788,128.7878787878788,50,1.0,1.0,79.0,129.0,49.0,0.06499615975422426,0.029198635976129553
HeavyAtomCount,131.8181818181818,131.8181818181818,50,1.0,1.0,79.5,129.0,48.0,0.05853136373367587,0.02877846790890265
HeavyAtomCount,134.84848484848487,134.84848484848487,50,1.0,1.0,79.5,129.0,48.5,0.06477838971938107,0.02877846790890265
HeavyAtomCount,137.87878787878788,137.87878787878788,50,1.0,1.0,82.0,129.0,50.0,0.06598590089156127,0.029198635976129553
HeavyAtomCount,140.90909090909088,140.90909090909088,50,1.0,1.0,76.5,129.0,53.0,0.06410519827409081,0.029198635976129553
HeavyAtomCount,143.93939393939394,143.93939393939394,50,1.0,1.0,80.5,129.0,47.0,0.06154210308302266,0.029198635976129553
HeavyAtomCount,146.96969696969694,146.96969696969694,50,1.0,1.0,84.5,129.5,44.5,0.05595031055900621,0.029198635976129553
