method,property,alpha,latent_displacement,requested_candidates,valid_count,valid_fraction,changed_from_seed_count,changed_from_seed_fraction_all,changed_from_seed_fraction_valid,median_property,median_property_delta,median_expected_signed_improvement,expected_sign_fraction_valid,median_seed_similarity,q25_seed_similarity,q75_seed_similarity,scaffold_evaluable_count,scaffold_retention_fraction
MolecuLA raw OLS (seed-excluded),TPSA,-28.787878787878782,28.787878787878782,50,50,1.0,28,0.56,0.56,52.34,0.0,0.0,0.4,0.5517503805175038,0.32578125,1.0,50,0.46
MolecuLA raw OLS (seed-excluded),TPSA,-25.757575757575765,25.757575757575765,50,50,1.0,19,0.38,0.38,55.580000000000005,0.0,0.0,0.26,1.0,0.4492694805194805,1.0,50,0.62
MolecuLA raw OLS (seed-excluded),TPSA,-22.727272727272734,22.727272727272734,50,50,1.0,12,0.24,0.24,55.580000000000005,0.0,0.0,0.22,1.0,1.0,1.0,50,0.76
MolecuLA raw OLS (seed-excluded),TPSA,-19.69696969696969,19.69696969696969,50,50,1.0,6,0.12,0.12,56.385000000000005,0.0,0.0,0.14,1.0,1.0,1.0,50,0.88
MolecuLA raw OLS (seed-excluded),TPSA,-16.666666666666657,16.666666666666657,50,50,1.0,4,0.08,0.08,57.785000000000004,0.0,0.0,0.1,1.0,1.0,1.0,50,0.92
MolecuLA raw OLS (seed-excluded),TPSA,-13.636363636363626,13.636363636363626,50,50,1.0,4,0.08,0.08,57.785000000000004,0.0,0.0,0.1,1.0,1.0,1.0,50,0.92
MolecuLA raw OLS (seed-excluded),TPSA,-10.606060606060595,10.606060606060595,50,50,1.0,3,0.06,0.06,57.785000000000004,0.0,0.0,0.08,1.0,1.0,1.0,50,0.94
MolecuLA raw OLS (seed-excluded),TPSA,-7.575757575757564,7.575757575757564,50,50,1.0,2,0.04,0.04,57.785000000000004,0.0,0.0,0.06,1.0,1.0,1.0,50,0.96
MolecuLA raw OLS (seed-excluded),TPSA,-4.545454545454561,4.545454545454561,50,50,1.0,1,0.02,0.02,57.785000000000004,0.0,0.0,0.06,1.0,1.0,1.0,50,0.98
MolecuLA raw OLS (seed-excluded),TPSA,-1.5151515151515298,1.5151515151515298,50,50,1.0,1,0.02,0.02,57.785000000000004,0.0,0.0,0.06,1.0,1.0,1.0,50,0.98
MolecuLA raw OLS (seed-excluded),TPSA,1.5151515151515014,1.5151515151515014,50,50,1.0,2,0.04,0.04,57.785000000000004,0.0,0.0,0.06,1.0,1.0,1.0,50,0.96
MolecuLA raw OLS (seed-excluded),TPSA,4.5454545454545325,4.5454545454545325,50,50,1.0,2,0.04,0.04,57.785000000000004,0.0,0.0,0.06,1.0,1.0,1.0,50,0.96
MolecuLA raw OLS (seed-excluded),TPSA,7.575757575757564,7.575757575757564,50,50,1.0,2,0.04,0.04,57.785000000000004,0.0,0.0,0.06,1.0,1.0,1.0,50,0.96
MolecuLA raw OLS (seed-excluded),TPSA,10.606060606060595,10.606060606060595,50,50,1.0,3,0.06,0.06,57.785000000000004,0.0,0.0,0.06,1.0,1.0,1.0,50,0.94
MolecuLA raw OLS (seed-excluded),TPSA,13.636363636363626,13.636363636363626,50,50,1.0,5,0.1,0.1,57.785000000000004,0.0,0.0,0.1,1.0,1.0,1.0,50,0.92
MolecuLA raw OLS (seed-excluded),TPSA,16.666666666666657,16.666666666666657,50,50,1.0,12,0.24,0.24,62.519999999999996,0.0,0.0,0.22,1.0,1.0,1.0,50,0.8
MolecuLA raw OLS (seed-excluded),TPSA,19.69696969696969,19.69696969696969,50,50,1.0,21,0.42,0.42,65.6,0.0,0.0,0.42,1.0,0.5590306545153273,1.0,50,0.7
MolecuLA raw OLS (seed-excluded),TPSA,22.72727272727272,22.72727272727272,50,50,1.0,31,0.62,0.62,76.36500000000001,17.070000000000007,17.070000000000007,0.6,0.6068181818181818,0.4398630136986301,1.0,49,0.5714285714285714
MolecuLA raw OLS (seed-excluded),TPSA,25.75757575757575,25.75757575757575,50,50,1.0,32,0.64,0.64,81.83500000000001,26.3,26.3,0.62,0.5939952904238619,0.38505244755244755,1.0,49,0.5306122448979592
MolecuLA raw OLS (seed-excluded),TPSA,28.787878787878782,28.787878787878782,50,50,1.0,37,0.74,0.74,92.01499999999999,29.264999999999997,29.264999999999997,0.72,0.5324074074074074,0.29374999999999996,0.9583333333333334,48,0.5
MolecuLA raw OLS (seed-excluded),TPSA,31.818181818181813,31.818181818181813,50,50,1.0,39,0.78,0.78,93.88499999999999,29.264999999999997,29.264999999999997,0.74,0.4597336715282181,0.22795163584637268,0.6732054890921886,47,0.40425531914893614
MolecuLA raw OLS (seed-excluded),TPSA,34.848484848484844,34.848484848484844,50,50,1.0,40,0.8,0.8,105.88,42.15500000000001,42.15500000000001,0.78,0.36676854681856075,0.22344155844155844,0.6203902229845626,47,0.3404255319148936
MolecuLA raw OLS (seed-excluded),TPSA,37.878787878787875,37.878787878787875,50,50,1.0,42,0.84,0.84,105.44999999999999,42.725,42.725,0.82,0.287632153045813,0.20106907894736842,0.43655569782330345,46,0.2608695652173913
MolecuLA raw OLS (seed-excluded),TPSA,40.90909090909091,40.90909090909091,50,50,1.0,44,0.88,0.88,100.97,43.31999999999999,43.31999999999999,0.82,0.22595281306715065,0.16263440860215053,0.38830230619616557,45,0.24444444444444444
MolecuLA raw OLS (seed-excluded),TPSA,43.93939393939394,43.93939393939394,50,50,1.0,46,0.92,0.92,107.14999999999999,53.33,53.33,0.88,0.20645363408521303,0.13392857142857142,0.3371345635496579,45,0.17777777777777778
MolecuLA raw OLS (seed-excluded),TPSA,46.96969696969697,46.96969696969697,50,50,1.0,49,0.98,0.98,124.48500000000001,60.60999999999999,60.60999999999999,0.9,0.17462910031305295,0.10526315789473684,0.25875897002954834,42,0.11904761904761904
MolecuLA raw OLS (seed-excluded),TPSA,50.0,50.0,50,50,1.0,49,0.98,0.98,131.82999999999998,75.35999999999999,75.35999999999999,0.92,0.16643356643356644,0.10480416156670747,0.24013772749631088,41,0.0975609756097561
MolecuLA raw OLS (seed-excluded),TPSA,53.03030303030303,53.03030303030303,50,50,1.0,50,1.0,1.0,139.18,75.07,75.07,0.96,0.13180272108843538,0.0900874971218052,0.20382104454685102,38,0.07894736842105263
MolecuLA raw OLS (seed-excluded),TPSA,56.06060606060606,56.06060606060606,50,50,1.0,50,1.0,1.0,141.555,76.75999999999998,76.75999999999998,0.96,0.1373285864978903,0.09974400599400599,0.20382104454685102,40,0.075
MolecuLA raw OLS (seed-excluded),TPSA,59.09090909090909,59.09090909090909,50,50,1.0,50,1.0,1.0,144.43,80.50999999999996,80.50999999999996,0.94,0.12962962962962962,0.09276523109243698,0.17310344827586208,36,0.05555555555555555
MolecuLA raw OLS (seed-excluded),TPSA,62.121212121212125,62.121212121212125,50,50,1.0,50,1.0,1.0,150.57,92.10999999999999,92.10999999999999,0.94,0.10471491228070176,0.08488565803422687,0.15772669220945082,37,0.05405405405405406
MolecuLA raw OLS (seed-excluded),TPSA,65.15151515151516,65.15151515151516,50,50,1.0,50,1.0,1.0,165.67499999999995,93.69,93.69,0.96,0.10912698412698413,0.08456672236810694,0.13907004830917874,38,0.02631578947368421
MolecuLA raw OLS (seed-excluded),TPSA,68.18181818181819,68.18181818181819,50,50,1.0,50,1.0,1.0,171.405,96.85,96.85,0.96,0.10831761994552692,0.08543432203389831,0.13316326530612244,33,0.030303030303030304
MolecuLA raw OLS (seed-excluded),TPSA,71.21212121212122,71.21212121212122,50,50,1.0,50,1.0,1.0,163.35,93.34500000000003,93.34500000000003,0.96,0.0967364604047257,0.0784313725490196,0.12451923076923077,28,0.03571428571428571
MolecuLA raw OLS (seed-excluded),TPSA,74.24242424242425,74.24242424242425,50,50,1.0,50,1.0,1.0,158.05,87.61500000000001,87.61500000000001,0.98,0.09745673279864922,0.0793254688445251,0.125,30,0.03333333333333333
MolecuLA raw OLS (seed-excluded),TPSA,77.27272727272728,77.27272727272728,50,50,1.0,50,1.0,1.0,161.45499999999998,86.74499999999998,86.74499999999998,0.92,0.09758560984994229,0.07872560615020698,0.12478745512941622,34,0.029411764705882353
MolecuLA raw OLS (seed-excluded),TPSA,80.30303030303031,80.30303030303031,50,50,1.0,50,1.0,1.0,164.69499999999996,95.55999999999999,95.55999999999999,0.92,0.09384935191978479,0.07347309010280186,0.11601307189542484,29,0.0
MolecuLA raw OLS (seed-excluded),TPSA,83.33333333333334,83.33333333333334,50,50,1.0,50,1.0,1.0,152.215,105.89000000000001,105.89000000000001,0.92,0.08941897654584222,0.07099871959026889,0.10971433344470431,29,0.0
MolecuLA raw OLS (seed-excluded),TPSA,86.36363636363637,86.36363636363637,50,50,1.0,50,1.0,1.0,175.11,115.03500000000001,115.03500000000001,0.9,0.0842739378566899,0.06645690312738367,0.10800527597402598,31,0.0
MolecuLA raw OLS (seed-excluded),TPSA,89.3939393939394,89.3939393939394,50,50,1.0,50,1.0,1.0,168.675,105.80000000000001,105.80000000000001,0.88,0.0837719298245614,0.0627840909090909,0.10349025974025974,27,0.0
MolecuLA raw OLS (seed-excluded),TPSA,92.42424242424244,92.42424242424244,50,50,1.0,50,1.0,1.0,171.23000000000002,115.85500000000002,115.85500000000002,0.9,0.08199279711884754,0.05756302521008403,0.1005690737833595,27,0.0
MolecuLA raw OLS (seed-excluded),TPSA,95.45454545454544,95.45454545454544,50,50,1.0,50,1.0,1.0,175.76000000000002,108.85000000000002,108.85000000000002,0.88,0.08102025506376595,0.05524642289348172,0.09463753723932473,29,0.0
MolecuLA raw OLS (seed-excluded),TPSA,98.48484848484847,98.48484848484847,50,50,1.0,50,1.0,1.0,180.83,118.44999999999999,118.44999999999999,0.88,0.07705627705627706,0.05698771390960948,0.10153061224489796,31,0.0
MolecuLA raw OLS (seed-excluded),TPSA,101.5151515151515,101.5151515151515,50,50,1.0,50,1.0,1.0,174.435,115.535,115.535,0.84,0.06787469287469287,0.052353896103896104,0.09190129705789307,26,0.0
MolecuLA raw OLS (seed-excluded),TPSA,104.54545454545453,104.54545454545453,50,50,1.0,50,1.0,1.0,166.995,101.685,101.685,0.86,0.06755215123859191,0.050699300699300696,0.10084269662921348,24,0.0
MolecuLA raw OLS (seed-excluded),TPSA,107.57575757575756,107.57575757575756,50,50,1.0,50,1.0,1.0,149.64000000000001,91.315,91.315,0.84,0.07362240289069558,0.04935556464811784,0.09930555555555556,22,0.0
MolecuLA raw OLS (seed-excluded),TPSA,110.60606060606062,110.60606060606062,50,50,1.0,50,1.0,1.0,173.94,117.07500000000002,117.07500000000002,0.86,0.06895531222255105,0.05134813639968279,0.09247076023391812,22,0.0
MolecuLA raw OLS (seed-excluded),TPSA,113.63636363636363,113.63636363636363,50,50,1.0,50,1.0,1.0,190.73000000000002,129.5,129.5,0.9,0.07435046987285793,0.052771556550951844,0.09622532683927199,23,0.0
MolecuLA raw OLS (seed-excluded),TPSA,116.66666666666669,116.66666666666669,50,50,1.0,50,1.0,1.0,213.60999999999999,145.33499999999998,145.33499999999998,0.92,0.07176186645213194,0.0476397966594045,0.09457671957671956,22,0.0
MolecuLA raw OLS (seed-excluded),TPSA,119.69696969696969,119.69696969696969,50,50,1.0,50,1.0,1.0,156.455,100.54,100.54,0.92,0.0641729581331503,0.04240442655935614,0.08531200941915228,17,0.0
MolecuLA raw OLS (seed-excluded),TPSA,122.72727272727275,122.72727272727275,50,50,1.0,50,1.0,1.0,161.745,102.70500000000003,102.70500000000003,0.92,0.06796703296703296,0.04240442655935614,0.08157332700522069,17,0.0
MolecuLA raw OLS (seed-excluded),TPSA,125.75757575757575,125.75757575757575,50,50,1.0,50,1.0,1.0,193.80999999999997,128.64999999999998,128.64999999999998,0.92,0.06308991554893195,0.03435230024213075,0.08634222919937207,17,0.0
MolecuLA raw OLS (seed-excluded),TPSA,128.7878787878788,128.7878787878788,50,50,1.0,50,1.0,1.0,185.29000000000002,119.53,119.53,0.92,0.05983343074225599,0.033946456086286596,0.0752016129032258,16,0.0
MolecuLA raw OLS (seed-excluded),TPSA,131.8181818181818,131.8181818181818,50,50,1.0,50,1.0,1.0,166.815,94.83499999999998,94.83499999999998,0.88,0.056873315363881405,0.038586413586413584,0.08163265306122448,18,0.0
MolecuLA raw OLS (seed-excluded),TPSA,134.84848484848487,134.84848484848487,50,50,1.0,50,1.0,1.0,155.685,85.89500000000001,85.89500000000001,0.9,0.06168478260869566,0.042360379346680715,0.08142650999793857,17,0.0
MolecuLA raw OLS (seed-excluded),TPSA,137.87878787878788,137.87878787878788,50,50,1.0,50,1.0,1.0,156.98000000000002,93.66000000000001,93.66000000000001,0.88,0.0573716542343133,0.043597706641184904,0.08163265306122448,17,0.0
MolecuLA raw OLS (seed-excluded),TPSA,140.90909090909088,140.90909090909088,50,50,1.0,50,1.0,1.0,135.66500000000002,90.46,90.46,0.86,0.058823529411764705,0.043478260869565216,0.08060606060606061,18,0.0
MolecuLA raw OLS (seed-excluded),TPSA,143.93939393939394,143.93939393939394,50,50,1.0,50,1.0,1.0,148.575,90.815,90.815,0.9,0.060462991166615895,0.03898128898128898,0.08349227541483883,17,0.0
MolecuLA raw OLS (seed-excluded),TPSA,146.96969696969694,146.96969696969694,50,50,1.0,50,1.0,1.0,146.745,97.08000000000001,97.08000000000001,0.9,0.056873315363881405,0.039312754804892255,0.06992219492219492,16,0.0
MolecuLA raw OLS (seed-excluded),TPSA,150.0,150.0,50,50,1.0,50,1.0,1.0,146.745,90.815,90.815,0.9,0.05607966457023061,0.03774038461538461,0.06734234234234235,16,0.0
MolecuLA raw OLS (seed-excluded),cLogP,-150.0,150.0,50,50,1.0,50,1.0,1.0,-0.6657000000000002,-3.9740750000000036,3.9740750000000036,1.0,0.023558758314855877,0.01533975659229209,0.05096153846153846,2,0.0
MolecuLA raw OLS (seed-excluded),cLogP,-146.96969696969697,146.96969696969697,50,50,1.0,50,1.0,1.0,-0.6657000000000002,-3.7307150000000022,3.7307150000000022,1.0,0.023558758314855877,0.01533975659229209,0.05,1,0.0
MolecuLA raw OLS (seed-excluded),cLogP,-143.93939393939394,143.93939393939394,50,50,1.0,50,1.0,1.0,-0.6657000000000002,-3.8684650000000023,3.8684650000000023,1.0,0.023558758314855877,0.01533975659229209,0.05,1,0.0
MolecuLA raw OLS (seed-excluded),cLogP,-140.9090909090909,140.9090909090909,50,50,1.0,50,1.0,1.0,-0.6657000000000002,-3.8684650000000023,3.8684650000000023,1.0,0.027205882352941177,0.017543859649122806,0.049695121951219515,2,0.0
MolecuLA raw OLS (seed-excluded),cLogP,-137.87878787878788,137.87878787878788,50,50,1.0,50,1.0,1.0,-0.6657000000000002,-4.072260000000002,4.072260000000002,1.0,0.03286637931034483,0.018444055944055945,0.055610724925521354,4,0.0
MolecuLA raw OLS (seed-excluded),cLogP,-134.84848484848484,134.84848484848484,50,50,1.0,50,1.0,1.0,-0.6657000000000002,-4.001410000000002,4.001410000000002,1.0,0.033482142857142856,0.01664222873900293,0.05406698564593301,5,0.0
MolecuLA raw OLS (seed-excluded),cLogP,-131.8181818181818,131.8181818181818,50,50,1.0,50,1.0,1.0,-0.6657000000000002,-4.038100000000002,4.038100000000002,1.0,0.033482142857142856,0.01805985552115583,0.0625,4,0.0
MolecuLA raw OLS (seed-excluded),cLogP,-128.78787878787878,128.78787878787878,50,50,1.0,50,1.0,1.0,-0.6657000000000002,-4.098750000000002,4.098750000000002,1.0,0.03704974271012007,0.0196078431372549,0.06076388888888889,5,0.0
MolecuLA raw OLS (seed-excluded),cLogP,-125.75757575757575,125.75757575757575,50,50,1.0,50,1.0,1.0,-0.74911,-4.077050000000002,4.077050000000002,1.0,0.03704974271012007,0.01932503770739065,0.06845461365341335,8,0.0
MolecuLA raw OLS (seed-excluded),cLogP,-122.72727272727272,122.72727272727272,50,50,1.0,50,1.0,1.0,-0.74911,-4.181400000000001,4.181400000000001,1.0,0.03704974271012007,0.019742225859247137,0.07436958234830575,7,0.0
MolecuLA raw OLS (seed-excluded),cLogP,-119.69696969696969,119.69696969696969,50,50,1.0,50,1.0,1.0,-0.7278600000000001,-4.5447900000000025,4.5447900000000025,1.0,0.06125,0.029751131221719455,0.08013212625397602,8,0.0
MolecuLA raw OLS (seed-excluded),cLogP,-116.66666666666666,116.66666666666666,50,50,1.0,50,1.0,1.0,-0.7401249999999995,-4.5447900000000025,4.5447900000000025,1.0,0.06125,0.03205818965517242,0.0880952380952381,7,0.0
MolecuLA raw OLS (seed-excluded),cLogP,-113.63636363636364,113.63636363636364,50,50,1.0,50,1.0,1.0,-0.7188100000000002,-4.3290700000000015,4.3290700000000015,1.0,0.06110074626865672,0.03163422131147541,0.08872549019607844,7,0.0
MolecuLA raw OLS (seed-excluded),cLogP,-110.60606060606061,110.60606060606061,50,50,1.0,50,1.0,1.0,-0.6986600000000001,-4.232460000000001,4.232460000000001,1.0,0.06458333333333333,0.04188829787234043,0.09050324675324675,13,0.0
MolecuLA raw OLS (seed-excluded),cLogP,-107.57575757575758,107.57575757575758,50,50,1.0,50,1.0,1.0,-0.6931499999999999,-4.381975000000001,4.381975000000001,1.0,0.06201923076923077,0.04188829787234043,0.08840579710144927,13,0.0
MolecuLA raw OLS (seed-excluded),cLogP,-104.54545454545455,104.54545454545455,50,50,1.0,50,1.0,1.0,-0.79027,-4.232460000000001,4.232460000000001,1.0,0.06666666666666667,0.05357142857142857,0.08870341614906832,12,0.0
MolecuLA raw OLS (seed-excluded),cLogP,-101.51515151515152,101.51515151515152,50,50,1.0,50,1.0,1.0,-0.79027,-4.232460000000001,4.232460000000001,1.0,0.06961259079903148,0.05113636363636364,0.0881062951496388,10,0.0
MolecuLA raw OLS (seed-excluded),cLogP,-98.48484848484848,98.48484848484848,50,50,1.0,50,1.0,1.0,-0.8365000000000001,-4.33931,4.33931,1.0,0.06977687626774848,0.045108695652173916,0.09490986214209968,9,0.0
MolecuLA raw OLS (seed-excluded),cLogP,-95.45454545454545,95.45454545454545,50,50,1.0,50,1.0,1.0,-0.8365000000000001,-4.382450000000001,4.382450000000001,1.0,0.07409948542024014,0.04765625,0.08664596273291925,14,0.0
MolecuLA raw OLS (seed-excluded),cLogP,-92.42424242424242,92.42424242424242,50,50,1.0,50,1.0,1.0,-0.8599,-4.3656500000000005,4.3656500000000005,1.0,0.08462640248269276,0.056089743589743585,0.09828029572484731,14,0.0
MolecuLA raw OLS (seed-excluded),cLogP,-89.39393939393939,89.39393939393939,50,50,1.0,50,1.0,1.0,-0.8966000000000001,-4.407050000000001,4.407050000000001,1.0,0.08392018779342722,0.05970149253731343,0.10084269662921348,15,0.0
MolecuLA raw OLS (seed-excluded),cLogP,-86.36363636363637,86.36363636363637,50,50,1.0,50,1.0,1.0,-0.7381500000000002,-4.367450000000002,4.367450000000002,1.0,0.08001422475106686,0.060698447893569846,0.10376602564102565,20,0.0
MolecuLA raw OLS (seed-excluded),cLogP,-83.33333333333333,83.33333333333333,50,50,1.0,50,1.0,1.0,-0.6847500000000001,-4.337005000000001,4.337005000000001,1.0,0.0782781862745098,0.060240963855421686,0.10582890070921985,15,0.0
MolecuLA raw OLS (seed-excluded),cLogP,-80.3030303030303,80.3030303030303,50,50,1.0,50,1.0,1.0,-0.9415499999999999,-4.501299999999999,4.501299999999999,1.0,0.07853618421052631,0.0625,0.10376602564102565,16,0.0
MolecuLA raw OLS (seed-excluded),cLogP,-77.27272727272728,77.27272727272728,50,50,1.0,50,1.0,1.0,-0.9398999999999996,-4.501299999999999,4.501299999999999,1.0,0.08022308022308022,0.06283244680851063,0.10582890070921985,18,0.0
MolecuLA raw OLS (seed-excluded),cLogP,-74.24242424242425,74.24242424242425,50,50,1.0,50,1.0,1.0,-0.8684500000000002,-4.424210000000001,4.424210000000001,0.98,0.08207949696833594,0.06283244680851063,0.10582890070921985,17,0.0
MolecuLA raw OLS (seed-excluded),cLogP,-71.21212121212122,71.21212121212122,50,50,1.0,50,1.0,1.0,-0.6727500000000001,-3.993410000000002,3.993410000000002,0.98,0.08754789272030652,0.05722495894909688,0.11840909090909091,17,0.0
MolecuLA raw OLS (seed-excluded),cLogP,-68.18181818181819,68.18181818181819,50,50,1.0,50,1.0,1.0,-0.5072000000000001,-3.9512600000000027,3.9512600000000027,0.98,0.09434801958166444,0.0599906629318394,0.12340815886034967,17,0.0
MolecuLA raw OLS (seed-excluded),cLogP,-65.15151515151516,65.15151515151516,50,50,1.0,50,1.0,1.0,-0.40085,-3.7732200000000007,3.7732200000000007,0.98,0.09569597069597069,0.06652905684344236,0.12811871227364185,22,0.0
MolecuLA raw OLS (seed-excluded),cLogP,-62.121212121212125,62.121212121212125,50,50,1.0,50,1.0,1.0,-0.43010000000000026,-3.763670000000001,3.763670000000001,0.98,0.10056995771281485,0.07520091848450057,0.1316901408450704,23,0.0
MolecuLA raw OLS (seed-excluded),cLogP,-59.09090909090909,59.09090909090909,50,50,1.0,50,1.0,1.0,-0.3037000000000002,-3.4995600000000033,3.4995600000000033,0.98,0.10416666666666667,0.0851063829787234,0.13695329873980727,25,0.0
MolecuLA raw OLS (seed-excluded),cLogP,-56.06060606060606,56.06060606060606,50,50,1.0,50,1.0,1.0,-0.38625,-3.4020650000000026,3.4020650000000026,0.98,0.10724717050018255,0.08920278637770898,0.1609105180533752,25,0.0
MolecuLA raw OLS (seed-excluded),cLogP,-53.03030303030303,53.03030303030303,50,50,1.0,50,1.0,1.0,0.23633999999999994,-3.373015000000002,3.373015000000002,0.98,0.12163978494623656,0.09758064516129032,0.16230405205560483,29,0.0
MolecuLA raw OLS (seed-excluded),cLogP,-50.0,50.0,50,50,1.0,50,1.0,1.0,0.32448499999999986,-3.021250000000003,3.021250000000003,0.98,0.125,0.10104166666666667,0.16532258064516128,32,0.0
MolecuLA raw OLS (seed-excluded),cLogP,-46.96969696969697,46.96969696969697,50,50,1.0,50,1.0,1.0,0.39335,-2.7029500000000004,2.7029500000000004,0.96,0.12382978723404255,0.10592691622103387,0.16680194805194806,35,0.0
MolecuLA raw OLS (seed-excluded),cLogP,-43.93939393939394,43.93939393939394,50,50,1.0,50,1.0,1.0,0.9327599999999999,-2.128450000000003,2.128450000000003,0.94,0.15726062143310082,0.10848214285714286,0.23878799110452187,40,0.05
MolecuLA raw OLS (seed-excluded),cLogP,-40.90909090909091,40.90909090909091,50,50,1.0,50,1.0,1.0,1.538735,-1.7995050000000004,1.7995050000000004,0.92,0.1793012524719842,0.1111111111111111,0.2725765306122449,43,0.023255813953488372
MolecuLA raw OLS (seed-excluded),cLogP,-37.878787878787875,37.878787878787875,50,50,1.0,48,0.96,0.96,1.4592,-1.6779500000000012,1.6779500000000012,0.88,0.19281045751633985,0.12907801418439716,0.302755376344086,44,0.045454545454545456
MolecuLA raw OLS (seed-excluded),cLogP,-34.848484848484844,34.848484848484844,50,50,1.0,43,0.86,0.86,2.10311,-1.0633,1.0633,0.84,0.31578276389597143,0.17261904761904762,0.4647832817337461,45,0.17777777777777778
MolecuLA raw OLS (seed-excluded),cLogP,-31.818181818181813,31.818181818181813,50,50,1.0,40,0.8,0.8,2.724500000000001,-0.6848100000000005,0.6848100000000005,0.78,0.3447022644674308,0.23073885573885575,0.5973084886128364,47,0.23404255319148937
MolecuLA raw OLS (seed-excluded),cLogP,-28.787878787878782,28.787878787878782,50,50,1.0,32,0.64,0.64,2.881460000000001,-0.09125000000000005,0.09125000000000005,0.54,0.5341085271317829,0.3101958525345622,1.0,48,0.375
MolecuLA raw OLS (seed-excluded),cLogP,-25.757575757575765,25.757575757575765,50,50,1.0,24,0.48,0.48,2.9818100000000016,0.0,0.0,0.42,1.0,0.4959677419354839,1.0,49,0.5306122448979592
MolecuLA raw OLS (seed-excluded),cLogP,-22.727272727272734,22.727272727272734,50,50,1.0,16,0.32,0.32,3.1678400000000013,0.0,0.0,0.3,1.0,0.626695873374788,1.0,50,0.7
MolecuLA raw OLS (seed-excluded),cLogP,-19.69696969696969,19.69696969696969,50,50,1.0,12,0.24,0.24,3.1586500000000006,0.0,0.0,0.22,1.0,1.0,1.0,50,0.76
MolecuLA raw OLS (seed-excluded),cLogP,-16.666666666666657,16.666666666666657,50,50,1.0,5,0.1,0.1,3.115740000000002,0.0,0.0,0.12,1.0,1.0,1.0,50,0.9
MolecuLA raw OLS (seed-excluded),cLogP,-13.636363636363626,13.636363636363626,50,50,1.0,3,0.06,0.06,3.115740000000002,0.0,0.0,0.08,1.0,1.0,1.0,50,0.94
MolecuLA raw OLS (seed-excluded),cLogP,-10.606060606060595,10.606060606060595,50,50,1.0,2,0.04,0.04,3.115740000000002,0.0,0.0,0.06,1.0,1.0,1.0,50,0.96
MolecuLA raw OLS (seed-excluded),cLogP,-7.575757575757564,7.575757575757564,50,50,1.0,1,0.02,0.02,3.115740000000002,0.0,0.0,0.04,1.0,1.0,1.0,50,0.98
MolecuLA raw OLS (seed-excluded),cLogP,-4.545454545454561,4.545454545454561,50,50,1.0,2,0.04,0.04,3.115740000000002,0.0,0.0,0.04,1.0,1.0,1.0,50,0.96
MolecuLA raw OLS (seed-excluded),cLogP,-1.5151515151515298,1.5151515151515298,50,50,1.0,2,0.04,0.04,3.115740000000002,0.0,0.0,0.04,1.0,1.0,1.0,50,0.96
MolecuLA raw OLS (seed-excluded),cLogP,1.5151515151515014,1.5151515151515014,50,50,1.0,2,0.04,0.04,3.115740000000002,0.0,0.0,0.04,1.0,1.0,1.0,50,0.96
MolecuLA raw OLS (seed-excluded),cLogP,4.5454545454545325,4.5454545454545325,50,50,1.0,3,0.06,0.06,3.2390400000000015,0.0,0.0,0.04,1.0,1.0,1.0,50,0.94
MolecuLA raw OLS (seed-excluded),cLogP,7.575757575757564,7.575757575757564,50,50,1.0,3,0.06,0.06,3.2390400000000015,0.0,0.0,0.04,1.0,1.0,1.0,50,0.94
MolecuLA raw OLS (seed-excluded),cLogP,10.606060606060595,10.606060606060595,50,50,1.0,5,0.1,0.1,3.2936500000000017,0.0,0.0,0.08,1.0,1.0,1.0,50,0.92
MolecuLA raw OLS (seed-excluded),cLogP,13.636363636363626,13.636363636363626,50,50,1.0,7,0.14,0.14,3.3730000000000016,0.0,0.0,0.12,1.0,1.0,1.0,50,0.9
MolecuLA raw OLS (seed-excluded),cLogP,16.666666666666657,16.666666666666657,50,50,1.0,15,0.3,0.3,3.8310000000000026,0.0,0.0,0.24,1.0,0.652895293495505,1.0,50,0.82
MolecuLA raw OLS (seed-excluded),cLogP,19.69696969696969,19.69696969696969,50,50,1.0,23,0.46,0.46,4.011700000000003,0.0,0.0,0.4,1.0,0.5403551251008878,1.0,50,0.72
MolecuLA raw OLS (seed-excluded),cLogP,22.72727272727272,22.72727272727272,50,50,1.0,29,0.58,0.58,4.061790000000003,0.07985000000000042,0.07985000000000042,0.5,0.6422527763088313,0.4655762871988663,1.0,50,0.62
MolecuLA raw OLS (seed-excluded),cLogP,25.75757575757575,25.75757575757575,50,50,1.0,34,0.68,0.68,4.256800000000003,0.4213500000000012,0.4213500000000012,0.58,0.5520853170824604,0.3879699248120301,1.0,50,0.46
MolecuLA raw OLS (seed-excluded),cLogP,28.787878787878782,28.787878787878782,50,50,1.0,39,0.78,0.78,4.547960000000003,1.2679350000000014,1.2679350000000014,0.7,0.3917004048582996,0.2648809523809524,0.5643624816805081,49,0.3469387755102041
MolecuLA raw OLS (seed-excluded),cLogP,31.818181818181813,31.818181818181813,50,50,1.0,44,0.88,0.88,4.730995000000004,1.4198500000000007,1.4198500000000007,0.8,0.34523809523809523,0.2132282137698604,0.44473443223443226,48,0.22916666666666666
MolecuLA raw OLS (seed-excluded),cLogP,34.848484848484844,34.848484848484844,50,50,1.0,46,0.92,0.92,5.265490000000005,1.6473000000000018,1.6473000000000018,0.84,0.24244897959183673,0.14293139293139293,0.37416982922201136,48,0.14583333333333334
