method,property,seed_id,confound,spearman_alpha_confound,linear_slope_confound_per_alpha
MolecuLA raw OLS (seed-excluded),cLogP,1,selfies_len_tokens,0.9915790533676694,0.4142574257425743
MolecuLA raw OLS (seed-excluded),cLogP,1,branch_token_count,0.9136274046506392,0.025459405940594065
MolecuLA raw OLS (seed-excluded),cLogP,1,ring_token_count,0.9458697558401171,0.03200792079207921
MolecuLA raw OLS (seed-excluded),cLogP,1,token_entropy,0.2588304284446679,0.0019301997496416338
MolecuLA raw OLS (seed-excluded),cLogP,2,selfies_len_tokens,0.9875808731568667,0.43920198019801987
MolecuLA raw OLS (seed-excluded),cLogP,2,branch_token_count,0.7687124496509705,0.018750495049504955
MolecuLA raw OLS (seed-excluded),cLogP,2,ring_token_count,0.7946872274920689,0.024421782178217825
MolecuLA raw OLS (seed-excluded),cLogP,2,token_entropy,0.23816740140518583,0.0023064720170485626
MolecuLA raw OLS (seed-excluded),cLogP,3,selfies_len_tokens,0.9906386506381629,0.45499009900990106
MolecuLA raw OLS (seed-excluded),cLogP,3,branch_token_count,0.9693698993117401,0.059148514851485146
MolecuLA raw OLS (seed-excluded),cLogP,3,ring_token_count,0.9219692081837771,0.04459207920792079
MolecuLA raw OLS (seed-excluded),cLogP,3,token_entropy,-0.23854342322391747,-0.00039229940835020384
MolecuLA raw OLS (seed-excluded),cLogP,4,selfies_len_tokens,0.9953253584465731,0.33377623762376235
MolecuLA raw OLS (seed-excluded),cLogP,4,branch_token_count,0.7347766547303005,0.02477029702970298
MolecuLA raw OLS (seed-excluded),cLogP,4,ring_token_count,0.9547245840352897,0.03582574257425743
MolecuLA raw OLS (seed-excluded),cLogP,4,token_entropy,-0.1112563005100519,-0.0008587049434646243
MolecuLA raw OLS (seed-excluded),cLogP,5,selfies_len_tokens,0.9861446065981663,0.49001980198019807
MolecuLA raw OLS (seed-excluded),cLogP,5,branch_token_count,0.5280890527179333,0.02112277227722772
MolecuLA raw OLS (seed-excluded),cLogP,5,ring_token_count,0.6434642678753373,0.0322930693069307
MolecuLA raw OLS (seed-excluded),cLogP,5,token_entropy,-0.41309041170090377,-0.003557685967107991
MolecuLA raw OLS (seed-excluded),cLogP,6,selfies_len_tokens,0.9929362373841263,0.38789108910891107
MolecuLA raw OLS (seed-excluded),cLogP,6,branch_token_count,0.5353349895591127,0.009800000000000005
MolecuLA raw OLS (seed-excluded),cLogP,6,ring_token_count,0.7729613192974135,0.023837623762376244
MolecuLA raw OLS (seed-excluded),cLogP,6,token_entropy,-0.3760655289626849,-0.0026984916758537314
MolecuLA raw OLS (seed-excluded),cLogP,7,selfies_len_tokens,0.9892249094418273,0.3324910891089109
MolecuLA raw OLS (seed-excluded),cLogP,7,branch_token_count,0.9090699901932663,0.027918811881188124
MolecuLA raw OLS (seed-excluded),cLogP,7,ring_token_count,0.9726852077981458,0.03669108910891089
MolecuLA raw OLS (seed-excluded),cLogP,7,token_entropy,0.19152157487104687,0.0024071184816241197
MolecuLA raw OLS (seed-excluded),cLogP,8,selfies_len_tokens,0.9956404755774184,0.46382178217821785
MolecuLA raw OLS (seed-excluded),cLogP,8,branch_token_count,0.3680606710800814,0.012178217821782184
MolecuLA raw OLS (seed-excluded),cLogP,8,ring_token_count,0.5163309479828218,0.01870891089108911
MolecuLA raw OLS (seed-excluded),cLogP,8,token_entropy,-0.4056841442736276,-0.003039954547207303
MolecuLA raw OLS (seed-excluded),cLogP,9,selfies_len_tokens,0.9938998969884276,0.4155405940594061
MolecuLA raw OLS (seed-excluded),cLogP,9,branch_token_count,0.6657561866594723,0.02166930693069307
MolecuLA raw OLS (seed-excluded),cLogP,9,ring_token_count,0.6646029569716597,0.015661386138613863
MolecuLA raw OLS (seed-excluded),cLogP,9,token_entropy,0.15904748906159108,0.0019627323247930154
MolecuLA raw OLS (seed-excluded),cLogP,10,selfies_len_tokens,0.9945657879018649,0.4280732673267328
MolecuLA raw OLS (seed-excluded),cLogP,10,branch_token_count,0.6116214481139738,0.022512871287128713
MolecuLA raw OLS (seed-excluded),cLogP,10,ring_token_count,0.898341430008795,0.03058811881188119
MolecuLA raw OLS (seed-excluded),cLogP,10,token_entropy,-0.17944917268817245,-0.0015002656132020505
MolecuLA raw OLS (seed-excluded),cLogP,11,selfies_len_tokens,0.9926156708159976,0.4159980198019802
MolecuLA raw OLS (seed-excluded),cLogP,11,branch_token_count,0.5170004799463938,0.012774257425742577
MolecuLA raw OLS (seed-excluded),cLogP,11,ring_token_count,0.7478221612863406,0.019122772277227727
MolecuLA raw OLS (seed-excluded),cLogP,11,token_entropy,0.03026513552852052,-0.0010784234417229952
MolecuLA raw OLS (seed-excluded),cLogP,12,selfies_len_tokens,0.9950429577529881,0.41474851485148523
MolecuLA raw OLS (seed-excluded),cLogP,12,branch_token_count,0.627272094235123,0.021968316831683172
MolecuLA raw OLS (seed-excluded),cLogP,12,ring_token_count,0.7690000463910444,0.03455445544554456
MolecuLA raw OLS (seed-excluded),cLogP,12,token_entropy,-0.29491199966962356,-0.0024609228620262797
MolecuLA raw OLS (seed-excluded),cLogP,13,selfies_len_tokens,0.9754872873540821,0.35599603960396037
MolecuLA raw OLS (seed-excluded),cLogP,13,branch_token_count,0.9466215420601702,0.03084752475247525
MolecuLA raw OLS (seed-excluded),cLogP,13,ring_token_count,0.9648444964794437,0.02861980198019802
MolecuLA raw OLS (seed-excluded),cLogP,13,token_entropy,0.6035113421753922,0.004265180326899924
MolecuLA raw OLS (seed-excluded),cLogP,14,selfies_len_tokens,0.9968418193198461,0.3548237623762377
MolecuLA raw OLS (seed-excluded),cLogP,14,branch_token_count,0.9599276822837645,0.0257980198019802
MolecuLA raw OLS (seed-excluded),cLogP,14,ring_token_count,0.9714049692706793,0.03561980198019802
MolecuLA raw OLS (seed-excluded),cLogP,14,token_entropy,-0.10622960500154763,-0.00022508603285511082
MolecuLA raw OLS (seed-excluded),cLogP,15,selfies_len_tokens,0.9954749927653841,0.4462732673267328
MolecuLA raw OLS (seed-excluded),cLogP,15,branch_token_count,0.7381727203666566,0.015750495049504952
MolecuLA raw OLS (seed-excluded),cLogP,15,ring_token_count,0.9136696697096777,0.03398019801980198
MolecuLA raw OLS (seed-excluded),cLogP,15,token_entropy,-0.03383926590832364,0.0001552076889939216
MolecuLA raw OLS (seed-excluded),cLogP,16,selfies_len_tokens,0.9936017657416886,0.4304831683168318
MolecuLA raw OLS (seed-excluded),cLogP,16,branch_token_count,0.5575762520069409,0.012461386138613861
MolecuLA raw OLS (seed-excluded),cLogP,16,ring_token_count,0.9030963480710156,0.04213465346534654
MolecuLA raw OLS (seed-excluded),cLogP,16,token_entropy,-0.05291222519067302,-0.0005249148360828882
MolecuLA raw OLS (seed-excluded),cLogP,17,selfies_len_tokens,0.9850400493754427,0.40025742574257434
MolecuLA raw OLS (seed-excluded),cLogP,17,branch_token_count,0.7971070861405936,0.04184356435643566
MolecuLA raw OLS (seed-excluded),cLogP,17,ring_token_count,0.7283301014471608,0.029736633663366343
MolecuLA raw OLS (seed-excluded),cLogP,17,token_entropy,-0.4805045054329206,-0.0030691606947105053
MolecuLA raw OLS (seed-excluded),cLogP,18,selfies_len_tokens,0.9940455626109497,0.40448514851485157
MolecuLA raw OLS (seed-excluded),cLogP,18,branch_token_count,0.6141615991279273,0.016966336633663367
MolecuLA raw OLS (seed-excluded),cLogP,18,ring_token_count,0.94898191234243,0.037065346534653466
MolecuLA raw OLS (seed-excluded),cLogP,18,token_entropy,-0.35410916605947984,-0.0018923900349822496
MolecuLA raw OLS (seed-excluded),cLogP,19,selfies_len_tokens,0.9962036846712449,0.4357188118811882
MolecuLA raw OLS (seed-excluded),cLogP,19,branch_token_count,0.8512386145819234,0.02378217821782179
MolecuLA raw OLS (seed-excluded),cLogP,19,ring_token_count,0.8223860908530055,0.042104950495049503
MolecuLA raw OLS (seed-excluded),cLogP,19,token_entropy,-0.229907951721339,-0.001657215610861108
MolecuLA raw OLS (seed-excluded),cLogP,20,selfies_len_tokens,0.9903294825240596,0.4520158415841584
MolecuLA raw OLS (seed-excluded),cLogP,20,branch_token_count,0.15076341872598983,-0.0001821782178217787
MolecuLA raw OLS (seed-excluded),cLogP,20,ring_token_count,0.39692115131794725,0.01742772277227723
MolecuLA raw OLS (seed-excluded),cLogP,20,token_entropy,-0.3677730648297368,-0.00445879673837633
MolecuLA raw OLS (seed-excluded),cLogP,21,selfies_len_tokens,0.9919281948427676,0.5000792079207921
MolecuLA raw OLS (seed-excluded),cLogP,21,branch_token_count,0.5668035855232534,0.014994059405940594
MolecuLA raw OLS (seed-excluded),cLogP,21,ring_token_count,0.7107319504859851,0.02928316831683168
MolecuLA raw OLS (seed-excluded),cLogP,21,token_entropy,-0.632324291806543,-0.0020840318850924035
MolecuLA raw OLS (seed-excluded),cLogP,22,selfies_len_tokens,0.9924704750249517,0.5002970297029703
MolecuLA raw OLS (seed-excluded),cLogP,22,branch_token_count,0.5330127604155591,0.018764356435643566
MolecuLA raw OLS (seed-excluded),cLogP,22,ring_token_count,0.515828042065877,0.021453465346534653
MolecuLA raw OLS (seed-excluded),cLogP,22,token_entropy,-0.34697057820253896,-0.003098037844896686
MolecuLA raw OLS (seed-excluded),cLogP,23,selfies_len_tokens,0.9942652463126466,0.37269108910891097
MolecuLA raw OLS (seed-excluded),cLogP,23,branch_token_count,0.8501779911708565,0.02333465346534654
MolecuLA raw OLS (seed-excluded),cLogP,23,ring_token_count,0.9311532155086136,0.030423762376237628
MolecuLA raw OLS (seed-excluded),cLogP,23,token_entropy,0.23931256240868407,0.001426874194811545
MolecuLA raw OLS (seed-excluded),cLogP,24,selfies_len_tokens,0.9940660778518121,0.4392950495049506
MolecuLA raw OLS (seed-excluded),cLogP,24,branch_token_count,0.34247777973998167,0.006405940594059408
MolecuLA raw OLS (seed-excluded),cLogP,24,ring_token_count,0.6792009008385851,0.01866930693069307
MolecuLA raw OLS (seed-excluded),cLogP,24,token_entropy,-0.08410716923613812,-0.0019788937211784284
MolecuLA raw OLS (seed-excluded),cLogP,25,selfies_len_tokens,0.9916807917889462,0.4559782178217822
MolecuLA raw OLS (seed-excluded),cLogP,25,branch_token_count,0.6231462715736922,0.01706930693069307
MolecuLA raw OLS (seed-excluded),cLogP,25,ring_token_count,0.9205959933252642,0.04273069306930693
MolecuLA raw OLS (seed-excluded),cLogP,25,token_entropy,-0.2656900042863935,-0.0015788534998274672
MolecuLA raw OLS (seed-excluded),cLogP,26,selfies_len_tokens,0.9956351520899641,0.4453940594059407
MolecuLA raw OLS (seed-excluded),cLogP,26,branch_token_count,0.7444630012991468,0.020976237623762377
MolecuLA raw OLS (seed-excluded),cLogP,26,ring_token_count,0.8585104617982551,0.03054653465346535
MolecuLA raw OLS (seed-excluded),cLogP,26,token_entropy,0.12153682073475293,0.0016006949848084541
MolecuLA raw OLS (seed-excluded),cLogP,27,selfies_len_tokens,0.9940055298814574,0.48648910891089114
MolecuLA raw OLS (seed-excluded),cLogP,27,branch_token_count,0.5471313051111433,0.019706930693069308
MolecuLA raw OLS (seed-excluded),cLogP,27,ring_token_count,0.6537687926097678,0.021699009900990104
MolecuLA raw OLS (seed-excluded),cLogP,27,token_entropy,-0.41961671642109855,-0.0027745056598646686
MolecuLA raw OLS (seed-excluded),cLogP,28,selfies_len_tokens,0.9886771981864967,0.3434534653465347
MolecuLA raw OLS (seed-excluded),cLogP,28,branch_token_count,0.899051683764946,0.022922772277227724
MolecuLA raw OLS (seed-excluded),cLogP,28,ring_token_count,0.9451878695763826,0.02363564356435644
MolecuLA raw OLS (seed-excluded),cLogP,28,token_entropy,0.29500176580432963,0.0007505558733681186
MolecuLA raw OLS (seed-excluded),cLogP,29,selfies_len_tokens,0.990743915619927,0.3858534653465348
MolecuLA raw OLS (seed-excluded),cLogP,29,branch_token_count,0.9194361453498747,0.025667326732673277
MolecuLA raw OLS (seed-excluded),cLogP,29,ring_token_count,0.9494789486555036,0.034255445544554466
MolecuLA raw OLS (seed-excluded),cLogP,29,token_entropy,0.24414971948023428,0.00210558291928181
MolecuLA raw OLS (seed-excluded),cLogP,30,selfies_len_tokens,0.9940281637260666,0.48015247524752475
MolecuLA raw OLS (seed-excluded),cLogP,30,branch_token_count,0.7337821011060529,0.0275920792079208
MolecuLA raw OLS (seed-excluded),cLogP,30,ring_token_count,0.9396219598704748,0.044310891089108906
MolecuLA raw OLS (seed-excluded),cLogP,30,token_entropy,-0.40753087973689534,-0.0014085502503864672
MolecuLA raw OLS (seed-excluded),cLogP,31,selfies_len_tokens,0.9949589481658332,0.4763188118811882
MolecuLA raw OLS (seed-excluded),cLogP,31,branch_token_count,0.26796946502473246,0.013922772277227723
MolecuLA raw OLS (seed-excluded),cLogP,31,ring_token_count,0.4773039465706462,0.013570297029702973
MolecuLA raw OLS (seed-excluded),cLogP,31,token_entropy,0.008068183553811366,-0.0013017852520723616
MolecuLA raw OLS (seed-excluded),cLogP,32,selfies_len_tokens,0.990086285106488,0.35182178217821786
MolecuLA raw OLS (seed-excluded),cLogP,32,branch_token_count,0.9023822187470153,0.029310891089108913
MolecuLA raw OLS (seed-excluded),cLogP,32,ring_token_count,0.9639297824333898,0.03368712871287129
MolecuLA raw OLS (seed-excluded),cLogP,32,token_entropy,0.255264415525208,0.0024797326691173983
MolecuLA raw OLS (seed-excluded),cLogP,33,selfies_len_tokens,0.984662068169357,0.3416732673267327
MolecuLA raw OLS (seed-excluded),cLogP,33,branch_token_count,0.8999058558474483,0.023790099009901002
MolecuLA raw OLS (seed-excluded),cLogP,33,ring_token_count,0.9228413019006625,0.02181782178217822
MolecuLA raw OLS (seed-excluded),cLogP,33,token_entropy,0.2785301564813934,0.003929879524811518
MolecuLA raw OLS (seed-excluded),cLogP,34,selfies_len_tokens,0.9845441042815932,0.5115148514851485
MolecuLA raw OLS (seed-excluded),cLogP,34,branch_token_count,0.2517154210656397,0.008556435643564357
MolecuLA raw OLS (seed-excluded),cLogP,34,ring_token_count,0.3550323590785042,0.015132673267326731
MolecuLA raw OLS (seed-excluded),cLogP,34,token_entropy,-0.3736423524997967,-0.003684460726704294
MolecuLA raw OLS (seed-excluded),cLogP,35,selfies_len_tokens,0.9915258120882999,0.45309702970297033
MolecuLA raw OLS (seed-excluded),cLogP,35,branch_token_count,0.5633573401703037,0.015673267326732673
MolecuLA raw OLS (seed-excluded),cLogP,35,ring_token_count,0.8933373724026847,0.0391940594059406
MolecuLA raw OLS (seed-excluded),cLogP,35,token_entropy,-0.3747670469468868,-0.002544445485045202
MolecuLA raw OLS (seed-excluded),cLogP,36,selfies_len_tokens,0.9933777063584085,0.49373069306930695
MolecuLA raw OLS (seed-excluded),cLogP,36,branch_token_count,0.6198142647809406,0.018223762376237625
MolecuLA raw OLS (seed-excluded),cLogP,36,ring_token_count,0.8283270117226758,0.041518811881188125
MolecuLA raw OLS (seed-excluded),cLogP,36,token_entropy,-0.13170070243336673,-0.0010667048286112273
MolecuLA raw OLS (seed-excluded),cLogP,37,selfies_len_tokens,0.9943379601493387,0.4268732673267328
MolecuLA raw OLS (seed-excluded),cLogP,37,branch_token_count,0.6996161502995065,0.01768118811881188
MolecuLA raw OLS (seed-excluded),cLogP,37,ring_token_count,0.7651454133211296,0.033392079207920804
MolecuLA raw OLS (seed-excluded),cLogP,37,token_entropy,-0.1977298379494481,-0.0013501927785181886
MolecuLA raw OLS (seed-excluded),cLogP,38,selfies_len_tokens,0.9944106305237594,0.40635049504950504
MolecuLA raw OLS (seed-excluded),cLogP,38,branch_token_count,0.8262351378118173,0.02543762376237624
MolecuLA raw OLS (seed-excluded),cLogP,38,ring_token_count,0.9413116246397512,0.03862178217821782
MolecuLA raw OLS (seed-excluded),cLogP,38,token_entropy,0.058798648951500734,0.0013140850380012475
MolecuLA raw OLS (seed-excluded),cLogP,39,selfies_len_tokens,0.9916491049171513,0.3734633663366338
MolecuLA raw OLS (seed-excluded),cLogP,39,branch_token_count,0.6777598734916143,0.018259405940594064
MolecuLA raw OLS (seed-excluded),cLogP,39,ring_token_count,0.8154577881114639,0.024110891089108917
MolecuLA raw OLS (seed-excluded),cLogP,39,token_entropy,0.0858784213942952,0.00010269067102815478
MolecuLA raw OLS (seed-excluded),cLogP,40,selfies_len_tokens,0.9940450794721525,0.43823564356435657
MolecuLA raw OLS (seed-excluded),cLogP,40,branch_token_count,0.6818985104822337,0.021697029702970296
MolecuLA raw OLS (seed-excluded),cLogP,40,ring_token_count,0.8237505498065008,0.02768514851485149
MolecuLA raw OLS (seed-excluded),cLogP,40,token_entropy,-0.0023076164658974575,-0.000396416133267515
MolecuLA raw OLS (seed-excluded),cLogP,41,selfies_len_tokens,0.9935924288891856,0.46373267326732676
MolecuLA raw OLS (seed-excluded),cLogP,41,branch_token_count,0.7390643598221708,0.027613861386138614
MolecuLA raw OLS (seed-excluded),cLogP,41,ring_token_count,0.911513566011766,0.03494257425742575
MolecuLA raw OLS (seed-excluded),cLogP,41,token_entropy,-0.049311468911146294,0.0003268934086339467
MolecuLA raw OLS (seed-excluded),cLogP,42,selfies_len_tokens,0.9937165187055451,0.45888316831683174
MolecuLA raw OLS (seed-excluded),cLogP,42,branch_token_count,0.4719855257641926,0.016178217821782182
MolecuLA raw OLS (seed-excluded),cLogP,42,ring_token_count,0.7360427823578856,0.027255445544554467
MolecuLA raw OLS (seed-excluded),cLogP,42,token_entropy,-0.1526799648263183,-0.0018557287434271825
MolecuLA raw OLS (seed-excluded),cLogP,43,selfies_len_tokens,0.9919750344961118,0.42470297029702986
MolecuLA raw OLS (seed-excluded),cLogP,43,branch_token_count,0.6226778773109405,0.019809900990099015
MolecuLA raw OLS (seed-excluded),cLogP,43,ring_token_count,0.6454216444428652,0.017803960396039608
MolecuLA raw OLS (seed-excluded),cLogP,43,token_entropy,-0.08368090737384525,-0.0015046026448797246
MolecuLA raw OLS (seed-excluded),cLogP,44,selfies_len_tokens,0.9921641360353547,0.4601722772277228
MolecuLA raw OLS (seed-excluded),cLogP,44,branch_token_count,0.3407515400930343,0.019035643564356435
MolecuLA raw OLS (seed-excluded),cLogP,44,ring_token_count,0.7218241951927766,0.024687128712871296
MolecuLA raw OLS (seed-excluded),cLogP,44,token_entropy,-0.9031727989791385,-0.003620736608769515
MolecuLA raw OLS (seed-excluded),cLogP,45,selfies_len_tokens,0.9938081664694551,0.4466059405940595
MolecuLA raw OLS (seed-excluded),cLogP,45,branch_token_count,0.27801862738060695,0.006053465346534657
MolecuLA raw OLS (seed-excluded),cLogP,45,ring_token_count,0.6271419295172499,0.025182178217821784
MolecuLA raw OLS (seed-excluded),cLogP,45,token_entropy,-0.26800320399721045,-0.003106132660211055
MolecuLA raw OLS (seed-excluded),cLogP,46,selfies_len_tokens,0.9934725113698024,0.35597227722772284
MolecuLA raw OLS (seed-excluded),cLogP,46,branch_token_count,0.6423599551782893,0.016271287128712876
MolecuLA raw OLS (seed-excluded),cLogP,46,ring_token_count,0.7410864822708042,0.01963366336633664
MolecuLA raw OLS (seed-excluded),cLogP,46,token_entropy,-0.3535972034302076,-0.0019246600470263163
MolecuLA raw OLS (seed-excluded),cLogP,47,selfies_len_tokens,0.9958089123503788,0.4570673267326733
MolecuLA raw OLS (seed-excluded),cLogP,47,branch_token_count,0.5221387529965046,0.02064752475247525
MolecuLA raw OLS (seed-excluded),cLogP,47,ring_token_count,0.7955384610016344,0.026144554455445546
MolecuLA raw OLS (seed-excluded),cLogP,47,token_entropy,-0.4510702032269386,-0.002879483842034904
MolecuLA raw OLS (seed-excluded),cLogP,48,selfies_len_tokens,0.9932681435254681,0.466960396039604
MolecuLA raw OLS (seed-excluded),cLogP,48,branch_token_count,0.4887149199175094,0.01023960396039604
MolecuLA raw OLS (seed-excluded),cLogP,48,ring_token_count,0.6360903682099398,0.0256950495049505
MolecuLA raw OLS (seed-excluded),cLogP,48,token_entropy,-0.2346880162375389,-0.0022432476452714004
MolecuLA raw OLS (seed-excluded),cLogP,49,selfies_len_tokens,0.9959055797687463,0.36855643564356444
MolecuLA raw OLS (seed-excluded),cLogP,49,branch_token_count,0.44579560362223225,0.010441584158415845
MolecuLA raw OLS (seed-excluded),cLogP,49,ring_token_count,0.8182347251959161,0.02784950495049506
MolecuLA raw OLS (seed-excluded),cLogP,49,token_entropy,-0.41806014321183854,-0.002008178728592533
MolecuLA raw OLS (seed-excluded),BertzCT,0,selfies_len_tokens,0.9746902381970051,0.5919445544554457
MolecuLA raw OLS (seed-excluded),BertzCT,0,branch_token_count,0.8003826263440579,0.034859405940594064
MolecuLA raw OLS (seed-excluded),BertzCT,0,ring_token_count,0.9502985667975274,0.07052475247524753
MolecuLA raw OLS (seed-excluded),BertzCT,0,token_entropy,0.4735457112376596,0.005136144282863907
MolecuLA raw OLS (seed-excluded),BertzCT,1,selfies_len_tokens,0.9898616498066879,0.5630455445544554
MolecuLA raw OLS (seed-excluded),BertzCT,1,branch_token_count,0.905993519937049,0.0341881188118812
MolecuLA raw OLS (seed-excluded),BertzCT,1,ring_token_count,0.9464971968801986,0.06666534653465347
MolecuLA raw OLS (seed-excluded),BertzCT,1,token_entropy,0.6483500493973402,0.0046843998998550235
MolecuLA raw OLS (seed-excluded),BertzCT,2,selfies_len_tokens,0.9913729455773241,0.5079821782178218
MolecuLA raw OLS (seed-excluded),BertzCT,2,branch_token_count,0.8861260488298116,0.0302950495049505
MolecuLA raw OLS (seed-excluded),BertzCT,2,ring_token_count,0.9615800321640676,0.0591980198019802
MolecuLA raw OLS (seed-excluded),BertzCT,2,token_entropy,0.7647582492878373,0.007316717196193998
MolecuLA raw OLS (seed-excluded),BertzCT,3,selfies_len_tokens,0.9925345004663048,0.5893683168316832
MolecuLA raw OLS (seed-excluded),BertzCT,3,branch_token_count,0.9735385785688707,0.10562178217821785
MolecuLA raw OLS (seed-excluded),BertzCT,3,ring_token_count,0.9680721605048733,0.08670495049504952
MolecuLA raw OLS (seed-excluded),BertzCT,3,token_entropy,0.6960095028178411,0.005386953903790997
MolecuLA raw OLS (seed-excluded),BertzCT,4,selfies_len_tokens,0.9924591059236649,0.5583742574257426
MolecuLA raw OLS (seed-excluded),BertzCT,4,branch_token_count,0.839855253832247,0.04184554455445545
MolecuLA raw OLS (seed-excluded),BertzCT,4,ring_token_count,0.9584486836643834,0.06526336633663368
MolecuLA raw OLS (seed-excluded),BertzCT,4,token_entropy,0.7518356161436996,0.005258113239484421
MolecuLA raw OLS (seed-excluded),BertzCT,5,selfies_len_tokens,0.9858191031883276,0.6320831683168319
MolecuLA raw OLS (seed-excluded),BertzCT,5,branch_token_count,0.9563645031800035,0.07177227722772278
MolecuLA raw OLS (seed-excluded),BertzCT,5,ring_token_count,0.9315850788899568,0.09280792079207924
MolecuLA raw OLS (seed-excluded),BertzCT,5,token_entropy,0.4668685368634134,0.0038075320136106245
MolecuLA raw OLS (seed-excluded),BertzCT,6,selfies_len_tokens,0.9913912163531261,0.6029801980198021
MolecuLA raw OLS (seed-excluded),BertzCT,6,branch_token_count,0.6035360310893454,0.019354455445544556
MolecuLA raw OLS (seed-excluded),BertzCT,6,ring_token_count,0.9350148204692149,0.06416633663366338
MolecuLA raw OLS (seed-excluded),BertzCT,6,token_entropy,0.4558503838770812,0.0036441612815230778
MolecuLA raw OLS (seed-excluded),BertzCT,7,selfies_len_tokens,0.9904313607138255,0.4874138613861387
MolecuLA raw OLS (seed-excluded),BertzCT,7,branch_token_count,0.9632809047870405,0.048938613861386156
MolecuLA raw OLS (seed-excluded),BertzCT,7,ring_token_count,0.9686820722083533,0.09055445544554457
MolecuLA raw OLS (seed-excluded),BertzCT,7,token_entropy,0.7314357842453643,0.005935660240928285
MolecuLA raw OLS (seed-excluded),BertzCT,8,selfies_len_tokens,0.9918782735541324,0.5848000000000001
MolecuLA raw OLS (seed-excluded),BertzCT,8,branch_token_count,0.982965769016399,0.07092277227722774
MolecuLA raw OLS (seed-excluded),BertzCT,8,ring_token_count,0.8976767397448442,0.054720792079207936
MolecuLA raw OLS (seed-excluded),BertzCT,8,token_entropy,0.558517829691918,0.005041733526129497
MolecuLA raw OLS (seed-excluded),BertzCT,9,selfies_len_tokens,0.9891005668994739,0.4994257425742575
MolecuLA raw OLS (seed-excluded),BertzCT,9,branch_token_count,0.9424866369253384,0.061855445544554466
MolecuLA raw OLS (seed-excluded),BertzCT,9,ring_token_count,0.9493503454870063,0.05697029702970298
MolecuLA raw OLS (seed-excluded),BertzCT,9,token_entropy,0.6750851310340977,0.007261530772621144
MolecuLA raw OLS (seed-excluded),BertzCT,10,selfies_len_tokens,0.9936402038316182,0.5688455445544556
MolecuLA raw OLS (seed-excluded),BertzCT,10,branch_token_count,0.7960790051861187,0.03921584158415842
MolecuLA raw OLS (seed-excluded),BertzCT,10,ring_token_count,0.9599183204673583,0.07474851485148515
MolecuLA raw OLS (seed-excluded),BertzCT,10,token_entropy,0.5599956824312623,0.004323483019520715
MolecuLA raw OLS (seed-excluded),BertzCT,11,selfies_len_tokens,0.9941986007092499,0.5257346534653466
MolecuLA raw OLS (seed-excluded),BertzCT,11,branch_token_count,0.8421709439557922,0.032348514851485155
MolecuLA raw OLS (seed-excluded),BertzCT,11,ring_token_count,0.9503997812284428,0.0682970297029703
MolecuLA raw OLS (seed-excluded),BertzCT,11,token_entropy,0.7324652428278325,0.0065068912641087235
MolecuLA raw OLS (seed-excluded),BertzCT,12,selfies_len_tokens,0.9927975419399684,0.5752257425742575
MolecuLA raw OLS (seed-excluded),BertzCT,12,branch_token_count,0.8513311067699084,0.04127326732673268
MolecuLA raw OLS (seed-excluded),BertzCT,12,ring_token_count,0.9652676829751167,0.08976237623762376
MolecuLA raw OLS (seed-excluded),BertzCT,12,token_entropy,0.6565844862527117,0.005512691849372579
MolecuLA raw OLS (seed-excluded),BertzCT,13,selfies_len_tokens,0.969834865501228,0.4930574257425743
MolecuLA raw OLS (seed-excluded),BertzCT,13,branch_token_count,0.9061349578119715,0.039120792079207926
MolecuLA raw OLS (seed-excluded),BertzCT,13,ring_token_count,0.959396832210571,0.05825148514851486
MolecuLA raw OLS (seed-excluded),BertzCT,13,token_entropy,0.816952466402289,0.008121555386969839
MolecuLA raw OLS (seed-excluded),BertzCT,14,selfies_len_tokens,0.9856913258130123,0.5660277227722773
MolecuLA raw OLS (seed-excluded),BertzCT,14,branch_token_count,0.9042284548453878,0.034437623762376246
MolecuLA raw OLS (seed-excluded),BertzCT,14,ring_token_count,0.9455603128524321,0.05762772277227723
MolecuLA raw OLS (seed-excluded),BertzCT,14,token_entropy,0.6110149077346575,0.007584437250291009
MolecuLA raw OLS (seed-excluded),BertzCT,15,selfies_len_tokens,0.992395332220215,0.5910693069306933
MolecuLA raw OLS (seed-excluded),BertzCT,15,branch_token_count,0.7642251339636016,0.0193960396039604
MolecuLA raw OLS (seed-excluded),BertzCT,15,ring_token_count,0.9381183263017494,0.0673762376237624
MolecuLA raw OLS (seed-excluded),BertzCT,15,token_entropy,0.643610538227766,0.006030657323734614
MolecuLA raw OLS (seed-excluded),BertzCT,16,selfies_len_tokens,0.9913638485581481,0.6093445544554458
MolecuLA raw OLS (seed-excluded),BertzCT,16,branch_token_count,0.9799871829740264,0.06078613861386138
MolecuLA raw OLS (seed-excluded),BertzCT,16,ring_token_count,0.9089753275688105,0.06521782178217822
MolecuLA raw OLS (seed-excluded),BertzCT,16,token_entropy,0.5992191449328284,0.006913647258040347
MolecuLA raw OLS (seed-excluded),BertzCT,17,selfies_len_tokens,0.9832473993838386,0.6212653465346536
MolecuLA raw OLS (seed-excluded),BertzCT,17,branch_token_count,0.9418252546491032,0.08776435643564358
MolecuLA raw OLS (seed-excluded),BertzCT,17,ring_token_count,0.8296025927079094,0.060980198019801986
MolecuLA raw OLS (seed-excluded),BertzCT,17,token_entropy,0.5118824098903076,0.005898957448196396
