property,direction_type,direction_target,seed_id,response,spearman_rho,linear_slope_per_alpha,expected_sign_fraction,validity,valid_count,decode_count,seed_value
BertzCT,residual_property,BertzCT_residual,9,diagnostic_residual,0.6707015373868785,1.579151440397744,0.56,1.0,100,100,-47.84129170661794
BertzCT,residual_property,BertzCT_residual,10,raw_property,0.3627149713152474,1.4231091631073396,0.51,1.0,100,100,1002.368084172644
BertzCT,residual_property,BertzCT_residual,10,diagnostic_residual,0.542709409764701,2.4756472896567594,0.54,1.0,100,100,32.48556790503494
BertzCT,residual_property,BertzCT_residual,11,raw_property,0.6817644680973701,1.173127926684234,0.57,1.0,100,100,390.1708513109088
BertzCT,residual_property,BertzCT_residual,11,diagnostic_residual,0.427975841712412,1.0192419977534497,0.43,1.0,100,100,52.48104553442306
BertzCT,residual_property,BertzCT_residual,12,raw_property,0.8032776404195187,2.413614768666634,0.75,1.0,100,100,640.4924236266434
BertzCT,residual_property,BertzCT_residual,12,diagnostic_residual,0.8866603841731304,3.337801684021337,0.76,1.0,100,100,-289.5095528874482
BertzCT,residual_property,BertzCT_residual,13,raw_property,0.6364805054923551,1.4514717629870895,0.5,1.0,100,100,283.8447139279425
BertzCT,residual_property,BertzCT_residual,13,diagnostic_residual,0.6073166122771498,2.2523235645074644,0.45,1.0,100,100,54.74901282448616
BertzCT,residual_property,BertzCT_residual,14,raw_property,0.9257278719464515,2.8281009876478365,0.74,1.0,100,100,858.5540105841986
BertzCT,residual_property,BertzCT_residual,14,diagnostic_residual,0.8845118305180908,3.7950104706992676,0.66,1.0,100,100,141.8638109475387
BertzCT,residual_property,BertzCT_residual,15,raw_property,0.8755302355179432,2.180119694949852,0.7,1.0,100,100,566.0010355519379
BertzCT,residual_property,BertzCT_residual,15,diagnostic_residual,0.6355999811923105,2.9791387441624932,0.51,1.0,100,100,-12.62554541896884
BertzCT,residual_property,BertzCT_residual,16,raw_property,0.5117892672075937,1.2170921681182527,0.41,1.0,100,100,1020.7490777949716
BertzCT,residual_property,BertzCT_residual,16,diagnostic_residual,0.5494465571890397,2.1910089469402116,0.54,1.0,100,100,159.92740267645172
BertzCT,residual_property,BertzCT_residual,17,raw_property,0.334632836040621,0.9184866040863123,0.52,1.0,100,100,870.2227464424503
BertzCT,residual_property,BertzCT_residual,17,diagnostic_residual,0.7085046598653276,8.36294948617041,0.61,1.0,100,100,-344.7329030409179
BertzCT,residual_property,BertzCT_residual,18,raw_property,0.934525896289899,3.809793166240914,0.73,1.0,100,100,1038.6876049246105
BertzCT,residual_property,BertzCT_residual,18,diagnostic_residual,0.9415891478889328,4.895375465454665,0.87,1.0,100,100,72.75740001674296
BertzCT,residual_property,BertzCT_residual,19,raw_property,0.8191347843874516,3.2159843902012137,0.67,1.0,100,100,897.0930417323251
BertzCT,residual_property,BertzCT_residual,19,diagnostic_residual,0.8270348709184362,4.15204375954559,0.67,1.0,100,100,-17.155684192939134
BertzCT,residual_property,BertzCT_residual,20,raw_property,0.8333272681650701,3.7028359819989913,0.69,1.0,100,100,1195.7759896398982
BertzCT,residual_property,BertzCT_residual,20,diagnostic_residual,0.8009685340532882,4.856765053764456,0.7,1.0,100,100,75.05221051919284
BertzCT,residual_property,BertzCT_residual,21,raw_property,0.5878987023785041,1.6337394041682345,0.48,1.0,100,100,1219.0180869194414
BertzCT,residual_property,BertzCT_residual,21,diagnostic_residual,0.6647089784551226,2.499166704359843,0.52,1.0,100,100,194.0289997369432
BertzCT,residual_property,BertzCT_residual,22,raw_property,0.7139265494457768,2.228246667921932,0.69,1.0,100,100,719.4486846444313
BertzCT,residual_property,BertzCT_residual,22,diagnostic_residual,0.709713361160762,3.002168208941022,0.63,1.0,100,100,-174.17870299754134
BertzCT,residual_property,BertzCT_residual,23,raw_property,0.5989779882891808,1.9717803764422028,0.56,1.0,100,100,356.1296296686226
BertzCT,residual_property,BertzCT_residual,23,diagnostic_residual,0.9553923042388041,2.9620825507406434,0.83,1.0,100,100,-107.54923682232646
BertzCT,residual_property,BertzCT_residual,24,raw_property,0.859258329772275,2.2667014996938786,0.63,1.0,100,100,535.21969799903
BertzCT,residual_property,BertzCT_residual,24,diagnostic_residual,0.5526396459946264,2.59798427710304,0.45,1.0,100,100,54.254669160193885
BertzCT,residual_property,BertzCT_residual,25,raw_property,0.755454303200685,3.3535697468112784,0.74,1.0,100,100,919.765601275144
BertzCT,residual_property,BertzCT_residual,25,diagnostic_residual,0.7693119291665844,4.36847524588059,0.84,1.0,100,100,-86.53113913564323
BertzCT,residual_property,BertzCT_residual,26,raw_property,0.6245803919495615,1.7980158051488848,0.49,1.0,100,100,713.5486614084061
BertzCT,residual_property,BertzCT_residual,26,diagnostic_residual,0.5698276168154688,2.2732380778631343,0.54,1.0,100,100,73.35665521020053
BertzCT,residual_property,BertzCT_residual,27,raw_property,0.6654395855968208,1.3656151685057067,0.57,1.0,100,100,779.3668573563046
BertzCT,residual_property,BertzCT_residual,27,diagnostic_residual,0.6846618160934808,2.1150529420708604,0.57,1.0,100,100,36.213602179533154
BertzCT,residual_property,BertzCT_residual,28,raw_property,0.4973412546482573,0.6129418191815468,0.51,1.0,100,100,373.6247421664592
BertzCT,residual_property,BertzCT_residual,28,diagnostic_residual,0.3055914044168428,0.717352142735842,0.42,1.0,100,100,-2.7803733876650085
BertzCT,residual_property,BertzCT_residual,29,raw_property,0.6722240329849564,1.5599132574949297,0.56,1.0,100,100,397.81326077302657
BertzCT,residual_property,BertzCT_residual,29,diagnostic_residual,0.8660125744081733,2.623602810859421,0.65,1.0,100,100,12.787729926674444
BertzCT,residual_property,BertzCT_residual,30,raw_property,0.7642546226743956,2.746936533208399,0.64,1.0,100,100,836.8263658578
BertzCT,residual_property,BertzCT_residual,30,diagnostic_residual,0.7775584714899759,3.231574677521679,0.6,1.0,100,100,131.36151215582925
BertzCT,residual_property,BertzCT_residual,31,raw_property,0.8365678475748493,2.209443143504318,0.65,1.0,100,100,564.4364862495336
BertzCT,residual_property,BertzCT_residual,31,diagnostic_residual,0.774004247449322,2.9537567636000017,0.64,1.0,100,100,31.091687887287776
BertzCT,residual_property,BertzCT_residual,32,raw_property,0.3593975439916367,0.51408228891993,0.44,1.0,100,100,375.65046120662737
BertzCT,residual_property,BertzCT_residual,32,diagnostic_residual,0.6700271540240675,1.9452807444368676,0.65,1.0,100,100,12.129399046001595
BertzCT,residual_property,BertzCT_residual,33,raw_property,0.8444990079662008,1.555377969322003,0.59,1.0,100,100,227.96526492984668
BertzCT,residual_property,BertzCT_residual,33,diagnostic_residual,0.5562600168614166,1.896325462007048,0.69,1.0,100,100,-37.89255165107119
BertzCT,residual_property,BertzCT_residual,34,raw_property,0.6624073913269554,3.4382179860101756,0.64,1.0,100,100,1313.5059942807416
BertzCT,residual_property,BertzCT_residual,34,diagnostic_residual,0.7115877364781171,4.500868298188512,0.64,1.0,100,100,131.05200340496685
BertzCT,residual_property,BertzCT_residual,35,raw_property,0.9190330480472468,4.18352493117559,0.72,1.0,100,100,1072.5914085132597
BertzCT,residual_property,BertzCT_residual,35,diagnostic_residual,0.9216811060872836,5.012260659380561,0.8,1.0,100,100,84.9807698853748
BertzCT,residual_property,BertzCT_residual,36,raw_property,0.8251236836708352,2.5946258378036773,0.66,1.0,100,100,834.8668573563044
BertzCT,residual_property,BertzCT_residual,36,diagnostic_residual,0.8223676271446824,4.084875342304812,0.68,1.0,100,100,9.858098351177432
BertzCT,residual_property,BertzCT_residual,37,raw_property,0.7998956501093473,2.4465730843795925,0.74,1.0,100,100,687.1395830560557
BertzCT,residual_property,BertzCT_residual,37,diagnostic_residual,0.8466830203730397,3.435019186755521,0.85,1.0,100,100,-239.12414308594305
BertzCT,residual_property,BertzCT_residual,38,raw_property,0.6835840356652818,1.35914839406679,0.67,1.0,100,100,542.9693340915088
BertzCT,residual_property,BertzCT_residual,38,diagnostic_residual,0.8983212886414498,2.8244880204935905,0.7,1.0,100,100,-144.8419654542745
BertzCT,residual_property,BertzCT_residual,39,raw_property,0.7616278738986043,1.4897352416228342,0.51,1.0,100,100,396.499379292522
BertzCT,residual_property,BertzCT_residual,39,diagnostic_residual,0.6201868078559107,2.5571587078076545,0.46,1.0,100,100,51.48873980144333
BertzCT,residual_property,BertzCT_residual,40,raw_property,0.6951237353747541,1.4979424426976373,0.6,1.0,100,100,387.0248257561691
BertzCT,residual_property,BertzCT_residual,40,diagnostic_residual,0.9466918890712626,2.2005226630294303,0.86,1.0,100,100,-49.11658032187256
BertzCT,residual_property,BertzCT_residual,41,raw_property,0.9579900499990509,3.57578704880857,0.76,1.0,100,100,714.9584596487582
BertzCT,residual_property,BertzCT_residual,41,diagnostic_residual,0.970259454450575,4.239345532893309,0.89,1.0,100,100,-1.8370739970247314
BertzCT,residual_property,BertzCT_residual,42,raw_property,0.7222455128912008,2.713851157767964,0.7,1.0,100,100,841.0725242405067
BertzCT,residual_property,BertzCT_residual,42,diagnostic_residual,0.801917688733181,3.651042922251919,0.7,1.0,100,100,13.816015270119692
BertzCT,residual_property,BertzCT_residual,43,raw_property,0.8267115808298889,1.6134454957236264,0.61,1.0,100,100,581.1041595594359
BertzCT,residual_property,BertzCT_residual,43,diagnostic_residual,0.6385519402003457,2.5176696595191785,0.65,1.0,100,100,64.53861650134047
BertzCT,residual_property,BertzCT_residual,44,raw_property,0.8789250817793052,3.193684848434105,0.76,1.0,100,100,875.2703264993577
BertzCT,residual_property,BertzCT_residual,44,diagnostic_residual,0.9698501008995113,5.2738114398374085,0.77,1.0,100,100,40.83411023316023
BertzCT,residual_property,BertzCT_residual,45,raw_property,0.7553050242971359,2.949688696454447,0.72,1.0,100,100,822.6217448584681
BertzCT,residual_property,BertzCT_residual,45,diagnostic_residual,0.8207398685187134,3.842861524889241,0.83,1.0,100,100,-42.432430634495404
BertzCT,residual_property,BertzCT_residual,46,raw_property,0.6054944619861015,2.0033122250181363,0.55,1.0,100,100,842.2641468394088
BertzCT,residual_property,BertzCT_residual,46,diagnostic_residual,0.5795909693263429,2.4725152597959013,0.61,1.0,100,100,110.76011882940782
