property,direction_type,direction_target,alpha,response,decode_count,valid_count,validity,median_value,q25_value,q75_value,median_change_from_seed,q25_change_from_seed,q75_change_from_seed,expected_sign_fraction
BertzCT,raw_property,BertzCT,-125.75757575757576,diagnostic_residual,50,50,1.0,298.5626357891439,286.32880738497056,465.4012051594019,335.3126432659018,281.7113697259958,417.35989611806826,0.02
BertzCT,raw_property,BertzCT,-122.72727272727272,raw_property,50,50,1.0,0.0,0.0,0.0,-733.5321357194807,-891.6373629240833,-483.04385934891155,1.0
BertzCT,raw_property,BertzCT,-122.72727272727272,diagnostic_residual,50,50,1.0,298.5626357891439,286.32880738497056,465.4012051594019,331.46566855552726,265.7474076733628,417.35989611806826,0.02
BertzCT,raw_property,BertzCT,-119.69696969696967,raw_property,50,50,1.0,0.0,0.0,0.0,-733.5321357194807,-891.6373629240833,-483.04385934891155,1.0
BertzCT,raw_property,BertzCT,-119.69696969696967,diagnostic_residual,50,50,1.0,298.5626357891439,286.32880738497056,458.9348965188738,325.7338941061017,265.7474076733628,412.47675371853614,0.02
BertzCT,raw_property,BertzCT,-116.66666666666666,raw_property,50,50,1.0,0.0,0.0,0.0,-733.5321357194807,-891.1373629240833,-483.04385934891155,1.0
BertzCT,raw_property,BertzCT,-116.66666666666666,diagnostic_residual,50,50,1.0,298.5626357891439,286.32880738497056,316.7279427685432,307.191914622269,256.13534536146506,409.8878701522736,0.02
BertzCT,raw_property,BertzCT,-113.63636363636364,raw_property,50,50,1.0,0.0,0.0,0.0,-733.5321357194807,-891.1373629240833,-483.04385934891155,1.0
BertzCT,raw_property,BertzCT,-113.63636363636364,diagnostic_residual,50,50,1.0,298.5626357891439,286.32880738497056,408.8339636401029,315.8082884771626,261.37629770750635,407.8611801853689,0.02
BertzCT,raw_property,BertzCT,-110.6060606060606,raw_property,50,50,1.0,0.0,0.0,0.0,-733.5321357194807,-891.1373629240833,-483.04385934891155,1.0
BertzCT,raw_property,BertzCT,-110.6060606060606,diagnostic_residual,50,50,1.0,298.5626357891439,286.32880738497056,313.98839190475115,304.65486827387826,246.6488223480226,407.8611801853689,0.02
