property,direction_type,direction_target,alpha,response,decode_count,valid_count,validity,median_value,q25_value,q75_value,median_change_from_seed,q25_change_from_seed,q75_change_from_seed,expected_sign_fraction
BertzCT,residual_property,BertzCT_residual,140.90909090909088,diagnostic_residual,50,50,1.0,-78.5701008438727,-343.4902125402666,155.6715295035649,-90.25600284307222,-368.21676425014437,153.68724513030406,0.4
BertzCT,residual_property,BertzCT_residual,143.93939393939394,raw_property,50,50,1.0,781.4938209942081,603.6162458356329,1116.226170660663,249.85362298176767,-181.21215285895417,426.39069480944386,0.64
BertzCT,residual_property,BertzCT_residual,143.93939393939394,diagnostic_residual,50,50,1.0,-47.169238032191686,-340.84662039597475,173.35018353059445,-78.97830745591415,-384.08322827451076,229.95349332753048,0.46
BertzCT,residual_property,BertzCT_residual,146.96969696969694,raw_property,50,50,1.0,804.2853503717574,600.9879161255121,1188.2255058008268,253.36959582504022,-147.82221763783932,448.337327916314,0.72
BertzCT,residual_property,BertzCT_residual,146.96969696969694,diagnostic_residual,50,50,1.0,-46.222887407061364,-364.3553964444114,216.70910019760922,-69.06234794512386,-399.08458389859777,235.66510806296992,0.46
BertzCT,residual_property,BertzCT_residual,150.0,raw_property,50,50,1.0,794.8027963305781,595.5681141833973,1157.205400735568,211.38139575861152,-81.45950545939732,405.01885241626576,0.74
BertzCT,residual_property,BertzCT_residual,150.0,diagnostic_residual,50,50,1.0,-46.222887407061364,-381.5194297250613,180.19504819959312,-2.7384101430425574,-420.56465572572364,176.22514213268641,0.5
BertzCT,selfies_length,selfies_len_tokens,-150.0,raw_property,50,44,0.88,0.0,0.0,0.0,-700.3441222322309,-871.4846414566772,-397.48479040290044,1.0
BertzCT,selfies_length,selfies_len_tokens,-150.0,diagnostic_residual,50,44,0.88,491.2664397215144,423.6915628168374,491.2664397215144,441.2494701629244,355.10856961159493,483.83581005849067,0.0
BertzCT,selfies_length,selfies_len_tokens,-146.96969696969697,raw_property,50,44,0.88,0.0,0.0,0.0,-700.3441222322309,-871.4846414566772,-397.48479040290044,1.0
BertzCT,selfies_length,selfies_len_tokens,-146.96969696969697,diagnostic_residual,50,44,0.88,491.2664397215144,298.5626357891439,491.2664397215144,439.2815470535812,338.9570239826066,483.83581005849067,0.0
BertzCT,selfies_length,selfies_len_tokens,-143.93939393939394,raw_property,50,44,0.88,0.0,0.0,0.0,-700.3441222322309,-871.4846414566772,-397.48479040290044,1.0
BertzCT,selfies_length,selfies_len_tokens,-143.93939393939394,diagnostic_residual,50,44,0.88,491.2664397215144,298.5626357891439,491.2664397215144,439.2815470535812,338.9570239826066,483.83581005849067,0.0
BertzCT,selfies_length,selfies_len_tokens,-140.9090909090909,raw_property,50,44,0.88,0.0,0.0,0.0,-700.3441222322309,-871.4846414566772,-397.48479040290044,1.0
BertzCT,selfies_length,selfies_len_tokens,-140.9090909090909,diagnostic_residual,50,44,0.88,491.2664397215144,298.5626357891439,491.2664397215144,438.3947352406958,333.01802812834563,483.83581005849067,0.0
BertzCT,selfies_length,selfies_len_tokens,-137.87878787878788,raw_property,50,45,0.9,0.0,0.0,0.0,-713.5486614084061,-870.2227464424503,-397.81326077302657,1.0
BertzCT,selfies_length,selfies_len_tokens,-137.87878787878788,diagnostic_residual,50,45,0.9,491.2664397215144,298.5626357891439,491.2664397215144,437.01177056132053,322.7065501927374,485.8272360838449,0.0
BertzCT,selfies_length,selfies_len_tokens,-134.84848484848484,raw_property,50,45,0.9,0.0,0.0,0.0,-713.5486614084061,-870.2227464424503,-397.81326077302657,1.0
BertzCT,selfies_length,selfies_len_tokens,-134.84848484848484,diagnostic_residual,50,45,0.9,491.2664397215144,298.5626357891439,491.2664397215144,437.01177056132053,336.45518744021507,485.8272360838449,0.0
BertzCT,selfies_length,selfies_len_tokens,-131.8181818181818,raw_property,50,45,0.9,0.0,0.0,0.0,-713.5486614084061,-870.2227464424503,-397.81326077302657,1.0
BertzCT,selfies_length,selfies_len_tokens,-131.8181818181818,diagnostic_residual,50,45,0.9,491.2664397215144,298.5626357891439,491.2664397215144,437.01177056132053,336.45518744021507,485.8272360838449,0.0
BertzCT,selfies_length,selfies_len_tokens,-128.78787878787878,raw_property,50,46,0.92,0.0,0.0,0.0,-714.2535605285822,-874.0084314851308,-414.77292386282124,1.0
BertzCT,selfies_length,selfies_len_tokens,-128.78787878787878,diagnostic_residual,50,46,0.92,491.2664397215144,298.5626357891439,491.2664397215144,435.06845216798433,324.8646719058187,482.73108638011365,0.0
BertzCT,selfies_length,selfies_len_tokens,-125.75757575757576,raw_property,50,46,0.92,0.0,0.0,0.0,-714.2535605285822,-873.5084314851308,-414.77292386282124,1.0
BertzCT,selfies_length,selfies_len_tokens,-125.75757575757576,diagnostic_residual,50,46,0.92,491.2664397215144,298.5626357891439,491.2664397215144,436.1724069804414,332.6180746438508,482.73108638011365,0.0
BertzCT,selfies_length,selfies_len_tokens,-122.72727272727272,raw_property,50,46,0.92,0.0,0.0,0.0,-714.2535605285822,-873.5084314851308,-414.77292386282124,1.0
BertzCT,selfies_length,selfies_len_tokens,-122.72727272727272,diagnostic_residual,50,46,0.92,491.2664397215144,298.5626357891439,491.2664397215144,435.06845216798433,332.6180746438508,482.73108638011365,0.0
BertzCT,selfies_length,selfies_len_tokens,-119.69696969696967,raw_property,50,46,0.92,0.0,0.0,0.0,-714.2535605285822,-873.5084314851308,-414.77292386282124,1.0
BertzCT,selfies_length,selfies_len_tokens,-119.69696969696967,diagnostic_residual,50,46,0.92,465.4012051594019,298.5626357891439,491.2664397215144,435.06845216798433,324.8646719058187,482.73108638011365,0.0
BertzCT,selfies_length,selfies_len_tokens,-116.66666666666666,raw_property,50,46,0.92,0.0,0.0,0.0,-714.2535605285822,-873.5084314851308,-414.77292386282124,1.0
BertzCT,selfies_length,selfies_len_tokens,-116.66666666666666,diagnostic_residual,50,46,0.92,465.4012051594019,298.5626357891439,491.2664397215144,435.06845216798433,324.8646719058187,482.73108638011365,0.0
BertzCT,selfies_length,selfies_len_tokens,-113.63636363636364,raw_property,50,46,0.92,0.0,0.0,0.0,-714.2535605285822,-873.5084314851308,-414.77292386282124,1.0
BertzCT,selfies_length,selfies_len_tokens,-113.63636363636364,diagnostic_residual,50,46,0.92,465.4012051594019,298.5626357891439,491.2664397215144,431.74856012599145,312.35915761937525,482.73108638011365,0.0
BertzCT,selfies_length,selfies_len_tokens,-110.6060606060606,raw_property,50,47,0.94,0.0,0.0,0.0,-714.9584596487582,-871.746536470904,-431.732586952616,1.0
BertzCT,selfies_length,selfies_len_tokens,-110.6060606060606,diagnostic_residual,50,47,0.94,465.4012051594019,298.5626357891439,491.2664397215144,416.85600584366523,304.82715603753,482.2901713768548,0.0
BertzCT,selfies_length,selfies_len_tokens,-107.57575757575758,raw_property,50,47,0.94,0.0,0.0,0.0,-714.9584596487582,-871.746536470904,-431.732586952616,1.0
BertzCT,selfies_length,selfies_len_tokens,-107.57575757575758,diagnostic_residual,50,47,0.94,465.4012051594019,298.5626357891439,491.2664397215144,412.92015962497885,304.82715603753,482.2901713768548,0.0
BertzCT,selfies_length,selfies_len_tokens,-104.54545454545456,raw_property,50,47,0.94,0.0,0.0,0.0,-714.9584596487582,-871.746536470904,-431.732586952616,1.0
BertzCT,selfies_length,selfies_len_tokens,-104.54545454545456,diagnostic_residual,50,47,0.94,465.4012051594019,298.5626357891439,491.2664397215144,406.11187261147035,287.7712087578889,456.63891460152496,0.0
BertzCT,selfies_length,selfies_len_tokens,-101.51515151515152,raw_property,50,47,0.94,0.0,0.0,0.0,-714.9584596487582,-871.746536470904,-431.732586952616,1.0
BertzCT,selfies_length,selfies_len_tokens,-101.51515151515152,diagnostic_residual,50,47,0.94,316.7279427685432,298.5626357891439,491.2664397215144,354.6410863299941,283.5119281191162,456.63891460152496,0.0
BertzCT,selfies_length,selfies_len_tokens,-98.48484848484848,raw_property,50,48,0.96,0.0,0.0,0.0,-716.2035721465948,-863.0084314851308,-448.6922500424107,1.0
BertzCT,selfies_length,selfies_len_tokens,-98.48484848484848,diagnostic_residual,50,48,0.96,366.1993394018601,298.5626357891439,491.2664397215144,352.0218575519849,284.64341699079284,455.56793599404773,0.0
BertzCT,selfies_length,selfies_len_tokens,-95.45454545454544,raw_property,50,49,0.98,0.0,0.0,0.0,-717.4486846444313,-868.2227464424503,-465.6519131322054,1.0
BertzCT,selfies_length,selfies_len_tokens,-95.45454545454544,diagnostic_residual,50,49,0.98,415.67073603517696,298.5626357891439,491.2664397215144,354.6410863299941,286.4332367431423,454.49695738657044,0.0
BertzCT,selfies_length,selfies_len_tokens,-92.42424242424242,raw_property,50,49,0.98,0.0,0.0,0.0,-717.4486846444313,-861.2703264993577,-465.6519131322054,1.0
BertzCT,selfies_length,selfies_len_tokens,-92.42424242424242,diagnostic_residual,50,49,0.98,316.7279427685432,286.32880738497056,491.2664397215144,354.6410863299941,286.4332367431423,454.49695738657044,0.0
BertzCT,selfies_length,selfies_len_tokens,-89.39393939393939,raw_property,50,49,0.98,0.0,0.0,0.0,-717.4486846444313,-858.5540105841986,-465.6519131322054,1.0
BertzCT,selfies_length,selfies_len_tokens,-89.39393939393939,diagnostic_residual,50,49,0.98,298.5626357891439,286.32880738497056,465.4012051594019,339.7909694967371,255.23711949768278,454.49695738657044,0.02040816326530612
BertzCT,selfies_length,selfies_len_tokens,-86.36363636363637,raw_property,50,49,0.98,0.0,0.0,0.0,-717.4486846444313,-858.5540105841986,-465.6519131322054,1.0
BertzCT,selfies_length,selfies_len_tokens,-86.36363636363637,diagnostic_residual,50,49,0.98,298.5626357891439,286.32880738497056,465.4012051594019,336.45518744021507,268.1827434528065,454.49695738657044,0.04081632653061224
BertzCT,selfies_length,selfies_len_tokens,-83.33333333333333,raw_property,50,49,0.98,0.0,0.0,0.0,-717.4486846444313,-858.5540105841986,-465.6519131322054,1.0
BertzCT,selfies_length,selfies_len_tokens,-83.33333333333333,diagnostic_residual,50,49,0.98,298.5626357891439,286.32880738497056,439.5359705972895,311.1881812081127,243.123583131484,418.50903970477145,0.04081632653061224
BertzCT,selfies_length,selfies_len_tokens,-80.3030303030303,raw_property,50,49,0.98,0.0,0.0,7.509775004326936,-714.9584596487582,-858.5540105841986,-465.6519131322054,1.0
BertzCT,selfies_length,selfies_len_tokens,-80.3030303030303,diagnostic_residual,50,49,0.98,298.5626357891439,280.3182543890291,316.7279427685432,300.3997097861686,233.8477618505475,393.878044207297,0.08163265306122448
BertzCT,selfies_length,selfies_len_tokens,-77.27272727272728,raw_property,50,49,0.98,0.0,0.0,7.509775004326936,-714.9584596487582,-858.5540105841986,-465.6519131322054,1.0
BertzCT,selfies_length,selfies_len_tokens,-77.27272727272728,diagnostic_residual,50,49,0.98,293.83858238929747,204.9975290007837,305.7697393133751,285.77490586246944,221.7901908836301,349.4026287739757,0.10204081632653061
BertzCT,selfies_length,selfies_len_tokens,-74.24242424242425,raw_property,50,49,0.98,0.0,0.0,7.509775004326936,-714.9584596487582,-858.5540105841986,-465.6519131322054,1.0
BertzCT,selfies_length,selfies_len_tokens,-74.24242424242425,diagnostic_residual,50,49,0.98,286.32880738497056,180.29734656581635,298.5626357891439,285.7441440511556,199.60437020903564,342.95516271117003,0.10204081632653061
BertzCT,selfies_length,selfies_len_tokens,-71.21212121212122,raw_property,50,49,0.98,2.0,0.0,14.0,-714.9584596487582,-858.5540105841986,-465.6519131322054,1.0
BertzCT,selfies_length,selfies_len_tokens,-71.21212121212122,diagnostic_residual,50,49,0.98,280.3182543890291,177.41288197978992,298.5626357891439,285.7441440511556,162.98366115243547,339.7909694967371,0.10204081632653061
BertzCT,selfies_length,selfies_len_tokens,-68.18181818181819,raw_property,50,49,0.98,7.509775004326936,0.0,15.509775004326936,-711.9389096401044,-858.5540105841986,-451.6519131322054,1.0
BertzCT,selfies_length,selfies_len_tokens,-68.18181818181819,diagnostic_residual,50,49,0.98,274.86982593818794,172.39749737154435,293.83858238929747,261.22656650174133,108.54916573601969,324.22135903604175,0.12244897959183673
BertzCT,selfies_length,selfies_len_tokens,-65.15151515151516,raw_property,50,50,1.0,14.0,0.5,27.01955000865388,-712.7437855242553,-866.1687160829365,-461.7166058655408,1.0
BertzCT,selfies_length,selfies_len_tokens,-65.15151515151516,diagnostic_residual,50,50,1.0,191.92723391157898,115.29494785729594,286.32880738497056,215.80668393107658,69.14288765765109,291.31615904178403,0.16
BertzCT,selfies_length,selfies_len_tokens,-62.121212121212125,raw_property,50,50,1.0,14.0,2.0,40.325742227201616,-706.4486846444313,-849.5364956383199,-461.7166058655408,1.0
BertzCT,selfies_length,selfies_len_tokens,-62.121212121212125,diagnostic_residual,50,50,1.0,177.41288197978992,113.62866026936828,278.9561472763188,190.40257629141382,81.45257139725527,285.5486377388958,0.18
BertzCT,selfies_length,selfies_len_tokens,-59.09090909090909,raw_property,50,50,1.0,28.161259458730168,9.132331253245201,64.34528421400582,-676.7254697915428,-825.1155423880688,-457.4543944695261,1.0
BertzCT,selfies_length,selfies_len_tokens,-59.09090909090909,diagnostic_residual,50,50,1.0,173.2728799029222,56.46763370888455,214.5494856300484,163.94496646788895,-13.202248554640128,274.54745023616465,0.28
BertzCT,selfies_length,selfies_len_tokens,-56.06060606060606,raw_property,50,50,1.0,38.65148445440323,15.291904462736952,91.09616281328596,-676.7254697915428,-813.2895553895809,-429.66040695005483,1.0
BertzCT,selfies_length,selfies_len_tokens,-56.06060606060606,diagnostic_residual,50,50,1.0,136.70373530315476,25.078702943737255,203.12008524970196,145.04858443393138,-12.855432187029244,225.0355230860044,0.3
BertzCT,selfies_length,selfies_len_tokens,-53.03030303030303,raw_property,50,50,1.0,44.0,24.019550008653876,121.95396543848858,-684.0423126878646,-807.9895873490761,-395.39051899270726,1.0
BertzCT,selfies_length,selfies_len_tokens,-53.03030303030303,diagnostic_residual,50,50,1.0,108.6460310088484,-0.1153215434992707,181.6791845793548,112.60477691647239,-37.25134999690758,207.20007640057713,0.26
BertzCT,selfies_length,selfies_len_tokens,-50.0,raw_property,50,50,1.0,53.05865002596163,27.519550008653876,142.73985630084152,-663.1082510086001,-785.2106059289232,-395.39051899270726,1.0
BertzCT,selfies_length,selfies_len_tokens,-50.0,diagnostic_residual,50,50,1.0,83.25879774308889,-19.494071188088984,168.52079496531957,60.172922890337546,-49.748601472545694,167.44928870248316,0.32
BertzCT,selfies_length,selfies_len_tokens,-46.96969696969697,raw_property,50,50,1.0,94.40868524464067,39.24188918809525,175.9804026877268,-637.5700738654414,-743.3603033720703,-406.74980417518,1.0
BertzCT,selfies_length,selfies_len_tokens,-46.96969696969697,diagnostic_residual,50,50,1.0,20.608679937635173,-36.19612408007083,112.29612855162935,33.62100226671569,-88.10999708373258,150.01712384510265,0.4
BertzCT,selfies_length,selfies_len_tokens,-43.93939393939394,raw_property,50,50,1.0,105.45183036609211,63.458065458597154,207.0599455235523,-573.7370574152916,-752.0353702596965,-383.758187739462,1.0
BertzCT,selfies_length,selfies_len_tokens,-43.93939393939394,diagnostic_residual,50,50,1.0,8.828057147868705,-69.59046928693492,103.31656650173122,40.73138992071878,-74.36215795072721,142.05927688445934,0.46
BertzCT,selfies_length,selfies_len_tokens,-40.90909090909091,raw_property,50,50,1.0,140.11730005192325,72.09039671184235,260.2508012317331,-548.5065929502548,-724.3968206228784,-349.01481330855336,1.0
BertzCT,selfies_length,selfies_len_tokens,-40.90909090909091,diagnostic_residual,50,50,1.0,-4.378308378033552,-75.07710976381678,75.19835280984904,6.954142519359138,-116.74878019037277,97.85167071131303,0.48
BertzCT,selfies_length,selfies_len_tokens,-37.87878787878788,raw_property,50,50,1.0,192.33507062272207,89.31005895815454,292.3443568476959,-500.6787556427654,-632.9988330035026,-340.5513452249976,1.0
BertzCT,selfies_length,selfies_len_tokens,-37.87878787878788,diagnostic_residual,50,50,1.0,-10.959603171022401,-84.26210390760286,43.20547702717248,-15.448066570246311,-116.51324737088171,70.35627708623275,0.54
BertzCT,selfies_length,selfies_len_tokens,-34.848484848484844,raw_property,50,50,1.0,220.83638549304385,112.36766874675479,326.1550271363655,-445.32541785122515,-598.5493773416291,-330.18138609390024,1.0
BertzCT,selfies_length,selfies_len_tokens,-34.848484848484844,diagnostic_residual,50,50,1.0,-34.58758453943099,-92.9081761583401,30.821393167678025,-16.324849621371015,-122.63036383893242,57.70542910591175,0.56
BertzCT,selfies_length,selfies_len_tokens,-31.818181818181813,raw_property,50,50,1.0,224.35740524843322,153.78521508201584,401.05056643067775,-410.1871979907863,-539.5391700098413,-320.3847486619713,1.0
BertzCT,selfies_length,selfies_len_tokens,-31.818181818181813,diagnostic_residual,50,50,1.0,-34.41866299250982,-92.9081761583401,30.292999255177747,-19.06617940285021,-120.76325989820913,49.249299331065906,0.54
BertzCT,selfies_length,selfies_len_tokens,-28.787878787878785,raw_property,50,50,1.0,254.97636895597157,158.2447925422493,399.8768038399073,-401.0155978110953,-543.714562212972,-273.9989134614823,0.98
BertzCT,selfies_length,selfies_len_tokens,-28.787878787878785,diagnostic_residual,50,50,1.0,-49.72288276004616,-118.83496711638777,12.546376841253087,-45.39013158830559,-139.95478104923484,40.10482768107863,0.66
BertzCT,selfies_length,selfies_len_tokens,-25.757575757575765,raw_property,50,50,1.0,367.433678964611,257.63056646415396,504.71029109218523,-327.42681995185325,-456.81283566330376,-200.74598336914528,0.92
BertzCT,selfies_length,selfies_len_tokens,-25.757575757575765,diagnostic_residual,50,50,1.0,-44.60603382413484,-124.33539642423177,9.772019036505073,-42.80489578140214,-142.36246145751915,-4.440892098500626e-16,0.74
BertzCT,selfies_length,selfies_len_tokens,-22.727272727272734,raw_property,50,50,1.0,433.94049196454426,316.2631875845216,603.3339243826545,-243.00989727696464,-360.2769857555195,-132.385675597133,0.86
BertzCT,selfies_length,selfies_len_tokens,-22.727272727272734,diagnostic_residual,50,50,1.0,-45.57100275129534,-146.78968697910162,12.074606030981812,-26.52377753465953,-142.93712049923727,15.603960382423509,0.64
BertzCT,selfies_length,selfies_len_tokens,-19.69696969696969,raw_property,50,50,1.0,560.701060000267,391.7529833063121,752.1657855587224,-135.6256661245585,-210.90886027603344,-46.473604368292754,0.76
BertzCT,selfies_length,selfies_len_tokens,-19.69696969696969,diagnostic_residual,50,50,1.0,-31.682648428335767,-103.11823442240632,26.405995415554912,-1.7408297026122455e-13,-55.02112968553192,2.22378175760889,0.56
BertzCT,selfies_length,selfies_len_tokens,-16.666666666666657,raw_property,50,50,1.0,604.2018288441263,400.3715778090821,767.7880531602846,-60.61789410968595,-136.0659069654559,0.0,0.58
BertzCT,selfies_length,selfies_len_tokens,-16.666666666666657,diagnostic_residual,50,50,1.0,-2.5477082956616073,-63.58830758419211,51.06800589247757,0.0,-13.171779167371977,0.30789510177038437,0.44
BertzCT,selfies_length,selfies_len_tokens,-13.636363636363626,raw_property,50,50,1.0,624.2805876929065,414.77292386282124,814.6859609977789,0.0,-88.87065489569494,0.0,0.46
BertzCT,selfies_length,selfies_len_tokens,-13.636363636363626,diagnostic_residual,50,50,1.0,11.848456881264894,-48.797758168059005,52.23296910117813,0.0,-2.0605739337042905e-13,2.2737367544323206e-13,0.38
BertzCT,selfies_length,selfies_len_tokens,-10.606060606060597,raw_property,50,50,1.0,717.2035721465948,414.77292386282124,879.2869474683223,0.0,0.0,0.0,0.12
BertzCT,selfies_length,selfies_len_tokens,-10.606060606060597,diagnostic_residual,50,50,1.0,14.385098281921103,-42.13140640276992,54.62542690841309,0.0,0.0,0.0,0.24
BertzCT,selfies_length,selfies_len_tokens,-7.575757575757564,raw_property,50,50,1.0,734.5321357194807,483.04385934891155,891.6373629240833,0.0,0.0,0.0,0.02
BertzCT,selfies_length,selfies_len_tokens,-7.575757575757564,diagnostic_residual,50,50,1.0,14.385098281921103,-42.13140640276992,62.26372554042055,0.0,0.0,0.0,0.18
BertzCT,selfies_length,selfies_len_tokens,-4.545454545454561,raw_property,50,50,1.0,734.5321357194807,483.04385934891155,874.0084314851308,0.0,0.0,0.0,0.04
BertzCT,selfies_length,selfies_len_tokens,-4.545454545454561,diagnostic_residual,50,50,1.0,10.99374869858957,-48.797758168059005,55.266542699366624,0.0,0.0,0.0,0.22
BertzCT,selfies_length,selfies_len_tokens,-1.5151515151515298,raw_property,50,50,1.0,734.5321357194807,483.04385934891155,874.0084314851308,0.0,0.0,0.0,0.04
BertzCT,selfies_length,selfies_len_tokens,-1.5151515151515298,diagnostic_residual,50,50,1.0,10.99374869858957,-48.797758168059005,55.266542699366624,0.0,0.0,0.0,0.22
BertzCT,selfies_length,selfies_len_tokens,1.5151515151515014,raw_property,50,50,1.0,734.5321357194807,483.04385934891155,874.0084314851308,0.0,0.0,0.0,0.0
BertzCT,selfies_length,selfies_len_tokens,1.5151515151515014,diagnostic_residual,50,50,1.0,10.99374869858957,-77.1774994322005,55.266542699366624,0.0,0.0,0.0,0.18
BertzCT,selfies_length,selfies_len_tokens,4.5454545454545325,raw_property,50,50,1.0,734.5321357194807,483.04385934891155,871.7025194027894,0.0,0.0,0.0,0.0
BertzCT,selfies_length,selfies_len_tokens,4.5454545454545325,diagnostic_residual,50,50,1.0,10.99374869858957,-77.1774994322005,55.266542699366624,0.0,-1.3322676295501878e-15,0.0,0.18
BertzCT,selfies_length,selfies_len_tokens,7.575757575757564,raw_property,50,50,1.0,749.407771000368,483.04385934891155,891.6373629240833,0.0,0.0,0.0,0.08
BertzCT,selfies_length,selfies_len_tokens,7.575757575757564,diagnostic_residual,50,50,1.0,12.458564486338076,-48.797758168059005,55.266542699366624,0.0,-1.3322676295501878e-15,0.0,0.22
BertzCT,selfies_length,selfies_len_tokens,10.606060606060597,raw_property,50,50,1.0,785.1227333860079,483.04385934891155,1001.0116862361765,0.0,0.0,69.63039472391432,0.3
BertzCT,selfies_length,selfies_len_tokens,10.606060606060597,diagnostic_residual,50,50,1.0,-11.486468195706408,-129.1153356616385,53.81126325375118,-7.105427357601002e-14,-79.01927583694402,0.0,0.18
BertzCT,selfies_length,selfies_len_tokens,13.636363636363626,raw_property,50,50,1.0,830.0422411634212,537.1571070221497,1019.5495151163068,0.0,0.0,126.84555504613633,0.4
BertzCT,selfies_length,selfies_len_tokens,13.636363636363626,diagnostic_residual,50,50,1.0,-39.56044267933237,-164.5384238357101,54.52909272256258,-2.877698079828406e-13,-132.84980066464303,0.0,0.24
BertzCT,selfies_length,selfies_len_tokens,16.666666666666657,raw_property,50,50,1.0,847.5824763109784,568.5543685073895,1058.1827510265869,18.879631168195033,0.0,223.03741751748026,0.5
BertzCT,selfies_length,selfies_len_tokens,16.666666666666657,diagnostic_residual,50,50,1.0,-32.7241311994774,-225.595270986165,54.52909272256258,-19.478331767687337,-178.65050617031727,0.034336737607191026,0.28
BertzCT,selfies_length,selfies_len_tokens,19.69696969696969,raw_property,50,50,1.0,850.4408783534134,592.6877290833106,1108.9272619052692,97.50146340608342,0.0,292.3374620493064,0.54
BertzCT,selfies_length,selfies_len_tokens,19.69696969696969,diagnostic_residual,50,50,1.0,-32.7241311994774,-315.2761215773986,55.768819525454774,-18.716444405212737,-221.01188473993935,10.200803913590107,0.32
BertzCT,selfies_length,selfies_len_tokens,22.72727272727272,raw_property,50,50,1.0,868.5765438799397,754.6582375338127,1076.6971404734568,132.731667317046,0.0,323.5452193213756,0.64
BertzCT,selfies_length,selfies_len_tokens,22.72727272727272,diagnostic_residual,50,50,1.0,-141.01123198844505,-351.19728513933626,9.816889050918986,-103.00919548048675,-312.2625860930398,-4.857889256783465,0.2
BertzCT,selfies_length,selfies_len_tokens,25.75757575757575,raw_property,50,50,1.0,901.4411985541724,695.5017264257222,1040.6713787846681,114.78890631988622,0.0,299.0961534474409,0.6
BertzCT,selfies_length,selfies_len_tokens,25.75757575757575,diagnostic_residual,50,50,1.0,-245.70746632048318,-402.3374957917981,-59.861746979762415,-170.15326543225018,-408.7273876015036,-81.52703571006018,0.12
BertzCT,selfies_length,selfies_len_tokens,28.787878787878785,raw_property,50,50,1.0,870.1558011911525,734.2445922332158,995.339533361654,117.8855489173381,-6.5625,326.4273042370437,0.6
BertzCT,selfies_length,selfies_len_tokens,28.787878787878785,diagnostic_residual,50,50,1.0,-283.951198925953,-430.1732754972778,-103.90954770277209,-224.6670970009684,-432.29508033364687,-120.36757503300115,0.08
BertzCT,selfies_length,selfies_len_tokens,31.818181818181813,raw_property,50,50,1.0,888.345562858289,722.259257564758,1098.0976677577637,146.679274449859,0.0,331.8016481992188,0.64
BertzCT,selfies_length,selfies_len_tokens,31.818181818181813,diagnostic_residual,50,50,1.0,-275.7907049707446,-448.3532398572564,-73.37514017392621,-240.20815974123553,-435.7338174958568,-78.13118359223958,0.08
BertzCT,selfies_length,selfies_len_tokens,34.848484848484844,raw_property,50,50,1.0,866.0594376223675,711.8348795361588,1042.2487374069924,74.57622736119282,-10.067118580832215,329.8173065782861,0.62
BertzCT,selfies_length,selfies_len_tokens,34.848484848484844,diagnostic_residual,50,50,1.0,-289.0005289891657,-531.0152551777455,-108.74259846237658,-267.728229274561,-528.1342108171206,-125.49200793223383,0.1
BertzCT,selfies_length,selfies_len_tokens,37.87878787878788,raw_property,50,50,1.0,855.9594980943193,661.3690674109457,1031.235384224567,111.82676888154984,-10.78091748850693,245.96097351040208,0.66
BertzCT,selfies_length,selfies_len_tokens,37.87878787878788,diagnostic_residual,50,50,1.0,-325.3778329687788,-565.4776077176678,-178.43307016063216,-299.1037687367672,-530.1278416797787,-186.5670990271804,0.04
BertzCT,selfies_length,selfies_len_tokens,40.90909090909091,raw_property,50,50,1.0,840.959425203366,661.3108527324515,1048.6909739998123,134.3927262105325,-48.177489791317754,315.8785221685055,0.64
BertzCT,selfies_length,selfies_len_tokens,40.90909090909091,diagnostic_residual,50,50,1.0,-370.5816599190566,-549.7029637508753,-184.5736104960534,-354.1111288238658,-546.3679255218298,-185.47655691948057,0.06
BertzCT,selfies_length,selfies_len_tokens,43.93939393939394,raw_property,50,50,1.0,892.6915883641176,671.1904642224329,1061.0835747210958,122.06097005212513,-108.74886265283084,402.6446367918212,0.6
BertzCT,selfies_length,selfies_len_tokens,43.93939393939394,diagnostic_residual,50,50,1.0,-429.05708369121726,-551.6338819683975,-191.2772117971257,-355.04005382618755,-568.5655073388239,-180.74561719336864,0.06
BertzCT,selfies_length,selfies_len_tokens,46.96969696969697,raw_property,50,50,1.0,858.2817595469194,653.6123558525837,1015.0629563530424,71.34023908125926,-81.55976974244629,328.656571083017,0.58
BertzCT,selfies_length,selfies_len_tokens,46.96969696969697,diagnostic_residual,50,50,1.0,-385.40066826278326,-667.8215198238378,-204.01761282657114,-345.91000911838063,-553.6296195243315,-224.22354009044594,0.0
BertzCT,selfies_length,selfies_len_tokens,50.0,raw_property,50,50,1.0,842.3369053999243,703.2495556400629,992.1104904316062,90.81303655480741,-83.24194024571864,308.84707813919715,0.64
BertzCT,selfies_length,selfies_len_tokens,50.0,diagnostic_residual,50,50,1.0,-406.0546178728313,-642.2748793070787,-274.40595510620096,-419.2265000297831,-581.9512876796659,-296.2241792341392,0.0
BertzCT,selfies_length,selfies_len_tokens,53.03030303030303,raw_property,50,50,1.0,854.0917929020878,645.8726224161783,1042.9597965966368,53.66458011481279,-126.53437548665923,256.604735401306,0.58
BertzCT,selfies_length,selfies_len_tokens,53.03030303030303,diagnostic_residual,50,50,1.0,-476.9597321886748,-726.7986098994385,-287.012286019478,-453.5503493286222,-677.2156920519814,-311.8943679313256,0.02
BertzCT,selfies_length,selfies_len_tokens,56.06060606060606,raw_property,50,50,1.0,805.4356607227169,627.5837700654581,1035.802976293084,67.35381844658895,-150.51452174351934,280.18684633983855,0.58
