method,scale,property,seed_id,confound,spearman_alpha_confound,spearman_abs_alpha_confound,slope_confound_per_alpha,slope_confound_per_abs_alpha
ChemSpacE released-ZINC protocol,native_l2,FractionCSP3,40,selfies_len_tokens,-0.4196255014859395,0.6343383082900701,-0.6103896103896038,2.5233415233414904
ChemSpacE released-ZINC protocol,native_l2,FractionCSP3,40,branch_token_count,,,0.0,0.0
ChemSpacE released-ZINC protocol,native_l2,FractionCSP3,40,ring_token_count,-0.15666989036012807,0.6795650949558609,-0.11688311688311687,1.054054054054053
ChemSpacE released-ZINC protocol,native_l2,FractionCSP3,40,token_entropy,-0.46349607766295275,-0.15322405843838444,-0.019811130526626128,0.001374736658867008
ChemSpacE released-ZINC protocol,native_l2,FractionCSP3,41,selfies_len_tokens,-0.5646283687570036,-0.56167957506207,-0.41558441558440895,-0.8402948402948971
ChemSpacE released-ZINC protocol,native_l2,FractionCSP3,41,branch_token_count,0.07385489458759964,-0.22178080933890895,0.02597402597402636,-0.16707616707617728
ChemSpacE released-ZINC protocol,native_l2,FractionCSP3,41,ring_token_count,-0.8581163303210331,-0.2624579775516101,-0.7012987012987009,-0.35380835380836534
ChemSpacE released-ZINC protocol,native_l2,FractionCSP3,41,token_entropy,-0.8951528926941482,-0.3942805157646568,-0.0705950636642756,-0.06260520348618687
ChemSpacE released-ZINC protocol,native_l2,FractionCSP3,42,selfies_len_tokens,0.025482359571881278,-0.05101443274928474,-0.06493506493505725,-0.2825552825553455
ChemSpacE released-ZINC protocol,native_l2,FractionCSP3,42,branch_token_count,-0.7385489458759964,-0.5359702892356967,-0.5194805194805185,-0.7125307125307206
ChemSpacE released-ZINC protocol,native_l2,FractionCSP3,42,ring_token_count,-0.11078234188139947,-0.18481734111575743,-0.0389610389610389,-0.11547911547912086
ChemSpacE released-ZINC protocol,native_l2,FractionCSP3,42,token_entropy,-0.29887190528688357,-0.7932260694937633,-0.03097785996875213,-0.09613947978739958
ChemSpacE released-ZINC protocol,native_l2,FractionCSP3,43,selfies_len_tokens,-0.258858165056166,0.3101366522329153,0.7142857142857117,2.346437346437309
ChemSpacE released-ZINC protocol,native_l2,FractionCSP3,43,branch_token_count,0.5607916162898925,0.5917003539159208,1.0779220779220786,1.8796068796068723
ChemSpacE released-ZINC protocol,native_l2,FractionCSP3,43,ring_token_count,0.6937813293921978,-0.15120636071058532,0.818181818181819,-0.27764127764128455
ChemSpacE released-ZINC protocol,native_l2,FractionCSP3,43,token_entropy,0.5946629464571339,-0.022107140661640302,0.0683104554527411,-0.005267251599028803
ChemSpacE released-ZINC protocol,native_l2,FractionCSP3,44,selfies_len_tokens,-0.45273496010290487,-0.5922193956820317,-0.896103896103888,-2.975429975430045
ChemSpacE released-ZINC protocol,native_l2,FractionCSP3,44,branch_token_count,-0.5051938036246874,0.422572016752305,-0.3636363636363633,0.6339066339066256
ChemSpacE released-ZINC protocol,native_l2,FractionCSP3,44,ring_token_count,-0.2547843890725743,-0.7859786446614986,-0.5454545454545446,-3.660933660933673
ChemSpacE released-ZINC protocol,native_l2,FractionCSP3,44,token_entropy,-0.04002470543208668,0.7208079332662084,-0.01934485584520055,0.07438000360871708
