direction_name,direction_kind,alpha,valid_count,median_clogp,q25_clogp,q75_clogp,median_fixed_graph_size_residual,q25_fixed_graph_size_residual,q75_fixed_graph_size_residual,median_fixed_graph_size_residual_change_from_seed
residual::cLogP,residual_property,25.75757575757575,50,3.763900000000003,2.4311750000000005,4.644805000000003,0.1597810254730585,-0.2745316198707284,0.7600152169943781,0.0
residual::cLogP,residual_property,28.787878787878785,50,3.763900000000003,2.586000000000001,5.039075000000004,0.13549777133547147,-0.2989069351589302,0.7976993320841701,0.0
residual::cLogP,residual_property,31.818181818181813,50,3.9507400000000024,2.718375000000001,5.296125000000004,0.1665902855608108,-0.2745316198707284,0.8014968917798884,0.0
residual::cLogP,residual_property,34.848484848484844,50,4.135840000000003,3.081150000000002,5.433200000000005,0.29198823720975464,-0.07853840783278832,0.9050071136607254,0.11118393206584587
residual::cLogP,residual_property,37.87878787878788,50,4.251590000000003,3.165300000000002,5.7172500000000035,0.3469616454616835,-0.09506532001797952,0.9483248793769059,0.1250667287560232
residual::cLogP,residual_property,40.90909090909091,50,4.682120000000004,3.276842500000002,6.360325000000005,0.3469616454616835,-0.12317804047196623,1.1427132579193067,0.13073312950267457
residual::cLogP,residual_property,43.93939393939394,50,5.054410000000004,3.357992500000002,6.482920000000005,0.6621742270281974,0.11260944246936933,1.2701324010038344,0.3035457760156844
residual::cLogP,residual_property,46.96969696969697,50,5.079750000000004,3.4453000000000022,6.4307400000000055,0.3665697376685526,-0.03880500979435797,1.1244515689179844,0.4491947374131593
residual::cLogP,residual_property,50.0,50,5.483250000000005,3.488900000000002,6.615180000000006,0.7748202561186472,0.15105934408562316,1.2657657101016209,0.5978851342692535
residual::cLogP,residual_property,53.03030303030303,50,5.461845000000004,3.5495250000000027,6.980775000000005,0.7584846310529134,0.256391261952152,1.2955056471567787,0.5911425225690596
residual::cLogP,residual_property,56.06060606060606,50,5.137150000000004,3.6044250000000035,6.952925000000006,0.6457606641937443,0.23057657727314362,1.2223070970273298,0.5911425225690596
residual::cLogP,residual_property,59.09090909090909,50,5.320490000000005,3.855125000000002,7.251255000000007,0.8330783151144505,0.1731139014078018,1.4459417732561142,0.7311617316931083
residual::cLogP,residual_property,62.121212121212125,50,5.820990000000005,4.451665000000004,7.135475000000006,0.9972482148794484,0.14850784853629473,1.6713624171348387,0.8744294730310513
residual::cLogP,residual_property,65.15151515151516,50,5.849500000000004,4.727672500000003,7.309675000000006,0.9671421590241369,0.6987735402860962,1.7511049592890617,1.0736013760570602
residual::cLogP,residual_property,68.18181818181819,50,5.849500000000004,4.710850000000003,7.309675000000006,1.0513381455056305,0.49544848815281006,1.7726802605980942,1.055918345643117
residual::cLogP,residual_property,71.21212121212122,50,5.934350000000006,4.413490000000003,7.309675000000006,0.9671421590241369,0.45525483559426294,1.4685098426484209,0.989906262268802
residual::cLogP,residual_property,74.24242424242425,50,5.9537500000000065,4.413490000000003,7.197150000000006,0.9883429903332877,0.7049161521148449,1.4987927919457515,1.0358472015247324
residual::cLogP,residual_property,77.27272727272728,50,6.217350000000004,4.679575000000003,7.411250000000004,0.8615788699495894,0.3606387056125375,1.5065723316641555,1.0035118503694496
residual::cLogP,residual_property,80.30303030303031,50,6.203300000000006,4.742150000000003,7.7357500000000075,0.950775650719724,0.049379357812998736,1.3982894575723195,0.8696425578781701
residual::cLogP,residual_property,83.33333333333334,50,6.345350000000005,4.821305000000004,7.587915000000005,0.901613690579774,0.35172644430708266,1.3708450954431435,0.7934437358519375
residual::cLogP,residual_property,86.36363636363637,50,6.734850000000005,5.410075000000005,7.968625000000004,0.8292468957868862,0.3273529824751997,1.4456382577321962,0.8824902902822518
residual::cLogP,residual_property,89.3939393939394,50,6.982700000000003,5.501840000000005,8.073400000000005,0.9707920013373594,0.34430400426097374,1.4816927087369542,0.9955900226762582
residual::cLogP,residual_property,92.42424242424244,50,7.049950000000006,5.366675000000004,8.075625000000006,1.0189176218071028,0.382585131649815,1.4844123562166904,0.9589409031428231
residual::cLogP,residual_property,95.45454545454544,50,7.160850000000005,5.076800000000004,8.137250000000005,0.9799466750862651,0.27383882433069506,1.7054873108086221,0.9501090441387741
residual::cLogP,residual_property,98.48484848484848,50,7.015100000000006,5.333990000000005,8.596642500000002,0.9758747023627907,0.18489689804742682,1.7290505778997203,0.9501090441387741
residual::cLogP,residual_property,101.5151515151515,50,7.909100000000006,5.6654000000000035,9.0527,0.9758747023627907,0.22130283524893724,1.697142436817117,0.8800064753082615
residual::cLogP,residual_property,104.54545454545452,50,7.858050000000007,5.392340000000004,9.355199999999996,0.9506320991328625,0.3084314721261472,1.8542472763994011,0.8800064753082615
residual::cLogP,residual_property,107.57575757575756,50,7.890750000000005,6.088065000000006,9.283114999999995,1.014611194053952,0.5585564350216441,1.558853464644286,0.9151075291702293
residual::cLogP,residual_property,110.60606060606062,50,8.660350000000001,7.172800000000008,9.590274999999995,1.0953590716193937,0.3491262965445192,1.9406536423621439,0.9467404207985097
residual::cLogP,residual_property,113.63636363636364,50,8.605950000000002,6.528800000000006,10.063849999999992,1.2695754924759965,0.33600261510520824,2.0715985240970687,0.9478896955757166
residual::cLogP,residual_property,116.66666666666669,50,9.17465,7.413850000000007,10.718349999999988,1.3487146920941986,0.6672819902602678,2.0135567973324378,1.2231514651695734
residual::cLogP,residual_property,119.69696969696967,50,9.329199999999998,8.192700000000004,10.767324999999987,1.3694024622279124,0.5050783821542888,1.9651005051609565,1.0197167803473637
residual::cLogP,residual_property,122.72727272727276,50,9.753599999999995,8.226587500000006,11.359974999999984,1.221499498100378,0.6599059377065386,2.4996857867766753,1.2300120144479318
residual::cLogP,residual_property,125.75757575757576,50,10.231159999999992,8.732025000000002,12.043099999999981,1.6547919510460698,0.7590271150904782,2.786366518623165,1.506727612374089
residual::cLogP,residual_property,128.7878787878788,50,10.60264999999999,9.1103,13.025674999999975,1.8313459244375503,0.8565636067526334,2.883062556037304,1.8628233990925551
residual::cLogP,residual_property,131.8181818181818,50,11.068499999999986,9.309549999999998,13.620874999999971,1.709321953204027,0.9885161953388288,3.284393679122124,1.8634153658831496
residual::cLogP,residual_property,134.84848484848487,50,10.901949999999989,9.100747500000004,13.749874999999971,1.7318116615893242,0.9597734545564869,2.671541620830301,1.6593875626796548
residual::cLogP,residual_property,137.87878787878788,50,11.543999999999983,9.588367499999997,14.967249999999963,1.9069049305604757,1.228892645164505,3.9316107126549276,1.971432538047273
residual::cLogP,residual_property,140.90909090909088,50,12.349999999999977,10.288074999999989,20.05174999999999,2.1379907683998027,1.4292510754538088,5.255584763482097,2.198023013180096
residual::cLogP,residual_property,143.93939393939394,50,13.27579999999997,10.114149999999992,43.256699999999896,2.405701090516195,1.4255839156264556,9.544941414670557,2.363327370886582
residual::cLogP,residual_property,146.96969696969694,50,14.147849999999966,10.485154999999988,47.076074999999825,2.4592171452738976,1.441380921564672,12.533234071054999,2.422555454770049
residual::cLogP,residual_property,150.0,50,16.782149999999962,11.609947499999981,55.48249999999968,3.8296909599796445,1.718973989908518,16.14522528350625,4.262429529416107
