direction_name,direction_kind,alpha,valid_count,median_clogp,q25_clogp,q75_clogp,median_fixed_graph_size_residual,q25_fixed_graph_size_residual,q75_fixed_graph_size_residual,median_fixed_graph_size_residual_change_from_seed
residual::cLogP,residual_property,-143.93939393939394,50,-2.2211599999999967,-3.0339449999999974,-1.5321699999999985,-1.8053108193716592,-2.8281499083737174,-1.2510678683148182,-2.1499109728640704
residual::cLogP,residual_property,-140.9090909090909,50,-2.106809999999999,-3.006394999999998,-1.4814024999999986,-1.7842453750894887,-2.7870455146192947,-1.140626678960833,-2.120287028847823
residual::cLogP,residual_property,-137.87878787878788,50,-2.1806199999999993,-2.88378,-1.14907,-1.8298357097628541,-2.684445318689441,-0.9451627225776923,-1.8007333502978518
residual::cLogP,residual_property,-134.84848484848484,50,-2.1962199999999994,-2.8730750000000005,-1.3482399999999999,-1.946072857286888,-2.661116207572906,-1.1008327950680161,-1.9847064988724528
residual::cLogP,residual_property,-131.8181818181818,50,-2.3018699999999983,-3.1699699999999984,-1.556394999999998,-2.033763245002887,-2.889641291336858,-1.4354158887417254,-2.201029414308766
residual::cLogP,residual_property,-128.78787878787878,50,-2.3022099999999983,-3.400464999999995,-1.4916899999999977,-2.2103164949595793,-3.0386072358482155,-1.467226639112281,-2.3032486647015786
residual::cLogP,residual_property,-125.75757575757576,50,-1.9184099999999975,-3.056644999999997,-1.362625,-1.7934184357754295,-2.897508331422371,-1.2043588002744783,-2.2258515896223527
residual::cLogP,residual_property,-122.72727272727272,50,-1.8768099999999985,-2.8090049999999973,-1.25609,-1.8272506311170091,-3.0653567630393592,-1.2399186884126556,-2.2831520602925104
residual::cLogP,residual_property,-119.69696969696967,50,-2.12505,-3.078569999999995,-1.3899449999999984,-1.931255142877647,-3.249000229742236,-1.3788643896498407,-2.413022214466619
residual::cLogP,residual_property,-116.66666666666666,50,-2.1348100000000008,-2.8748024999999964,-1.2348949999999999,-2.2487735095568255,-3.2235496794058074,-1.0660660405737692,-2.354679732914901
residual::cLogP,residual_property,-113.63636363636364,50,-1.8148499999999987,-3.0268124999999984,-0.8407824999999982,-2.2060854055316463,-3.12589867270168,-0.9400371187018159,-2.371007847848172
residual::cLogP,residual_property,-110.6060606060606,50,-1.8148499999999987,-2.694444999999998,-0.904645,-1.8586762476463707,-3.0971994558274156,-0.858365347763455,-2.1232961056537487
residual::cLogP,residual_property,-107.57575757575758,50,-2.16111,-2.4783624999999967,-0.9730775,-1.857467343767574,-3.3816595300810217,-1.1629598666084988,-2.1025923119872494
residual::cLogP,residual_property,-104.54545454545456,50,-1.620099999999998,-2.827139999999997,-0.9113949999999974,-1.901098570367941,-2.973152718606566,-1.0617298099113608,-2.1400691920899804
residual::cLogP,residual_property,-101.51515151515152,50,-2.243564999999996,-2.977679999999996,-1.0295624999999984,-2.264998719853777,-3.1205320567709793,-1.159837250223065,-2.098712933553096
residual::cLogP,residual_property,-98.48484848484848,50,-1.9374149999999974,-3.2728824999999975,-0.7023300000000001,-2.3550315229108607,-3.322316487041885,-1.159837250223065,-2.181452701442362
residual::cLogP,residual_property,-95.45454545454544,50,-1.6499499999999958,-2.6864149999999967,-0.5569649999999997,-2.184422788831636,-2.8340852055825163,-1.3511894570627803,-2.318402027513816
residual::cLogP,residual_property,-92.42424242424242,50,-1.4281599999999988,-2.332199999999994,-0.48179999999999995,-1.9464821847121583,-2.7288024761383993,-0.9357796598501218,-2.318402027513816
residual::cLogP,residual_property,-89.39393939393939,50,-1.3173099999999955,-2.0386674999999967,-0.41532,-1.869838530842561,-2.636775642219706,-1.3448414386138496,-2.022464692054937
residual::cLogP,residual_property,-86.36363636363637,50,-1.1949099999999961,-2.116289999999996,-0.25312999999999986,-1.7747713988673612,-2.6462794135503422,-0.8769517508300322,-1.9666444333237192
residual::cLogP,residual_property,-83.33333333333333,50,-1.0377249999999973,-2.075197499999995,-0.4255150000000001,-1.7470778321064826,-2.620381921383563,-1.0895348441539539,-1.8074830709116885
residual::cLogP,residual_property,-80.3030303030303,50,-1.0762250000000009,-2.1532724999999946,-0.23407999999999626,-1.907439740986487,-3.1066471340546187,-1.1339718669367302,-2.1023281375202734
residual::cLogP,residual_property,-77.27272727272728,50,-1.314109999999999,-2.2357549999999975,-0.4166249999999994,-2.1892767576421486,-3.1179992223224557,-1.2247508374619682,-2.3341297010112356
residual::cLogP,residual_property,-74.24242424242425,50,-1.0174600000000003,-1.8564974999999964,-0.11682499999999568,-1.9941307564647575,-2.9268009566002764,-1.2166020560653878,-2.2010399209688982
residual::cLogP,residual_property,-71.21212121212122,50,-0.8288499999999993,-1.7905649999999969,0.14145000000000124,-1.8499874050102636,-2.7963794410964775,-1.2057974813540975,-2.1734030600035927
residual::cLogP,residual_property,-68.18181818181819,50,-0.5953049999999986,-1.7613824999999974,0.2029999999999999,-2.0261531048890475,-2.5994852900916916,-0.8935551705788818,-2.1147106888930285
residual::cLogP,residual_property,-65.15151515151516,50,-0.8786249999999989,-1.896039999999996,0.33547500000000097,-1.8657293376236614,-2.720316928033273,-1.0141687560591228,-2.0373185737848427
residual::cLogP,residual_property,-62.121212121212125,50,-0.5562999999999978,-1.4959424999999973,0.8532725000000004,-1.7265057404931201,-2.5482811009182376,-0.9088881413954573,-1.8861805500162525
residual::cLogP,residual_property,-59.09090909090909,50,-0.42884999999999973,-1.1268574999999983,0.8294925000000021,-1.6941811186388733,-2.510178513819682,-0.7267652412437196,-1.8990838445441445
residual::cLogP,residual_property,-56.06060606060606,50,-0.06590000000000021,-0.7101500000000001,0.9515200000000003,-1.3620020862358697,-2.180726569162061,-0.718987458956059,-1.5083180779958636
residual::cLogP,residual_property,-53.03030303030303,50,0.14839500000000072,-0.7014274999999981,1.4696675,-1.263097306300609,-2.3715864166299174,-0.48377910465338636,-1.2257158224923175
residual::cLogP,residual_property,-50.0,50,0.69765,-0.22004999999999958,1.5857125,-1.0039932529972995,-1.7428161656374233,-0.3659012481943658,-1.084567554769929
residual::cLogP,residual_property,-46.96969696969697,50,1.0407000000000006,-0.20217499999999888,1.825175,-1.0246534358659936,-1.7516942363825678,-0.3659012481943658,-0.9530427660836914
residual::cLogP,residual_property,-43.93939393939394,50,1.3745,0.2222750000000001,2.125985,-0.9033239292293357,-1.5595896828141766,-0.228734987725144,-1.0149787930583811
residual::cLogP,residual_property,-40.90909090909091,50,1.2727,0.3641675,2.255075,-0.9301291145823625,-1.676142578480422,-0.24315598591746984,-1.091724213729791
residual::cLogP,residual_property,-37.87878787878788,50,2.004,0.8238099999999998,2.768075000000001,-0.5576986242501835,-1.280065804667918,-0.04252872407095987,-0.7573548251362217
residual::cLogP,residual_property,-34.848484848484844,50,2.11179,1.0191000000000001,2.9873900000000013,-0.48043585319126314,-1.2603549356679498,0.031663853736865144,-0.6782653270022154
residual::cLogP,residual_property,-31.818181818181813,50,2.18804,1.2669,2.8960650000000014,-0.43303426707628434,-1.280065804667918,-0.004060005392787502,-0.5001486579161558
residual::cLogP,residual_property,-28.787878787878785,50,2.7321900000000006,1.46445,3.8856250000000028,-0.1482085674534142,-0.7324705723594659,0.20757286209851633,0.0
residual::cLogP,residual_property,-25.757575757575765,50,2.8214000000000006,1.70552,3.962745000000002,-0.16319226933176983,-0.7925537499408675,0.33997413765473805,0.0
residual::cLogP,residual_property,-22.727272727272734,50,2.863950000000001,1.7789149999999996,4.233450000000003,-0.040584041377784486,-0.49634467904144175,0.5237518406761474,0.0
residual::cLogP,residual_property,-19.69696969696969,50,2.9625100000000013,2.2268500000000007,4.299875000000003,0.07445225308987147,-0.355708382786349,0.5181794543268439,0.0
residual::cLogP,residual_property,-16.666666666666657,50,3.0412000000000017,2.29035,4.299875000000003,0.07445225308987147,-0.355708382786349,0.5181794543268439,0.0
residual::cLogP,residual_property,-13.636363636363626,50,3.080950000000002,2.29035,4.505040000000004,0.09512350235165457,-0.3357749959526535,0.5736028282612629,0.0
residual::cLogP,residual_property,-10.606060606060597,50,3.080950000000002,2.3599250000000005,4.505040000000004,0.09512350235165457,-0.3357749959526535,0.5736028282612629,0.0
residual::cLogP,residual_property,-7.575757575757564,50,3.080950000000002,2.3599250000000005,4.505040000000004,0.09512350235165457,-0.3357749959526535,0.5736028282612629,0.0
residual::cLogP,residual_property,-4.545454545454561,50,3.080950000000002,2.3599250000000005,4.505040000000004,0.09512350235165457,-0.3357749959526535,0.5736028282612629,0.0
residual::cLogP,residual_property,-1.5151515151515298,50,3.115740000000002,2.3599250000000005,4.505040000000004,0.13549777133547147,-0.2989069351589302,0.5736028282612629,0.0
residual::cLogP,residual_property,1.5151515151515014,50,3.115740000000002,2.3599250000000005,4.505040000000004,0.13549777133547147,-0.2989069351589302,0.5736028282612629,0.0
residual::cLogP,residual_property,4.5454545454545325,50,3.115740000000002,2.3599250000000005,4.505040000000004,0.13549777133547147,-0.2989069351589302,0.5736028282612629,0.0
residual::cLogP,residual_property,7.575757575757564,50,3.115740000000002,2.3599250000000005,4.505040000000004,0.13549777133547147,-0.2989069351589302,0.5736028282612629,0.0
residual::cLogP,residual_property,10.606060606060597,50,3.115740000000002,2.3599250000000005,4.505040000000004,0.13549777133547147,-0.2989069351589302,0.5736028282612629,0.0
residual::cLogP,residual_property,13.636363636363626,50,3.115740000000002,2.410275000000001,4.505040000000004,0.13549777133547147,-0.2989069351589302,0.5736028282612629,0.0
residual::cLogP,residual_property,16.666666666666657,50,3.115740000000002,2.410275000000001,4.505040000000004,0.13549777133547147,-0.2989069351589302,0.5736028282612629,0.0
residual::cLogP,residual_property,19.69696969696969,50,3.304940000000002,2.410275000000001,4.299875000000003,0.13549777133547147,-0.2745316198707284,0.5181794543268439,0.0
residual::cLogP,residual_property,22.72727272727272,50,3.495150000000002,2.410275000000001,4.299875000000003,0.1628453846400708,-0.2745316198707284,0.5736028282612629,0.0
