direction_name,direction_kind,focus_property,alpha,sample_count,valid_count,validity,unique_valid_canonical_count,unique_canonical_fraction_among_valid,changed_evaluable_count,exact_changed_from_seed_fraction,seed_similarity_evaluable_count,seed_tanimoto_median,seed_tanimoto_q25,seed_tanimoto_q75,scaffold_evaluable_count,scaffold_retention,training_novelty_070_evaluable_count,training_novelty_at_070,training_neighbor_ge_070_count,nearest_training_similarity_median_among_hits_ge_070,nearest_training_similarity_note
raw::BertzCT,raw_property,BertzCT,22.72727272727272,50,50,1.0,50,1.0,50,0.72,50,0.5067567567567568,0.3235128012048193,1.0,50,0.38,50,0.7,15,1.0,threshold-censored: exact values are present only when nearest-training Tanimoto is at least 0.70
raw::BertzCT,raw_property,BertzCT,25.75757575757575,50,50,1.0,50,1.0,50,0.76,50,0.4609800362976406,0.2997734541577825,0.6931603773584906,50,0.34,50,0.76,12,1.0,threshold-censored: exact values are present only when nearest-training Tanimoto is at least 0.70
raw::BertzCT,raw_property,BertzCT,28.787878787878785,50,50,1.0,50,1.0,50,0.8,50,0.40161290322580645,0.30473751600512167,0.5409590409590409,50,0.26,50,0.82,9,1.0,threshold-censored: exact values are present only when nearest-training Tanimoto is at least 0.70
raw::BertzCT,raw_property,BertzCT,31.818181818181813,50,50,1.0,50,1.0,50,0.86,50,0.30033404190707563,0.20699420442571126,0.470671758715237,50,0.16,50,0.88,6,1.0,threshold-censored: exact values are present only when nearest-training Tanimoto is at least 0.70
raw::BertzCT,raw_property,BertzCT,34.848484848484844,50,50,1.0,50,1.0,50,0.86,50,0.2619047619047619,0.18635724331926862,0.39629120879120877,48,0.14583333333333334,50,0.88,6,1.0,threshold-censored: exact values are present only when nearest-training Tanimoto is at least 0.70
raw::BertzCT,raw_property,BertzCT,37.87878787878788,50,50,1.0,50,1.0,50,0.9,50,0.21182983682983683,0.13845401174168298,0.3374929098128191,48,0.125,50,0.9,5,1.0,threshold-censored: exact values are present only when nearest-training Tanimoto is at least 0.70
raw::BertzCT,raw_property,BertzCT,40.90909090909091,50,50,1.0,50,1.0,50,0.9,50,0.18657357679914072,0.13211445501325433,0.29307165437302424,49,0.10204081632653061,50,0.9,5,1.0,threshold-censored: exact values are present only when nearest-training Tanimoto is at least 0.70
raw::BertzCT,raw_property,BertzCT,43.93939393939394,50,50,1.0,50,1.0,50,0.94,50,0.16552511415525112,0.11484049930651873,0.21272068095838587,47,0.06382978723404255,50,0.94,3,1.0,threshold-censored: exact values are present only when nearest-training Tanimoto is at least 0.70
raw::BertzCT,raw_property,BertzCT,46.96969696969697,50,50,1.0,50,1.0,50,0.96,50,0.1368421052631579,0.09705349531116794,0.2014423076923077,46,0.043478260869565216,50,0.96,2,0.8522727191448212,threshold-censored: exact values are present only when nearest-training Tanimoto is at least 0.70
raw::BertzCT,raw_property,BertzCT,50.0,50,50,1.0,50,1.0,50,0.98,50,0.1256578947368421,0.09837116839810184,0.17753322259136212,48,0.020833333333333332,50,0.98,1,0.7045454382896423,threshold-censored: exact values are present only when nearest-training Tanimoto is at least 0.70
raw::BertzCT,raw_property,BertzCT,53.03030303030303,50,50,1.0,50,1.0,50,1.0,50,0.12382075471698113,0.09195548759768943,0.15426587301587302,49,0.0,50,1.0,0,,threshold-censored: exact values are present only when nearest-training Tanimoto is at least 0.70
raw::BertzCT,raw_property,BertzCT,56.06060606060606,50,50,1.0,50,1.0,50,1.0,50,0.10748574857485749,0.08740898058252428,0.13086242834809797,49,0.0,50,1.0,0,,threshold-censored: exact values are present only when nearest-training Tanimoto is at least 0.70
raw::BertzCT,raw_property,BertzCT,59.09090909090909,50,50,1.0,50,1.0,50,1.0,50,0.10860906862745098,0.07489868287740628,0.13196492953130123,48,0.0,50,1.0,0,,threshold-censored: exact values are present only when nearest-training Tanimoto is at least 0.70
